geo,all_forms_of_tb_number_of_new_cases_reported,time
ton,49,1985
ton,35,1986
ton,24,1987
ton,14,1988
ton,36,1989
ton,23,1990
ton,20,1991
ton,29,1992
ton,33,1993
ton,23,1994
ton,20,1995
ton,22,1996
ton,21,1997
ton,30,1998
ton,22,1999
ton,24,2000
ton,12,2001
ton,29,2002
ton,16,2003
ton,12,2004
ton,18,2005
ton,18,2006
ton,23,2007
tto,80,1980
tto,82,1981
tto,62,1982
tto,112,1983
tto,108,1984
tto,112,1985
tto,119,1986
tto,122,1987
tto,108,1988
tto,124,1989
tto,120,1990
tto,141,1991
tto,142,1992
tto,112,1993
tto,129,1994
tto,166,1995
tto,204,1996
tto,260,1997
tto,199,1998
tto,159,1999
tto,198,2000
tto,206,2001
tto,133,2002
tto,147,2003
tto,178,2004
tto,166,2005
tto,232,2006
tto,218,2007
tun,2504,1980
tun,2316,1981
tun,2554,1982
tun,3062,1983
tun,2501,1984
tun,2510,1985
tun,2487,1986
tun,2272,1987
tun,2309,1988
tun,2403,1989
tun,2054,1990
tun,2064,1991
tun,2164,1992
tun,2565,1993
tun,2376,1994
tun,2383,1995
tun,2387,1996
tun,2211,1998
tun,2158,1999
tun,2038,2000
tun,1945,2001
tun,1885,2002
tun,1965,2003
tun,1994,2004
tun,2079,2005
tun,2131,2006
tun,2282,2007
tur,36720,1980
tur,39990,1981
tur,26460,1982
tur,28630,1983
tur,27590,1984
tur,30960,1985
tur,31030,1986
tur,30530,1987
tur,27880,1988
tur,26670,1989
tur,24470,1990
tur,25170,1991
tur,25460,1992
tur,22980,1995
tur,20210,1996
tur,25680,1997
tur,25500,1998
tur,22090,1999
tur,18040,2000
tur,17260,2001
tur,18040,2002
tur,17920,2003
tur,17540,2004
tur,19740,2005
tur,19630,2006
tur,18880,2007
tkm,1677,1980
tkm,1625,1981
tkm,1559,1982
tkm,1541,1983
tkm,1604,1984
tkm,1607,1985
tkm,1614,1986
tkm,1956,1987
tkm,1904,1988
tkm,2169,1989
tkm,2325,1990
tkm,2358,1991
tkm,2074,1992
tkm,2751,1993
tkm,1939,1995
tkm,2072,1996
tkm,3438,1997
tkm,3839,1998
tkm,4092,1999
tkm,4038,2000
tkm,3948,2001
tkm,3671,2002
tkm,3771,2003
tkm,3382,2004
tkm,3191,2005
tkm,3223,2006
tkm,3428,2007
tca,2,1980
tca,0,1981
tca,2,1982
tca,5,1983
tca,0,1984
tca,4,1985
tca,2,1986
tca,12,1987
tca,0,1990
tca,0,1991
tca,0,1992
tca,0,1993
tca,17,1999
tca,3,2001
tca,3,2002
tca,6,2003
tca,7,2006
tuv,33,1980
tuv,18,1981
tuv,12,1982
tuv,23,1983
tuv,9,1984
tuv,32,1985
tuv,27,1986
tuv,22,1987
tuv,24,1988
tuv,26,1989
tuv,23,1990
tuv,30,1991
tuv,30,1992
tuv,28,1993
tuv,19,1994
tuv,36,1995
tuv,18,1998
tuv,14,1999
tuv,16,2000
tuv,16,2001
tuv,13,2002
tuv,30,2003
tuv,12,2005
tuv,9,2006
tuv,18,2007
uga,1058,1980
uga,1170,1981
uga,497,1982
uga,2029,1983
uga,1392,1986
uga,1464,1987
uga,3066,1988
uga,1045,1989
uga,14740,1990
uga,19020,1991
uga,20660,1992
uga,21580,1993
uga,26990,1994
uga,25320,1995
uga,27200,1996
uga,28350,1997
uga,29230,1998
uga,31600,1999
uga,30370,2000
uga,36830,2001
uga,40700,2002
uga,41800,2003
uga,43720,2004
uga,41040,2005
uga,40780,2006
uga,40910,2007
ukr,26100,1980
ukr,25650,1981
ukr,24710,1982
ukr,24220,1983
ukr,24360,1984
ukr,24060,1985
ukr,22950,1986
ukr,22140,1987
ukr,20740,1988
ukr,20180,1989
ukr,16460,1990
ukr,16710,1991
ukr,18140,1992
ukr,19960,1993
ukr,20620,1994
ukr,21460,1995
ukr,23410,1996
ukr,28340,1997
ukr,27760,1998
ukr,32880,1999
ukr,32940,2000
ukr,36780,2001
ukr,40180,2002
ukr,37040,2003
ukr,38400,2004
ukr,39610,2005
ukr,41260,2006
ukr,37520,2007
are,522,1980
are,638,1981
are,597,1982
are,507,1983
are,534,1984
are,568,1985
are,464,1986
are,818,1987
are,339,1988
are,308,1989
are,285,1990
are,234,1991
are,227,1992
are,426,1994
are,507,1996
are,773,1998
are,66,1999
are,115,2000
are,74,2001
are,90,2002
are,117,2003
are,92,2004
are,103,2005
are,90,2006
are,97,2007
gbr,10490,1980
gbr,9290,1981
gbr,8436,1982
gbr,7814,1983
gbr,7026,1984
gbr,6666,1985
gbr,6841,1986
gbr,5732,1987
gbr,5793,1988
gbr,6059,1989
gbr,5908,1990
gbr,6088,1991
gbr,6411,1992
gbr,6481,1993
gbr,6196,1994
gbr,6176,1995
gbr,6238,1996
gbr,6355,1997
gbr,6176,1998
gbr,6183,1999
gbr,6220,2000
gbr,6027,2001
gbr,6889,2002
gbr,6400,2003
gbr,7039,2004
gbr,8173,2005
gbr,8157,2006
gbr,7851,2007
tza,11480,1980
tza,12120,1981
tza,11750,1982
tza,11750,1983
tza,12090,1984
tza,13700,1985
tza,15450,1986
tza,16920,1987
tza,18210,1988
tza,19260,1989
tza,22250,1990
tza,25210,1991
tza,28460,1992
tza,31460,1993
tza,34800,1994
tza,39850,1995
tza,44420,1996
tza,46430,1997
tza,51230,1998
tza,52440,1999
tza,54440,2000
tza,61600,2001
tza,60310,2002
tza,61580,2003
tza,62510,2004
tza,61020,2005
tza,59280,2006
tza,59370,2007
vir,0,1980
vir,1,1981
vir,1,1982
vir,2,1983
vir,3,1984
vir,1,1985
vir,1,1986
vir,2,1987
vir,6,1988
vir,4,1989
vir,4,1990
vir,4,1991
vir,10,1994
vir,4,1995
vir,8,1996
usa,27750,1980
usa,27370,1981
usa,25520,1982
usa,23850,1983
usa,22260,1984
usa,22200,1985
usa,22770,1986
usa,22520,1987
usa,22440,1988
usa,23500,1989
usa,25700,1990
usa,26280,1991
usa,26670,1992
usa,25110,1993
usa,24200,1994
usa,22730,1995
usa,21210,1996
usa,19750,1997
usa,18290,1998
usa,17500,1999
usa,16310,2000
usa,15940,2001
usa,15060,2002
usa,14840,2003
usa,14500,2004
usa,14080,2005
usa,13780,2006
usa,13300,2007
ury,1874,1980
ury,1699,1981
ury,1450,1982
ury,1359,1983
ury,1389,1984
ury,1201,1985
ury,1082,1986
ury,1023,1987
ury,951,1988
ury,987,1989
ury,886,1990
ury,759,1991
ury,699,1992
ury,689,1993
ury,666,1994
ury,625,1995
ury,701,1996
ury,708,1997
ury,668,1998
ury,627,1999
ury,645,2000
ury,689,2001
ury,536,2002
ury,643,2003
ury,727,2004
ury,622,2005
ury,557,2006
ury,607,2007
uzb,9163,1980
uzb,9682,1981
uzb,8697,1982
uzb,8817,1983
uzb,8544,1984
uzb,8717,1985
uzb,9427,1986
uzb,9794,1987
uzb,10130,1988
uzb,10630,1989
uzb,9414,1990
uzb,9370,1992
uzb,9774,1993
uzb,14890,1994
uzb,9866,1995
uzb,11920,1996
uzb,13350,1997
uzb,14560,1998
uzb,15080,1999
uzb,15750,2000
uzb,17390,2001
uzb,20590,2002
uzb,20700,2003
uzb,20290,2004
uzb,21510,2005
uzb,23900,2006
uzb,19780,2007
vut,178,1980
vut,92,1981
vut,173,1982
vut,196,1983
vut,188,1984
vut,124,1985
vut,131,1986
vut,90,1987
vut,118,1988
vut,144,1989
vut,140,1990
vut,230,1991
vut,193,1992
vut,114,1993
vut,152,1994
vut,79,1995
vut,126,1996
vut,184,1997
vut,178,1998
vut,120,1999
vut,152,2000
vut,175,2001
vut,101,2002
vut,104,2003
vut,115,2004
vut,76,2005
vut,126,2006
vut,122,2007
ven,4233,1980
ven,4093,1981
ven,4159,1982
ven,4266,1983
ven,4737,1984
ven,4822,1985
ven,4974,1986
ven,4954,1987
ven,4557,1988
ven,4524,1989
ven,5457,1990
ven,5216,1991
ven,5444,1992
ven,5169,1993
ven,4877,1994
ven,5578,1995
ven,5650,1996
ven,5984,1997
ven,6273,1998
ven,6598,1999
ven,6466,2000
ven,6251,2001
ven,6204,2002
ven,6734,2003
ven,6808,2004
ven,6847,2005
ven,6705,2006
ven,6456,2007
vnm,43060,1980
vnm,43510,1981
vnm,51210,1982
vnm,43180,1983
vnm,43880,1984
vnm,46940,1985
vnm,47560,1986
vnm,55500,1987
vnm,52460,1988
vnm,52270,1989
vnm,50200,1990
vnm,59780,1991
vnm,56590,1992
vnm,52990,1993
vnm,51760,1994
vnm,55740,1995
vnm,74710,1996
vnm,77840,1997
vnm,87470,1998
vnm,88880,1999
vnm,89790,2000
vnm,90730,2001
vnm,95040,2002
vnm,92740,2003
vnm,98170,2004
vnm,94920,2005
vnm,97360,2006
vnm,97400,2007
wlf,23,1980
wlf,24,1981
wlf,5,1982
wlf,17,1983
wlf,14,1984
wlf,14,1985
wlf,34,1987
wlf,1,1988
wlf,30,1989
wlf,22,1991
wlf,4,1992
wlf,11,1993
wlf,11,1994
wlf,6,1995
wlf,8,1996
wlf,14,1997
wlf,1,2001
wlf,19,2002
wlf,15,2003
wlf,7,2005
wlf,2,2007
pse,191,1980
pse,139,1981
pse,136,1982
pse,136,1983
pse,123,1984
pse,113,1985
pse,63,1986
pse,82,1987
pse,85,1988
pse,145,1989
pse,64,1990
pse,89,1991
pse,97,1992
pse,77,1995
pse,40,1996
pse,18,1998
pse,82,2000
pse,67,2001
pse,36,2003
pse,23,2004
pse,28,2005
pse,42,2006
pse,33,2007
yem,3446,1988
yem,4913,1989
yem,4650,1990
yem,6844,1991
yem,10110,1992
yem,11080,1993
yem,11510,1994
yem,14430,1995
yem,14360,1996
yem,12010,1997
yem,12380,1998
yem,13080,1999
yem,13650,2000
yem,13030,2001
yem,11680,2002
yem,10410,2003
yem,10020,2004
yem,9063,2005
yem,8468,2006
yem,8427,2007
zmb,5321,1980
zmb,6162,1981
zmb,6525,1982
zmb,6860,1983
zmb,7272,1984
zmb,8246,1985
zmb,8716,1986
zmb,10020,1987
zmb,12880,1988
zmb,14270,1989
zmb,16860,1990
zmb,23370,1991
zmb,25450,1992
zmb,30500,1993
zmb,35220,1994
zmb,35960,1995
zmb,40420,1996
zmb,45240,1999
zmb,49810,2000
zmb,46260,2001
zmb,54220,2002
zmb,53930,2003
zmb,54110,2004
zmb,49580,2005
zmb,47790,2006
zmb,46320,2007
zwe,4057,1980
zwe,4051,1981
zwe,4577,1982
zwe,3881,1983
zwe,5694,1984
zwe,4759,1985
zwe,5233,1986
zwe,5848,1987
zwe,6002,1988
zwe,6822,1989
zwe,9132,1990
zwe,11710,1991
zwe,16240,1992
zwe,20120,1993
zwe,23960,1994
zwe,30830,1995
zwe,35740,1996
zwe,43760,1997
zwe,47080,1998
zwe,50140,1999
zwe,50860,2000
zwe,56220,2001
zwe,59170,2002
zwe,53180,2003
zwe,56160,2004
zwe,50450,2005
zwe,44330,2006
zwe,40280,2007
