aid_received_total_us_inflation_adjusted,geo,time
359100000,mrt,2007
439900000,mrt,2008
370600000,mrt,2009
374400000,mrt,2010
4940000,mus,1960
51300000,mus,1961
38410000,mus,1962
51290000,mus,1963
18180000,mus,1964
17250000,mus,1965
33680000,mus,1966
39340000,mus,1967
81150000,mus,1968
41950000,mus,1969
40710000,mus,1970
56820000,mus,1971
55590000,mus,1972
67520000,mus,1973
113000000,mus,1974
107300000,mus,1975
64130000,mus,1976
78100000,mus,1977
129400000,mus,1978
82770000,mus,1979
76430000,mus,1980
143300000,mus,1981
123200000,mus,1982
109000000,mus,1983
95540000,mus,1984
72330000,mus,1985
116900000,mus,1986
115000000,mus,1987
99990000,mus,1988
105300000,mus,1989
132000000,mus,1990
102200000,mus,1991
66390000,mus,1992
39340000,mus,1993
22790000,mus,1994
32460000,mus,1995
29330000,mus,1996
62730000,mus,1997
58340000,mus,1998
63320000,mus,1999
33550000,mus,2000
33800000,mus,2001
37440000,mus,2002
-18660000,mus,2003
39530000,mus,2004
40970000,mus,2005
22260000,mus,2006
69920000,mus,2007
102300000,mus,2008
149600000,mus,2009
125300000,mus,2010
-12920000,mex,1960
380700000,mex,1961
202400000,mex,1962
165700000,mex,1963
23880000,mex,1964
245100000,mex,1965
245700000,mex,1966
298100000,mex,1967
462600000,mex,1968
356700000,mex,1969
509400000,mex,1970
256300000,mex,1971
312900000,mex,1972
284000000,mex,1973
222000000,mex,1974
211200000,mex,1975
220600000,mex,1976
162900000,mex,1977
39790000,mex,1978
178300000,mex,1979
123700000,mex,1980
242600000,mex,1981
339800000,mex,1982
325300000,mex,1983
214200000,mex,1984
344000000,mex,1985
495600000,mex,1986
269000000,mex,1987
281600000,mex,1988
164300000,mex,1989
240000000,mex,1990
412200000,mex,1991
439700000,mex,1992
641300000,mex,1993
573800000,mex,1994
392300000,mex,1995
323100000,mex,1996
131100000,mex,1997
38260000,mex,1998
58380000,mex,1999
-60690000,mex,2000
173200000,mex,2001
162500000,mex,2002
149900000,mex,2003
124200000,mex,2004
204200000,mex,2005
298400000,mex,2006
104900000,mex,2007
138400000,mex,2008
183900000,mex,2009
471100000,mex,2010
680000,fsm,1991
17340000,fsm,1992
86240000,fsm,1993
138400000,fsm,1994
97260000,fsm,1995
148800000,fsm,1996
125700000,fsm,1997
105200000,fsm,1998
138300000,fsm,1999
127500000,fsm,2000
170600000,fsm,2001
137600000,fsm,2002
137200000,fsm,2003
99780000,fsm,2004
119700000,fsm,2005
118400000,fsm,2006
122500000,fsm,2007
96550000,fsm,2008
123000000,fsm,2009
125200000,fsm,2010
91370000,mda,1997
57580000,mda,1998
146700000,mda,1999
178400000,mda,2000
182000000,mda,2001
197900000,mda,2002
154100000,mda,2003
139000000,mda,2004
194700000,mda,2005
258400000,mda,2006
273800000,mda,2007
288300000,mda,2008
241600000,mda,2009
470400000,mda,2010
410000,mng,1984
8160000,mng,1985
7310000,mng,1986
5080000,mng,1987
4740000,mng,1988
10350000,mng,1989
19250000,mng,1990
97750000,mng,1991
163500000,mng,1992
157100000,mng,1993
225900000,mng,1994
227500000,mng,1995
238200000,mng,1996
334600000,mng,1997
275800000,mng,1998
288700000,mng,1999
284600000,mng,2000
309800000,mng,2001
291300000,mng,2002
322800000,mng,2003
303400000,mng,2004
255500000,mng,2005
234500000,mng,2006
257900000,mng,2007
251800000,mng,2008
382000000,mng,2009
302000000,mng,2010
10430000,mne,2003
23600000,mne,2004
4410000,mne,2005
107100000,mne,2006
108600000,mne,2007
100500000,mne,2008
74460000,mne,2009
80280000,mne,2010
356400000,mar,1960
701400000,mar,1961
558200000,mar,1962
666300000,mar,1963
723800000,mar,1964
730600000,mar,1965
631900000,mar,1966
415500000,mar,1967
585200000,mar,1968
507400000,mar,1969
500400000,mar,1970
721000000,mar,1971
509400000,mar,1972
425500000,mar,1973
473400000,mar,1974
948600000,mar,1975
885900000,mar,1976
1962000000,mar,1977
1197000000,mar,1978
1331000000,mar,1979
2693000000,mar,1980
2554000000,mar,1981
2125000000,mar,1982
1159000000,mar,1983
896100000,mar,1984
2224000000,mar,1985
895900000,mar,1986
763000000,mar,1987
823400000,mar,1988
863100000,mar,1989
1889000000,mar,1990
2290000000,mar,1991
1328000000,mar,1992
1163000000,mar,1993
970200000,mar,1994
656500000,mar,1995
845600000,mar,1996
689300000,mar,1997
790300000,mar,1998
1007000000,mar,1999
670800000,mar,2000
796400000,mar,2001
562100000,mar,2002
749900000,mar,2003
907400000,mar,2004
842100000,mar,2005
1243000000,mar,2006
1252000000,mar,2007
1401000000,mar,2008
899700000,mar,2009
992500000,mar,2010
160000,moz,1960
43100000,moz,1961
660000,moz,1962
1610000,moz,1963
-470000,moz,1964
69660000,moz,1966
183500000,moz,1967
160000,moz,1968
390000,moz,1969
790000,moz,1970
1120000,moz,1971
1070000,moz,1972
710000,moz,1973
3160000,moz,1974
69810000,moz,1975
237000000,moz,1976
257200000,moz,1977
306000000,moz,1978
364400000,moz,1979
385500000,moz,1980
355400000,moz,1981
549200000,moz,1982
578800000,moz,1983
735100000,moz,1984
815600000,moz,1985
938300000,moz,1986
1269000000,moz,1987
1639000000,moz,1988
1443000000,moz,1989
1547000000,moz,1990
1639000000,moz,1991
2110000000,moz,1992
1828000000,moz,1993
1782000000,moz,1994
1406000000,moz,1995
1205000000,moz,1996
1386000000,moz,1997
1544000000,moz,1998
1208000000,moz,1999
1427000000,moz,2000
1514000000,moz,2001
3435000000,moz,2002
1362000000,moz,2003
1469000000,moz,2004
1491000000,moz,2005
1831000000,moz,2006
1800000000,moz,2007
1916000000,moz,2008
2019000000,moz,2009
1952000000,moz,2010
427400000,mmr,1960
250400000,mmr,1961
369300000,mmr,1962
466500000,mmr,1963
240000000,mmr,1964
177000000,mmr,1965
164600000,mmr,1966
116700000,mmr,1967
144800000,mmr,1968
230600000,mmr,1969
175000000,mmr,1970
305000000,mmr,1971
283400000,mmr,1972
369800000,mmr,1973
306800000,mmr,1974
232500000,mmr,1975
271600000,mmr,1976
338600000,mmr,1977
764100000,mmr,1978
946700000,mmr,1979
774400000,mmr,1980
702100000,mmr,1981
825600000,mmr,1982
775200000,mmr,1983
699800000,mmr,1984
908600000,mmr,1985
777300000,mmr,1986
594300000,mmr,1987
653300000,mmr,1988
278600000,mmr,1989
243700000,mmr,1990
250800000,mmr,1991
148900000,mmr,1992
120300000,mmr,1993
179700000,mmr,1994
152000000,mmr,1995
43850000,mmr,1996
63560000,mmr,1997
106200000,mmr,1998
107500000,mmr,1999
139700000,mmr,2000
177600000,mmr,2001
169600000,mmr,2002
161200000,mmr,2003
148400000,mmr,2004
168700000,mmr,2005
165700000,mmr,2006
208300000,mmr,2007
529500000,mmr,2008
364200000,mmr,2009
355100000,mmr,2010
100000,nam,1972
30000,nam,1983
14640000,nam,1985
32460000,nam,1986
29450000,nam,1987
36160000,nam,1988
104600000,nam,1989
191200000,nam,1990
275100000,nam,1991
202900000,nam,1992
228900000,nam,1993
200200000,nam,1994
237200000,nam,1995
246400000,nam,1996
239000000,nam,1997
264900000,nam,1998
258700000,nam,1999
246300000,nam,2000
182600000,nam,2001
217700000,nam,2002
187400000,nam,2003
202700000,nam,2004
142800000,nam,2005
167300000,nam,2006
223300000,nam,2007
206200000,nam,2008
322400000,nam,2009
256400000,nam,2010
52980000,npl,1960
65500000,npl,1961
54920000,npl,1962
101400000,npl,1963
117900000,npl,1964
107800000,npl,1965
94180000,npl,1966
82590000,npl,1967
64340000,npl,1968
68890000,npl,1969
122600000,npl,1970
133200000,npl,1971
152500000,npl,1972
163400000,npl,1973
141500000,npl,1974
164600000,npl,1975
177800000,npl,1976
263300000,npl,1977
220500000,npl,1978
347400000,npl,1979
381100000,npl,1980
439700000,npl,1981
500000000,npl,1982
499900000,npl,1983
500800000,npl,1984
590800000,npl,1985
610000000,npl,1986
622300000,npl,1987
675500000,npl,1988
837900000,npl,1989
643400000,npl,1990
647700000,npl,1991
594200000,npl,1992
503100000,npl,1993
588900000,npl,1994
508900000,npl,1995
497800000,npl,1996
554000000,npl,1997
573900000,npl,1998
486100000,npl,1999
553000000,npl,2000
593300000,npl,2001
493100000,npl,2002
598400000,npl,2003
495900000,npl,2004
484000000,npl,2005
585600000,npl,2006
620200000,npl,2007
677900000,npl,2008
864700000,npl,2009
818400000,npl,2010
131000000,ncl,1966
85950000,ncl,1967
112800000,ncl,1968
115200000,ncl,1969
161200000,ncl,1970
253500000,ncl,1971
312400000,ncl,1972
347100000,ncl,1973
279900000,ncl,1974
229000000,ncl,1975
165500000,ncl,1976
263600000,ncl,1977
325500000,ncl,1978
359500000,ncl,1979
426500000,ncl,1980
373800000,ncl,1981
424900000,ncl,1982
514800000,ncl,1983
395700000,ncl,1984
429600000,ncl,1985
447700000,ncl,1986
517900000,ncl,1987
459200000,ncl,1988
513100000,ncl,1989
458000000,ncl,1990
474900000,ncl,1991
504000000,ncl,1992
584100000,ncl,1993
585900000,ncl,1994
575000000,ncl,1995
509900000,ncl,1996
492800000,ncl,1997
492600000,ncl,1998
476800000,ncl,1999
45460000,nic,1960
48060000,nic,1961
41550000,nic,1962
47180000,nic,1963
55720000,nic,1964
62870000,nic,1965
97470000,nic,1966
96820000,nic,1967
94900000,nic,1968
94410000,nic,1969
113300000,nic,1970
93000000,nic,1971
64030000,nic,1972
139500000,nic,1973
182900000,nic,1974
147000000,nic,1975
132500000,nic,1976
114200000,nic,1977
115400000,nic,1978
283100000,nic,1979
508600000,nic,1980
361600000,nic,1981
313400000,nic,1982
322100000,nic,1983
324700000,nic,1984
292000000,nic,1985
335700000,nic,1986
269000000,nic,1987
394900000,nic,1988
435000000,nic,1989
519300000,nic,1990
1236000000,nic,1991
916100000,nic,1992
471600000,nic,1993
862500000,nic,1994
813300000,nic,1995
1159000000,nic,1996
590500000,nic,1997
878600000,nic,1998
966700000,nic,1999
836200000,nic,2000
1577000000,nic,2001
771400000,nic,2002
1095000000,nic,2003
1460000000,nic,2004
883900000,nic,2005
833300000,nic,2006
868400000,nic,2007
723000000,nic,2008
772800000,nic,2009
620900000,nic,2010
410000,ner,1960
18760000,ner,1961
39230000,ner,1962
36270000,ner,1963
120100000,ner,1964
115600000,ner,1965
170000000,ner,1966
165400000,ner,1967
214700000,ner,1968
230800000,ner,1969
212000000,ner,1970
252400000,ner,1971
241500000,ner,1972
345900000,ner,1973
589700000,ner,1974
511000000,ner,1975
476600000,ner,1976
326100000,ner,1977
453100000,ner,1978
436200000,ner,1979
376900000,ner,1980
477400000,ner,1981
651400000,ner,1982
457700000,ner,1983
435100000,ner,1984
759600000,ner,1985
657600000,ner,1986
651000000,ner,1987
639200000,ner,1988
528700000,ner,1989
594600000,ner,1990
558900000,ner,1991
504700000,ner,1992
492700000,ner,1993
516600000,ner,1994
348800000,ner,1995
328600000,ner,1996
476300000,ner,1997
421300000,ner,1998
272400000,ner,1999
325000000,ner,2000
418000000,ner,2001
454500000,ner,2002
626400000,ner,2003
646500000,ner,2004
604500000,ner,2005
611100000,ner,2006
565200000,ner,2007
591200000,ner,2008
466500000,ner,2009
744500000,ner,2010
303000000,nga,1960
267900000,nga,1961
239100000,nga,1962
134700000,nga,1963
317600000,nga,1964
563000000,nga,1965
484000000,nga,1966
493900000,nga,1967
496800000,nga,1968
556000000,nga,1969
669700000,nga,1970
582600000,nga,1971
418500000,nga,1972
357600000,nga,1973
294700000,nga,1974
323300000,nga,1975
190800000,nga,1976
146800000,nga,1977
119500000,nga,1978
67100000,nga,1979
79480000,nga,1980
101500000,nga,1981
92290000,nga,1982
123800000,nga,1983
90100000,nga,1984
86820000,nga,1985
123000000,nga,1986
119400000,nga,1987
184900000,nga,1988
546200000,nga,1989
383300000,nga,1990
378800000,nga,1991
358100000,nga,1992
427700000,nga,1993
270400000,nga,1994
261400000,nga,1995
246800000,nga,1996
277200000,nga,1997
287100000,nga,1998
209800000,nga,1999
245800000,nga,2000
263400000,nga,2001
419200000,nga,2002
384600000,nga,2003
654300000,nga,2004
6955000000,nga,2005
12380000000,nga,2006
1951000000,nga,2007
1272000000,nga,2008
1671000000,nga,2009
2062000000,nga,2010
29840000,mnp,1960
35490000,mnp,1961
46730000,mnp,1962
98010000,mnp,1963
62970000,mnp,1964
101500000,mnp,1965
98130000,mnp,1966
106500000,mnp,1967
150800000,mnp,1968
221700000,mnp,1969
220200000,mnp,1970
231900000,mnp,1971
238600000,mnp,1972
262600000,mnp,1973
275100000,mnp,1974
271700000,mnp,1975
280400000,mnp,1976
269600000,mnp,1977
278100000,mnp,1978
283200000,mnp,1979
253800000,mnp,1980
291000000,mnp,1981
327900000,mnp,1982
260500000,mnp,1983
349600000,mnp,1984
290700000,mnp,1985
410600000,mnp,1986
317200000,mnp,1987
251800000,mnp,1988
254400000,mnp,1989
97310000,mnp,1990
41330000,mnp,1991
10680000,mnp,1992
124900000,mnp,1993
4140000,mnp,1994
-800000,mnp,1995
-1680000,mnp,1996
970000,mnp,1997
280000,mnp,1998
170000,mnp,1999
2410000,omn,1960
3090000,omn,1961
3970000,omn,1962
3210000,omn,1963
35020000,omn,1964
14670000,omn,1965
4850000,omn,1966
7270000,omn,1967
430000,omn,1968
320000,omn,1969
530000,omn,1970
11730000,omn,1971
50730000,omn,1972
104300000,omn,1973
705200000,omn,1974
515400000,omn,1975
604800000,omn,1976
1187000000,omn,1977
173200000,omn,1978
622100000,omn,1979
514200000,omn,1980
612000000,omn,1981
337900000,omn,1982
177300000,omn,1983
269300000,omn,1984
188400000,omn,1985
207700000,omn,1986
79980000,omn,1987
7660000,omn,1988
39610000,omn,1989
103700000,omn,1990
18590000,omn,1991
55220000,omn,1992
184500000,omn,1993
212100000,omn,1994
90580000,omn,1995
105600000,omn,1996
138400000,omn,1997
792700000,omn,1998
72500000,omn,1999
112900000,omn,2000
10710000,omn,2001
114200000,omn,2002
83840000,omn,2003
118400000,omn,2004
22020000,omn,2005
61120000,omn,2006
220700000,omn,2007
73210000,omn,2008
155200000,omn,2009
-40320000,omn,2010
1544000000,pak,1960
1582000000,pak,1961
2387000000,pak,1962
3182000000,pak,1963
3330000000,pak,1964
3309000000,pak,1965
2443000000,pak,1966
3002000000,pak,1967
2504000000,pak,1968
1992000000,pak,1969
2442000000,pak,1970
2377000000,pak,1971
1529000000,pak,1972
1286000000,pak,1973
1932000000,pak,1974
2746000000,pak,1975
3580000000,pak,1976
2027000000,pak,1977
1860000000,pak,1978
1900000000,pak,1979
2804000000,pak,1980
2001000000,pak,1981
2258000000,pak,1982
1803000000,pak,1983
1841000000,pak,1984
1889000000,pak,1985
1859000000,pak,1986
1465000000,pak,1987
2210000000,pak,1988
2351000000,pak,1989
1716000000,pak,1990
2101000000,pak,1991
1429000000,pak,1992
1491000000,pak,1993
2128000000,pak,1994
960900000,pak,1995
1299000000,pak,1996
1267000000,pak,1997
1457000000,pak,1998
997100000,pak,1999
936000000,pak,2000
2698000000,pak,2001
2990000000,pak,2002
1344000000,pak,2003
1675000000,pak,2004
1878000000,pak,2005
2431000000,pak,2006
2321000000,pak,2007
1514000000,pak,2008
2811000000,pak,2009
3013000000,pak,2010
10000,plw,1992
10000,plw,1993
278600000,plw,1994
189600000,plw,1995
83200000,plw,1996
48820000,plw,1997
115700000,plw,1998
35340000,plw,1999
45380000,plw,2000
43160000,plw,2001
40150000,plw,2002
31380000,plw,2003
22810000,plw,2004
27370000,plw,2005
42130000,plw,2006
25100000,plw,2007
45370000,plw,2008
36150000,plw,2009
26310000,plw,2010
74960000,pan,1960
52000000,pan,1961
62330000,pan,1962
111500000,pan,1963
71510000,pan,1964
233400000,pan,1965
110200000,pan,1966
115000000,pan,1967
66860000,pan,1968
90530000,pan,1969
107400000,pan,1970
157400000,pan,1971
91180000,pan,1972
111700000,pan,1973
96010000,pan,1974
114000000,pan,1975
137400000,pan,1976
106500000,pan,1977
80960000,pan,1978
88400000,pan,1979
105500000,pan,1980
91570000,pan,1981
93910000,pan,1982
108600000,pan,1983
153200000,pan,1984
147800000,pan,1985
101100000,pan,1986
70360000,pan,1987
36430000,pan,1988
33370000,pan,1989
150700000,pan,1990
153000000,pan,1991
214800000,pan,1992
95230000,pan,1993
37180000,pan,1994
47050000,pan,1995
56710000,pan,1996
58930000,pan,1997
37520000,pan,1998
26320000,pan,1999
29610000,pan,2000
41830000,pan,2001
30310000,pan,2002
34980000,pan,2003
26610000,pan,2004
30640000,pan,2005
36260000,pan,2006
-107000000,pan,2007
28640000,pan,2008
66260000,pan,2009
128900000,pan,2010
80000,png,1960
80000,png,1961
70000,png,1963
816100000,png,1965
818800000,png,1966
911000000,png,1967
985600000,png,1968
1006000000,png,1969
1198000000,png,1970
1074000000,png,1971
1285000000,png,1972
966700000,png,1973
1091000000,png,1974
1212000000,png,1975
910300000,png,1976
963000000,png,1977
994600000,png,1978
891300000,png,1979
902800000,png,1980
857300000,png,1981
813300000,png,1982
901400000,png,1983
838100000,png,1984
787500000,png,1985
757300000,png,1986
779300000,png,1987
763400000,png,1988
655800000,png,1989
753200000,png,1990
710900000,png,1991
774700000,png,1992
600900000,png,1993
590000000,png,1994
618700000,png,1995
599300000,png,1996
588700000,png,1997
714600000,png,1998
411600000,png,1999
551300000,png,2000
458400000,png,2001
453400000,png,2002
408200000,png,2003
416000000,png,2004
381200000,png,2005
383000000,png,2006
383600000,png,2007
340700000,png,2008
484800000,png,2009
511400000,png,2010
86330000,pry,1960
58750000,pry,1961
21390000,pry,1962
61020000,pry,1963
61210000,pry,1964
59640000,pry,1965
77580000,pry,1966
115000000,pry,1967
122000000,pry,1968
104000000,pry,1969
110000000,pry,1970
119900000,pry,1971
126400000,pry,1972
108600000,pry,1973
144700000,pry,1974
133300000,pry,1975
148500000,pry,1976
159600000,pry,1977
119000000,pry,1978
77640000,pry,1979
76180000,pry,1980
135800000,pry,1981
223300000,pry,1982
131500000,pry,1983
134800000,pry,1984
130100000,pry,1985
129800000,pry,1986
134900000,pry,1987
114000000,pry,1988
140600000,pry,1989
84880000,pry,1990
205200000,pry,1991
128400000,pry,1992
157200000,pry,1993
105200000,pry,1994
150300000,pry,1995
105800000,pry,1996
146900000,pry,1997
110800000,pry,1998
106100000,pry,1999
105500000,pry,2000
88290000,pry,2001
79900000,pry,2002
65670000,pry,2003
27110000,pry,2004
59590000,pry,2005
65690000,pry,2006
117300000,pry,2007
135000000,pry,2008
147400000,pry,2009
105000000,pry,2010
-76240000,per,1960
-123900000,per,1961
33470000,per,1962
73620000,per,1963
158400000,per,1964
393200000,per,1965
281500000,per,1966
327700000,per,1967
324500000,per,1968
233100000,per,1969
339300000,per,1970
305400000,per,1971
335700000,per,1972
461500000,per,1973
346400000,per,1974
278500000,per,1975
262800000,per,1976
314400000,per,1977
382600000,per,1978
488300000,per,1979
455200000,per,1980
556900000,per,1981
460500000,per,1982
719700000,per,1983
747500000,per,1984
699500000,per,1985
536800000,per,1986
522400000,per,1987
467700000,per,1988
537500000,per,1989
607000000,per,1990
861800000,per,1991
556800000,per,1992
773200000,per,1993
460400000,per,1994
471900000,per,1995
429300000,per,1996
547000000,per,1997
703600000,per,1998
581000000,per,1999
514300000,per,2000
623000000,per,2001
665100000,per,2002
650700000,per,2003
545100000,per,2004
518400000,per,2005
508600000,per,2006
380900000,per,2007
442100000,per,2008
432300000,per,2009
-255900000,per,2010
583100000,phl,1960
189800000,phl,1961
236200000,phl,1962
220500000,phl,1963
571400000,phl,1964
766700000,phl,1965
416200000,phl,1966
791600000,phl,1967
505300000,phl,1968
640300000,phl,1969
310300000,phl,1970
456400000,phl,1971
986900000,phl,1972
1101000000,phl,1973
684900000,phl,1974
699200000,phl,1975
690700000,phl,1976
581600000,phl,1977
693000000,phl,1978
701500000,phl,1979
728500000,phl,1980
931300000,phl,1981
861000000,phl,1982
1019000000,phl,1983
913000000,phl,1984
1113000000,phl,1985
1696000000,phl,1986
1227000000,phl,1987
1239000000,phl,1988
1299000000,phl,1989
1931000000,phl,1990
1517000000,phl,1991
2269000000,phl,1992
1912000000,phl,1993
1275000000,phl,1994
1056000000,phl,1995
1096000000,phl,1996
916800000,phl,1997
878700000,phl,1998
883800000,phl,1999
765800000,phl,2000
813500000,phl,2001
806200000,phl,2002
921400000,phl,2003
541800000,phl,2004
672500000,phl,2005
682400000,phl,2006
697100000,phl,2007
12530000,phl,2008
337600000,phl,2009
531200000,phl,2010
-140000,qat,1963
70000,qat,1966
70000,qat,1967
260000,qat,1969
390000,qat,1970
580000,qat,1971
1030000,qat,1972
1390000,qat,1973
2120000,qat,1974
2860000,qat,1975
4350000,qat,1976
2770000,qat,1977
380000,qat,1978
420000,qat,1979
1260000,qat,1980
2090000,qat,1981
2260000,qat,1982
2760000,qat,1983
3640000,qat,1984
4880000,qat,1985
4720000,qat,1986
4880000,qat,1987
2980000,qat,1988
7920000,qat,1989
4510000,qat,1990
4210000,qat,1991
3990000,qat,1992
5330000,qat,1993
4180000,qat,1994
4420000,qat,1995
77040000,rwa,1960
72930000,rwa,1961
103400000,rwa,1962
66120000,rwa,1963
66700000,rwa,1964
69860000,rwa,1965
97620000,rwa,1966
107700000,rwa,1967
126500000,rwa,1968
134300000,rwa,1969
154500000,rwa,1970
166700000,rwa,1971
174600000,rwa,1972
194200000,rwa,1973
202800000,rwa,1974
338200000,rwa,1975
285800000,rwa,1976
309900000,rwa,1977
354900000,rwa,1978
369200000,rwa,1979
358400000,rwa,1980
395500000,rwa,1981
403000000,rwa,1982
396200000,rwa,1983
449400000,rwa,1984
486400000,rwa,1985
443300000,rwa,1986
442400000,rwa,1987
429700000,rwa,1988
400600000,rwa,1989
447700000,rwa,1990
547200000,rwa,1991
496200000,rwa,1992
517300000,rwa,1993
1020000000,rwa,1994
907200000,rwa,1995
634100000,rwa,1996
346100000,rwa,1997
511300000,rwa,1998
533100000,rwa,1999
492900000,rwa,2000
475300000,rwa,2001
531800000,rwa,2002
429100000,rwa,2003
566300000,rwa,2004
648100000,rwa,2005
655000000,rwa,2006
727700000,rwa,2007
902200000,rwa,2008
931900000,rwa,2009
1032000000,rwa,2010
50000,kna,1973
18510000,kna,1974
6670000,kna,1975
10950000,kna,1976
7850000,kna,1977
6750000,kna,1978
4890000,kna,1979
14610000,kna,1980
9080000,kna,1981
7690000,kna,1982
7220000,kna,1983
9430000,kna,1984
11410000,kna,1985
12400000,kna,1986
14570000,kna,1987
24710000,kna,1988
22340000,kna,1989
12580000,kna,1990
11150000,kna,1991
11270000,kna,1992
15640000,kna,1993
6840000,kna,1994
4810000,kna,1995
8850000,kna,1996
10150000,kna,1997
9360000,kna,1998
6570000,kna,1999
5990000,kna,2000
15890000,kna,2001
40400000,kna,2002
320000,kna,2003
70000,kna,2004
3150000,kna,2005
6450000,kna,2006
3960000,kna,2007
44020000,kna,2008
5360000,kna,2009
11420000,kna,2010
420000,lca,1973
34860000,lca,1974
36320000,lca,1975
29450000,lca,1976
15110000,lca,1977
11290000,lca,1978
5810000,lca,1979
20720000,lca,1980
28810000,lca,1981
20770000,lca,1982
17370000,lca,1983
14800000,lca,1984
18130000,lca,1985
25070000,lca,1986
21090000,lca,1987
31190000,lca,1988
31590000,lca,1989
19090000,lca,1990
35280000,lca,1991
38710000,lca,1992
37300000,lca,1993
41390000,lca,1994
64260000,lca,1995
50190000,lca,1996
35780000,lca,1997
10150000,lca,1998
34620000,lca,1999
13710000,lca,2000
27860000,lca,2001
48760000,lca,2002
20010000,lca,2003
-19580000,lca,2004
12370000,lca,2005
20860000,lca,2006
20590000,lca,2007
18390000,lca,2008
41160000,lca,2009
41150000,lca,2010
550000,vct,1973
18160000,vct,1974
24900000,vct,1975
18260000,vct,1976
14760000,vct,1977
14930000,vct,1978
15540000,vct,1979
23230000,vct,1980
22550000,vct,1981
19260000,vct,1982
13810000,vct,1983
10350000,vct,1984
14150000,vct,1985
27080000,vct,1986
25020000,vct,1987
28660000,vct,1988
25570000,vct,1989
23680000,vct,1990
23670000,vct,1991
26280000,vct,1992
20070000,vct,1993
12060000,vct,1994
60240000,vct,1995
33860000,vct,1996
7320000,vct,1997
29120000,vct,1998
22310000,vct,1999
8380000,vct,2000
13180000,vct,2001
6560000,vct,2002
8520000,vct,2003
12450000,vct,2004
9230000,vct,2005
5510000,vct,2006
67750000,vct,2007
27300000,vct,2008
30860000,vct,2009
16850000,vct,2010
230000,wsm,1961
660000,wsm,1962
1210000,wsm,1963
1460000,wsm,1964
1570000,wsm,1965
3020000,wsm,1966
4970000,wsm,1967
6180000,wsm,1968
3570000,wsm,1969
9700000,wsm,1970
11760000,wsm,1971
17460000,wsm,1972
16830000,wsm,1973
24340000,wsm,1974
54720000,wsm,1975
43900000,wsm,1976
74130000,wsm,1977
61720000,wsm,1978
80620000,wsm,1979
62260000,wsm,1980
63690000,wsm,1981
60460000,wsm,1982
72800000,wsm,1983
57230000,wsm,1984
55620000,wsm,1985
51040000,wsm,1986
68620000,wsm,1987
53190000,wsm,1988
54840000,wsm,1989
77910000,wsm,1990
89220000,wsm,1991
80530000,wsm,1992
79050000,wsm,1993
65570000,wsm,1994
57350000,wsm,1995
43970000,wsm,1996
41020000,wsm,1997
57810000,wsm,1998
37530000,wsm,1999
46970000,wsm,2000
73380000,wsm,2001
63090000,wsm,2002
48210000,wsm,2003
42010000,wsm,2004
54410000,wsm,2005
59890000,wsm,2006
43350000,wsm,2007
42850000,wsm,2008
83960000,wsm,2009
147500000,wsm,2010
860000,stp,1960
12130000,stp,1961
11220000,stp,1966
3870000,stp,1967
1360000,stp,1968
3070000,stp,1975
41700000,stp,1976
10350000,stp,1977
11630000,stp,1978
7480000,stp,1979
9150000,stp,1980
15040000,stp,1981
25580000,stp,1982
32860000,stp,1983
32300000,stp,1984
34030000,stp,1985
25530000,stp,1986
31660000,stp,1987
42350000,stp,1988
87070000,stp,1989
90800000,stp,1990
79720000,stp,1991
81930000,stp,1992
68890000,stp,1993
71450000,stp,1994
115600000,stp,1995
63730000,stp,1996
50220000,stp,1997
42190000,stp,1998
42710000,stp,1999
58000000,stp,2000
65290000,stp,2001
41580000,stp,2002
49550000,stp,2003
39900000,stp,2004
37740000,stp,2005
25700000,stp,2006
52710000,stp,2007
46570000,stp,2008
29770000,stp,2009
49300000,stp,2010
47880000,sau,1960
-3220000,sau,1961
-59910000,sau,1962
-15240000,sau,1963
-2870000,sau,1964
2610000,sau,1965
2360000,sau,1966
3280000,sau,1967
3370000,sau,1968
8880000,sau,1969
9090000,sau,1970
11160000,sau,1971
11610000,sau,1972
12680000,sau,1973
15410000,sau,1974
11560000,sau,1975
6740000,sau,1976
21740000,sau,1977
17340000,sau,1978
28210000,sau,1979
31540000,sau,1980
62470000,sau,1981
124500000,sau,1982
111800000,sau,1983
92810000,sau,1984
72810000,sau,1985
59350000,sau,1986
37470000,sau,1987
29640000,sau,1988
22640000,sau,1989
21890000,sau,1990
19680000,sau,1991
62860000,sau,1992
36230000,sau,1993
19950000,sau,1994
18300000,sau,1995
15930000,sau,1996
2980000,sau,1997
22250000,sau,1998
27640000,sau,1999
28620000,sau,2000
18600000,sau,2001
24190000,sau,2002
17560000,sau,2003
26770000,sau,2004
30610000,sau,2005
29510000,sau,2006
-175400000,sau,2007
1040000,sen,1960
2170000,sen,1961
110500000,sen,1962
94790000,sen,1963
462000000,sen,1964
384500000,sen,1965
342200000,sen,1966
354200000,sen,1967
359700000,sen,1968
375800000,sen,1969
289200000,sen,1970
336600000,sen,1971
266000000,sen,1972
391100000,sen,1973
603300000,sen,1974
516700000,sen,1975
435400000,sen,1976
403700000,sen,1977
633200000,sen,1978
804800000,sen,1979
597800000,sen,1980
995500000,sen,1981
745400000,sen,1982
840900000,sen,1983
960000000,sen,1984
769300000,sen,1985
1258000000,sen,1986
1231000000,sen,1987
1044000000,sen,1988
1242000000,sen,1989
1237000000,sen,1990
