gdppercapita_growth_percent_per_year,geo,time
3.844,lva,1980
3.912,lva,1981
1.879,lva,1982
4.602,lva,1983
5.092,lva,1984
-1.025,lva,1985
3.862,lva,1986
1.298,lva,1987
4.033,lva,1988
5.15,lva,1989
-7.812,lva,1990
-12.18,lva,1991
-31.18,lva,1992
-3.091,lva,1993
3.915,lva,1994
0.4777,lva,1995
4.967,lva,1996
9.368,lva,1997
5.715,lva,1998
5.555,lva,1999
7.702,lva,2000
8.868,lva,2001
7.219,lva,2002
7.808,lva,2003
9.266,lva,2004
11.19,lva,2005
12.85,lva,2006
10.55,lva,2007
-3.821,lva,2008
-17.55,lva,2009
0.3613,lva,2010
-42.81,lbn,1989
24.58,lbn,1990
34.65,lbn,1991
1.004,lbn,1992
3.079,lbn,1993
4.309,lbn,1994
3.518,lbn,1995
2.874,lbn,1996
-3.868,lbn,1997
2.262,lbn,1998
-1.69,lbn,1999
-0.07213,lbn,2000
2.298,lbn,2001
1.621,lbn,2002
1.482,lbn,2003
5.795,lbn,2004
-0.3553,lbn,2005
-0.5052,lbn,2006
6.528,lbn,2007
8.432,lbn,2008
7.723,lbn,2009
6.24,lbn,2010
0.1161,lso,1961
13.28,lso,1962
8.587,lso,1963
6.22,lso,1964
0.2018,lso,1965
-2.348,lso,1966
8.704,lso,1967
-2.377,lso,1968
-0.5104,lso,1969
0.1042,lso,1970
2.991,lso,1971
-2.221,lso,1972
23.79,lso,1973
8.568,lso,1974
-15.51,lso,1975
8.34,lso,1976
18.71,lso,1977
15.23,lso,1978
0.1755,lso,1979
-5.311,lso,1980
-1.956,lso,1981
-0.1259,lso,1982
-5.663,lso,1983
7.712,lso,1984
2.596,lso,1985
-1.58,lso,1986
-8.989,lso,1987
6.778,lso,1988
4.845,lso,1989
4.539,lso,1990
0.5115,lso,1991
5.462,lso,1992
1.466,lso,1993
3.773,lso,1994
-0.09246,lso,1995
2.687,lso,1996
1.441,lso,1997
3.506,lso,1998
-1.356,lso,1999
4.071,lso,2000
2.85,lso,2001
-0.0001932,lso,2002
3.383,lso,2003
1.354,lso,2004
1.772,lso,2005
3.317,lso,2006
3.711,lso,2007
4.341,lso,2008
1.82,lso,2009
4.548,lso,2010
0.0216,lbr,1961
-1.079,lbr,1962
-0.2042,lbr,1963
2.566,lbr,1964
2.176,lbr,1965
4.972,lbr,1966
4.003,lbr,1967
2.039,lbr,1968
4.453,lbr,1969
3.803,lbr,1970
2.058,lbr,1971
1.284,lbr,1972
-4.971,lbr,1973
1.798,lbr,1974
-6.234,lbr,1975
2.314,lbr,1976
-1.263,lbr,1977
1.838,lbr,1978
0.1969,lbr,1979
-7.093,lbr,1980
-5.404,lbr,1981
-5.775,lbr,1982
-4.987,lbr,1983
-4.489,lbr,1984
-2.28,lbr,1985
-2.114,lbr,1986
-0.6141,lbr,1987
-1.019,lbr,1988
-25.63,lbr,1989
-50.29,lbr,1990
-12.76,lbr,1991
-33.91,lbr,1992
-32.2,lbr,1993
-22.12,lbr,1994
-6.765,lbr,1995
6.565,lbr,1996
92.59,lbr,1997
20.5,lbr,1998
15.19,lbr,1999
19.68,lbr,2000
-0.321,lbr,2001
1.735,lbr,2002
-32.23,lbr,2003
0.7651,lbr,2004
2.328,lbr,2005
3.533,lbr,2006
4.257,lbr,2007
1.794,lbr,2008
-0.2507,lbr,2009
1.339,lbr,2010
1.78,lby,2000
-6.097,lby,2001
-3.17,lby,2002
10.82,lby,2003
2.336,lby,2004
7.673,lby,2005
3.671,lby,2006
3.724,lby,2007
1.664,lby,2008
0.257,lby,2009
-0.3876,lie,1971
-0.1492,lie,1972
0.01552,lie,1973
0.0769,lie,1974
0.07137,lie,1975
3.09,lie,1976
3.09,lie,1977
3.095,lie,1978
3.117,lie,1979
3.147,lie,1980
3.23,lie,1981
-3.067,lie,1982
-0.9365,lie,1983
2.789,lie,1984
5.526,lie,1985
2.598,lie,1986
7.793,lie,1987
4.269,lie,1988
3.148,lie,1989
0.93,lie,1990
0.4702,lie,1991
2.251,lie,1992
2.969,lie,1993
5.484,lie,1994
4.534,lie,1995
5.585,lie,1996
5.933,lie,1997
6.485,lie,1998
9.119,lie,1999
2.017,lie,2000
-1.886,lie,2001
-2.133,lie,2002
-3.033,lie,2003
1.963,lie,2004
3.828,lie,2005
7.717,lie,2006
2.532,lie,2007
1.067,lie,2008
-1.851,lie,2009
-5.836,ltu,1991
-21.17,ltu,1992
-15.83,ltu,1993
-9.138,ltu,1994
4.088,ltu,1995
5.985,ltu,1996
8.265,ltu,1997
8.411,ltu,1998
-0.3689,ltu,1999
3.98,ltu,2000
7.295,ltu,2001
7.24,ltu,2002
10.72,ltu,2003
7.932,ltu,2004
8.474,ltu,2005
8.487,ltu,2006
10.44,ltu,2007
3.464,ltu,2008
-14.27,ltu,2009
2.947,ltu,2010
2.888,lux,1961
0.1247,lux,1962
2.37,lux,1963
6.665,lux,1964
-1.858,lux,1965
0.3807,lux,1966
-0.1123,lux,1967
3.919,lux,1968
9.435,lux,1969
1.208,lux,1970
1.693,lux,1971
5.313,lux,1972
7.123,lux,1973
2.862,lux,1974
-7.586,lux,1975
2.028,lux,1976
1.394,lux,1977
3.888,lux,1978
2.106,lux,1979
0.4825,lux,1980
-0.8437,lux,1981
1.048,lux,1982
2.962,lux,1983
6.078,lux,1984
2.593,lux,1985
9.492,lux,1986
3.279,lux,1987
7.679,lux,1988
8.735,lux,1989
4.01,lux,1990
7.198,lux,1991
0.4761,lux,1992
2.811,lux,1993
2.417,lux,1994
0.0173,lux,1995
0.1451,lux,1996
4.619,lux,1997
5.174,lux,1998
6.963,lux,1999
6.996,lux,2000
1.304,lux,2001
3.02,lux,2002
0.3214,lux,2003
2.925,lux,2004
3.829,lux,2005
3.311,lux,2006
5.004,lux,2007
-1.031,lux,2008
-7.036,lux,2009
0.8114,lux,2010
5.646,mac,1983
3.911,mac,1984
-3.566,mac,1985
2.213,mac,1986
9.544,mac,1987
3.534,mac,1988
1.23,mac,1989
4.617,mac,1990
0.9541,mac,1991
10.78,mac,1992
3.204,mac,1993
2.513,mac,1994
1.61,mac,1995
-1.97,mac,1996
-1.814,mac,1997
-6.059,mac,1998
-3.977,mac,1999
3.846,mac,2000
0.9372,mac,2001
6.697,mac,2002
10.15,mac,2003
24.03,mac,2004
5.997,mac,2005
11.71,mac,2006
11.65,mac,2007
0.8645,mac,2008
-0.8232,mac,2009
23.39,mac,2010
-6.826,mkd,1991
-7.12,mkd,1992
-7.949,mkd,1993
-2.237,mkd,1994
-1.599,mkd,1995
0.6823,mkd,1996
0.9434,mkd,1997
2.891,mkd,1998
3.882,mkd,1999
4.137,mkd,2000
-4.856,mkd,2001
0.5453,mkd,2002
2.534,mkd,2003
4.359,mkd,2004
4.093,mkd,2005
4.775,mkd,2006
5.898,mkd,2007
4.715,mkd,2008
-1.125,mkd,2009
1.64,mkd,2010
-0.358,mdg,1961
-0.1668,mdg,1962
-3.314,mdg,1963
1.438,mdg,1964
-2.889,mdg,1965
-0.452,mdg,1966
2.906,mdg,1967
4.146,mdg,1968
1.078,mdg,1969
2.55,mdg,1970
1.198,mdg,1971
-3.898,mdg,1972
-5.234,mdg,1973
-0.7556,mdg,1974
-1.5,mdg,1975
-5.731,mdg,1976
-0.4637,mdg,1977
-5.336,mdg,1978
6.894,mdg,1979
-1.839,mdg,1980
-12.0,mdg,1981
-4.256,mdg,1982
-1.6,mdg,1983
-0.8599,mdg,1984
-1.474,mdg,1985
-0.7787,mdg,1986
-1.613,mdg,1987
0.4872,mdg,1988
1.097,mdg,1989
0.1409,mdg,1990
-9.051,mdg,1991
-1.805,mdg,1992
-0.9537,mdg,1993
-3.091,mdg,1994
-1.395,mdg,1995
-1.003,mdg,1996
0.4718,mdg,1997
0.698,mdg,1998
1.416,mdg,1999
1.541,mdg,2000
2.792,mdg,2001
-15.31,mdg,2002
6.503,mdg,2003
2.131,mdg,2004
1.515,mdg,2005
1.94,mdg,2006
3.142,mdg,2007
4.027,mdg,2008
-7.318,mdg,2009
-1.326,mdg,2010
5.182,mwi,1961
-1.686,mwi,1962
-3.742,mwi,1963
0.1834,mwi,1964
10.85,mwi,1965
10.47,mwi,1966
4.618,mwi,1967
-4.422,mwi,1968
3.068,mwi,1969
-2.327,mwi,1970
12.82,mwi,1971
3.006,mwi,1972
-0.8924,mwi,1973
3.774,mwi,1974
2.69,mwi,1975
1.565,mwi,1976
1.419,mwi,1977
6.119,mwi,1978
1.101,mwi,1979
-2.568,mwi,1980
-7.791,mwi,1981
0.034,mwi,1982
1.043,mwi,1983
1.941,mwi,1984
0.2423,mwi,1985
-5.33,mwi,1986
-4.218,mwi,1987
-2.669,mwi,1988
-3.522,mwi,1989
1.978,mwi,1990
6.429,mwi,1991
-8.271,mwi,1992
9.242,mwi,1993
-10.7,mwi,1994
15.42,mwi,1995
5.321,mwi,1996
1.293,mwi,1997
1.025,mwi,1998
0.1185,mwi,1999
-1.196,mwi,2000
-7.452,mwi,2001
-0.9107,mwi,2002
2.791,mwi,2003
2.727,mwi,2004
-0.1989,mwi,2005
4.658,mwi,2006
2.732,mwi,2007
5.376,mwi,2008
4.343,mwi,2009
3.803,mwi,2010
4.171,mys,1961
2.983,mys,1962
3.895,mys,1963
2.088,mys,1964
4.506,mys,1965
4.81,mys,1966
1.104,mys,1967
5.229,mys,1968
2.28,mys,1969
3.378,mys,1970
3.166,mys,1971
6.727,mys,1972
9.033,mys,1973
5.751,mys,1974
-1.537,mys,1975
9.018,mys,1976
5.319,mys,1977
4.231,mys,1978
6.82,mys,1979
4.889,mys,1980
4.331,mys,1981
3.293,mys,1982
3.521,mys,1983
4.906,mys,1984
-3.825,mys,1985
-1.699,mys,1986
2.35,mys,1987
6.753,mys,1988
5.949,mys,1989
5.994,mys,1990
6.622,mys,1991
6.071,mys,1992
7.122,mys,1993
6.487,mys,1994
7.097,mys,1995
7.278,mys,1996
4.69,mys,1997
-9.604,mys,1998
3.607,mys,1999
6.315,mys,2000
-1.788,mys,2001
3.024,mys,2002
3.488,mys,2003
4.571,mys,2004
3.275,mys,2005
3.914,mys,2006
4.65,mys,2007
3.089,mys,2008
-3.211,mys,2009
5.489,mys,2010
6.829,mdv,1996
8.255,mdv,1997
7.767,mdv,1998
5.338,mdv,1999
2.991,mdv,2000
1.758,mdv,2001
4.36,mdv,2002
14.35,mdv,2003
8.622,mdv,2004
-8.448,mdv,2005
19.73,mdv,2006
10.6,mdv,2007
10.5,mdv,2008
-7.705,mdv,2009
8.38,mdv,2010
2.173,mli,1968
-1.32,mli,1969
4.416,mli,1970
0.8244,mli,1971
3.969,mli,1972
-3.246,mli,1973
-3.333,mli,1974
9.585,mli,1975
11.57,mli,1976
4.442,mli,1977
-3.242,mli,1978
8.348,mli,1979
-6.166,mli,1980
-6.339,mli,1981
-6.628,mli,1982
2.623,mli,1983
2.324,mli,1984
-12.94,mli,1985
6.713,mli,1986
-1.959,mli,1987
0.02736,mli,1988
9.996,mli,1989
-3.658,mli,1990
-0.5455,mli,1991
5.768,mli,1992
-4.627,mli,1993
-1.738,mli,1994
3.395,mli,1995
0.4751,mli,1996
3.893,mli,1997
3.137,mli,1998
3.746,mli,1999
0.2252,mli,2000
8.782,mli,2001
1.011,mli,2002
4.159,mli,2003
-0.952,mli,2004
2.824,mli,2005
2.076,mli,2006
1.116,mli,2007
1.811,mli,2008
1.347,mli,2009
1.371,mli,2010
2.45,mlt,1971
5.905,mlt,1972
9.854,mlt,1973
10.11,mlt,1974
18.69,mlt,1975
16.42,mlt,1976
11.75,mlt,1977
10.01,mlt,1978
9.376,mlt,1979
5.933,mlt,1980
2.555,mlt,1981
0.1138,mlt,1982
-2.003,mlt,1983
0.9213,mlt,1984
0.7989,mlt,1985
2.164,mlt,1986
3.396,mlt,1987
7.528,mlt,1988
7.131,mlt,1989
5.257,mlt,1990
5.2,mlt,1991
3.667,mlt,1992
3.494,mlt,1993
4.722,mlt,1994
5.627,mlt,1995
3.15,mlt,1996
4.542,mlt,1997
4.491,mlt,1998
4.211,mlt,1999
4.482,mlt,2000
-4.536,mlt,2001
1.858,mlt,2002
-0.9602,mlt,2003
0.2271,mlt,2004
3.353,mlt,2005
1.217,mlt,2006
3.895,mlt,2007
4.628,mlt,2008
-3.777,mlt,2009
2.647,mlt,2010
0.3052,mhl,1982
10.34,mhl,1983
-0.8838,mhl,1984
-10.57,mhl,1985
18.75,mhl,1986
4.319,mhl,1987
3.106,mhl,1988
-5.443,mhl,1989
-0.5503,mhl,1990
-2.351,mhl,1991
5.188,mhl,1992
4.585,mhl,1993
4.778,mhl,1994
7.273,mhl,1995
-10.97,mhl,1996
-7.003,mhl,1997
-3.28,mhl,1998
-2.678,mhl,1999
5.759,mhl,2000
5.392,mhl,2001
2.744,mhl,2002
0.3126,mhl,2003
-0.009256,mhl,2004
2.486,mhl,2005
1.545,mhl,2006
2.506,mhl,2007
-2.659,mhl,2008
-2.285,mhl,2009
3.952,mhl,2010
12.32,mrt,1961
-2.08,mrt,1962
-4.718,mrt,1963
24.13,mrt,1964
12.9,mrt,1965
-2.555,mrt,1966
0.6921,mrt,1967
7.13,mrt,1968
-1.589,mrt,1969
8.816,mrt,1970
-1.067,mrt,1971
-3.59,mrt,1972
-7.344,mrt,1973
8.914,mrt,1974
-7.88,mrt,1975
5.41,mrt,1976
-4.706,mrt,1977
-3.363,mrt,1978
1.792,mrt,1979
0.4277,mrt,1980
0.5148,mrt,1981
-5.099,mrt,1982
0.8334,mrt,1983
-5.891,mrt,1984
0.2134,mrt,1985
2.916,mrt,1986
-0.7536,mrt,1987
-0.9123,mrt,1988
2.05,mrt,1989
-4.363,mrt,1990
-0.9376,mrt,1991
-0.8875,mrt,1992
2.973,mrt,1993
-5.736,mrt,1994
6.773,mrt,1995
2.873,mrt,1996
-6.723,mrt,1997
1.59,mrt,1998
4.675,mrt,1999
-3.256,mrt,2000
-0.902,mrt,2001
-2.21,mrt,2002
2.976,mrt,2003
2.804,mrt,2004
6.011,mrt,2005
15.73,mrt,2006
-1.002,mrt,2007
0.9228,mrt,2008
-3.629,mrt,2009
2.682,mrt,2010
4.828,mus,1977
2.161,mus,1978
1.886,mus,1979
-11.42,mus,1980
4.462,mus,1981
4.26,mus,1982
-0.6243,mus,1983
3.824,mus,1984
6.242,mus,1985
8.812,mus,1986
8.039,mus,1987
5.962,mus,1988
3.66,mus,1989
6.189,mus,1990
3.314,mus,1991
5.12,mus,1992
3.844,mus,1993
2.688,mus,1994
3.395,mus,1995
4.513,mus,1996
4.372,mus,1997
4.961,mus,1998
1.315,mus,1999
7.96,mus,2000
1.462,mus,2001
1.243,mus,2002
2.587,mus,2003
4.839,mus,2004
0.4379,mus,2005
3.164,mus,2006
5.228,mus,2007
4.838,mus,2008
2.51,mus,2009
3.676,mus,2010
1.655,mex,1961
1.387,mex,1962
4.788,mex,1963
8.54,mex,1964
3.424,mex,1965
3.04,mex,1966
2.868,mex,1967
6.357,mex,1968
0.4899,mex,1969
3.426,mex,1970
0.7072,mex,1971
5.008,mex,1972
4.649,mex,1973
2.665,mex,1974
2.703,mex,1975
1.478,mex,1976
0.5448,mex,1977
6.064,mex,1978
6.936,mex,1979
6.654,mex,1980
6.387,mex,1981
-2.663,mex,1982
-6.073,mex,1983
1.598,mex,1984
0.5707,mex,1985
-5.693,mex,1986
-0.2205,mex,1987
-0.8184,mex,1988
2.111,mex,1989
3.024,mex,1990
2.261,mex,1991
1.735,mex,1992
0.1356,mex,1993
2.637,mex,1994
-7.825,mex,1995
3.364,mex,1996
5.005,mex,1997
3.219,mex,1998
2.279,mex,1999
5.06,mex,2000
-1.507,mex,2001
-0.455,mex,2002
0.1143,mex,2003
2.794,mex,2004
1.938,mex,2005
3.832,mex,2006
1.95,mex,2007
-0.09583,mex,2008
-7.417,mex,2009
4.226,mex,2010
-1.146,fsm,1987
0.3172,fsm,1988
1.254,fsm,1989
1.356,fsm,1990
4.784,fsm,1991
1.375,fsm,1992
5.571,fsm,1993
-2.457,fsm,1994
5.963,fsm,1995
-3.701,fsm,1996
-5.986,fsm,1997
3.049,fsm,1998
1.976,fsm,1999
4.611,fsm,2000
1.476,fsm,2001
0.09437,fsm,2002
1.193,fsm,2003
-3.776,fsm,2004
1.635,fsm,2005
-0.184,fsm,2006
-2.405,fsm,2007
-2.645,fsm,2008
0.3879,fsm,2009
2.824,fsm,2010
-1.638,mda,1981
10.6,mda,1982
3.284,mda,1983
2.305,mda,1984
-6.193,mda,1985
6.95,mda,1986
0.3663,mda,1987
0.9421,mda,1988
4.405,mda,1989
-2.796,mda,1990
-16.23,mda,1991
-29.16,mda,1992
-1.093,mda,1993
-30.69,mda,1994
-0.8929,mda,1995
-5.01,mda,1996
1.825,mda,1997
-6.324,mda,1998
-3.247,mda,1999
2.308,mda,2000
6.337,mda,2001
8.05,mda,2002
6.901,mda,2003
7.676,mda,2004
7.763,mda,2005
5.067,mda,2006
3.316,mda,2007
7.97,mda,2008
-5.871,mda,2009
7.055,mda,2010
4.003,mco,1971
3.295,mco,1972
5.155,mco,1973
3.229,mco,1974
-1.961,mco,1975
3.637,mco,1976
2.98,mco,1977
3.406,mco,1978
2.792,mco,1979
0.6093,mco,1980
-0.5309,mco,1981
0.6409,mco,1982
-0.7546,mco,1983
-0.4905,mco,1984
-0.177,mco,1985
0.6775,mco,1986
0.8009,mco,1987
2.963,mco,1988
2.6,mco,1989
1.152,mco,1990
-0.3842,mco,1991
0.04148,mco,1992
-2.174,mco,1993
0.8977,mco,1994
0.7562,mco,1995
-0.3115,mco,1996
0.7657,mco,1997
2.091,mco,1998
2.126,mco,1999
3.064,mco,2000
1.719,mco,2001
0.875,mco,2002
1.139,mco,2003
2.59,mco,2004
1.959,mco,2005
5.028,mco,2006
14.49,mco,2007
9.872,mco,2008
-2.741,mco,2009
5.653,mng,1982
3.198,mng,1983
3.218,mng,1984
2.901,mng,1985
6.329,mng,1986
0.5143,mng,1987
2.228,mng,1988
1.648,mng,1989
-5.114,mng,1990
-10.08,mng,1991
-10.28,mng,1992
-3.995,mng,1993
1.37,mng,1994
5.557,mng,1995
1.389,mng,1996
3.0,mng,1997
2.411,mng,1998
2.123,mng,1999
0.202,mng,2000
1.974,mng,2001
3.696,mng,2002
5.871,mng,2003
9.337,mng,2004
5.869,mng,2005
7.01,mng,2006
8.552,mng,2007
7.146,mng,2008
-2.877,mng,2009
4.654,mng,2010
5.429,mne,1998
-8.884,mne,1999
3.602,mne,2000
1.47,mne,2001
2.176,mne,2002
2.679,mne,2003
4.498,mne,2004
4.229,mne,2005
8.542,mne,2006
10.54,mne,2007
6.692,mne,2008
-5.887,mne,2009
2.246,mne,2010
-5.069,mar,1961
9.498,mar,1962
2.052,mar,1963
-1.458,mar,1964
-0.8987,mar,1965
-4.253,mar,1966
6.909,mar,1967
6.796,mar,1968
5.394,mar,1969
1.962,mar,1970
2.949,mar,1971
-0.03492,mar,1972
1.116,mar,1973
3.105,mar,1974
4.983,mar,1975
8.124,mar,1976
3.463,mar,1977
-0.3046,mar,1978
2.144,mar,1979
0.9722,mar,1980
-5.317,mar,1981
6.71,mar,1982
-3.178,mar,1983
1.666,mar,1984
3.725,mar,1985
5.785,mar,1986
-4.697,mar,1987
8.096,mar,1988
0.3178,mar,1989
2.045,mar,1990
4.95,mar,1991
-5.695,mar,1992
-2.648,mar,1993
8.612,mar,1994
-7.999,mar,1995
10.58,mar,1996
-3.602,mar,1997
6.199,mar,1998
-0.7809,mar,1999
0.3163,mar,2000
6.247,mar,2001
2.103,mar,2002
5.105,mar,2003
3.638,mar,2004
1.861,mar,2005
6.616,mar,2006
1.637,mar,2007
4.502,mar,2008
3.685,mar,2009
2.612,mar,2010
2.501,moz,1981
-9.018,moz,1982
-17.4,moz,1983
-7.961,moz,1984
-0.0279,moz,1985
-2.661,moz,1986
14.86,moz,1987
8.435,moz,1988
6.167,moz,1989
-0.2598,moz,1990
2.477,moz,1991
-8.092,moz,1992
4.731,moz,1993
2.922,moz,1994
-0.6772,moz,1995
4.263,moz,1996
7.3,moz,1997
8.008,moz,1998
5.433,moz,1999
-1.49,moz,2000
8.961,moz,2001
5.935,moz,2002
3.223,moz,2003
5.085,moz,2004
5.655,moz,2005
6.023,moz,2006
4.722,moz,2007
4.336,moz,2008
3.998,moz,2009
4.765,moz,2010
-1.639,mmr,1961
1.902,mmr,1962
10.96,mmr,1963
-7.902,mmr,1964
8.292,mmr,1965
-6.944,mmr,1966
-8.017,mmr,1967
9.53,mmr,1968
0.9129,mmr,1969
2.511,mmr,1970
1.631,mmr,1971
-0.05611,mmr,1972
-3.376,mmr,1973
2.826,mmr,1974
1.738,mmr,1975
3.705,mmr,1976
3.656,mmr,1977
4.277,mmr,1978
3.043,mmr,1979
5.77,mmr,1980
4.265,mmr,1981
3.577,mmr,1982
2.435,mmr,1983
3.012,mmr,1984
1.013,mmr,1985
-2.787,mmr,1986
-5.645,mmr,1987
-12.82,mmr,1988
2.031,mmr,1989
1.228,mmr,1990
-2.115,mmr,1991
8.117,mmr,1992
4.588,mmr,1993
6.012,mmr,1994
5.474,mmr,1995
4.941,mmr,1996
4.15,mmr,1997
4.42,mmr,1998
9.588,mmr,1999
12.58,mmr,2000
10.44,mmr,2001
11.32,mmr,2002
13.26,mmr,2003
13.08,mmr,2004
12.88,mmr,2005
12.41,mmr,2006
11.25,mmr,2007
9.475,mmr,2008
9.766,mmr,2009
9.584,mmr,2010
-1.235,nam,1981
-2.487,nam,1982
-4.057,nam,1983
-2.971,nam,1984
-2.719,nam,1985
0.7424,nam,1986
-0.822,nam,1987
-3.499,nam,1988
-2.407,nam,1989
-1.426,nam,1990
4.454,nam,1991
3.837,nam,1992
-4.872,nam,1993
4.251,nam,1994
1.119,nam,1995
0.1848,nam,1996
1.19,nam,1997
0.3874,nam,1998
0.6663,nam,1999
1.043,nam,2000
-0.939,nam,2001
2.822,nam,2002
2.426,nam,2003
10.35,nam,2004
0.7234,nam,2005
5.117,nam,2006
3.406,nam,2007
2.336,nam,2008
-2.545,nam,2009
2.921,nam,2010
0.08721,npl,1961
0.05038,npl,1962
-0.009498,npl,1963
5.468,npl,1964
-3.153,npl,1965
4.87,npl,1966
-3.618,npl,1967
-1.464,npl,1968
2.201,npl,1969
0.3194,npl,1970
-3.401,npl,1971
0.786,npl,1972
-2.75,npl,1973
3.888,npl,1974
-0.888,npl,1975
1.978,npl,1976
0.621,npl,1977
1.972,npl,1978
-0.02011,npl,1979
-4.601,npl,1980
5.809,npl,1981
1.351,npl,1982
-5.248,npl,1983
7.114,npl,1984
3.661,npl,1985
2.121,npl,1986
-0.6818,npl,1987
5.169,npl,1988
1.86,npl,1989
2.13,npl,1990
3.795,npl,1991
1.568,npl,1992
1.304,npl,1993
5.556,npl,1994
0.9256,npl,1995
2.745,npl,1996
2.484,npl,1997
0.5212,npl,1998
1.913,npl,1999
3.696,npl,2000
2.368,npl,2001
-2.161,npl,2002
1.635,npl,2003
2.432,npl,2004
1.34,npl,2005
1.316,npl,2006
1.443,npl,2007
4.154,npl,2008
2.54,npl,2009
2.717,npl,2010
-1.015,nld,1961
5.332,nld,1962
2.237,nld,1963
6.836,nld,1964
7.162,nld,1965
1.409,nld,1966
4.094,nld,1967
5.317,nld,1968
5.204,nld,1969
4.393,nld,1970
3.097,nld,1971
1.475,nld,1972
4.913,nld,1973
3.442,nld,1974
-0.7655,nld,1975
3.968,nld,1976
1.317,nld,1977
1.703,nld,1978
1.32,nld,1979
2.437,nld,1980
-1.462,nld,1981
-1.693,nld,1982
1.684,nld,1983
2.653,nld,1984
2.103,nld,1985
2.218,nld,1986
1.287,nld,1987
2.775,nld,1988
3.796,nld,1989
3.468,nld,1990
1.635,nld,1991
0.94,nld,1992
0.5543,nld,1993
2.342,nld,1994
2.608,nld,1995
2.931,nld,1996
3.743,nld,1997
3.285,nld,1998
3.99,nld,1999
3.201,nld,2000
1.159,nld,2001
-0.5604,nld,2002
-0.1367,nld,2003
1.882,nld,2004
1.808,nld,2005
3.228,nld,2006
3.695,nld,2007
1.409,nld,2008
-4.032,nld,2009
1.166,nld,2010
-6.23,ncl,1966
2.472,ncl,1967
10.67,ncl,1968
11.64,ncl,1969
25.95,ncl,1970
1.716,ncl,1971
-1.399,ncl,1972
-14.91,ncl,1973
8.626,ncl,1974
3.291,ncl,1975
-0.1059,ncl,1976
0.2523,ncl,1977
8.572,ncl,1978
-14.46,ncl,1979
-1.504,ncl,1980
-7.646,ncl,1981
2.046,ncl,1982
-2.607,ncl,1983
-1.725,ncl,1984
2.872,ncl,1985
-1.643,ncl,1986
3.845,ncl,1987
32.11,ncl,1988
7.965,ncl,1989
1.257,ncl,1990
2.361,ncl,1991
-2.072,ncl,1992
-2.221,ncl,1993
-0.3788,ncl,1994
2.707,ncl,1995
-1.59,ncl,1996
-0.341,ncl,1997
-4.786,ncl,1998
-1.132,ncl,1999
0.1771,ncl,2000
0.1972,nzl,1978
2.334,nzl,1979
0.5843,nzl,1980
3.451,nzl,1981
-0.5446,nzl,1982
1.519,nzl,1983
4.018,nzl,1984
0.2049,nzl,1985
2.087,nzl,1986
0.6584,nzl,1987
-1.491,nzl,1988
-0.8776,nzl,1989
-1.415,nzl,1990
-2.624,nzl,1991
0.07313,nzl,1992
5.167,nzl,1993
3.894,nzl,1994
2.814,nzl,1995
1.973,nzl,1996
0.438,nzl,1997
-0.4578,nzl,1998
4.623,nzl,1999
2.017,nzl,2000
2.982,nzl,2001
3.106,nzl,2002
2.306,nzl,2003
2.227,nzl,2004
2.143,nzl,2005
-0.4506,nzl,2006
1.915,nzl,2007
-2.477,nzl,2008
-1.552,nzl,2009
4.12,nic,1961
8.357,nic,1962
6.703,nic,1963
7.848,nic,1964
5.791,nic,1965
0.2442,nic,1966
3.798,nic,1967
-1.671,nic,1968
3.065,nic,1969
-1.685,nic,1970
0.1997,nic,1971
-0.8553,nic,1972
3.212,nic,1973
10.75,nic,1974
-3.159,nic,1975
2.051,nic,1976
5.134,nic,1977
-10.56,nic,1978
-28.61,nic,1979
1.656,nic,1980
2.453,nic,1981
-3.494,nic,1982
1.88,nic,1983
-4.026,nic,1984
-6.359,nic,1985
-3.227,nic,1986
-2.805,nic,1987
-14.26,nic,1988
-3.776,nic,1989
-2.306,nic,1990
-2.518,nic,1991
-2.031,nic,1992
-2.795,nic,1993
0.9312,nic,1994
3.6,nic,1995
4.184,nic,1996
1.992,nic,1997
1.873,nic,1998
5.26,nic,1999
2.482,nic,2000
1.462,nic,2001
-0.6183,nic,2002
1.192,nic,2003
3.98,nic,2004
2.969,nic,2005
4.294,nic,2006
3.53,nic,2007
2.27,nic,2008
-4.506,nic,2009
6.106,nic,2010
1.588,ner,1961
7.101,ner,1962
6.233,ner,1963
-2.811,ner,1964
3.773,ner,1965
-3.317,ner,1966
-2.83,ner,1967
-2.577,ner,1968
-8.271,ner,1969
0.02492,ner,1970
2.581,ner,1971
-7.936,ner,1972
-19.47,ner,1973
5.605,ner,1974
-5.628,ner,1975
-2.264,ner,1976
4.615,ner,1977
10.18,ner,1978
4.076,ner,1979
-4.985,ner,1980
-2.177,ner,1981
-1.158,ner,1982
-7.339,ner,1983
-19.08,ner,1984
4.785,ner,1985
3.445,ner,1986
-2.691,ner,1987
3.893,ner,1988
-1.985,ner,1989
-4.235,ner,1990
-0.6609,ner,1991
-9.485,ner,1992
-1.846,ner,1993
0.5686,ner,1994
-0.8255,ner,1995
-0.07887,ner,1996
-0.7567,ner,1997
6.629,ner,1998
-3.985,ner,1999
-4.787,ner,2000
3.451,ner,2001
-0.5032,ner,2002
1.719,ner,2003
-3.32,ner,2004
0.9056,ner,2005
2.135,ner,2006
-0.1999,ner,2007
4.906,ner,2008
-4.646,ner,2009
5.02,ner,2010
