services_percent_of_gdp,geo,time
64.29,nzl,1988
63.28,nzl,1989
65.46,nzl,1990
65.07,nzl,1991
65.45,nzl,1992
64.9,nzl,1993
65.13,nzl,1994
65.93,nzl,1995
66.22,nzl,1996
66.91,nzl,1997
68.35,nzl,1998
67.67,nzl,1999
66.18,nzl,2000
66.53,nzl,2001
68.26,nzl,2002
68.89,nzl,2003
68.84,nzl,2004
69.47,nzl,2005
69.54,nzl,2006
50.71,nic,1994
49.29,nic,1995
47.88,nic,1996
49.57,nic,1997
50.28,nic,1998
51.64,nic,1999
50.89,nic,2000
51.03,nic,2001
51.25,nic,2002
52.95,nic,2003
51.32,nic,2004
51.2,nic,2005
50.67,nic,2006
52.69,nic,2007
50.55,nic,2008
50.94,nic,2009
48.83,nic,2010
20.79,ner,1960
22.67,ner,1961
20.48,ner,1962
23.44,ner,1963
22.08,ner,1964
28.82,ner,1965
29.4,ner,1966
24.86,ner,1967
25.98,ner,1968
28.34,ner,1969
28.18,ner,1970
27.14,ner,1971
29.44,ner,1972
30.35,ner,1973
28.47,ner,1974
38.68,ner,1975
40.09,ner,1976
34.23,ner,1977
32.36,ner,1978
32.57,ner,1979
34.0,ner,1980
35.19,ner,1981
38.45,ner,1982
38.17,ner,1983
42.63,ner,1984
42.34,ner,1985
43.43,ner,1986
46.09,ner,1987
47.29,ner,1988
48.38,ner,1989
48.59,ner,1990
43.19,ner,1991
43.38,ner,1992
43.63,ner,1993
41.91,ner,1994
42.54,ner,1995
43.27,ner,1996
43.21,ner,1997
40.66,ner,1998
42.11,ner,1999
44.4,ner,2000
43.0,ner,2001
43.44,ner,2002
43.23,ner,2003
20.92,nga,2002
20.54,nga,2003
23.7,nga,2004
23.74,nga,2005
26.09,nga,2006
26.63,nga,2007
62.51,nor,1970
62.9,nor,1971
63.26,nor,1972
63.45,nor,1973
62.85,nor,1974
61.6,nor,1975
61.7,nor,1976
61.81,nor,1977
60.83,nor,1978
58.64,nor,1979
56.82,nor,1980
56.66,nor,1981
56.89,nor,1982
56.26,nor,1983
54.52,nor,1984
55.23,nor,1985
61.65,nor,1986
62.43,nor,1987
64.19,nor,1988
62.92,nor,1989
62.62,nor,1990
63.59,nor,1991
64.25,nor,1992
64.57,nor,1993
63.95,nor,1994
62.76,nor,1995
60.73,nor,1996
60.44,nor,1997
64.66,nor,1998
62.92,nor,1999
55.95,nor,2000
58.0,nor,2001
60.33,nor,2002
60.64,nor,2003
58.79,nor,2004
55.92,nor,2005
54.17,nor,2006
56.92,nor,2007
54.22,nor,2008
60.07,nor,2009
58.18,nor,2010
17.79,omn,1961
15.42,omn,1962
15.42,omn,1963
15.84,omn,1964
15.93,omn,1965
15.7,omn,1966
10.57,omn,1967
6.989,omn,1968
6.7,omn,1969
7.21,omn,1970
10.79,omn,1971
16.9,omn,1972
19.3,omn,1973
14.25,omn,1974
19.68,omn,1975
28.19,omn,1976
31.26,omn,1977
34.97,omn,1978
32.66,omn,1979
28.09,omn,1980
30.4,omn,1981
34.17,omn,1982
36.36,omn,1983
37.99,omn,1984
37.94,omn,1985
45.22,omn,1986
39.72,omn,1987
49.74,omn,1988
47.64,omn,1989
43.32,omn,1990
47.96,omn,1991
48.88,omn,1992
51.9,omn,1993
52.36,omn,1994
50.74,omn,1995
48.13,omn,1996
48.76,omn,1997
56.37,omn,1998
50.08,omn,1999
40.8,omn,2000
43.68,omn,2001
44.44,omn,2002
44.11,omn,2003
43.03,omn,2004
38.18,pak,1960
38.17,pak,1961
38.74,pak,1962
38.21,pak,1963
37.98,pak,1964
39.73,pak,1965
42.32,pak,1966
41.63,pak,1967
40.52,pak,1968
40.75,pak,1969
40.85,pak,1970
41.34,pak,1971
41.91,pak,1972
42.03,pak,1973
43.16,pak,1974
44.51,pak,1975
44.15,pak,1976
44.8,pak,1977
45.58,pak,1978
45.99,pak,1979
45.56,pak,1980
46.57,pak,1981
46.18,pak,1982
47.67,pak,1983
49.38,pak,1984
49.0,pak,1985
49.03,pak,1986
49.73,pak,1987
49.6,pak,1988
49.16,pak,1989
48.83,pak,1990
48.78,pak,1991
48.63,pak,1992
50.29,pak,1993
50.19,pak,1994
50.06,pak,1995
50.35,pak,1996
49.79,pak,1997
48.89,pak,1998
49.23,pak,1999
50.74,pak,2000
51.89,pak,2001
52.78,pak,2002
52.73,pak,2003
50.83,pak,2004
51.43,pak,2005
52.77,pak,2006
52.64,pak,2007
52.88,pak,2008
53.71,pak,2009
53.39,pak,2010
68.9,plw,1992
80.65,plw,1993
83.7,plw,1994
84.72,plw,1995
87.01,plw,1996
88.02,plw,1997
84.31,plw,1998
83.79,plw,1999
80.82,plw,2000
79.9,plw,2001
78.74,plw,2002
79.56,plw,2003
78.98,plw,2004
80.38,plw,2005
78.82,plw,2006
75.8,plw,2007
71.55,pan,1980
72.25,pan,1981
72.83,pan,1982
73.5,pan,1983
73.68,pan,1984
71.68,pan,1985
75.02,pan,1986
72.12,pan,1987
73.82,pan,1988
73.72,pan,1989
75.12,pan,1990
73.97,pan,1991
74.91,pan,1992
74.14,pan,1993
74.73,pan,1994
74.34,pan,1995
72.28,pan,1996
73.63,pan,1997
73.73,pan,1998
72.9,pan,1999
73.62,pan,2000
75.24,pan,2001
76.41,pan,2002
78.53,pan,2003
73.54,pan,2004
76.46,pan,2005
76.88,pan,2006
76.83,pan,2007
76.69,pan,2008
77.07,pan,2009
77.92,pan,2010
35.9,png,1961
36.72,png,1962
38.85,png,1963
39.94,png,1964
38.45,png,1965
35.88,png,1966
35.59,png,1967
35.94,png,1968
36.93,png,1969
37.63,png,1970
37.77,png,1971
36.19,png,1972
32.8,png,1973
34.04,png,1974
38.43,png,1975
39.79,png,1976
36.89,png,1977
34.63,png,1978
33.16,png,1979
35.91,png,1980
39.23,png,1981
39.71,png,1982
34.81,png,1983
33.91,png,1984
34.91,png,1985
33.51,png,1986
32.18,png,1987
30.48,png,1988
38.22,png,1989
36.75,png,1990
36.03,png,1991
32.65,png,1992
30.74,png,1993
32.32,png,1994
30.86,png,1995
30.05,png,1996
31.59,png,1997
31.51,png,1998
26.83,png,1999
22.81,png,2000
23.17,png,2001
23.34,png,2002
23.12,png,2003
23.33,png,2004
19.94,png,2005
19.04,png,2006
19.24,png,2007
18.45,png,2008
19.59,png,2009
19.45,png,2010
43.7,pry,1960
44.4,pry,1961
44.25,pry,1962
43.15,pry,1963
43.42,pry,1964
44.51,pry,1965
44.92,pry,1966
46.83,pry,1967
47.84,pry,1968
47.47,pry,1969
47.25,pry,1970
46.03,pry,1971
45.15,pry,1972
41.9,pry,1973
42.05,pry,1974
42.08,pry,1975
43.25,pry,1976
42.81,pry,1977
44.16,pry,1978
44.88,pry,1979
43.93,pry,1980
45.09,pry,1981
48.11,pry,1982
50.69,pry,1983
48.59,pry,1984
48.5,pry,1985
50.19,pry,1986
50.13,pry,1987
48.22,pry,1988
47.32,pry,1989
46.99,pry,1990
48.16,pry,1991
49.61,pry,1992
49.67,pry,1993
58.08,pry,1994
56.47,pry,1995
56.18,pry,1996
58.85,pry,1997
59.72,pry,1998
58.94,pry,1999
60.51,pry,2000
60.67,pry,2001
60.24,pry,2002
57.27,pry,2003
57.1,pry,2004
58.2,pry,2005
59.35,pry,2006
58.02,pry,2007
56.17,pry,2008
59.47,pry,2009
57.31,pry,2010
48.38,per,1960
48.48,per,1961
49.64,per,1962
52.44,per,1963
51.91,per,1964
52.6,per,1965
52.23,per,1966
50.49,per,1967
50.58,per,1968
50.14,per,1969
49.75,per,1970
50.43,per,1971
51.1,per,1972
50.02,per,1973
49.42,per,1974
51.89,per,1975
50.5,per,1976
49.7,per,1977
48.6,per,1978
45.49,per,1979
61.34,per,1986
56.32,per,1987
56.32,per,1988
55.77,per,1989
64.08,per,1990
64.43,per,1991
63.61,per,1992
61.53,per,1993
59.62,per,1994
60.25,per,1995
60.55,per,1996
60.67,per,1997
61.33,per,1998
61.69,per,1999
61.61,per,2000
62.17,per,2001
61.77,per,2002
61.54,per,2003
59.73,per,2004
58.47,per,2005
56.03,per,2006
55.93,per,2007
55.71,per,2008
57.35,per,2009
57.47,per,2010
41.79,phl,1960
41.57,phl,1961
42.06,phl,1962
41.01,phl,1963
42.13,phl,1964
41.74,phl,1965
41.92,phl,1966
41.13,phl,1967
40.2,phl,1968
39.88,phl,1969
38.59,phl,1970
37.33,phl,1971
37.03,phl,1972
35.32,phl,1973
34.45,phl,1974
34.66,phl,1975
34.58,phl,1976
34.45,phl,1977
34.91,phl,1978
35.08,phl,1979
36.1,phl,1980
35.94,phl,1981
37.82,phl,1982
38.4,phl,1983
37.34,phl,1984
40.35,phl,1985
41.48,phl,1986
41.56,phl,1987
41.88,phl,1988
42.41,phl,1989
43.62,phl,1990
45.0,phl,1991
45.34,phl,1992
45.71,phl,1993
45.47,phl,1994
46.31,phl,1995
47.3,phl,1996
48.99,phl,1997
50.85,phl,1998
51.73,phl,1999
51.58,phl,2000
52.3,phl,2001
52.27,phl,2002
52.73,phl,2003
52.94,phl,2004
53.5,phl,2005
54.14,phl,2006
54.45,phl,2007
53.88,phl,2008
55.21,phl,2009
55.12,phl,2010
41.63,pol,1990
46.09,pol,1991
52.01,pol,1992
52.82,pol,1993
57.51,pol,1994
56.83,pol,1995
58.88,pol,1996
60.01,pol,1997
61.19,pol,1998
62.04,pol,1999
63.33,pol,2000
65.44,pol,2001
66.8,pol,2002
66.05,pol,2003
64.14,pol,2004
64.76,pol,2005
64.6,pol,2006
64.04,pol,2007
64.73,pol,2008
64.61,pol,2009
64.83,pol,2010
39.77,prt,1970
40.29,prt,1971
41.32,prt,1972
40.83,prt,1973
41.04,prt,1974
42.81,prt,1975
44.91,prt,1976
44.91,prt,1977
47.49,prt,1978
50.19,prt,1979
51.56,prt,1980
52.66,prt,1981
53.17,prt,1982
53.73,prt,1983
55.14,prt,1984
55.73,prt,1985
58.94,prt,1986
58.72,prt,1987
59.54,prt,1988
61.01,prt,1989
62.61,prt,1990
64.67,prt,1991
66.1,prt,1992
66.98,prt,1993
66.47,prt,1994
66.07,prt,1995
65.52,prt,1996
66.15,prt,1997
66.77,prt,1998
67.47,prt,1999
68.39,prt,2000
68.95,prt,2001
69.74,prt,2002
70.73,prt,2003
71.21,prt,2004
72.3,prt,2005
72.44,prt,2006
72.78,prt,2007
73.57,prt,2008
74.77,prt,2009
74.5,prt,2010
60.73,pri,1966
62.39,pri,1969
62.4,pri,1970
64.67,pri,1971
64.1,pri,1972
63.65,pri,1973
61.07,pri,1974
62.15,pri,1975
59.25,pri,1976
60.75,pri,1977
59.02,pri,1978
59.62,pri,1979
58.05,pri,1980
58.64,pri,1981
58.91,pri,1982
58.91,pri,1983
58.04,pri,1984
57.61,pri,1985
57.88,pri,1986
56.81,pri,1987
56.21,pri,1988
56.7,pri,1989
56.61,pri,1990
57.01,pri,1991
55.53,pri,1992
54.73,pri,1993
54.54,pri,1994
55.0,pri,1995
56.07,pri,1996
56.37,pri,1997
53.94,pri,1998
56.23,pri,1999
57.08,pri,2000
51.08,pri,2001
50.22,pri,2002
50.43,pri,2003
50.75,pri,2004
51.53,pri,2005
51.93,pri,2006
52.14,pri,2007
51.51,pri,2008
49.26,pri,2009
49.31,pri,2010
26.96,rou,1981
24.91,rou,1982
26.32,rou,1990
34.82,rou,1991
36.62,rou,1992
35.27,rou,1993
32.18,rou,1994
35.83,rou,1995
36.97,rou,1996
41.22,rou,1997
48.42,rou,1998
50.98,rou,1999
51.11,rou,2000
48.07,rou,2001
49.34,rou,2002
52.21,rou,2003
50.71,rou,2004
54.89,rou,2005
52.07,rou,2006
55.92,rou,2007
67.63,rou,2008
66.88,rou,2009
66.66,rou,2010
32.97,rus,1989
35.04,rus,1990
38.1,rus,1991
49.6,rus,1992
47.12,rus,1993
48.65,rus,1994
55.88,rus,1995
54.12,rus,1996
55.51,rus,1997
57.03,rus,1998
55.45,rus,1999
55.62,rus,2000
57.71,rus,2001
60.94,rus,2002
61.17,rus,2003
58.05,rus,2004
56.96,rus,2005
58.25,rus,2006
59.15,rus,2007
59.48,rus,2008
61.61,rus,2009
59.28,rus,2010
18.35,rwa,1965
18.36,rwa,1966
24.4,rwa,1967
25.22,rwa,1968
24.82,rwa,1969
29.79,rwa,1970
30.14,rwa,1971
31.01,rwa,1972
30.25,rwa,1973
31.66,rwa,1974
31.82,rwa,1975
31.89,rwa,1976
32.33,rwa,1977
35.46,rwa,1978
32.22,rwa,1979
32.6,rwa,1980
38.47,rwa,1981
38.48,rwa,1982
37.71,rwa,1983
35.92,rwa,1984
35.48,rwa,1985
39.39,rwa,1986
44.46,rwa,1987
43.64,rwa,1988
42.27,rwa,1989
42.83,rwa,1990
46.93,rwa,1991
48.06,rwa,1992
47.93,rwa,1993
29.07,rwa,1994
40.03,rwa,1995
34.72,rwa,1996
35.43,rwa,1997
35.78,rwa,1998
38.7,rwa,1999
49.23,rwa,2000
48.51,rwa,2001
50.58,rwa,2002
50.69,rwa,2003
47.56,rwa,2004
47.55,rwa,2005
47.81,rwa,2006
50.43,rwa,2007
52.78,rwa,2008
51.75,rwa,2009
52.17,kna,1977
58.65,kna,1978
59.61,kna,1979
57.49,kna,1980
64.49,kna,1981
61.53,kna,1982
63.6,kna,1983
65.15,kna,1984
69.23,kna,1985
64.54,kna,1986
64.61,kna,1987
61.64,kna,1988
64.47,kna,1989
64.59,kna,1990
66.81,kna,1991
66.88,kna,1992
68.0,kna,1993
71.02,kna,1994
69.4,kna,1995
70.18,kna,1996
70.63,kna,1997
71.44,kna,1998
70.52,kna,1999
71.38,kna,2000
69.85,kna,2001
71.43,kna,2002
73.46,kna,2003
74.94,kna,2004
75.76,kna,2005
76.39,kna,2006
76.0,kna,2007
76.23,kna,2008
78.51,kna,2009
81.85,kna,2010
62.03,lca,1979
61.99,lca,1980
63.99,lca,1981
65.28,lca,1982
66.69,lca,1983
66.96,lca,1984
66.6,lca,1985
64.7,lca,1986
69.2,lca,1987
65.0,lca,1988
66.15,lca,1989
67.35,lca,1990
67.93,lca,1991
66.66,lca,1992
68.1,lca,1993
70.4,lca,1994
70.33,lca,1995
72.33,lca,1996
75.52,lca,1997
73.53,lca,1998
73.3,lca,1999
73.83,lca,2000
76.35,lca,2001
76.71,lca,2002
76.86,lca,2003
75.79,lca,2004
75.55,lca,2005
73.45,lca,2006
77.99,lca,2007
77.11,lca,2008
79.07,lca,2009
80.17,lca,2010
60.1,vct,1977
58.37,vct,1978
59.36,vct,1979
59.18,vct,1980
58.51,vct,1981
58.23,vct,1982
57.91,vct,1983
58.51,vct,1984
56.95,vct,1985
56.56,vct,1986
58.32,vct,1987
57.5,vct,1988
58.27,vct,1989
55.95,vct,1990
57.87,vct,1991
56.33,vct,1992
59.79,vct,1993
62.66,vct,1994
60.96,vct,1995
63.11,vct,1996
63.3,vct,1997
62.31,vct,1998
64.22,vct,1999
71.79,vct,2000
73.35,vct,2001
74.66,vct,2002
74.82,vct,2003
74.61,vct,2004
74.91,vct,2005
74.75,vct,2006
72.82,vct,2007
73.81,vct,2008
74.2,vct,2009
75.23,vct,2010
48.14,wsm,1994
51.9,wsm,1995
52.85,wsm,1996
52.83,wsm,1997
56.47,wsm,1998
58.53,wsm,1999
57.2,wsm,2000
58.02,wsm,2001
56.96,wsm,2002
56.99,wsm,2003
55.98,wsm,2004
56.19,wsm,2005
57.77,wsm,2006
56.66,wsm,2007
59.46,wsm,2008
61.8,wsm,2009
61.98,wsm,2010
63.46,stp,2001
62.98,stp,2002
61.17,stp,2003
56.4,stp,2004
62.66,stp,2005
33.02,sau,1968
33.97,sau,1969
32.88,sau,1970
27.39,sau,1971
26.55,sau,1972
25.54,sau,1973
15.25,sau,1974
26.84,sau,1975
28.47,sau,1976
31.63,sau,1977
38.11,sau,1978
33.81,sau,1979
27.42,sau,1980
28.1,sau,1981
38.48,sau,1982
48.29,sau,1983
51.01,sau,1984
54.9,sau,1985
57.25,sau,1986
54.15,sau,1987
55.13,sau,1988
51.25,sau,1989
45.47,sau,1990
46.04,sau,1991
43.07,sau,1992
46.27,sau,1993
46.33,sau,1994
45.23,sau,1995
42.67,sau,1996
44.06,sau,1997
50.24,sau,1998
46.91,sau,1999
41.15,sau,2000
43.57,sau,2001
43.42,sau,2002
41.11,sau,2003
38.32,sau,2004
33.53,sau,2005
32.43,sau,2006
31.6,sau,2007
27.48,sau,2008
37.39,sau,2009
35.45,sau,2010
59.85,sen,1980
58.38,sen,1981
56.46,sen,1982
59.93,sen,1983
58.42,sen,1984
56.23,sen,1985
55.68,sen,1986
54.77,sen,1987
57.12,sen,1988
56.54,sen,1989
57.89,sen,1990
57.52,sen,1991
57.13,sen,1992
55.92,sen,1993
57.04,sen,1994
55.21,sen,1995
55.74,sen,1996
56.75,sen,1997
56.95,sen,1998
57.54,sen,1999
57.63,sen,2000
56.96,sen,2001
59.0,sen,2002
58.16,sen,2003
59.2,sen,2004
59.51,sen,2005
62.18,sen,2006
63.05,sen,2007
62.25,sen,2008
61.02,sen,2009
60.25,sen,2010
49.59,srb,2000
51.68,srb,2001
56.05,srb,2002
58.58,srb,2003
56.55,srb,2004
58.9,srb,2005
59.71,srb,2006
61.38,srb,2007
61.18,srb,2008
62.41,srb,2009
64.31,srb,2010
74.15,syc,1976
77.0,syc,1977
77.79,syc,1978
77.61,syc,1979
77.52,syc,1980
74.97,syc,1981
78.08,syc,1982
76.47,syc,1983
77.02,syc,1984
75.89,syc,1985
76.09,syc,1986
79.01,syc,1987
78.8,syc,1988
80.12,syc,1989
78.93,syc,1990
77.14,syc,1991
78.02,syc,1992
77.04,syc,1993
76.36,syc,1994
73.16,syc,1995
72.35,syc,1996
72.16,syc,1997
71.53,syc,1998
69.77,syc,1999
67.98,syc,2000
68.91,syc,2001
66.73,syc,2002
69.6,syc,2003
68.79,syc,2004
75.61,syc,2005
77.14,syc,2006
77.54,syc,2007
77.62,syc,2008
78.94,syc,2009
35.65,sle,1964
38.49,sle,1965
39.11,sle,1966
40.01,sle,1967
40.96,sle,1968
41.38,sle,1969
41.47,sle,1970
41.8,sle,1971
41.94,sle,1972
41.43,sle,1973
41.11,sle,1974
41.17,sle,1975
41.82,sle,1976
42.87,sle,1977
43.77,sle,1978
45.45,sle,1979
45.04,sle,1980
48.01,sle,1981
47.12,sle,1982
47.08,sle,1983
46.24,sle,1984
41.18,sle,1985
45.98,sle,1986
36.0,sle,1987
42.0,sle,1988
43.0,sle,1989
33.9,sle,1990
25.47,sle,1991
21.06,sle,1992
23.71,sle,1993
20.22,sle,1994
18.39,sle,1995
14.42,sle,1996
13.67,sle,1997
13.49,sle,1998
12.87,sle,1999
13.25,sle,2000
27.2,sle,2001
27.47,sle,2002
28.58,sle,2003
30.89,sle,2004
24.81,sle,2005
25.74,sle,2006
25.87,sle,2007
26.3,sle,2008
25.19,sle,2009
30.37,sle,2010
65.42,sgp,1975
64.77,sgp,1976
65.04,sgp,1977
65.73,sgp,1978
64.07,sgp,1979
62.26,sgp,1980
62.8,sgp,1981
64.12,sgp,1982
63.03,sgp,1983
62.38,sgp,1984
65.73,sgp,1985
65.06,sgp,1986
65.67,sgp,1987
64.74,sgp,1988
65.99,sgp,1989
67.78,sgp,1990
66.11,sgp,1991
66.33,sgp,1992
66.27,sgp,1993
66.76,sgp,1994
66.54,sgp,1995
66.61,sgp,1996
67.14,sgp,1997
66.36,sgp,1998
67.36,sgp,1999
65.35,sgp,2000
68.12,sgp,2001
68.06,sgp,2002
68.81,sgp,2003
67.12,sgp,2004
68.34,sgp,2005
68.66,sgp,2006
71.02,sgp,2007
73.29,sgp,2008
71.62,sgp,2009
71.7,sgp,2010
31.94,svk,1985
31.61,svk,1986
32.38,svk,1987
33.16,svk,1988
32.17,svk,1989
33.45,svk,1990
34.19,svk,1991
56.73,svk,1992
58.89,svk,1993
55.31,svk,1994
56.33,svk,1995
55.5,svk,1996
59.49,svk,1997
60.02,svk,1998
59.96,svk,1999
59.34,svk,2000
60.46,svk,2001
60.94,svk,2002
60.53,svk,2003
59.38,svk,2004
59.88,svk,2005
57.39,svk,2006
57.46,svk,2007
57.08,svk,2008
60.81,svk,2009
61.2,svk,2010
51.94,svn,1990
49.17,svn,1991
53.15,svn,1992
55.93,svn,1993
55.17,svn,1994
60.75,svn,1995
60.7,svn,1996
60.36,svn,1997
59.94,svn,1998
60.82,svn,1999
61.07,svn,2000
61.69,svn,2001
62.04,svn,2002
62.5,svn,2003
62.91,svn,2004
63.18,svn,2005
63.23,svn,2006
62.9,svn,2007
63.63,svn,2008
66.37,svn,2009
65.94,svn,2010
66.09,slb,1990
37.28,slb,1991
37.61,slb,1992
39.57,slb,1993
37.67,slb,1994
40.97,slb,1995
43.09,slb,1996
43.96,slb,1997
48.55,slb,1998
49.55,slb,1999
52.6,slb,2000
63.69,slb,2001
56.83,slb,2002
49.29,slb,2003
52.89,slb,2004
57.44,slb,2005
57.59,slb,2006
49.8,slb,2007
52.72,slb,2008
55.0,slb,2009
21.19,som,1960
21.94,som,1961
21.51,som,1962
22.92,som,1963
22.39,som,1964
23.73,som,1965
23.1,som,1966
24.85,som,1967
25.09,som,1968
24.59,som,1969
24.71,som,1970
25.43,som,1971
23.77,som,1972
25.58,som,1973
33.99,som,1974
33.32,som,1975
29.79,som,1976
26.97,som,1977
29.15,som,1978
31.21,som,1979
23.6,som,1980
24.05,som,1981
24.17,som,1982
26.14,som,1983
24.83,som,1984
25.56,som,1985
27.52,som,1986
50.97,zaf,1960
50.5,zaf,1961
51.01,zaf,1962
51.12,zaf,1963
51.43,zaf,1964
50.98,zaf,1965
51.23,zaf,1966
52.03,zaf,1967
53.55,zaf,1968
53.48,zaf,1969
54.66,zaf,1970
55.71,zaf,1971
54.64,zaf,1972
53.09,zaf,1973
50.96,zaf,1974
51.16,zaf,1975
51.69,zaf,1976
52.21,zaf,1977
50.79,zaf,1978
48.4,zaf,1979
45.43,zaf,1980
47.89,zaf,1981
50.06,zaf,1982
50.85,zaf,1983
52.01,zaf,1984
51.19,zaf,1985
51.08,zaf,1986
52.74,zaf,1987
52.61,zaf,1988
53.86,zaf,1989
55.27,zaf,1990
57.08,zaf,1991
59.78,zaf,1992
60.28,zaf,1993
60.42,zaf,1994
61.33,zaf,1995
62.36,zaf,1996
63.32,zaf,1997
64.05,zaf,1998
65.24,zaf,1999
64.94,zaf,2000
64.22,zaf,2001
63.24,zaf,2002
64.88,zaf,2003
65.62,zaf,2004
66.16,zaf,2005
65.96,zaf,2006
65.43,zaf,2007
64.18,zaf,2008
65.66,zaf,2009
66.73,zaf,2010
49.57,esp,1970
49.95,esp,1971
49.62,esp,1972
49.39,esp,1973
49.17,esp,1974
50.37,esp,1975
51.57,esp,1976
52.6,esp,1977
53.82,esp,1978
55.28,esp,1979
56.16,esp,1980
58.01,esp,1981
58.5,esp,1982
58.87,esp,1983
59.39,esp,1984
59.47,esp,1985
59.21,esp,1986
59.77,esp,1987
59.83,esp,1988
60.0,esp,1989
60.79,esp,1990
61.91,esp,1991
64.24,esp,1992
65.59,esp,1993
66.21,esp,1994
66.11,esp,1995
65.79,esp,1996
65.71,esp,1997
66.03,esp,1998
66.33,esp,1999
66.39,esp,2000
66.56,esp,2001
67.03,esp,2002
67.11,esp,2003
67.26,esp,2004
67.11,esp,2005
67.37,esp,2006
67.94,esp,2007
68.91,esp,2008
71.26,esp,2009
71.65,esp,2010
47.95,lka,1960
47.35,lka,1961
48.62,lka,1962
47.82,lka,1963
49.44,lka,1964
50.51,lka,1965
51.65,lka,1966
50.67,lka,1967
47.7,lka,1968
48.2,lka,1969
47.91,lka,1970
48.22,lka,1971
49.46,lka,1972
47.32,lka,1973
41.77,lka,1974
43.22,lka,1975
43.9,lka,1976
40.64,lka,1977
42.29,lka,1978
44.84,lka,1979
42.81,lka,1980
44.31,lka,1981
47.35,lka,1982
45.4,lka,1983
45.02,lka,1984
46.11,lka,1985
46.31,lka,1986
45.6,lka,1987
46.98,lka,1988
47.62,lka,1989
47.71,lka,1990
47.68,lka,1991
48.51,lka,1992
49.75,lka,1993
50.06,lka,1994
50.46,lka,1995
51.12,lka,1996
51.23,lka,1997
51.35,lka,1998
52.05,lka,1999
52.82,lka,2000
53.14,lka,2001
57.71,lka,2002
58.34,lka,2003
58.84,lka,2004
57.99,lka,2005
58.02,lka,2006
58.4,lka,2007
57.25,lka,2008
57.64,lka,2009
57.77,lka,2010
31.11,sdn,1960
31.17,sdn,1961
32.1,sdn,1962
36.07,sdn,1963
39.66,sdn,1964
40.91,sdn,1965
44.85,sdn,1966
45.43,sdn,1967
46.93,sdn,1968
44.77,sdn,1969
42.02,sdn,1970
41.72,sdn,1971
42.33,sdn,1972
41.49,sdn,1973
41.82,sdn,1974
45.44,sdn,1975
47.66,sdn,1976
47.74,sdn,1977
48.64,sdn,1978
51.15,sdn,1979
53.01,sdn,1980
49.35,sdn,1981
48.45,sdn,1982
50.96,sdn,1983
53.27,sdn,1984
49.95,sdn,1985
47.46,sdn,1986
50.88,sdn,1987
44.76,sdn,1988
46.41,sdn,1989
44.16,sdn,1990
45.61,sdn,1991
47.51,sdn,1992
46.0,sdn,1993
53.91,sdn,1994
50.78,sdn,1995
41.19,sdn,1996
38.62,sdn,1997
38.45,sdn,1998
38.54,sdn,1999
36.78,sdn,2000
38.03,sdn,2001
37.36,sdn,2002
39.27,sdn,2003
38.94,sdn,2004
39.68,sdn,2005
40.77,sdn,2006
40.69,sdn,2007
39.72,sdn,2008
44.3,sdn,2009
43.33,sdn,2010
43.37,sur,1960
46.11,sur,1961
48.11,sur,1962
48.26,sur,1963
47.96,sur,1964
46.79,sur,1965
41.23,sur,1966
40.3,sur,1967
40.41,sur,1968
41.07,sur,1969
45.58,sur,1970
43.73,sur,1971
45.67,sur,1972
43.82,sur,1973
37.67,sur,1974
51.36,sur,1975
51.01,sur,1976
49.19,sur,1977
52.97,sur,1978
51.83,sur,1979
51.99,sur,1980
52.6,sur,1981
56.93,sur,1982
60.38,sur,1983
59.11,sur,1984
60.74,sur,1985
61.56,sur,1986
63.72,sur,1987
60.93,sur,1988
62.76,sur,1989
67.09,sur,1990
72.85,sur,1991
71.78,sur,1992
64.4,sur,1993
54.54,sur,1994
53.29,sur,1995
54.67,sur,1996
58.37,sur,1997
66.15,sur,1998
65.3,sur,1999
63.67,sur,2000
65.63,sur,2001
61.55,sur,2002
61.95,sur,2003
58.93,sur,2004
57.3,sur,2005
55.37,sur,2006
54.03,sur,2007
53.05,sur,2008
56.4,sur,2009
32.36,swz,1965
31.11,swz,1966
35.18,swz,1967
41.76,swz,1968
36.7,swz,1969
38.32,swz,1970
38.21,swz,1971
33.07,swz,1972
34.35,swz,1973
35.59,swz,1974
34.16,swz,1975
33.51,swz,1976
32.56,swz,1977
28.24,swz,1978
31.0,swz,1979
47.11,swz,1980
47.11,swz,1981
50.0,swz,1982
54.87,swz,1983
50.92,swz,1984
53.33,swz,1985
48.38,swz,1986
46.39,swz,1987
42.76,swz,1988
40.86,swz,1989
46.45,swz,1990
46.38,swz,1991
48.94,swz,1992
47.49,swz,1993
44.4,swz,1994
43.0,swz,1995
42.63,swz,1996
42.02,swz,1997
41.79,swz,1998
42.31,swz,1999
43.88,swz,2000
44.11,swz,2001
45.04,swz,2002
43.82,swz,2003
44.67,swz,2004
46.53,swz,2005
45.48,swz,2006
45.49,swz,2007
45.67,swz,2008
40.71,swz,2009
45.49,swz,2010
57.11,swe,1970
57.93,swe,1971
59.11,swe,1972
58.87,swe,1973
56.75,swe,1974
57.52,swe,1975
58.62,swe,1976
61.49,swe,1977
63.0,swe,1978
63.18,swe,1979
63.74,swe,1980
64.68,swe,1981
64.48,swe,1982
64.38,swe,1983
63.51,swe,1984
63.55,swe,1985
63.55,swe,1986
63.85,swe,1987
64.17,swe,1988
