geo,urban_population_growth_annual_percent,time
gin,4.501,1982
gin,4.772,1983
gin,4.856,1984
gin,4.837,1985
gin,3.501,1986
gin,3.473,1987
gin,3.796,1988
gin,4.553,1989
gin,5.499,1990
gin,6.509,1991
gin,7.118,1992
gin,7.084,1993
gin,6.353,1994
gin,5.25,1995
gin,4.174,1996
gin,3.269,1997
gin,2.645,1998
gin,2.402,1999
gin,2.431,2000
gin,2.688,2001
gin,2.707,2002
gin,2.744,2003
gin,2.777,2004
gin,2.813,2005
gin,3.044,2006
gin,3.117,2007
gin,3.212,2008
gin,3.329,2009
gin,3.454,2010
gin,3.764,2011
gnb,3.384,1960
gnb,1.502,1961
gnb,1.36,1962
gnb,1.218,1963
gnb,1.072,1964
gnb,0.9493,1965
gnb,0.8585,1966
gnb,0.7982,1967
gnb,0.9692,1968
gnb,1.44,1969
gnb,2.117,1970
gnb,2.872,1971
gnb,3.485,1972
gnb,4.0,1973
gnb,4.375,1974
gnb,4.618,1975
gnb,5.885,1976
gnb,6.013,1977
gnb,5.9,1978
gnb,5.52,1979
gnb,4.987,1980
gnb,7.885,1981
gnb,7.162,1982
gnb,6.623,1983
gnb,6.319,1984
gnb,6.183,1985
gnb,6.836,1986
gnb,6.654,1987
gnb,6.486,1988
gnb,6.314,1989
gnb,6.141,1990
gnb,4.95,1991
gnb,4.89,1992
gnb,4.819,1993
gnb,4.731,1994
gnb,4.633,1995
gnb,4.146,1996
gnb,4.078,1997
gnb,4.018,1998
gnb,3.968,1999
gnb,3.925,2000
gnb,3.972,2001
gnb,3.931,2002
gnb,3.9,2003
gnb,3.882,2004
gnb,3.871,2005
gnb,3.854,2006
gnb,3.844,2007
gnb,3.831,2008
gnb,3.812,2009
gnb,3.789,2010
gnb,3.635,2011
guy,3.312,1960
guy,2.898,1961
guy,2.826,1962
guy,2.785,1963
guy,2.781,1964
guy,2.788,1965
guy,2.834,1966
guy,2.823,1967
guy,2.667,1968
guy,2.332,1969
guy,1.891,1970
guy,1.617,1971
guy,1.189,1972
guy,0.927,1973
guy,0.8954,1974
guy,1.018,1975
guy,1.194,1976
guy,1.309,1977
guy,1.27,1978
guy,1.014,1979
guy,0.6141,1980
guy,-0.4622,1981
guy,-0.8257,1982
guy,-1.093,1983
guy,-1.212,1984
guy,-1.211,1985
guy,-1.185,1986
guy,-1.167,1987
guy,-1.088,1988
guy,-0.9407,1989
guy,-0.7464,1990
guy,-0.5068,1991
guy,-0.2798,1992
guy,-0.1252,1993
guy,-0.07835,1994
guy,-0.1095,1995
guy,-0.1658,1996
guy,-0.2022,1997
guy,-0.2085,1998
guy,-0.1654,1999
guy,-0.08913,2000
guy,0.03377,2001
guy,0.09421,2002
guy,0.1232,2003
guy,0.108,2004
guy,0.06216,2005
guy,0.2813,2006
guy,0.2353,2007
guy,0.2032,2008
guy,0.1929,2009
guy,0.1985,2010
guy,0.5187,2011
hti,4.298,1960
hti,4.495,1961
hti,4.446,1962
hti,4.394,1963
hti,4.34,1964
hti,4.284,1965
hti,4.451,1966
hti,4.39,1967
hti,4.309,1968
hti,4.202,1969
hti,4.083,1970
hti,2.426,1971
hti,2.37,1972
hti,2.35,1973
hti,2.378,1974
hti,2.439,1975
hti,2.009,1976
hti,2.07,1977
hti,2.144,1978
hti,2.231,1979
hti,2.321,1980
hti,4.896,1981
hti,4.905,1982
hti,4.875,1983
hti,4.797,1984
hti,4.685,1985
hti,6.667,1986
hti,6.424,1987
hti,6.204,1988
hti,6.013,1989
hti,5.843,1990
hti,4.887,1991
hti,4.777,1992
hti,4.676,1993
hti,4.583,1994
hti,4.495,1995
hti,3.771,1996
hti,3.713,1997
hti,3.642,1998
hti,3.554,1999
hti,3.456,2000
hti,6.336,2001
hti,6.065,2002
hti,5.815,2003
hti,5.585,2004
hti,5.375,2005
hti,4.926,2006
hti,4.76,2007
hti,4.615,2008
hti,4.493,2009
hti,4.389,2010
hti,3.81,2011
hnd,5.589,1960
hnd,5.842,1961
hnd,5.834,1962
hnd,5.75,1963
hnd,5.574,1964
hnd,5.347,1965
hnd,5.296,1966
hnd,5.098,1967
hnd,4.965,1968
hnd,4.914,1969
hnd,4.922,1970
hnd,4.944,1971
hnd,4.949,1972
hnd,4.966,1973
hnd,4.989,1974
hnd,5.015,1975
hnd,4.77,1976
hnd,4.799,1977
hnd,4.803,1978
hnd,4.777,1979
hnd,4.729,1980
hnd,4.732,1981
hnd,4.676,1982
hnd,4.626,1983
hnd,4.583,1984
hnd,4.544,1985
hnd,4.427,1986
hnd,4.376,1987
hnd,4.318,1988
hnd,4.253,1989
hnd,4.181,1990
hnd,3.993,1991
hnd,3.923,1992
hnd,3.834,1993
hnd,3.724,1994
hnd,3.603,1995
hnd,3.497,1996
hnd,3.387,1997
hnd,3.299,1998
hnd,3.236,1999
hnd,3.193,2000
hnd,3.449,2001
hnd,3.406,2002
hnd,3.371,2003
hnd,3.342,2004
hnd,3.319,2005
hnd,3.19,2006
hnd,3.172,2007
hnd,3.159,2008
hnd,3.15,2009
hnd,3.143,2010
hnd,3.115,2011
hkg,4.115,1960
hkg,3.249,1961
hkg,4.522,1962
hkg,3.725,1963
hkg,2.701,1964
hkg,2.911,1965
hkg,1.187,1966
hkg,2.828,1967
hkg,2.424,1968
hkg,1.896,1969
hkg,2.73,1970
hkg,2.604,1971
hkg,2.362,1972
hkg,3.265,1973
hkg,2.601,1974
hkg,3.336,1975
hkg,1.653,1976
hkg,1.839,1977
hkg,2.205,1978
hkg,5.858,1979
hkg,3.061,1980
hkg,2.663,1981
hkg,1.866,1982
hkg,1.832,1983
hkg,1.295,1984
hkg,1.385,1985
hkg,2.656,1986
hkg,2.576,1987
hkg,2.033,1988
hkg,2.389,1989
hkg,1.656,1990
hkg,0.9263,1991
hkg,0.9366,1992
hkg,1.815,1993
hkg,2.349,1994
hkg,2.077,1995
hkg,4.439,1996
hkg,0.8325,1997
hkg,0.8348,1998
hkg,0.9551,1999
hkg,0.8816,2000
hkg,0.737,2001
hkg,0.4428,2002
hkg,-0.1974,2003
hkg,0.7799,2004
hkg,0.4369,2005
hkg,0.6423,2006
hkg,0.9983,2007
hkg,0.7451,2008
hkg,0.3719,2009
hkg,0.9111,2010
hkg,0.05375,2011
hun,0.7998,1960
hun,1.206,1961
hun,1.069,1962
hun,1.001,1963
hun,1.051,1964
hun,1.008,1965
hun,1.02,1966
hun,1.085,1967
hun,1.091,1968
hun,1.12,1969
hun,1.078,1970
hun,0.9887,1971
hun,0.9957,1972
hun,1.015,1973
hun,1.134,1974
hun,1.271,1975
hun,1.178,1976
hun,1.089,1977
hun,0.9651,1978
hun,0.7971,1979
hun,0.6776,1980
hun,0.288,1981
hun,0.2215,1982
hun,0.1294,1983
hun,0.07881,1984
hun,0.09629,1985
hun,0.05744,1986
hun,0.0597,1987
hun,0.07371,1988
hun,-0.8625,1989
hun,-0.8072,1990
hun,-0.1969,1991
hun,-0.2308,1992
hun,-0.306,1993
hun,-0.3292,1994
hun,-0.332,1995
hun,-0.3664,1996
hun,-0.3965,1997
hun,-0.4281,1998
hun,-0.479,1999
hun,-0.4559,2000
hun,0.3235,2001
hun,0.2651,2002
hun,0.2604,2003
hun,0.3224,2004
hun,0.342,2005
hun,0.6248,2006
hun,0.6195,2007
hun,0.5934,2008
hun,0.6077,2009
hun,0.5308,2010
hun,0.3897,2011
isl,2.912,1960
isl,2.55,1961
isl,2.451,1962
isl,2.374,1963
isl,2.368,1964
isl,2.32,1965
isl,2.219,1966
isl,2.136,1967
isl,1.888,1968
isl,1.447,1969
isl,1.039,1970
isl,1.225,1971
isl,1.878,1972
isl,1.922,1973
isl,1.764,1974
isl,1.688,1975
isl,1.359,1976
isl,1.11,1977
isl,1.144,1978
isl,1.341,1979
isl,1.42,1980
isl,1.437,1981
isl,1.632,1982
isl,1.619,1983
isl,1.357,1984
isl,1.081,1985
isl,0.9957,1986
isl,1.358,1987
isl,1.828,1988
isl,1.499,1989
isl,1.038,1990
isl,1.353,1991
isl,1.45,1992
isl,1.21,1993
isl,1.059,1994
isl,0.7347,1995
isl,0.7081,1996
isl,0.9871,1997
isl,1.238,1998
isl,1.377,1999
isl,1.536,2000
isl,1.467,2001
isl,1.03,2002
isl,0.8297,2003
isl,1.015,2004
isl,1.72,2005
isl,2.474,2006
isl,2.656,2007
isl,1.985,2008
isl,0.4669,2009
isl,-0.01843,2010
isl,0.4134,2011
ind,2.181,1960
ind,2.969,1961
ind,2.981,1962
ind,2.994,1963
ind,3.011,1964
ind,3.03,1965
ind,3.168,1966
ind,3.183,1967
ind,3.2,1968
ind,3.221,1969
ind,3.243,1970
ind,3.859,1971
ind,3.86,1972
ind,3.858,1973
ind,3.852,1974
ind,3.842,1975
ind,4.008,1976
ind,3.987,1977
ind,3.959,1978
ind,3.924,1979
ind,3.882,1980
ind,3.397,1981
ind,3.363,1982
ind,3.33,1983
ind,3.299,1984
ind,3.268,1985
ind,3.194,1986
ind,3.159,1987
ind,3.121,1988
ind,3.079,1989
ind,3.034,1990
ind,2.879,1991
ind,2.835,1992
ind,2.789,1993
ind,2.743,1994
ind,2.696,1995
ind,2.65,1996
ind,2.603,1997
ind,2.556,1998
ind,2.507,1999
ind,2.457,2000
ind,2.772,2001
ind,2.718,2002
ind,2.669,2003
ind,2.625,2004
ind,2.585,2005
ind,2.633,2006
ind,2.593,2007
ind,2.556,2008
ind,2.522,2009
ind,2.49,2010
ind,2.542,2011
idn,3.68,1960
idn,4.085,1961
idn,4.08,1962
idn,4.075,1963
idn,4.073,1964
idn,4.072,1965
idn,4.164,1966
idn,4.148,1967
idn,4.126,1968
idn,4.098,1969
idn,4.066,1970
idn,5.137,1971
idn,5.055,1972
idn,4.971,1973
idn,4.886,1974
idn,4.8,1975
idn,5.258,1976
idn,5.144,1977
idn,5.037,1978
idn,4.939,1979
idn,4.845,1980
idn,5.807,1981
idn,5.654,1982
idn,5.494,1983
idn,5.326,1984
idn,5.153,1985
idn,5.363,1986
idn,5.18,1987
idn,5.009,1988
idn,4.852,1989
idn,4.706,1990
idn,4.869,1991
idn,4.719,1992
idn,4.575,1993
idn,4.438,1994
idn,4.307,1995
idn,4.985,1996
idn,4.818,1997
idn,4.67,1998
idn,4.544,1999
idn,4.432,2000
idn,3.164,2001
idn,3.12,2002
idn,3.066,2003
idn,2.998,2004
idn,2.922,2005
idn,2.865,2006
idn,2.792,2007
idn,2.729,2008
idn,2.679,2009
idn,2.639,2010
idn,2.533,2011
irn,4.358,1960
irn,4.527,1961
irn,4.508,1962
irn,4.491,1963
irn,4.476,1964
irn,4.461,1965
irn,4.887,1966
irn,4.865,1967
irn,4.824,1968
irn,4.757,1969
irn,4.681,1970
irn,4.791,1971
irn,4.736,1972
irn,4.728,1973
irn,4.779,1974
irn,4.87,1975
irn,4.702,1976
irn,4.784,1977
irn,4.887,1978
irn,5.01,1979
irn,5.134,1980
irn,5.133,1981
irn,5.189,1982
irn,5.21,1983
irn,5.193,1984
irn,5.136,1985
irn,4.809,1986
irn,4.734,1987
irn,4.522,1988
irn,4.151,1989
irn,3.693,1990
irn,3.542,1991
irn,3.119,1992
irn,2.858,1993
irn,2.81,1994
irn,2.905,1995
irn,3.012,1996
irn,3.097,1997
irn,3.107,1998
irn,3.008,1999
irn,2.837,2000
irn,2.567,2001
irn,2.427,2002
irn,2.324,2003
irn,2.272,2004
irn,2.256,2005
irn,1.619,2006
irn,1.608,2007
irn,1.593,2008
irn,1.569,2009
irn,1.538,2010
irn,1.318,2011
irq,5.028,1960
irq,6.094,1961
irq,6.076,1962
irq,6.086,1963
irq,6.121,1964
irq,6.165,1965
irq,5.351,1966
irq,5.426,1967
irq,5.451,1968
irq,5.415,1969
irq,5.34,1970
irq,5.146,1971
irq,5.059,1972
irq,4.994,1973
irq,4.958,1974
irq,4.935,1975
irq,4.462,1976
irq,4.445,1977
irq,4.427,1978
irq,4.41,1979
irq,4.394,1980
irq,3.586,1981
irq,3.577,1982
irq,3.567,1983
irq,3.558,1984
irq,3.549,1985
irq,3.239,1986
irq,3.238,1987
irq,3.237,1988
irq,3.236,1989
irq,3.236,1990
irq,2.511,1991
irq,2.51,1992
irq,2.51,1993
irq,2.509,1994
irq,2.508,1995
irq,2.745,1996
irq,2.744,1997
irq,2.743,1998
irq,2.743,1999
irq,2.742,2000
irq,2.302,2001
irq,2.301,2002
irq,2.301,2003
irq,2.3,2004
irq,2.3,2005
irq,2.828,2006
irq,2.827,2007
irq,2.827,2008
irq,2.827,2009
irq,2.827,2010
irq,2.817,2011
irl,0.5904,1960
irl,1.104,1961
irl,1.648,1962
irl,1.805,1963
irl,1.693,1964
irl,1.567,1965
irl,1.628,1966
irl,1.686,1967
irl,1.65,1968
irl,1.771,1969
irl,2.007,1970
irl,1.907,1971
irl,2.217,1972
irl,2.33,1973
irl,2.377,1974
irl,2.361,1975
irl,2.141,1976
irl,1.982,1977
irl,2.042,1978
irl,1.952,1979
irl,1.767,1980
irl,1.511,1981
irl,1.284,1982
irl,1.047,1983
irl,0.9562,1984
irl,0.4954,1985
irl,0.2694,1986
irl,0.2339,1987
irl,-0.2047,1988
irl,-0.1737,1989
irl,0.3064,1990
irl,0.9307,1991
irl,1.037,1992
irl,0.8531,1993
irl,0.7462,1994
irl,0.8634,1995
irl,1.214,1996
irl,1.423,1997
irl,1.462,1998
irl,1.544,1999
irl,1.748,2000
irl,2.041,2001
irl,2.132,2002
irl,2.074,2003
irl,2.271,2004
irl,2.62,2005
irl,2.854,2006
irl,2.709,2007
irl,2.03,2008
irl,1.211,2009
irl,0.8053,2010
irl,0.7769,2011
gbm,-0.4353,1960
gbm,0.2461,1961
gbm,0.8965,1962
gbm,1.467,1963
gbm,1.895,1964
gbm,2.201,1965
gbm,1.906,1966
gbm,2.158,1967
gbm,2.245,1968
gbm,2.134,1969
gbm,1.893,1970
gbm,0.5122,1971
gbm,0.2109,1972
gbm,0.02915,1973
gbm,0.00796,1974
gbm,0.09303,1975
gbm,1.325,1976
gbm,1.419,1977
gbm,1.315,1978
gbm,0.9452,1979
gbm,0.4207,1980
gbm,0.02337,1981
gbm,-0.4875,1982
gbm,-0.6465,1983
gbm,-0.3152,1984
gbm,0.3642,1985
gbm,1.193,1986
gbm,1.852,1987
gbm,2.157,1988
gbm,1.977,1989
gbm,1.494,1990
gbm,0.9345,1991
gbm,0.4951,1992
gbm,0.265,1993
gbm,0.3495,1994
gbm,0.6522,1995
gbm,1.015,1996
gbm,1.275,1997
gbm,1.412,1998
gbm,1.371,1999
gbm,1.209,2000
gbm,0.7597,2001
gbm,0.615,2002
gbm,0.512,2003
gbm,0.4756,2004
gbm,0.4873,2005
gbm,0.5168,2006
gbm,0.5118,2007
gbm,0.4935,2008
gbm,0.4451,2009
gbm,0.3808,2010
gbm,0.4721,2011
isr,5.269,1960
isr,4.362,1961
isr,5.873,1962
isr,4.719,1963
isr,4.983,1964
isr,4.51,1965
isr,3.344,1966
isr,5.112,1967
isr,2.879,1968
isr,3.388,1969
isr,4.092,1970
isr,3.724,1971
isr,3.118,1972
isr,4.62,1973
isr,3.545,1974
isr,2.85,1975
isr,2.679,1976
isr,2.684,1977
isr,2.552,1978
isr,3.009,1979
isr,2.84,1980
isr,2.272,1981
isr,2.158,1982
isr,2.098,1983
isr,1.585,1984
isr,2.041,1985
isr,1.665,1986
isr,1.733,1987
isr,1.775,1988
isr,1.814,1989
isr,3.212,1990
isr,6.129,1991
isr,3.567,1992
isr,2.77,1993
isr,2.701,1994
isr,2.78,1995
isr,2.691,1996
isr,2.572,1997
isr,2.361,1998
isr,2.62,1999
isr,2.716,2000
isr,2.426,2001
isr,2.083,2002
isr,1.874,2003
isr,1.837,2004
isr,1.832,2005
isr,1.834,2006
isr,1.843,2007
isr,1.843,2008
isr,2.457,2009
isr,1.893,2010
isr,1.913,2011
ita,1.527,1960
ita,1.501,1961
ita,1.503,1962
ita,1.549,1963
ita,1.635,1964
ita,1.648,1965
ita,1.56,1966
ita,1.5,1967
ita,1.402,1968
ita,1.331,1969
ita,1.288,1970
ita,0.8922,1971
ita,0.9916,1972
ita,1.1,1973
ita,1.075,1974
ita,1.016,1975
ita,0.8022,1976
ita,0.7271,1977
ita,0.6578,1978
ita,0.5897,1979
ita,0.5057,1980
ita,0.1759,1981
ita,0.1299,1982
ita,0.09204,1983
ita,0.07806,1984
ita,0.08458,1985
ita,-0.02448,1986
ita,-0.01974,1987
ita,0.01837,1988
ita,0.04505,1989
ita,0.05374,1990
ita,0.128,1991
ita,0.1266,1992
ita,0.1198,1993
ita,0.079,1994
ita,0.06018,1995
ita,0.1177,1996
ita,0.1424,1997
ita,0.1182,1998
ita,0.1062,1999
ita,0.1346,2000
ita,0.1705,2001
ita,0.4245,2002
ita,0.888,2003
ita,1.094,2004
ita,0.8477,2005
ita,0.7559,2006
ita,0.9198,2007
ita,0.9527,2008
ita,0.7865,2009
ita,0.6672,2010
ita,0.7363,2011
jam,4.29,1960
jam,3.582,1961
jam,3.733,1962
jam,3.78,1963
jam,3.663,1964
jam,3.454,1965
jam,3.325,1966
jam,3.137,1967
jam,3.034,1968
jam,3.062,1969
jam,3.164,1970
jam,2.708,1971
jam,2.822,1972
jam,2.854,1973
jam,2.755,1974
jam,2.587,1975
jam,2.451,1976
jam,2.275,1977
jam,2.212,1978
jam,2.326,1979
jam,2.536,1980
jam,2.083,1981
jam,2.446,1982
jam,2.541,1983
jam,2.433,1984
jam,2.058,1985
jam,1.483,1986
jam,1.05,1987
jam,0.6633,1988
jam,1.197,1989
jam,1.047,1990
jam,1.142,1991
jam,1.174,1992
jam,1.207,1993
jam,1.24,1994
jam,1.273,1995
jam,1.672,1996
jam,1.428,1997
jam,1.36,1998
jam,1.149,1999
jam,1.049,2000
jam,0.6752,2001
jam,0.5687,2002
jam,0.395,2003
jam,0.5531,2004
jam,0.5471,2005
jam,0.4646,2006
jam,0.4623,2007
jam,0.4117,2008
jam,0.2986,2009
jam,0.2348,2010
jam,0.4163,2011
jpn,2.872,1960
jpn,4.048,1961
jpn,2.353,1962
jpn,2.419,1963
jpn,2.424,1964
jpn,2.438,1965
jpn,2.088,1966
jpn,2.094,1967
jpn,1.481,1968
jpn,3.202,1969
jpn,2.253,1970
jpn,2.35,1971
jpn,2.452,1972
jpn,1.868,1973
jpn,2.939,1974
jpn,2.62,1975
jpn,0.8608,1976
jpn,1.085,1977
jpn,1.026,1978
jpn,0.9631,1979
jpn,0.9046,1980
jpn,0.8797,1981
jpn,0.8192,1982
jpn,0.822,1983
jpn,0.7747,1984
jpn,0.7515,1985
jpn,0.7726,1986
jpn,0.6549,1987
jpn,0.5894,1988
jpn,0.5719,1989
jpn,0.5036,1990
jpn,0.4853,1991
jpn,0.4229,1992
jpn,0.4211,1993
jpn,0.5147,1994
jpn,0.5555,1995
jpn,0.4185,1996
jpn,0.4239,1997
jpn,0.4143,1998
jpn,0.351,1999
jpn,0.3347,2000
jpn,2.066,2001
jpn,2.046,2002
jpn,1.995,2003
jpn,1.783,2004
jpn,1.729,2005
jpn,1.043,2006
jpn,1.056,2007
jpn,0.9818,2008
jpn,0.909,2009
jpn,0.9287,2010
jpn,0.9415,2011
jor,7.84,1960
jor,6.791,1961
jor,6.935,1962
jor,7.086,1963
jor,7.253,1964
jor,7.378,1965
jor,6.84,1966
jor,6.93,1967
jor,6.727,1968
jor,6.17,1969
jor,5.469,1970
jor,4.872,1971
jor,4.318,1972
jor,3.984,1973
jor,3.949,1974
jor,4.086,1975
jor,4.387,1976
jor,4.466,1977
jor,4.533,1978
jor,4.569,1979
jor,4.584,1980
jor,5.965,1981
jor,6.043,1982
jor,5.997,1983
jor,5.775,1984
jor,5.495,1985
jor,5.498,1986
jor,5.404,1987
jor,5.246,1988
jor,5.293,1989
jor,5.329,1990
jor,12.87,1991
jor,6.824,1992
jor,6.158,1993
jor,5.493,1994
jor,4.829,1995
jor,3.421,1996
jor,3.419,1997
jor,3.419,1998
jor,2.155,1999
jor,2.831,2000
jor,2.813,2001
jor,2.762,2002
jor,2.81,2003
jor,2.75,2004
jor,2.609,2005
jor,2.611,2006
jor,2.55,2007
jor,2.5,2008
jor,2.504,2009
jor,2.522,2010
jor,2.481,2011
kaz,5.977,1960
kaz,5.349,1961
kaz,5.113,1962
kaz,4.812,1963
kaz,4.442,1964
kaz,4.041,1965
kaz,3.768,1966
kaz,3.393,1967
kaz,3.118,1968
kaz,2.972,1969
kaz,2.916,1970
kaz,2.552,1971
kaz,2.514,1972
kaz,2.45,1973
kaz,2.341,1974
kaz,2.207,1975
kaz,1.624,1976
kaz,1.621,1977
kaz,1.617,1978
kaz,1.614,1979
kaz,1.735,1980
kaz,1.838,1981
kaz,1.833,1982
kaz,1.828,1983
kaz,1.824,1984
kaz,1.819,1985
kaz,0.8243,1986
kaz,0.8243,1987
kaz,0.8242,1988
kaz,0.8241,1989
kaz,0.6954,1990
kaz,0.5023,1991
kaz,-0.1922,1992
kaz,-0.7863,1993
kaz,-1.574,1994
kaz,-1.876,1995
kaz,-1.583,1996
kaz,-1.649,1997
kaz,-1.795,1998
kaz,-1.021,1999
kaz,-0.3694,2000
kaz,-0.5332,2001
kaz,-0.3603,2002
kaz,-0.02937,2003
kaz,0.3278,2004
kaz,0.5204,2005
kaz,0.6963,2006
kaz,0.7811,2007
kaz,0.8543,2008
kaz,2.276,2009
kaz,1.051,2010
kaz,1.253,2011
ken,5.807,1960
ken,6.43,1961
ken,6.364,1962
ken,6.301,1963
ken,6.242,1964
ken,6.188,1965
ken,7.142,1966
ken,7.034,1967
ken,6.944,1968
ken,6.874,1969
ken,6.817,1970
ken,8.499,1971
ken,8.314,1972
ken,8.144,1973
ken,7.984,1974
ken,7.833,1975
ken,7.761,1976
ken,7.619,1977
ken,7.493,1978
ken,7.383,1979
ken,7.282,1980
ken,4.448,1981
ken,4.447,1982
ken,4.428,1983
ken,4.39,1984
ken,4.336,1985
ken,4.488,1986
ken,4.419,1987
ken,4.346,1988
ken,4.271,1989
ken,4.193,1990
ken,5.119,1991
ken,5.017,1992
ken,4.891,1993
ken,4.736,1994
ken,4.569,1995
ken,4.522,1996
ken,4.374,1997
ken,4.271,1998
ken,4.225,1999
ken,4.217,2000
ken,4.374,2001
ken,4.366,2002
ken,4.346,2003
ken,4.305,2004
ken,4.254,2005
ken,4.302,2006
ken,4.256,2007
ken,4.231,2008
ken,4.233,2009
ken,4.249,2010
ken,4.41,2011
kir,5.971,1961
kir,5.807,1962
kir,5.643,1963
kir,5.481,1964
kir,5.322,1965
kir,6.274,1966
kir,6.045,1967
kir,5.833,1968
kir,5.637,1969
kir,5.459,1970
kir,6.196,1971
kir,5.916,1972
kir,5.708,1973
kir,5.565,1974
kir,5.482,1975
kir,3.203,1976
kir,3.441,1977
kir,3.603,1978
kir,3.694,1979
kir,3.717,1980
kir,2.907,1981
kir,3.02,1982
kir,3.068,1983
kir,3.057,1984
kir,2.99,1985
kir,3.063,1986
kir,3.023,1987
kir,2.982,1988
kir,2.942,1989
kir,2.223,1990
kir,2.627,1991
kir,2.295,1992
kir,2.086,1993
kir,2.06,1994
kir,2.166,1995
kir,5.054,1996
kir,5.035,1997
kir,5.007,1998
kir,4.955,1999
kir,4.881,2000
kir,2.092,2001
kir,2.124,2002
kir,2.126,2003
kir,2.084,2004
kir,2.016,2005
kir,1.784,2006
kir,1.718,2007
kir,1.672,2008
kir,1.654,2009
kir,1.655,2010
kir,1.838,2011
prk,5.044,1960
prk,4.874,1961
prk,4.625,1962
prk,4.508,1963
prk,4.576,1964
prk,4.759,1965
prk,6.75,1966
prk,6.738,1967
prk,6.659,1968
prk,6.492,1969
prk,6.263,1970
prk,3.66,1971
prk,3.55,1972
prk,3.377,1973
prk,3.13,1974
prk,2.847,1975
prk,1.732,1976
prk,1.477,1977
prk,1.337,1978
prk,1.35,1979
prk,1.467,1980
prk,1.81,1981
prk,1.925,1982
prk,1.982,1983
prk,1.955,1984
prk,1.872,1985
prk,1.77,1986
prk,1.697,1987
prk,1.668,1988
prk,1.698,1989
prk,1.765,1990
prk,1.808,1991
prk,1.855,1992
prk,1.841,1993
prk,1.747,1994
prk,1.6,1995
prk,1.357,1996
prk,1.216,1997
prk,1.102,1998
prk,1.031,1999
prk,0.99,2000
prk,0.9558,2001
prk,0.9138,2002
prk,0.8684,2003
prk,0.8156,2004
prk,0.7591,2005
prk,0.7086,2006
prk,0.6619,2007
prk,0.6241,2008
prk,0.5973,2009
prk,0.5794,2010
prk,0.6496,2011
kor,5.387,1960
kor,5.859,1961
kor,5.918,1962
kor,5.716,1963
kor,5.534,1964
kor,5.37,1965
kor,7.417,1966
kor,7.097,1967
kor,6.811,1968
kor,6.555,1969
kor,6.325,1970
kor,5.624,1971
kor,5.451,1972
kor,5.296,1973
kor,5.156,1974
kor,5.031,1975
kor,5.15,1976
kor,4.99,1977
kor,4.836,1978
kor,4.728,1979
kor,4.671,1980
kor,4.394,1981
kor,4.302,1982
kor,4.157,1983
kor,3.848,1984
kor,3.532,1985
kor,3.649,1986
kor,3.6,1987
kor,3.544,1988
kor,3.481,1989
kor,3.606,1990
kor,2.11,1991
kor,2.078,1992
kor,2.052,1993
kor,2.04,1994
kor,2.559,1995
kor,1.306,1996
kor,1.289,1997
kor,1.072,1998
kor,1.059,1999
kor,1.183,2000
kor,1.172,2001
kor,0.9883,2002
kor,0.9248,2003
kor,0.802,2004
kor,0.6306,2005
kor,0.8746,2006
kor,0.8543,2007
kor,1.106,2008
kor,0.86,2009
kor,0.8462,2010
kor,1.066,2011
kwt,-10.46,1960
kwt,12.86,1961
kwt,13.97,1962
kwt,14.07,1963
kwt,13.32,1964
kwt,12.22,1965
kwt,11.71,1966
kwt,10.92,1967
kwt,10.26,1968
kwt,9.737,1969
kwt,9.306,1970
kwt,8.29,1971
kwt,7.909,1972
kwt,7.549,1973
kwt,7.206,1974
kwt,6.887,1975
kwt,6.947,1976
kwt,6.664,1977
kwt,6.454,1978
kwt,6.321,1979
kwt,6.229,1980
kwt,5.528,1981
kwt,5.269,1982
kwt,5.187,1983
kwt,5.308,1984
kwt,5.469,1985
kwt,5.255,1986
kwt,5.396,1987
kwt,4.597,1988
kwt,2.709,1989
kwt,0.2129,1990
kwt,-2.739,1991
kwt,0.0265,1996
kwt,3.08,1997
kwt,4.946,1998
kwt,5.181,1999
kwt,4.415,2000
kwt,3.497,2001
kwt,2.967,2002
kwt,2.729,2003
kwt,2.919,2004
kwt,3.361,2005
kwt,3.802,2006
kwt,4.03,2007
kwt,4.038,2008
kwt,3.784,2009
kwt,3.374,2010
kwt,2.941,2011
kgz,5.199,1960
kgz,4.749,1961
kgz,4.341,1962
kgz,4.337,1963
kgz,4.27,1964
kgz,4.014,1965
kgz,4.034,1966
kgz,3.901,1967
kgz,3.827,1968
kgz,3.552,1969
kgz,3.09,1970
kgz,2.47,1971
kgz,2.539,1972
kgz,2.483,1973
kgz,2.578,1974
kgz,2.48,1975
kgz,2.224,1976
kgz,2.153,1977
kgz,2.059,1978
kgz,2.073,1979
kgz,2.053,1980
kgz,1.744,1981
kgz,1.845,1982
kgz,1.95,1983
kgz,1.884,1984
kgz,1.739,1985
kgz,1.578,1986
kgz,1.588,1987
kgz,1.45,1988
kgz,1.774,1989
kgz,1.607,1990
kgz,0.8764,1991
kgz,0.3891,1992
kgz,-0.7418,1993
kgz,-0.812,1994
kgz,0.2157,1995
kgz,0.9001,1996
kgz,0.8752,1997
kgz,0.9473,1998
kgz,0.8958,1999
kgz,0.5974,2000
kgz,0.9443,2001
kgz,0.9134,2002
kgz,1.044,2003
kgz,1.206,2004
kgz,1.123,2005
kgz,1.083,2006
kgz,0.9615,2007
kgz,0.9582,2008
kgz,1.215,2009
kgz,1.201,2010
kgz,1.321,2011
lao,3.094,1960
