foreign_direct_investment_net_inflows_percent_of_gdp,geo,time
5.068,omn,1975
3.178,omn,1976
1.753,omn,1977
3.148,omn,1978
3.149,omn,1979
1.646,omn,1980
0.8615,omn,1981
2.411,omn,1982
1.949,omn,1983
1.792,omn,1984
1.612,omn,1985
1.916,omn,1986
0.4462,omn,1987
1.095,omn,1988
1.199,omn,1989
1.217,omn,1990
1.192,omn,1991
0.8375,omn,1992
1.137,omn,1993
0.5919,omn,1994
0.3354,omn,1995
0.3967,omn,1996
0.4073,omn,1997
0.7242,omn,1998
0.2552,omn,1999
0.4127,omn,2000
0.02607,omn,2001
0.5448,omn,2002
0.1159,omn,2003
0.4501,omn,2004
4.978,omn,2005
4.337,omn,2006
7.952,omn,2007
4.874,omn,2008
3.22,omn,2009
0.2294,pak,1970
0.009432,pak,1971
0.1826,pak,1972
-0.06324,pak,1973
0.04559,pak,1974
0.2205,pak,1975
0.06163,pak,1976
0.1006,pak,1977
0.1811,pak,1978
0.2956,pak,1979
0.2686,pak,1980
0.3846,pak,1981
0.2077,pak,1982
0.1027,pak,1983
0.1782,pak,1984
0.4219,pak,1985
0.3315,pak,1986
0.3879,pak,1987
0.4847,pak,1988
0.5243,pak,1989
0.613,pak,1990
0.5685,pak,1991
0.6918,pak,1992
0.6771,pak,1993
0.8113,pak,1994
1.192,pak,1995
1.456,pak,1996
1.147,pak,1997
0.8136,pak,1998
0.8448,pak,1999
0.4165,pak,2000
0.5297,pak,2001
1.138,pak,2002
0.6415,pak,2003
1.141,pak,2004
2.008,pak,2005
3.351,pak,2006
3.904,pak,2007
3.318,pak,2008
1.445,pak,2009
1.143,pak,2010
1.301,plw,1990
1.193,plw,1991
1.213,plw,1992
-0.2205,plw,1995
-3.493,plw,1996
71.74,plw,1997
-1.304,plw,1998
5.419,plw,1999
12.44,plw,2000
8.632,plw,2001
1.038,plw,2002
1.271,plw,2003
5.279,plw,2004
0.5982,plw,2005
0.7534,plw,2006
1.893,plw,2007
1.034,plw,2008
1.216,plw,2009
1.362,plw,2010
0.5247,pan,1977
-0.1015,pan,1978
1.767,pan,1979
5.734,pan,1980
7.03,pan,1981
7.694,pan,1982
1.623,pan,1983
-2.654,pan,1984
1.246,pan,1985
0.3616,pan,1986
-9.87,pan,1987
-12.21,pan,1988
1.054,pan,1989
2.55,pan,1990
1.857,pan,1991
2.176,pan,1992
2.338,pan,1993
5.191,pan,1994
2.821,pan,1995
4.457,pan,1996
12.88,pan,1997
11.0,pan,1998
6.595,pan,1999
5.369,pan,2000
3.956,pan,2001
0.8034,pan,2002
6.321,pan,2003
7.187,pan,2004
5.934,pan,2005
14.92,pan,2006
8.975,pan,2007
9.473,pan,2008
5.096,pan,2009
8.806,pan,2010
20.08,png,1970
6.617,png,1971
10.0,png,1972
8.614,png,1973
4.954,png,1974
-0.1644,png,1975
1.378,png,1976
1.207,png,1977
1.997,png,1978
1.927,png,1979
2.966,png,1980
3.45,png,1981
3.626,png,1982
5.419,png,1983
4.532,png,1984
3.439,png,1985
3.429,png,1986
2.964,png,1987
4.198,png,1988
5.735,png,1989
4.827,png,1990
3.082,png,1991
2.382,png,1992
1.245,png,1993
1.035,png,1994
9.805,png,1995
2.159,png,1996
0.5788,png,1997
2.893,png,1998
8.527,png,1999
2.724,png,2000
2.03,png,2001
0.6094,png,2002
3.327,png,2003
0.7768,png,2004
0.7833,png,2005
0.2296,png,2006
1.616,png,2007
-0.3805,png,2008
5.348,png,2009
0.3053,png,2010
0.7992,pry,1970
1.068,pry,1971
0.4526,pry,1972
0.9241,pry,1973
1.774,pry,1974
1.614,pry,1975
1.295,pry,1976
1.037,pry,1977
0.961,pry,1978
1.469,pry,1979
0.6923,pry,1980
0.5518,pry,1981
0.6752,pry,1982
0.08745,pry,1983
0.1184,pry,1984
0.02213,pry,1985
0.01693,pry,1986
0.142,pry,1987
0.2126,pry,1988
0.2934,pry,1989
1.461,pry,1990
1.378,pry,1991
1.823,pry,1992
1.091,pry,1993
1.975,pry,1994
1.279,pry,1995
1.709,pry,1996
2.658,pry,1997
4.32,pry,1998
1.296,pry,1999
1.472,pry,2000
1.306,pry,2001
0.1982,pry,2002
0.4935,pry,2003
0.5422,pry,2004
0.7159,pry,2005
1.868,pry,2006
1.688,pry,2007
1.652,pry,2008
1.409,pry,2009
1.879,pry,2010
-0.1929,per,1970
-0.0399,per,1971
0.6742,per,1972
0.8935,per,1973
0.4623,per,1974
0.4941,per,1975
0.4632,per,1976
0.3802,per,1977
0.2056,per,1978
0.4568,per,1979
0.1302,per,1980
0.5007,per,1981
0.1934,per,1982
0.1986,per,1983
-0.4485,per,1984
0.005308,per,1985
0.1224,per,1986
0.1339,per,1987
0.2101,per,1988
0.2867,per,1989
0.1559,per,1990
-0.02026,per,1991
-0.2189,per,1992
2.183,per,1993
7.324,per,1994
4.764,per,1995
6.212,per,1996
3.612,per,1997
2.897,per,1998
3.766,per,1999
1.519,per,2000
2.122,per,2001
3.797,per,2002
2.176,per,2003
2.293,per,2004
3.248,per,2005
3.756,per,2006
5.121,per,2007
5.459,per,2008
4.393,per,2009
4.666,per,2010
-0.01555,phl,1970
0.2914,phl,1971
0.05114,phl,1972
0.5881,phl,1973
0.9487,phl,1974
0.7654,phl,1975
0.8978,phl,1976
1.069,phl,1977
0.4448,phl,1978
0.02545,phl,1979
-0.3267,phl,1980
0.4825,phl,1981
0.04308,phl,1982
0.3161,phl,1983
0.02865,phl,1984
0.03904,phl,1985
0.4252,phl,1986
0.9248,phl,1987
2.471,phl,1988
1.322,phl,1989
1.196,phl,1990
1.198,phl,1991
0.4304,phl,1992
2.277,phl,1993
2.483,phl,1994
1.994,phl,1995
1.831,phl,1996
1.484,phl,1997
3.167,phl,1998
1.502,phl,1999
2.765,phl,2000
0.2557,phl,2001
1.895,phl,2002
0.5852,phl,2003
0.753,phl,2004
1.799,phl,2005
2.39,phl,2006
1.952,phl,2007
0.8894,phl,2008
1.166,phl,2009
0.8583,phl,2010
0.02113,pol,1985
0.02165,pol,1986
0.01879,pol,1987
0.02179,pol,1988
0.01338,pol,1989
0.1379,pol,1990
0.3479,pol,1991
0.7346,pol,1992
1.825,pol,1993
1.73,pol,1994
2.631,pol,1995
2.871,pol,1996
3.123,pol,1997
3.681,pol,1998
4.332,pol,1999
5.455,pol,2000
3.001,pol,2001
2.084,pol,2002
2.117,pol,2003
5.031,pol,2004
3.392,pol,2005
5.817,pol,2006
5.561,pol,2007
2.829,pol,2008
3.024,pol,2009
1.939,pol,2010
0.3616,prt,1970
0.6168,prt,1971
0.6583,prt,1972
0.638,prt,1973
0.6135,prt,1974
0.6043,prt,1975
0.314,prt,1976
0.2738,prt,1977
0.2848,prt,1978
0.2981,prt,1979
0.4836,prt,1980
0.553,prt,1981
0.4782,prt,1982
0.5463,prt,1983
0.7967,prt,1984
1.024,prt,1985
0.623,prt,1986
0.9799,prt,1987
1.658,prt,1988
2.905,prt,1989
3.361,prt,1990
2.781,prt,1991
1.765,prt,1992
1.636,prt,1993
1.291,prt,1994
0.5874,prt,1995
1.112,prt,1996
2.038,prt,1997
2.445,prt,1998
0.9236,prt,1999
5.696,prt,2000
5.131,prt,2001
1.327,prt,2002
4.48,prt,2003
0.8957,prt,2004
2.116,prt,2005
5.436,prt,2006
1.282,prt,2007
1.858,prt,2008
1.154,prt,2009
0.6459,prt,2010
1.885,qat,1970
7.052,qat,1971
0.00196,qat,1972
0.1663,qat,1973
0.5401,qat,1974
0.3629,qat,1975
0.00609,qat,1976
0.05584,qat,1977
0.2199,qat,1978
0.08113,qat,1979
0.1385,qat,1980
0.04364,qat,1981
0.04884,qat,1982
0.01469,qat,1983
-0.2228,qat,1984
0.1295,qat,1985
-0.02909,qat,1986
-0.05453,qat,1987
-0.3417,qat,1988
-0.02312,qat,1989
0.0663,qat,1990
0.618,qat,1991
0.5176,qat,1992
1.007,qat,1993
1.788,qat,1994
1.15,qat,1995
3.741,qat,1996
3.703,qat,1997
3.386,qat,1998
0.9138,qat,1999
1.417,qat,2000
1.685,qat,2001
3.222,qat,2002
2.655,qat,2003
3.785,qat,2004
5.809,qat,2005
5.785,qat,2006
5.82,qat,2007
3.413,qat,2008
8.264,qat,2009
2.611e-05,rou,1990
0.1387,rou,1991
0.3069,rou,1992
0.3566,rou,1993
1.134,rou,1994
1.181,rou,1995
0.7443,rou,1996
3.443,rou,1997
4.822,rou,1998
2.925,rou,1999
2.799,rou,2000
2.879,rou,2001
2.496,rou,2002
3.099,rou,2003
8.535,rou,2004
6.553,rou,2005
9.29,rou,2006
5.863,rou,2007
6.939,rou,2008
3.008,rou,2009
1.82,rou,2010
0.2523,rus,1992
0.2784,rus,1993
0.1746,rus,1994
0.5221,rus,1995
0.6584,rus,1996
1.201,rus,1997
1.019,rus,1998
1.689,rus,1999
1.045,rus,2000
0.8964,rus,2001
1.003,rus,2002
1.849,rus,2003
2.613,rus,2004
1.687,rus,2005
3.0,rus,2006
4.237,rus,2007
4.516,rus,2008
2.987,rus,2009
2.925,rus,2010
0.02729,rwa,1970
0.7628,rwa,1971
0.2029,rwa,1972
0.6889,rwa,1973
0.7122,rwa,1974
0.5278,rwa,1975
0.8414,rwa,1976
0.6215,rwa,1977
0.5568,rwa,1978
1.3,rwa,1979
1.522,rwa,1980
1.454,rwa,1981
1.464,rwa,1982
0.7243,rwa,1983
0.9484,rwa,1984
0.8522,rwa,1985
0.9052,rwa,1986
0.8177,rwa,1987
0.8786,rwa,1988
0.6435,rwa,1989
0.2926,rwa,1990
0.2394,rwa,1991
0.1073,rwa,1992
0.2968,rwa,1993
0.0001327,rwa,1994
0.171,rwa,1995
0.1605,rwa,1996
0.1403,rwa,1997
0.3564,rwa,1998
0.08936,rwa,1999
0.4795,rwa,2000
0.2767,rwa,2001
0.1591,rwa,2002
0.2522,rwa,2003
0.3667,rwa,2004
0.3111,rwa,2005
0.3611,rwa,2006
1.795,rwa,2007
2.193,rwa,2008
2.255,rwa,2009
0.7522,rwa,2010
2.083,kna,1980
1.591,kna,1981
3.671,kna,1982
22.63,kna,1983
8.567,kna,1984
10.26,kna,1985
9.776,kna,1986
15.39,kna,1987
10.37,kna,1988
28.48,kna,1989
30.64,kna,1990
13.03,kna,1991
6.891,kna,1992
6.937,kna,1993
6.922,kna,1994
8.872,kna,1995
14.32,kna,1996
7.151,kna,1997
11.11,kna,1998
18.93,kna,1999
25.27,kna,2000
21.42,kna,2001
18.39,kna,2002
17.43,kna,2003
11.8,kna,2004
18.19,kna,2005
18.73,kna,2006
20.77,kna,2007
25.34,kna,2008
19.43,kna,2009
18.47,kna,2010
25.13,lca,1979
23.16,lca,1980
25.09,lca,1981
18.46,lca,1982
6.472,lca,1983
6.089,lca,1984
8.987,lca,1985
6.43,lca,1986
6.188,lca,1987
6.002,lca,1988
8.549,lca,1989
11.28,lca,1990
13.38,lca,1991
8.565,lca,1992
6.943,lca,1993
6.284,lca,1994
5.84,lca,1995
3.251,lca,1996
7.913,lca,1997
12.68,lca,1998
12.01,lca,1999
7.454,lca,2000
8.608,lca,2001
7.467,lca,2002
14.06,lca,2003
9.203,lca,2004
8.88,lca,2005
23.76,lca,2006
25.59,lca,2007
14.29,lca,2008
13.24,lca,2009
9.183,lca,2010
-1.073,vct,1978
1.101,vct,1979
1.824,vct,1980
0.6684,vct,1981
1.755,vct,1982
2.233,vct,1983
1.353,vct,1984
1.595,vct,1985
5.759,vct,1986
3.487,vct,1987
5.536,vct,1988
5.975,vct,1989
3.868,vct,1990
4.187,vct,1991
5.961,vct,1992
13.15,vct,1993
19.29,vct,1994
11.5,vct,1995
15.15,vct,1996
31.55,vct,1997
27.99,vct,1998
17.11,vct,1999
9.497,vct,2000
4.882,vct,2001
7.36,vct,2002
11.44,vct,2003
12.57,vct,2004
7.27,vct,2005
17.86,vct,2006
19.06,vct,2007
22.67,vct,2008
15.17,vct,2009
14.15,vct,2010
0.1485,wsm,1982
-0.1003,wsm,1983
0.01028,wsm,1984
0.505,wsm,1985
-0.2224,wsm,1986
0.5525,wsm,1987
0.1012,wsm,1988
0.1431,wsm,1989
5.89,wsm,1990
2.851,wsm,1991
4.241,wsm,1992
4.215,wsm,1993
1.523,wsm,1994
1.717,wsm,1995
0.5209,wsm,1996
7.859,wsm,1997
1.249,wsm,1998
0.8672,wsm,1999
-0.627,wsm,2000
0.4931,wsm,2001
-0.02727,wsm,2002
0.1689,wsm,2003
0.6145,wsm,2004
-0.7237,wsm,2005
4.561,wsm,2006
1.287,wsm,2007
8.077,wsm,2008
1.878,wsm,2009
0.1278,wsm,2010
3.924,stp,2001
3.969,stp,2002
3.47,stp,2003
3.279,stp,2004
13.76,stp,2005
30.61,stp,2006
25.11,stp,2007
46.31,stp,2008
8.16,stp,2009
12.52,stp,2010
0.1468,sau,1970
-1.639,sau,1971
0.3659,sau,1972
-4.334,sau,1973
-8.296,sau,1974
4.008,sau,1975
-0.6213,sau,1976
1.058,sau,1977
0.6942,sau,1978
-1.137,sau,1979
-1.943,sau,1980
3.533,sau,1981
7.278,sau,1982
3.837,sau,1983
4.066,sau,1984
0.473,sau,1985
1.111,sau,1986
-1.369,sau,1987
-0.3716,sau,1988
-0.6852,sau,1989
1.594,sau,1990
0.1218,sau,1991
-0.05791,sau,1992
1.035,sau,1993
0.2601,sau,1994
-1.316,sau,1995
-0.7147,sau,1996
1.842,sau,1997
2.938,sau,1998
-0.4839,sau,1999
-0.9982,sau,2000
0.01073,sau,2001
-0.3257,sau,2002
-0.2733,sau,2003
-0.1335,sau,2004
3.836,sau,2005
5.136,sau,2006
6.322,sau,2007
8.284,sau,2008
9.783,sau,2009
4.96,sau,2010
0.4902,sen,1970
0.9321,sen,1971
1.189,sen,1972
0.3329,sen,1973
0.6188,sen,1974
1.008,sen,1975
1.582,sen,1976
1.205,sen,1977
-0.1933,sen,1978
0.2768,sen,1979
0.4134,sen,1980
1.082,sen,1981
0.9023,sen,1982
-1.251,sen,1983
1.075,sen,1984
-0.5335,sen,1985
-0.2012,sen,1986
-0.07855,sen,1987
0.2997,sen,1988
0.5455,sen,1989
0.9952,sen,1990
-0.1344,sen,1991
0.3561,sen,1992
-0.0143,sen,1993
1.725,sen,1994
0.6492,sen,1995
0.1722,sen,1996
3.767,sen,1997
1.396,sen,1998
2.975,sen,1999
1.341,sen,2000
0.6549,sen,2001
1.463,sen,2002
0.7655,sen,2003
0.9593,sen,2004
0.5132,sen,2005
2.351,sen,2006
2.628,sen,2007
2.97,sen,2008
2.593,sen,2009
1.845,sen,2010
3.461,srb,1997
0.6974,srb,1998
0.6352,srb,1999
0.853,srb,2000
1.558,srb,2001
3.756,srb,2002
7.191,srb,2003
4.347,srb,2004
8.127,srb,2005
17.0,srb,2006
8.811,srb,2007
6.274,srb,2008
4.821,srb,2009
3.488,srb,2010
11.94,syc,1970
8.23,syc,1971
4.405,syc,1972
15.83,syc,1973
4.011,syc,1974
9.581,syc,1975
12.86,syc,1976
10.95,syc,1977
7.396,syc,1978
5.896,syc,1979
6.46,syc,1980
6.544,syc,1981
6.778,syc,1982
6.218,syc,1983
6.459,syc,1984
6.896,syc,1985
6.83,syc,1986
7.785,syc,1987
8.175,syc,1988
7.273,syc,1989
5.491,syc,1990
5.222,syc,1991
2.079,syc,1992
3.975,syc,1993
6.311,syc,1994
9.028,syc,1995
5.728,syc,1996
9.485,syc,1997
8.746,syc,1998
8.863,syc,1999
3.956,syc,2000
10.4,syc,2001
6.841,syc,2002
8.279,syc,2003
5.432,syc,2004
9.717,syc,2005
15.07,syc,2006
12.41,syc,2007
14.06,syc,2008
15.03,syc,2009
17.86,syc,2010
1.888,sle,1970
1.239,sle,1971
0.8165,sle,1972
1.085,sle,1973
1.619,sle,1974
1.487,sle,1975
1.429,sle,1976
0.7313,sle,1977
2.525,sle,1978
1.45,sle,1979
-1.696,sle,1980
0.6733,sle,1981
0.3615,sle,1982
0.1706,sle,1983
0.5386,sle,1984
-3.613,sle,1985
-28.62,sle,1986
5.619,sle,1987
-2.188,sle,1988
2.396,sle,1989
4.993,sle,1990
0.9621,sle,1991
-0.8233,sle,1992
-0.9707,sle,1993
-0.3152,sle,1994
0.8369,sle,1995
0.0705,sle,1996
0.2117,sle,1997
0.0156,sle,1998
0.07965,sle,1999
6.133,sle,2000
1.221,sle,2001
1.113,sle,2002
0.8692,sle,2003
5.58,sle,2004
6.712,sle,2005
4.133,sle,2006
5.805,sle,2007
2.948,sle,2008
4.002,sle,2009
4.545,sle,2010
4.845,sgp,1970
5.127,sgp,1971
5.922,sgp,1972
9.552,sgp,1973
6.521,sgp,1974
5.182,sgp,1975
3.65,sgp,1976
4.41,sgp,1977
3.998,sgp,1978
9.011,sgp,1979
10.42,sgp,1980
11.75,sgp,1981
10.0,sgp,1982
6.403,sgp,1983
6.632,sgp,1984
5.497,sgp,1985
9.225,sgp,1986
13.61,sgp,1987
14.44,sgp,1988
9.484,sgp,1989
15.45,sgp,1990
11.35,sgp,1991
4.495,sgp,1992
7.813,sgp,1993
12.35,sgp,1994
14.28,sgp,1995
10.23,sgp,1996
13.15,sgp,1997
7.633,sgp,1998
19.28,sgp,1999
17.19,sgp,2000
16.55,sgp,2001
7.068,sgp,2002
12.79,sgp,2003
19.23,sgp,2004
12.52,sgp,2005
21.15,sgp,2006
22.02,sgp,2007
4.83,sgp,2008
8.106,sgp,2009
18.51,sgp,2010
1.232,svk,1993
1.37,svk,1994
0.935,svk,1995
1.286,svk,1996
0.6426,svk,1997
1.92,svk,1998
1.183,svk,1999
7.146,svk,2000
11.85,svk,2002
1.22,svk,2003
5.417,svk,2004
3.932,svk,2005
6.039,svk,2006
3.999,svk,2007
3.295,svk,2008
-0.03611,svk,2009
0.6338,svk,2010
0.8864,svn,1992
0.8885,svn,1993
0.8126,svn,1994
0.7182,svn,1995
0.8194,svn,1996
1.638,svn,1997
0.9918,svn,1998
0.4778,svn,1999
0.6797,svn,2000
2.456,svn,2001
7.173,svn,2002
1.034,svn,2003
2.457,svn,2004
1.513,svn,2005
1.667,svn,2006
3.237,svn,2007
3.547,svn,2008
-1.306,svn,2009
0.7806,svn,2010
-0.3396,slb,1971
-0.02463,slb,1972
1.266,slb,1973
-0.05914,slb,1974
10.53,slb,1975
5.882,slb,1976
4.762,slb,1977
4.124,slb,1978
2.29,slb,1979
1.429,slb,1980
0.1227,slb,1981
0.5464,slb,1982
0.2416,slb,1983
0.7764,slb,1984
0.2907,slb,1985
1.471,slb,1986
4.393,slb,1987
0.541,slb,1988
3.491,slb,1989
3.451,slb,1990
4.53,slb,1991
3.742,slb,1992
5.687,slb,1993
0.4511,slb,1994
0.3901,slb,1995
1.052,slb,1996
5.964,slb,1997
1.869,slb,1998
2.053,slb,1999
2.994,slb,2000
-2.326,slb,2001
-0.1305,slb,2002
-0.5413,slb,2003
1.604,slb,2004
4.489,slb,2005
7.461,slb,2006
10.99,slb,2007
14.7,slb,2008
19.91,slb,2009
35.06,slb,2010
1.423,som,1970
0.5134,som,1971
1.079,som,1972
0.1183,som,1973
0.1497,som,1974
1.659,som,1975
0.2725,som,1976
1.561,som,1977
0.05342,som,1978
0.001694,som,1979
-0.00497,som,1980
0.01573,som,1981
-0.0985,som,1982
-1.122,som,1983
-1.895,som,1984
-0.08091,som,1985
0.3289,som,1986
6.372,som,1987
-4.179,som,1988
-3.768,som,1989
0.6096,som,1990
1.868,zaf,1970
1.316,zaf,1971
0.5543,zaf,1972
0.09625,zaf,1973
1.948,zaf,1974
0.5087,zaf,1975
0.05187,zaf,1976
-0.3094,zaf,1977
-0.241,zaf,1978
-0.8662,zaf,1979
-0.01276,zaf,1980
0.07486,zaf,1981
0.4117,zaf,1982
0.08243,zaf,1983
0.4925,zaf,1984
-0.6749,zaf,1985
-0.0635,zaf,1986
-0.1843,zaf,1987
0.1382,zaf,1988
-0.1611,zaf,1989
-0.0676,zaf,1990
0.2114,zaf,1991
0.002573,zaf,1992
0.008658,zaf,1993
0.2758,zaf,1994
0.8262,zaf,1995
0.568,zaf,1996
2.561,zaf,1997
0.4098,zaf,1998
1.129,zaf,1999
0.7291,zaf,2000
6.136,zaf,2001
1.332,zaf,2002
0.4655,zaf,2003
0.3201,zaf,2004
2.64,zaf,2005
-0.07035,zaf,2006
2.005,zaf,2007
3.504,zaf,2008
1.893,zaf,2009
0.3364,zaf,2010
0.5578,esp,1970
0.4463,esp,1971
0.4668,esp,1972
0.5108,esp,1973
0.379,esp,1974
0.6125,esp,1975
0.4151,esp,1976
0.4725,esp,1977
0.7556,esp,1978
0.6704,esp,1979
0.6605,esp,1980
0.8668,esp,1981
0.9368,esp,1982
0.9774,esp,1983
1.06,esp,1984
1.121,esp,1985
1.414,esp,1986
1.477,esp,1987
1.922,esp,1988
2.093,esp,1989
2.684,esp,1990
2.229,esp,1991
2.167,esp,1992
1.899,esp,1993
1.789,esp,1994
1.355,esp,1995
1.546,esp,1996
1.561,esp,1997
2.377,esp,1998
2.998,esp,1999
6.688,esp,2000
4.624,esp,2001
5.828,esp,2002
2.898,esp,2003
2.374,esp,2004
2.174,esp,2005
2.525,esp,2006
4.624,esp,2007
4.887,esp,2008
0.5842,esp,2009
1.752,esp,2010
-0.01306,lka,1970
0.01266,lka,1971
0.01175,lka,1972
0.01739,lka,1973
0.03917,lka,1974
0.003764,lka,1975
2.784e-05,lka,1976
-0.02969,lka,1977
0.05394,lka,1978
1.394,lka,1979
1.069,lka,1980
1.116,lka,1981
1.333,lka,1982
0.731,lka,1983
0.5396,lka,1984
0.4376,lka,1985
0.464,lka,1986
0.8905,lka,1987
0.6552,lka,1988
0.2825,lka,1989
0.5397,lka,1990
0.5372,lka,1991
1.264,lka,1992
1.881,lka,1993
1.42,lka,1994
0.4298,lka,1995
0.8625,lka,1996
2.85,lka,1997
1.225,lka,1998
1.127,lka,1999
1.059,lka,2000
1.091,lka,2001
1.149,lka,2002
1.211,lka,2003
1.127,lka,2004
1.116,lka,2005
1.697,lka,2006
1.864,lka,2007
1.847,lka,2008
0.9604,lka,2009
0.9651,lka,2010
0.07904,sdn,1970
0.02469,sdn,1972
0.008493,sdn,1973
-0.02945,sdn,1974
0.02709,sdn,1975
0.09762,sdn,1976
0.1109,sdn,1977
0.07419,sdn,1978
-0.03166,sdn,1979
0.1162,sdn,1980
0.2027,sdn,1981
0.1814,sdn,1982
0.07466,sdn,1983
0.09037,sdn,1984
-0.0244,sdn,1985
-0.05117,sdn,1986
0.05647,sdn,1987
0.01302,sdn,1988
0.02281,sdn,1989
-0.2509,sdn,1990
-0.005449,sdn,1991
0.00128,sdn,1992
-0.001802,sdn,1993
0.7752,sdn,1994
0.08677,sdn,1995
0.004435,sdn,1996
0.8381,sdn,1997
3.295,sdn,1998
3.471,sdn,1999
3.172,sdn,2000
4.296,sdn,2001
4.762,sdn,2002
7.588,sdn,2003
6.968,sdn,2004
8.415,sdn,2005
9.711,sdn,2006
5.213,sdn,2007
4.481,sdn,2008
3.324,sdn,2009
3.326,sdn,2010
-1.908,sur,1970
-2.367,sur,1971
0.9341,sur,1972
4.151,sur,1973
1.804,sur,1974
0.2226,sur,1975
0.1872,sur,1976
-3.147,sur,1977
-1.638,sur,1978
-3.123,sur,1979
2.032,sur,1980
6.194,sur,1981
-1.083,sur,1982
8.232,sur,1983
-7.323,sur,1984
2.177,sur,1985
-6.05,sur,1986
-11.8,sur,1987
-13.15,sur,1988
-54.36,sur,1989
-19.24,sur,1990
4.222,sur,1991
-13.42,sur,1992
-10.71,sur,1993
-4.992,sur,1994
-2.97,sur,1995
2.221,sur,1996
-0.9897,sur,1997
0.963,sur,1998
-6.946,sur,1999
-16.59,sur,2000
-3.51,sur,2001
-6.825,sur,2002
-5.987,sur,2003
-2.513,sur,2004
1.555,sur,2005
-7.662,sur,2006
-10.2,sur,2007
-7.62,sur,2008
-2.873,sur,2009
0.4566,swz,1972
0.02704,swz,1973
1.336,swz,1974
5.019,swz,1975
2.701,swz,1976
6.581,swz,1977
6.381,swz,1978
13.47,swz,1979
4.875,swz,1980
6.442,swz,1981
-2.526,swz,1982
-1.017,swz,1983
0.9888,swz,1984
3.171,swz,1985
6.878,swz,1986
9.631,swz,1987
7.269,swz,1988
9.617,swz,1989
2.7,swz,1990
7.091,swz,1991
6.79,swz,1992
5.293,swz,1993
4.455,swz,1994
3.046,swz,1995
1.346,swz,1996
-0.8913,swz,1997
9.684,swz,1998
6.348,swz,1999
5.947,swz,2000
2.174,swz,2001
7.519,swz,2002
-3.285,swz,2003
2.875,swz,2004
-1.774,swz,2005
4.106,swz,2006
1.228,swz,2007
3.501,swz,2008
2.228,swz,2009
3.669,swz,2010
0.3065,swe,1970
0.2177,swe,1971
0.1435,swe,1972
0.1521,swe,1973
0.1248,swe,1974
0.1041,swe,1975
0.005857,swe,1976
0.09277,swe,1977
0.07181,swe,1978
0.09807,swe,1979
0.19,swe,1980
0.1503,swe,1981
0.3341,swe,1982
0.231,swe,1983
0.2856,swe,1984
0.3696,swe,1985
0.7694,swe,1986
0.3727,swe,1987
0.8636,swe,1988
0.8868,swe,1989
0.8111,swe,1990
2.464,swe,1991
-0.002029,swe,1992
1.834,swe,1993
2.882,swe,1994
5.889,swe,1995
1.987,swe,1996
4.057,swe,1997
7.858,swe,1998
23.42,swe,1999
9.658,swe,2000
4.945,swe,2001
4.936,swe,2002
1.592,swe,2003
3.347,swe,2004
3.273,swe,2005
7.138,swe,2006
6.008,swe,2007
7.855,swe,2008
2.683,swe,2009
1.275,swe,2010
0.6254,che,1983
0.7921,che,1984
1.274,che,1985
1.488,che,1986
1.299,che,1987
0.2098,che,1988
1.339,che,1989
2.328,che,1990
1.178,che,1991
0.4496,che,1992
0.6993,che,1993
1.363,che,1994
1.316,che,1995
1.435,che,1996
2.761,che,1997
3.539,che,1998
4.633,che,1999
7.908,che,2000
3.683,che,2001
2.435,che,2002
5.375,che,2003
0.5113,che,2004
-0.141,che,2005
11.5,che,2006
7.696,che,2007
3.18,che,2008
5.952,che,2009
4.112,che,2010
-0.004672,syr,1970
0.0003268,syr,1972
-0.001389,syr,1973
0.0001938,syr,1974
0.002051,syr,1975
0.00131,syr,1976
0.001169,syr,1977
0.0004028,syr,1979
-0.0003062,syr,1980
0.0002578,syr,1981
0.0005829,syr,1982
-0.0001137,syr,1983
0.0002857,syr,1984
0.09144,syr,1985
0.1505,syr,1986
0.1937,syr,1987
0.2553,syr,1988
0.3045,syr,1989
0.325,syr,1990
0.416,syr,1991
0.4301,syr,1992
0.7959,syr,1993
2.48,syr,1994
0.8774,syr,1995
0.6454,syr,1996
0.5515,syr,1997
0.5394,syr,1998
1.657,syr,1999
1.397,syr,2000
0.5213,syr,2001
0.5328,syr,2002
0.733,syr,2003
1.096,syr,2004
1.733,syr,2005
1.977,syr,2006
3.074,syr,2007
2.787,syr,2008
4.764,syr,2009
2.484,syr,2010
0.4714,tjk,1992
0.5465,tjk,1993
0.8915,tjk,1994
0.812,tjk,1995
1.724,tjk,1996
1.953,tjk,1997
2.268,tjk,1998
0.6169,tjk,1999
2.736,tjk,2000
0.8786,tjk,2001
2.954,tjk,2002
2.036,tjk,2003
13.1,tjk,2004
2.356,tjk,2005
11.96,tjk,2006
9.678,tjk,2007
7.281,tjk,2008
0.3178,tjk,2009
0.2799,tjk,2010
0.07372,tza,1988
0.1321,tza,1989
0.0002348,tza,1990
0.0002018,tza,1991
0.2645,tza,1992
0.4805,tza,1993
1.108,tza,1994
2.282,tza,1995
2.31,tza,1996
2.055,tza,1997
1.844,tza,1998
5.328,tza,1999
4.549,tza,2000
3.744,tza,2001
3.667,tza,2002
3.124,tza,2003
1.768,tza,2004
6.615,tza,2005
2.812,tza,2006
3.456,tza,2007
1.931,tza,2008
1.94,tza,2009
1.892,tza,2010
0.5753,tha,1975
0.4658,tha,1976
