co2_intensity_of_economic_output_kg_co2_per_2005_ppp_of_gdp,geo,time
0.343,sle,2004
0.3783,sle,2005
0.3465,sle,2006
0.3448,sle,2007
0.3322,sle,2008
0.8642,sgp,1980
0.6667,sgp,1981
0.6892,sgp,1982
0.7468,sgp,1983
0.6549,sgp,1984
0.6595,sgp,1985
0.6825,sgp,1986
0.5734,sgp,1987
0.5718,sgp,1988
0.6018,sgp,1989
0.6125,sgp,1990
0.5811,sgp,1991
0.5755,sgp,1992
0.561,sgp,1993
0.6071,sgp,1994
0.4079,sgp,1995
0.4444,sgp,1996
0.5125,sgp,1997
0.4332,sgp,1998
0.3578,sgp,1999
0.3108,sgp,2000
0.2826,sgp,2001
0.2666,sgp,2002
0.21,sgp,2003
0.2262,sgp,2004
0.2598,sgp,2005
0.2275,sgp,2006
0.1574,sgp,2007
0.139,sgp,2008
0.8517,svk,1992
0.7938,svk,1993
0.7361,svk,1994
0.7499,svk,1995
0.6897,svk,1996
0.6479,svk,1997
0.6392,svk,1998
0.5892,svk,1999
0.5327,svk,2000
0.5546,svk,2001
0.5289,svk,2002
0.5079,svk,2003
0.4743,svk,2004
0.4496,svk,2005
0.4124,svk,2006
0.3508,svk,2007
0.34,svk,2008
0.458,svn,1992
0.4504,svn,1993
0.367,svn,1994
0.4566,svn,1995
0.4609,svn,1996
0.4687,svn,1997
0.4336,svn,1998
0.4017,svn,1999
0.3714,svn,2000
0.3743,svn,2001
0.3665,svn,2002
0.3581,svn,2003
0.3481,svn,2004
0.3379,svn,2005
0.3265,svn,2006
0.3048,svn,2007
0.3118,svn,2008
0.2228,slb,1990
0.2102,slb,1991
0.1865,slb,1992
0.1753,slb,1993
0.1568,slb,1994
0.1518,slb,1995
0.1494,slb,1996
0.1516,slb,1997
0.1489,slb,1998
0.153,slb,1999
0.1785,slb,2000
0.2026,slb,2001
0.2084,slb,2002
0.204,slb,2003
0.1945,slb,2004
0.1845,slb,2005
0.1725,slb,2006
0.1718,slb,2007
0.1601,slb,2008
0.9454,zaf,1980
1.011,zaf,1981
1.107,zaf,1982
1.174,zaf,1983
1.208,zaf,1984
1.254,zaf,1985
1.28,zaf,1986
1.247,zaf,1987
1.247,zaf,1988
1.211,zaf,1989
1.188,zaf,1990
1.246,zaf,1991
1.195,zaf,1992
1.244,zaf,1993
1.263,zaf,1994
1.206,zaf,1995
1.173,zaf,1996
1.184,zaf,1997
1.18,zaf,1998
1.149,zaf,1999
1.096,zaf,2000
1.05,zaf,2001
0.971,zaf,2002
1.033,zaf,2003
1.075,zaf,2004
1.006,zaf,2005
0.9468,zaf,2006
0.958,zaf,2007
0.9303,zaf,2008
0.3739,esp,1980
0.361,esp,1981
0.3611,esp,1982
0.3463,esp,1983
0.3302,esp,1984
0.3276,esp,1985
0.2994,esp,1986
0.2843,esp,1987
0.2824,esp,1988
0.3064,esp,1989
0.2964,esp,1990
0.2986,esp,1991
0.3084,esp,1992
0.2886,esp,1993
0.3039,esp,1994
0.3109,esp,1995
0.3001,esp,1996
0.3005,esp,1997
0.2987,esp,1998
0.2932,esp,1999
0.291,esp,2000
0.284,esp,2001
0.292,esp,2002
0.2892,esp,2003
0.296,esp,2004
0.2975,esp,2005
0.2832,esp,2006
0.2799,esp,2007
0.2551,esp,2008
0.1451,lka,1980
0.1642,lka,1981
0.1751,lka,1982
0.1818,lka,1983
0.1355,lka,1984
0.1322,lka,1985
0.1165,lka,1986
0.1279,lka,1987
0.1065,lka,1988
0.1046,lka,1989
0.1093,lka,1990
0.1125,lka,1991
0.1341,lka,1992
0.1216,lka,1993
0.1271,lka,1994
0.1291,lka,1995
0.1492,lka,1996
0.1513,lka,1997
0.1495,lka,1998
0.1576,lka,1999
0.177,lka,2000
0.1813,lka,2001
0.1873,lka,2002
0.1712,lka,2003
0.1823,lka,2004
0.1669,lka,2005
0.1564,lka,2006
0.1536,lka,2007
0.1385,lka,2008
0.1756,sdn,1980
0.1588,sdn,1981
0.1576,sdn,1982
0.1577,sdn,1983
0.1489,sdn,1984
0.1846,sdn,1985
0.1827,sdn,1986
0.1261,sdn,1987
0.183,sdn,1988
0.1303,sdn,1989
0.2038,sdn,1990
0.1837,sdn,1991
0.1522,sdn,1992
0.08899,sdn,1993
0.1347,sdn,1994
0.1315,sdn,1995
0.1152,sdn,1996
0.1323,sdn,1997
0.1099,sdn,1998
0.1156,sdn,1999
0.1159,sdn,2000
0.1256,sdn,2001
0.152,sdn,2002
0.1585,sdn,2003
0.1781,sdn,2004
0.1936,sdn,2005
0.1694,sdn,2006
0.1669,sdn,2007
0.1732,sdn,2008
0.9847,sur,1980
0.8421,sur,1981
0.7912,sur,1982
0.5987,sur,1983
0.704,sur,1984
0.7361,sur,1985
0.8383,sur,1986
0.9684,sur,1987
0.9526,sur,1988
0.8523,sur,1989
0.8362,sur,1990
0.9437,sur,1991
0.9506,sur,1992
1.046,sur,1993
1.017,sur,1994
1.014,sur,1995
0.978,sur,1996
0.9297,sur,1997
0.9249,sur,1998
0.9283,sur,1999
0.9178,sur,2000
0.9354,sur,2001
0.8865,sur,2002
0.8322,sur,2003
0.7806,sur,2004
0.7778,sur,2005
0.7678,sur,2006
0.7301,sur,2007
0.6976,sur,2008
0.3358,swz,1980
0.2745,swz,1981
0.2713,swz,1982
0.1667,swz,1983
0.1931,swz,1984
0.2453,swz,1985
0.2276,swz,1986
0.1891,swz,1987
0.1774,swz,1988
0.1571,swz,1989
0.1266,swz,1990
0.09544,swz,1991
0.0748,swz,1992
0.03627,swz,1993
0.1299,swz,1994
0.1164,swz,1995
0.08406,swz,1996
0.2876,swz,1997
0.2828,swz,1998
0.2805,swz,1999
0.2643,swz,2000
0.2516,swz,2001
0.2432,swz,2002
0.22,swz,2003
0.2116,swz,2004
0.2043,swz,2005
0.197,swz,2006
0.1993,swz,2007
0.2001,swz,2008
0.4241,swe,1980
0.4111,swe,1981
0.3645,swe,1982
0.3351,swe,1983
0.316,swe,1984
0.3366,swe,1985
0.3253,swe,1986
0.3027,swe,1987
0.2836,swe,1988
0.2668,swe,1989
0.2459,swe,1990
0.2665,swe,1991
0.2781,swe,1992
0.2642,swe,1993
0.2697,swe,1994
0.2463,swe,1995
0.274,swe,1996
0.2402,swe,1997
0.2323,swe,1998
0.2064,swe,1999
0.1926,swe,2000
0.1953,swe,2001
0.214,swe,2002
0.1995,swe,2003
0.1904,swe,2004
0.1746,swe,2005
0.1609,swe,2006
0.151,swe,2007
0.1551,swe,2008
0.2251,che,1980
0.2124,che,1981
0.2029,che,1982
0.2205,che,1983
0.2093,che,1984
0.2052,che,1985
0.214,che,1986
0.2005,che,1987
0.1963,che,1988
0.1827,che,1989
0.1916,che,1990
0.1906,che,1991
0.1948,che,1992
0.1848,che,1993
0.1846,che,1994
0.1747,che,1995
0.1765,che,1996
0.1796,che,1997
0.1764,che,1998
0.169,che,1999
0.1568,che,2000
0.1705,che,2001
0.1609,che,2002
0.1591,che,2003
0.156,che,2004
0.1555,che,2005
0.1518,che,2006
0.133,che,2007
0.1384,che,2008
0.7061,syr,1980
0.8257,syr,1981
0.7433,syr,1982
0.8367,syr,1983
1.032,syr,1984
0.8717,syr,1985
0.9697,syr,1986
1.099,syr,1987
0.9899,syr,1988
1.017,syr,1989
1.024,syr,1990
1.094,syr,1991
0.9923,syr,1992
1.0,syr,1993
0.9572,syr,1994
0.9615,syr,1995
0.9115,syr,1996
0.9177,syr,1997
1.035,syr,1998
1.111,syr,1999
1.059,syr,2000
0.9642,syr,2001
0.8369,syr,2002
1.041,syr,2003
0.9385,syr,2004
0.8428,syr,2005
0.8504,syr,2006
0.8361,syr,2007
0.808,syr,2008
0.6972,tjk,1992
0.5972,tjk,1993
0.3455,tjk,1994
0.4104,tjk,1995
0.5686,tjk,1996
0.4257,tjk,1997
0.469,tjk,1998
0.4562,tjk,1999
0.3741,tjk,2000
0.3478,tjk,2001
0.2616,tjk,2002
0.262,tjk,2003
0.2548,tjk,2004
0.2367,tjk,2005
0.2343,tjk,2006
0.2936,tjk,2007
0.264,tjk,2008
0.1195,tza,1988
0.1111,tza,1989
0.1115,tza,1990
0.1122,tza,1991
0.1081,tza,1992
0.1193,tza,1993
0.109,tza,1994
0.1528,tza,1995
0.1424,tza,1996
0.1145,tza,1997
0.09794,tza,1998
0.09275,tza,1999
0.09235,tza,2000
0.1028,tza,2001
0.1101,tza,2002
0.1092,tza,2003
0.1158,tza,2004
0.126,tza,2005
0.1249,tza,2006
0.1309,tza,2007
0.1304,tza,2008
0.3805,tha,1980
0.3407,tha,1981
0.3222,tha,1982
0.3417,tha,1983
0.3499,tha,1984
0.354,tha,1985
0.3426,tha,1986
0.3584,tha,1987
0.3723,tha,1988
0.3907,tha,1989
0.4269,tha,1990
0.4766,tha,1991
0.4815,tha,1992
0.5,tha,1993
0.5093,tha,1994
0.5346,tha,1995
0.5639,tha,1996
0.5925,tha,1997
0.5878,tha,1998
0.5943,tha,1999
0.5806,tha,2000
0.6121,tha,2001
0.6174,tha,2002
0.6139,tha,2003
0.6291,tha,2004
0.6181,tha,2005
0.607,tha,2006
0.574,tha,2007
0.5673,tha,2008
0.2526,tls,2002
0.2523,tls,2003
0.2643,tls,2004
0.2488,tls,2005
0.2695,tls,2006
0.2552,tls,2007
0.2345,tls,2008
0.2375,tgo,1980
0.2143,tgo,1981
0.26,tgo,1982
0.2048,tgo,1983
0.2161,tgo,1984
0.185,tgo,1985
0.2343,tgo,1986
0.2525,tgo,1987
0.2447,tgo,1988
0.2482,tgo,1989
0.2302,tgo,1990
0.2527,tgo,1991
0.2609,tgo,1992
0.3181,tgo,1993
0.2661,tgo,1994
0.2826,tgo,1995
0.2886,tgo,1996
0.2349,tgo,1997
0.2842,tgo,1998
0.3654,tgo,1999
0.3252,tgo,2000
0.2791,tgo,2001
0.2841,tgo,2002
0.3285,tgo,2003
0.3046,tgo,2004
0.2884,tgo,2005
0.2529,tgo,2006
0.2665,tgo,2007
0.2806,tgo,2008
0.1964,ton,1981
0.1731,ton,1982
0.1838,ton,1983
0.1807,ton,1984
0.1696,ton,1985
0.1661,ton,1986
0.1861,ton,1987
0.2402,ton,1988
0.2393,ton,1989
0.27,ton,1990
0.302,ton,1991
0.2892,ton,1992
0.3252,ton,1993
0.321,ton,1994
0.3201,ton,1995
0.3201,ton,1996
0.3312,ton,1997
0.312,ton,1998
0.3504,ton,1999
0.3196,ton,2000
0.3553,ton,2001
0.3515,ton,2002
0.4217,ton,2003
0.4087,ton,2004
0.4126,ton,2005
0.4121,ton,2006
0.4249,ton,2007
0.4138,ton,2008
1.026,tto,1980
1.0,tto,1981
1.026,tto,1982
1.0,tto,1983
1.141,tto,1984
1.409,tto,1985
1.22,tto,1986
1.289,tto,1987
1.215,tto,1988
1.246,tto,1989
1.29,tto,1990
1.559,tto,1991
1.58,tto,1992
1.285,tto,1993
1.465,tto,1994
1.488,tto,1995
1.487,tto,1996
1.278,tto,1997
1.191,tto,1998
1.348,tto,1999
1.365,tto,2000
1.338,tto,2001
1.331,tto,2002
1.198,tto,2003
1.265,tto,2004
1.173,tto,2005
1.154,tto,2006
1.183,tto,2007
1.553,tto,2008
0.3673,tun,1980
0.3603,tun,1981
0.3512,tun,1982
0.3982,tun,1983
0.3846,tun,1984
0.3764,tun,1985
0.3859,tun,1986
0.3522,tun,1987
0.3734,tun,1988
0.3896,tun,1989
0.3618,tun,1990
0.4066,tun,1991
0.3658,tun,1992
0.3932,tun,1993
0.3681,tun,1994
0.355,tun,1995
0.3529,tun,1996
0.3384,tun,1997
0.3425,tun,1998
0.329,tun,1999
0.3428,tun,2000
0.3416,tun,2001
0.3391,tun,2002
0.3273,tun,2003
0.3241,tun,2004
0.3165,tun,2005
0.3039,tun,2006
0.2952,tun,2007
0.2959,tun,2008
0.2883,tur,1980
0.2898,tur,1981
0.3048,tur,1982
0.3022,tur,1983
0.2996,tur,1984
0.3202,tur,1985
0.3277,tur,1986
0.3327,tur,1987
0.3161,tur,1988
0.3477,tur,1989
0.3444,tur,1990
0.3442,tur,1991
0.3336,tur,1992
0.3294,tur,1993
0.3401,tur,1994
0.3446,tur,1995
0.3496,tur,1996
0.3425,tur,1997
0.339,tur,1998
0.336,tur,1999
0.3457,tur,2000
0.3299,tur,2001
0.3285,tur,2002
0.3316,tur,2003
0.3128,tur,2004
0.3038,tur,2005
0.3132,tur,2006
0.3257,tur,2007
0.3228,tur,2008
2.262,tkm,1992
2.477,tkm,1993
3.624,tkm,1994
4.039,tkm,1995
3.922,tkm,1996
4.219,tkm,1997
3.441,tkm,1998
3.984,tkm,1999
3.41,tkm,2000
3.152,tkm,2001
2.817,tkm,2002
2.528,tkm,2003
1.981,tkm,2004
1.847,tkm,2005
1.742,tkm,2006
1.629,tkm,2007
1.481,tkm,2008
0.07154,uga,1982
0.07673,uga,1983
0.0729,uga,1984
0.07774,uga,1985
0.08824,uga,1986
0.08984,uga,1987
0.09716,uga,1988
0.08743,uga,1989
0.08211,uga,1990
0.08093,uga,1991
0.07927,uga,1992
0.06975,uga,1993
0.05941,uga,1994
0.06849,uga,1995
0.06904,uga,1996
0.07073,uga,1997
0.07964,uga,1998
0.07673,uga,1999
0.08184,uga,2000
0.08283,uga,2001
0.0796,uga,2002
0.0754,uga,2003
0.07527,uga,2004
0.09032,uga,2005
0.09431,uga,2006
0.103,uga,2007
0.1108,uga,2008
1.854,ukr,1992
1.84,ukr,1993
1.954,ukr,1994
2.221,ukr,1995
2.281,ukr,1996
1.946,ukr,1997
1.911,ukr,1998
1.937,ukr,1999
1.765,ukr,2000
1.62,ukr,2001
1.526,ukr,2002
1.542,ukr,2003
1.34,ukr,2004
1.289,ukr,2005
1.162,ukr,2006
1.08,ukr,2007
1.039,ukr,2008
0.2946,are,1980
0.2811,are,1981
0.3015,are,1982
0.3034,are,1983
0.3829,are,1984
0.4274,are,1985
0.4755,are,1986
0.4644,are,1987
0.4836,are,1988
0.485,are,1989
0.3912,are,1990
0.4252,are,1991
0.4196,are,1992
0.4702,are,1993
0.4876,are,1994
0.4414,are,1995
0.2425,are,1996
0.2274,are,1997
0.4436,are,1998
0.4146,are,1999
0.5372,are,2000
0.4769,are,2001
0.3873,are,2002
0.4492,are,2003
0.4351,are,2004
0.425,are,2005
0.4105,are,2006
0.4471,are,2007
0.4864,are,2008
0.5918,gbr,1980
0.58,gbr,1981
0.5551,gbr,1982
0.5326,gbr,1983
0.503,gbr,1984
0.5134,gbr,1985
0.5015,gbr,1986
0.4822,gbr,1987
0.458,gbr,1988
0.4566,gbr,1989
0.4441,gbr,1990
0.469,gbr,1991
0.4633,gbr,1992
0.4379,gbr,1993
0.4171,gbr,1994
0.4053,gbr,1995
0.4052,gbr,1996
0.3641,gbr,1997
0.3506,gbr,1998
0.3269,gbr,1999
0.3177,gbr,2000
0.3119,gbr,2001
0.2936,gbr,2002
0.2882,gbr,2003
0.2826,gbr,2004
0.2751,gbr,2005
0.2685,gbr,2006
0.253,gbr,2007
0.2526,gbr,2008
0.8145,usa,1980
0.7625,usa,1981
0.7382,usa,1982
0.7119,usa,1983
0.6849,usa,1984
0.6602,usa,1985
0.639,usa,1986
0.646,usa,1987
0.6476,usa,1988
0.6333,usa,1989
0.6128,usa,1990
0.6132,usa,1991
0.5938,usa,1992
0.6117,usa,1993
0.5943,usa,1994
0.5807,usa,1995
0.5708,usa,1996
0.5623,usa,1997
0.533,usa,1998
0.5157,usa,1999
0.4936,usa,2000
0.4774,usa,2001
0.473,usa,2002
0.4643,usa,2003
0.4558,usa,2004
0.4448,usa,2005
0.427,usa,2006
0.4239,usa,2007
0.4148,usa,2008
0.2565,ury,1980
0.2326,ury,1981
0.2336,ury,1982
0.204,ury,1983
0.1865,ury,1984
0.1756,ury,1985
0.1556,ury,1986
0.1614,ury,1987
0.2147,ury,1988
0.2156,ury,1989
0.1759,ury,1990
0.1938,ury,1991
0.2038,ury,1992
0.1715,ury,1993
0.1456,ury,1994
0.1667,ury,1995
0.1872,ury,1996
0.1761,ury,1997
0.1724,ury,1998
0.2079,ury,1999
0.1673,ury,2000
0.1669,ury,2001
0.1642,ury,2002
0.1621,ury,2003
0.1884,ury,2004
0.1804,ury,2005
0.1995,ury,2006
0.169,ury,2007
0.2189,ury,2008
3.142,uzb,1992
3.343,uzb,1993
3.302,uzb,1994
3.03,uzb,1995
3.046,uzb,1996
2.856,uzb,1997
3.163,uzb,1998
3.029,uzb,1999
2.981,uzb,2000
2.911,uzb,2001
2.911,uzb,2002
2.7,uzb,2003
2.437,uzb,2004
2.093,uzb,2005
2.053,uzb,2006
1.883,uzb,2007
1.863,uzb,2008
0.1949,vut,1980
0.154,vut,1981
0.1391,vut,1982
0.131,vut,1983
0.1195,vut,1984
0.2604,vut,1985
0.1264,vut,1986
0.1058,vut,1987
0.149,vut,1988
0.1386,vut,1989
0.1387,vut,1990
0.1274,vut,1991
0.1242,vut,1992
0.1232,vut,1993
0.113,vut,1994
0.1119,vut,1995
0.1397,vut,1996
0.1389,vut,1997
0.1276,vut,1998
0.1272,vut,1999
0.1149,vut,2000
0.1245,vut,2001
0.1302,vut,2002
0.1309,vut,2003
0.1253,vut,2004
0.07442,vut,2005
0.06008,vut,2006
0.09546,vut,2007
0.1022,vut,2008
0.5209,ven,1980
0.5295,ven,1981
0.5491,ven,1982
0.5687,ven,1983
0.5614,ven,1984
0.6087,ven,1985
0.6181,ven,1986
0.6046,ven,1987
0.5977,ven,1988
0.6129,ven,1989
0.6461,ven,1990
0.5564,ven,1991
0.4811,ven,1992
0.5636,ven,1993
0.6031,ven,1994
0.5948,ven,1995
0.5491,ven,1996
0.5634,ven,1997
0.7016,ven,1998
0.7697,ven,1999
0.6555,ven,2000
0.7176,ven,2001
0.882,ven,2002
0.9504,ven,2003
0.7038,ven,2004
0.605,ven,2005
0.53,ven,2006
0.5189,ven,2007
0.5109,ven,2008
0.3852,vnm,1984
0.4476,vnm,1985
0.475,vnm,1986
0.5158,vnm,1987
0.4379,vnm,1988
0.3081,vnm,1989
0.3584,vnm,1990
0.3389,vnm,1991
0.3255,vnm,1992
0.3091,vnm,1993
0.3252,vnm,1994
0.3301,vnm,1995
0.3548,vnm,1996
0.4322,vnm,1997
0.4312,vnm,1998
0.4136,vnm,1999
0.4321,vnm,2000
0.465,vnm,2001
0.5027,vnm,2002
0.5214,vnm,2003
0.6192,vnm,2004
0.5845,vnm,2005
0.4345,vnm,2006
0.5372,vnm,2007
0.5732,vnm,2008
0.04969,pse,1997
0.06514,pse,1998
0.06494,pse,1999
0.08328,pse,2000
0.1654,pse,2001
0.1586,pse,2002
0.164,pse,2003
0.2251,pse,2004
0.3113,pse,2005
0.4431,yem,1990
0.4392,yem,1991
0.5774,yem,1992
0.3641,yem,1993
0.4112,yem,1994
0.3851,yem,1995
0.4886,yem,1996
0.4811,yem,1997
0.3578,yem,1998
0.3927,yem,1999
0.3896,yem,2000
0.4167,yem,2001
0.3889,yem,2002
0.4115,yem,2003
0.4318,yem,2004
0.4341,yem,2005
0.4365,yem,2006
0.4464,yem,2007
0.4583,yem,2008
0.3991,zmb,1980
0.3583,zmb,1981
0.3856,zmb,1982
0.3654,zmb,1983
0.3161,zmb,1984
0.3038,zmb,1985
0.3165,zmb,1986
0.2883,zmb,1987
0.3154,zmb,1988
0.264,zmb,1989
0.2492,zmb,1990
0.2463,zmb,1991
0.2549,zmb,1992
0.2429,zmb,1993
0.2573,zmb,1994
0.2375,zmb,1995
0.1913,zmb,1996
0.2367,zmb,1997
0.2334,zmb,1998
0.1784,zmb,1999
0.1733,zmb,2000
0.1732,zmb,2001
0.1731,zmb,2002
0.1758,zmb,2003
0.1674,zmb,2004
0.1702,zmb,2005
0.1621,zmb,2006
0.1149,zmb,2007
0.1194,zmb,2008
