geo,all_forms_of_tb_new_cases_per_100000_reported,time
usa,5,2006
usa,4,2007
ury,64,1980
ury,58,1981
ury,49,1982
ury,46,1983
ury,46,1984
ury,40,1985
ury,36,1986
ury,34,1987
ury,31,1988
ury,32,1989
ury,29,1990
ury,24,1991
ury,22,1992
ury,22,1993
ury,21,1994
ury,19,1995
ury,22,1996
ury,22,1997
ury,20,1998
ury,19,1999
ury,19,2000
ury,21,2001
ury,16,2002
ury,19,2003
ury,22,2004
ury,19,2005
ury,17,2006
ury,18,2007
uzb,57,1980
uzb,59,1981
uzb,52,1982
uzb,51,1983
uzb,48,1984
uzb,48,1985
uzb,51,1986
uzb,51,1987
uzb,52,1988
uzb,53,1989
uzb,46,1990
uzb,44,1992
uzb,44,1993
uzb,66,1994
uzb,43,1995
uzb,51,1996
uzb,56,1997
uzb,61,1998
uzb,62,1999
uzb,64,2000
uzb,69,2001
uzb,81,2002
uzb,80,2003
uzb,77,2004
uzb,81,2005
uzb,89,2006
uzb,72,2007
vut,152,1980
vut,77,1981
vut,141,1982
vut,156,1983
vut,146,1984
vut,94,1985
vut,97,1986
vut,65,1987
vut,83,1988
vut,99,1989
vut,94,1990
vut,150,1991
vut,122,1992
vut,70,1993
vut,90,1994
vut,46,1995
vut,72,1996
vut,103,1997
vut,98,1998
vut,65,1999
vut,80,2000
vut,90,2001
vut,51,2002
vut,51,2003
vut,55,2004
vut,35,2005
vut,57,2006
vut,54,2007
ven,28,1980
ven,26,1981
ven,26,1982
ven,26,1983
ven,28,1984
ven,28,1985
ven,28,1986
ven,27,1987
ven,24,1988
ven,24,1989
ven,28,1990
ven,26,1991
ven,26,1992
ven,24,1993
ven,23,1994
ven,25,1995
ven,25,1996
ven,26,1997
ven,27,1998
ven,28,1999
ven,26,2000
ven,25,2001
ven,24,2002
ven,26,2003
ven,26,2004
ven,26,2005
ven,25,2006
ven,23,2007
vnm,81,1980
vnm,80,1981
vnm,93,1982
vnm,76,1983
vnm,76,1984
vnm,79,1985
vnm,79,1986
vnm,90,1987
vnm,83,1988
vnm,81,1989
vnm,76,1990
vnm,88,1991
vnm,82,1992
vnm,75,1993
vnm,72,1994
vnm,76,1995
vnm,100,1996
vnm,103,1997
vnm,114,1998
vnm,114,1999
vnm,114,2000
vnm,113,2001
vnm,117,2002
vnm,112,2003
vnm,117,2004
vnm,112,2005
vnm,113,2006
vnm,111,2007
wlf,200,1980
wlf,200,1981
wlf,40,1982
wlf,130,1983
wlf,104,1984
wlf,101,1985
wlf,243,1987
wlf,7,1988
wlf,216,1989
wlf,158,1991
wlf,29,1992
wlf,78,1993
wlf,77,1994
wlf,42,1995
wlf,55,1996
wlf,96,1997
wlf,7,2001
wlf,127,2002
wlf,100,2003
wlf,46,2005
wlf,13,2007
pse,13,1980
pse,9,1981
pse,9,1982
pse,8,1983
pse,7,1984
pse,6,1985
pse,3,1986
pse,4,1987
pse,4,1988
pse,7,1989
pse,3,1990
pse,4,1991
pse,4,1992
pse,3,1995
pse,1,1996
pse,1,1998
pse,3,2000
pse,2,2001
pse,1,2003
pse,1,2004
pse,1,2005
pse,1,2006
pse,1,2007
yem,31,1988
yem,42,1989
yem,38,1990
yem,53,1991
yem,75,1992
yem,78,1993
yem,77,1994
yem,93,1995
yem,89,1996
yem,72,1997
yem,72,1998
yem,74,1999
yem,75,2000
yem,70,2001
yem,61,2002
yem,52,2003
yem,49,2004
yem,43,2005
yem,39,2006
yem,38,2007
zmb,88,1980
zmb,98,1981
zmb,101,1982
zmb,103,1983
zmb,105,1984
zmb,115,1985
zmb,118,1986
zmb,131,1987
zmb,163,1988
zmb,175,1989
zmb,208,1990
zmb,280,1991
zmb,297,1992
zmb,347,1993
zmb,390,1994
zmb,388,1995
zmb,426,1996
zmb,442,1999
zmb,477,2000
zmb,434,2001
zmb,499,2002
zmb,487,2003
zmb,480,2004
zmb,432,2005
zmb,409,2006
zmb,389,2007
zwe,55,1980
zwe,53,1981
zwe,58,1982
zwe,47,1983
zwe,67,1984
zwe,54,1985
zwe,57,1986
zwe,61,1987
zwe,61,1988
zwe,67,1989
zwe,87,1990
zwe,109,1991
zwe,147,1992
zwe,178,1993
zwe,207,1994
zwe,261,1995
zwe,298,1996
zwe,359,1997
zwe,381,1998
zwe,400,1999
zwe,402,2000
zwe,440,2001
zwe,460,2002
zwe,411,2003
zwe,431,2004
zwe,385,2005
zwe,335,2006
zwe,302,2007
