merchandise_trade_percent_of_gdp,geo,time
101.0,lux,2003
106.5,lux,2004
108.0,lux,2005
116.3,lux,2006
97.36,lux,2007
98.53,lux,2008
87.84,lux,2009
81.74,lux,2010
141.0,mac,1982
146.6,mac,1983
144.4,mac,1984
137.8,mac,1985
139.9,mac,1986
141.2,mac,1987
133.8,mac,1988
126.0,mac,1989
108.4,mac,1990
101.5,mac,1991
81.51,mac,1992
72.19,mac,1993
65.89,mac,1994
61.56,mac,1995
60.28,mac,1996
63.38,mac,1997
66.21,mac,1998
71.66,mac,1999
84.63,mac,2000
78.97,mac,2001
76.86,mac,2002
73.62,mac,2003
67.55,mac,2004
59.5,mac,2005
53.66,mac,2006
47.65,mac,2007
38.06,mac,2008
26.81,mac,2009
23.25,mac,2010
103.8,mkd,1992
88.39,mkd,1993
76.01,mkd,1994
65.69,mkd,1995
62.73,mkd,1996
80.74,mkd,1997
90.34,mkd,1998
80.77,mkd,1999
95.26,mkd,2000
82.98,mkd,2001
82.05,mkd,2002
77.23,mkd,2003
83.56,mkd,2004
88.02,mkd,2005
93.95,mkd,2006
106.4,mkd,2007
110.6,mkd,2008
83.05,mkd,2009
95.25,mkd,2010
27.7,mdg,1960
25.88,mdg,1961
29.21,mdg,1962
27.6,mdg,1963
28.32,mdg,1964
27.6,mdg,1965
27.05,mdg,1966
26.09,mdg,1967
27.74,mdg,1968
27.81,mdg,1969
28.36,mdg,1970
30.15,mdg,1971
27.75,mdg,1972
24.56,mdg,1973
27.39,mdg,1974
29.21,mdg,1975
25.68,mdg,1976
29.07,mdg,1977
31.13,mdg,1978
29.89,mdg,1979
24.76,mdg,1980
23.95,mdg,1981
20.56,mdg,1982
18.51,mdg,1983
23.81,mdg,1984
23.65,mdg,1985
20.5,mdg,1986
24.67,mdg,1987
25.96,mdg,1988
26.34,mdg,1989
31.48,mdg,1990
29.44,mdg,1991
26.39,mdg,1992
25.19,mdg,1993
33.46,mdg,1994
35.92,mdg,1995
28.49,mdg,1996
34.13,mdg,1997
32.93,mdg,1998
35.67,mdg,1999
49.54,mdg,2000
45.17,mdg,2001
25.31,mdg,2002
39.47,mdg,2003
61.22,mdg,2004
50.83,mdg,2005
50.57,mdg,2006
52.74,mdg,2007
54.18,mdg,2008
50.1,mdg,2009
42.89,mdg,2010
39.89,mwi,1960
37.8,mwi,1961
37.68,mwi,1962
36.68,mwi,1963
47.12,mwi,1964
50.71,mwi,1965
45.6,mwi,1966
46.99,mwi,1967
49.78,mwi,1968
52.21,mwi,1969
58.05,mwi,1970
49.1,mwi,1971
51.39,mwi,1972
53.55,mwi,1973
56.18,mwi,1974
64.18,mwi,1975
55.54,mwi,1976
53.92,mwi,1977
55.16,mwi,1978
59.7,mwi,1979
59.31,mwi,1980
51.87,mwi,1981
46.01,mwi,1982
44.15,mwi,1983
48.43,mwi,1984
47.2,mwi,1985
42.92,mwi,1986
48.35,mwi,1987
50.29,mwi,1988
48.42,mwi,1989
52.74,mwi,1990
53.19,mwi,1991
62.85,mwi,1992
41.82,mwi,1993
70.99,mwi,1994
62.97,mwi,1995
48.44,mwi,1996
49.49,mwi,1997
54.04,mwi,1998
63.4,mwi,1999
52.25,mwi,2000
58.96,mwi,2001
41.36,mwi,2002
54.07,mwi,2003
53.93,mwi,2004
60.75,mwi,2005
56.12,mwi,2006
60.35,mwi,2007
61.62,mwi,2008
60.92,mwi,2009
58.69,mwi,2010
85.9,mys,1960
81.63,mys,1961
81.11,mys,1962
78.67,mys,1963
74.2,mys,1964
73.15,mys,1965
69.57,mys,1966
65.49,mys,1967
68.37,mys,1968
69.84,mys,1969
72.19,mys,1970
68.47,mys,1971
62.13,mys,1972
67.47,mys,1973
82.67,mys,1974
74.91,mys,1975
77.58,mys,1976
76.0,mys,1977
79.92,mys,1978
87.61,mys,1979
95.35,mys,1980
91.69,mys,1981
89.51,mys,1982
89.07,mys,1983
88.7,mys,1984
87.32,mys,1985
87.02,mys,1986
95.21,mys,1987
106.8,mys,1988
122.4,mys,1989
133.4,mys,1990
144.5,mys,1991
136.3,mys,1992
138.7,mys,1993
159.0,mys,1994
170.7,mys,1995
155.4,mys,1996
157.5,mys,1997
182.4,mys,1998
188.8,mys,1999
192.1,mys,2000
174.5,mys,2001
172.5,mys,2002
170.6,mys,2003
185.8,mys,2004
185.3,mys,2005
186.4,mys,2006
173.0,mys,2007
160.0,mys,2008
145.8,mys,2009
152.9,mys,2010
87.13,mdv,1980
89.32,mdv,1981
110.6,mdv,1982
121.0,mdv,1983
64.84,mdv,1984
59.77,mdv,1985
49.33,mdv,1986
79.28,mdv,1987
77.1,mdv,1988
83.36,mdv,1989
100.4,mdv,1990
97.03,mdv,1991
89.2,mdv,1992
75.61,mdv,1993
83.57,mdv,1994
88.48,mdv,1995
84.8,mdv,1996
86.31,mdv,1997
83.25,mdv,1998
83.75,mdv,1999
79.71,mdv,2000
63.8,mdv,2001
64.3,mdv,2002
66.81,mdv,2003
77.71,mdv,2004
92.54,mdv,2005
89.82,mdv,2006
87.67,mdv,2007
95.99,mdv,2008
65.24,mdv,2009
67.86,mdv,2010
16.39,mli,1967
13.05,mli,1968
16.46,mli,1969
22.24,mli,1970
21.39,mli,1971
21.41,mli,1972
29.8,mli,1973
45.28,mli,1974
27.64,mli,1975
25.49,mli,1976
27.01,mli,1977
32.55,mli,1978
31.89,mli,1979
36.03,mli,1980
34.75,mli,1981
35.94,mli,1982
40.02,mli,1983
31.34,mli,1984
32.12,mli,1985
39.03,mli,1986
28.58,mli,1987
36.86,mli,1988
37.25,mli,1989
39.69,mli,1990
40.57,mli,1991
33.37,mli,1992
41.52,mli,1993
52.42,mli,1994
49.19,mli,1995
46.01,mli,1996
52.52,mli,1997
50.72,mli,1998
54.27,mli,1999
55.77,mli,2000
65.22,mli,2001
53.91,mli,2002
50.41,mli,2003
48.02,mli,2004
49.85,mli,2005
57.44,mli,2006
52.35,mli,2007
62.21,mli,2008
53.14,mli,2009
56.21,mli,2010
79.63,mlt,1970
78.22,mlt,1971
82.51,mlt,1972
97.53,mlt,1973
131.7,mlt,1974
114.0,mlt,1975
123.4,mlt,1976
128.6,mlt,1977
115.6,mlt,1978
118.2,mlt,1979
113.7,mlt,1980
105.3,mlt,1981
97.21,mlt,1982
94.02,mlt,1983
100.8,mlt,1984
103.7,mlt,1985
96.44,mlt,1986
99.58,mlt,1987
102.4,mlt,1988
109.6,mlt,1989
121.6,mlt,1990
122.3,mlt,1991
128.1,mlt,1992
130.3,mlt,1993
134.0,mlt,1994
134.4,mlt,1995
123.4,mlt,1996
115.4,mlt,1997
118.2,mlt,1998
123.4,mlt,1999
150.7,mlt,2000
113.0,mlt,2001
110.4,mlt,2002
109.7,mlt,2003
109.8,mlt,2004
102.0,mlt,2005
111.2,mlt,2006
104.0,mlt,2007
93.95,mlt,2008
78.21,mlt,2009
81.12,mlt,2010
85.4,mhl,1994
81.3,mhl,1995
82.52,mhl,1996
72.23,mhl,1997
67.25,mhl,1998
70.94,mhl,1999
57.55,mhl,2000
59.72,mhl,2001
65.56,mhl,2002
71.28,mhl,2003
79.03,mhl,2004
86.77,mhl,2005
78.55,mhl,2006
80.81,mhl,2007
83.9,mhl,2008
73.24,mhl,2009
90.22,mhl,2010
28.07,mrt,1960
30.63,mrt,1961
35.09,mrt,1962
40.42,mrt,1963
40.82,mrt,1964
47.46,mrt,1965
51.01,mrt,1966
55.96,mrt,1967
50.78,mrt,1968
59.11,mrt,1969
69.26,mrt,1970
66.5,mrt,1971
63.77,mrt,1972
84.8,mrt,1973
72.33,mrt,1974
70.81,mrt,1975
68.08,mrt,1976
67.33,mrt,1977
55.84,mrt,1978
63.04,mrt,1979
67.7,mrt,1980
70.32,mrt,1981
67.85,mrt,1982
65.83,mrt,1983
68.64,mrt,1984
88.99,mrt,1985
72.36,mrt,1986
72.87,mrt,1987
62.04,mrt,1988
67.14,mrt,1989
84.05,mrt,1990
59.85,mrt,1991
56.82,mrt,1992
69.44,mrt,1993
58.67,mrt,1994
64.97,mrt,1995
65.24,mrt,1996
61.51,mrt,1997
57.17,mrt,1998
52.88,mrt,1999
62.52,mrt,2000
63.33,mrt,2001
57.6,mrt,2002
55.05,mrt,2003
74.34,mrt,2004
93.99,mrt,2005
83.32,mrt,2006
89.29,mrt,2007
104.0,mrt,2008
92.5,mrt,2009
106.7,mrt,2010
88.46,mus,1976
91.44,mus,1977
80.82,mus,1978
78.54,mus,1979
91.51,mus,1980
78.02,mus,1981
76.46,mus,1982
73.71,mus,1983
80.68,mus,1984
88.74,mus,1985
91.08,mus,1986
99.38,mus,1987
105.2,mus,1988
105.5,mus,1989
106.0,mus,1990
96.36,mus,1991
90.78,mus,1992
92.36,mus,1993
92.1,mus,1994
86.97,mus,1995
92.52,mus,1996
90.3,mus,1997
89.17,mus,1998
88.58,mus,1999
79.65,mus,2000
79.67,mus,2001
83.08,mus,2002
75.96,mus,2003
74.61,mus,2004
84.35,mus,2005
91.52,mus,2006
78.69,mus,2007
72.97,mus,2008
64.26,mus,2009
68.29,mus,2010
14.94,mex,1960
13.88,mex,1961
13.62,mex,1962
13.13,mex,1963
12.69,mex,1964
12.39,mex,1965
11.52,mex,1966
10.89,mex,1967
10.95,mex,1968
10.79,mex,1969
10.87,mex,1970
9.978,mex,1971
9.767,mex,1972
10.97,mex,1973
12.52,mex,1974
10.78,mex,1975
10.61,mex,1976
11.8,mex,1977
13.77,mex,1978
15.66,mex,1979
20.67,mex,1980
20.7,mex,1981
24.06,mex,1982
25.81,mex,1983
26.07,mex,1984
24.87,mex,1985
30.42,mex,1986
33.72,mex,1987
32.81,mex,1988
32.1,mex,1989
32.07,mex,1990
30.02,mex,1991
30.36,mex,1992
29.62,mex,1993
33.88,mex,1994
53.7,mex,1995
56.47,mex,1996
55.68,mex,1997
58.53,mex,1998
58.7,mex,1999
59.48,mex,2000
53.3,mex,2001
51.42,mex,2002
48.61,mex,2003
51.36,mex,2004
52.12,mex,2005
53.92,mex,2006
54.26,mex,2007
55.69,mex,2008
53.41,mex,2009
58.78,mex,2010
53.8,fsm,1994
49.34,fsm,1995
53.69,fsm,1996
56.06,fsm,1997
56.02,fsm,1998
51.94,fsm,1999
54.95,fsm,2000
58.38,fsm,2001
54.26,fsm,2002
59.64,fsm,2003
62.65,fsm,2004
59.47,fsm,2005
60.65,fsm,2006
63.33,fsm,2007
69.28,fsm,2008
65.05,fsm,2009
61.19,fsm,2010
71.96,mda,1994
90.42,mda,1995
110.0,mda,1996
106.0,mda,1997
100.5,mda,1998
89.68,mda,1999
96.94,mda,2000
98.6,mda,2001
101.2,mda,2002
110.5,mda,2003
106.0,mda,2004
113.2,mda,2005
109.9,mda,2006
114.3,mda,2007
107.2,mda,2008
83.94,mda,2009
93.61,mda,2010
50.78,mng,1981
52.93,mng,1982
56.43,mng,1983
78.57,mng,1984
81.59,mng,1985
64.05,mng,1986
60.29,mng,1987
57.79,mng,1988
47.08,mng,1989
61.9,mng,1990
29.8,mng,1991
61.25,mng,1992
99.17,mng,1993
66.32,mng,1994
61.15,mng,1995
65.02,mng,1996
87.81,mng,1997
85.82,mng,1998
91.43,mng,1999
101.2,mng,2000
91.4,mng,2001
86.98,mng,2002
88.82,mng,2003
94.92,mng,2004
89.14,mng,2005
89.18,mng,2006
94.6,mng,2007
109.5,mng,2008
88.0,mng,2009
99.63,mng,2010
79.1,mne,2004
79.08,mne,2005
99.86,mne,2006
96.0,mne,2007
98.26,mne,2008
66.3,mne,2009
65.24,mne,2010
37.64,mar,1960
39.21,mar,1961
32.88,mar,1962
31.35,mar,1963
31.94,mar,1964
29.95,mar,1965
31.51,mar,1966
30.92,mar,1967
30.64,mar,1968
28.68,mar,1969
29.64,mar,1970
27.6,mar,1971
28.03,mar,1972
32.91,mar,1973
47.05,mar,1974
45.75,mar,1975
40.47,mar,1976
40.74,mar,1977
33.83,mar,1978
35.43,mar,1979
35.37,mar,1980
44.48,mar,1981
41.35,mar,1982
40.15,mar,1983
46.98,mar,1984
46.73,mar,1985
36.82,mar,1986
37.64,mar,1987
37.73,mar,1988
38.52,mar,1989
43.33,mar,1990
40.08,mar,1991
39.79,mar,1992
40.01,mar,1993
45.56,mar,1994
51.25,mar,1995
45.27,mar,1996
49.55,mar,1997
43.58,mar,1998
43.52,mar,1999
51.23,mar,2000
48.2,mar,2001
48.77,mar,2002
46.22,mar,2003
48.72,mar,2004
53.73,mar,2005
55.95,mar,2006
62.94,mar,2007
70.55,mar,2008
51.63,mar,2009
58.21,mar,2010
30.66,moz,1980
30.63,moz,1981
29.46,moz,1982
23.72,moz,1983
18.86,moz,1984
11.24,moz,1985
11.86,moz,1986
31.4,moz,1987
40.08,moz,1988
39.45,moz,1989
40.76,moz,1990
39.36,moz,1991
50.49,moz,1992
53.61,moz,1993
54.37,moz,1994
38.81,moz,1995
30.7,moz,1996
25.61,moz,1997
24.05,moz,1998
31.52,moz,1999
35.82,moz,2000
43.34,moz,2001
56.01,moz,2002
59.96,moz,2003
62.1,moz,2004
63.71,moz,2005
73.99,moz,2006
68.02,moz,2007
67.34,moz,2008
60.39,moz,2009
80.32,moz,2010
120.6,nam,1980
119.5,nam,1981
109.5,nam,1982
91.61,nam,1983
97.45,nam,1984
96.53,nam,1985
122.0,nam,1986
113.9,nam,1987
109.3,nam,1988
109.7,nam,1989
95.65,nam,1990
94.77,nam,1991
92.47,nam,1992
90.14,nam,1993
83.64,nam,1994
86.35,nam,1995
88.44,nam,1996
85.03,nam,1997
84.74,nam,1998
84.0,nam,1999
73.43,nam,2000
76.86,nam,2001
65.7,nam,2003
63.92,nam,2004
64.0,nam,2005
69.3,nam,2006
73.15,nam,2007
83.15,nam,2008
88.63,nam,2009
77.34,nam,2010
19.31,npl,1963
21.5,npl,1964
22.38,npl,1965
13.96,npl,1966
13.14,npl,1967
13.51,npl,1968
17.62,npl,1969
13.62,npl,1970
14.98,npl,1971
13.97,npl,1972
17.11,npl,1973
16.46,npl,1974
17.28,npl,1975
17.97,npl,1976
18.01,npl,1977
19.46,npl,1978
19.62,npl,1979
21.69,npl,1980
22.37,npl,1981
20.16,npl,1982
22.8,npl,1983
21.08,npl,1984
23.4,npl,1985
21.08,npl,1986
24.38,npl,1987
24.98,npl,1988
20.93,npl,1989
24.15,npl,1990
25.35,npl,1991
33.66,npl,1992
34.81,npl,1993
37.3,npl,1994
38.13,npl,1995
39.43,npl,1996
42.67,npl,1997
35.42,npl,1998
40.21,npl,1999
43.26,npl,2000
36.79,npl,2001
32.84,npl,2002
38.16,npl,2003
37.25,npl,2004
38.7,npl,2005
36.69,npl,2006
38.82,npl,2007
36.02,npl,2008
40.37,npl,2009
39.05,npl,2010
81.16,nld,1960
81.83,nld,1961
79.59,nld,1962
80.69,nld,1963
80.79,nld,1964
77.47,nld,1965
75.7,nld,1966
72.69,nld,1967
73.69,nld,1968
77.34,nld,1969
82.15,nld,1970
81.47,nld,1971
78.58,nld,1972
83.8,nld,1973
96.46,nld,1974
86.65,nld,1975
91.32,nld,1976
86.7,nld,1977
81.82,nld,1978
90.65,nld,1979
84.08,nld,1980
89.42,nld,1981
88.59,nld,1982
88.88,nld,1983
96.0,nld,1984
100.2,nld,1985
83.77,nld,1986
81.24,nld,1987
83.54,nld,1988
88.84,nld,1989
87.45,nld,1990
85.54,nld,1991
81.79,nld,1992
81.38,nld,1993
88.62,nld,1994
92.7,nld,1995
95.68,nld,1996
103.1,nld,1997
101.7,nld,1998
103.2,nld,1999
117.2,nld,2000
109.7,nld,2001
105.8,nld,2002
104.2,nld,2003
111.0,nld,2004
120.6,nld,2005
129.9,nld,2006
133.3,nld,2007
140.0,nld,2008
118.6,nld,2009
139.9,nld,2010
88.98,ncl,1965
88.3,ncl,1966
85.54,ncl,1967
95.59,ncl,1968
99.2,ncl,1969
117.6,ncl,1970
104.9,ncl,1971
78.87,ncl,1972
76.34,ncl,1973
88.01,ncl,1974
82.53,ncl,1975
73.03,ncl,1976
72.47,ncl,1977
60.76,ncl,1978
69.61,ncl,1979
73.91,ncl,1980
77.22,ncl,1981
69.97,ncl,1982
55.72,ncl,1983
65.07,ncl,1984
72.41,ncl,1985
54.03,ncl,1986
57.19,ncl,1987
51.53,ncl,1988
65.95,ncl,1989
52.66,ncl,1990
49.25,ncl,1991
45.35,ncl,1992
39.64,ncl,1993
40.87,ncl,1994
41.95,ncl,1995
42.42,ncl,1996
44.72,ncl,1997
41.38,ncl,1998
48.22,ncl,1999
56.97,ncl,2000
29.77,nzl,1960
29.87,nzl,1961
25.53,nzl,1962
27.3,nzl,1963
27.98,nzl,1964
36.41,nzl,1965
37.03,nzl,1966
32.68,nzl,1967
36.77,nzl,1968
38.42,nzl,1969
38.34,nzl,1970
34.55,nzl,1971
34.99,nzl,1972
37.68,nzl,1973
44.15,nzl,1974
41.87,nzl,1975
45.01,nzl,1976
43.05,nzl,1977
39.59,nzl,1978
45.36,nzl,1979
47.63,nzl,1980
47.36,nzl,1981
47.93,nzl,1982
45.09,nzl,1983
55.15,nzl,1984
48.41,nzl,1985
39.84,nzl,1986
36.63,nzl,1987
36.47,nzl,1988
41.07,nzl,1989
42.46,nzl,1990
43.04,nzl,1991
46.6,nzl,1992
44.03,nzl,1993
44.41,nzl,1994
43.96,nzl,1995
42.23,nzl,1996
44.27,nzl,1997
44.5,nzl,1998
46.37,nzl,1999
52.67,nzl,2000
51.14,nzl,2001
44.96,nzl,2002
40.45,nzl,2003
42.6,nzl,2004
43.21,nzl,2005
44.17,nzl,2006
41.81,nzl,2007
55.13,nzl,2008
39.86,nzl,2009
59.23,nic,1960
57.27,nic,1961
67.98,nic,1962
73.17,nic,1963
75.54,nic,1964
54.8,nic,1965
53.39,nic,1966
54.11,nic,1967
50.08,nic,1968
44.77,nic,1969
48.47,nic,1970
48.0,nic,1971
53.26,nic,1972
55.35,nic,1973
61.96,nic,1974
56.4,nic,1975
58.47,nic,1976
62.81,nic,1977
58.37,nic,1978
59.12,nic,1979
62.4,nic,1980
60.9,nic,1981
48.16,nic,1982
45.58,nic,1983
39.58,nic,1984
47.17,nic,1985
38.26,nic,1986
28.56,nic,1987
39.45,nic,1988
91.39,nic,1989
95.89,nic,1990
68.71,nic,1991
60.13,nic,1992
57.56,nic,1993
40.35,nic,1994
45.16,nic,1995
48.79,nic,1996
59.91,nic,1997
57.8,nic,1998
64.32,nic,1999
62.24,nic,2000
57.62,nic,2001
57.5,nic,2002
60.55,nic,2003
66.44,nic,2004
71.6,nic,2005
77.94,nic,2006
85.35,nic,2007
90.89,nic,2008
78.58,nic,2009
91.95,nic,2010
5.69,ner,1960
7.068,ner,1961
8.82,ner,1962
7.254,ner,1963
9.034,ner,1964
9.423,ner,1965
11.41,ner,1966
12.19,ner,1967
10.94,ner,1968
11.58,ner,1969
13.92,ner,1970
13.45,ner,1971
16.21,ner,1972
15.56,ner,1973
14.57,ner,1974
18.28,ner,1975
24.46,ner,1976
27.66,ner,1977
33.12,ner,1978
43.08,ner,1979
46.24,ner,1980
44.45,ner,1981
39.55,ner,1982
34.55,ner,1983
37.43,ner,1984
43.59,ner,1985
35.97,ner,1986
27.9,ner,1987
29.64,ner,1988
27.85,ner,1989
27.01,ner,1990
28.44,ner,1991
34.63,ner,1992
41.21,ner,1993
35.38,ner,1994
35.2,ner,1995
38.89,ner,1996
35.0,ner,1997
38.76,ner,1998
34.56,ner,1999
37.71,ner,2000
35.17,ner,2001
34.42,ner,2002
35.66,ner,2003
38.88,ner,2004
42.05,ner,2005
39.97,ner,2006
42.23,ner,2007
48.54,ner,2008
52.48,ner,2009
55.51,ner,2010
25.41,nga,1960
24.81,nga,1961
21.12,nga,1962
21.29,nga,1963
23.62,nga,1964
25.86,nga,1965
23.77,nga,1966
25.04,nga,1967
21.74,nga,1968
23.93,nga,1969
18.32,nga,1970
36.25,nga,1971
30.02,nga,1972
35.11,nga,1973
48.2,nga,1974
49.95,nga,1975
51.72,nga,1976
63.64,nga,1977
62.31,nga,1978
58.3,nga,1979
66.4,nga,1980
64.62,nga,1981
56.76,nga,1982
64.69,nga,1983
75.29,nga,1984
75.42,nga,1985
45.47,nga,1986
48.11,nga,1987
50.74,nga,1988
59.5,nga,1989
67.51,nga,1990
77.8,nga,1991
61.63,nga,1992
81.56,nga,1993
67.73,nga,1994
73.16,nga,1995
64.0,nga,1996
68.2,nga,1997
59.31,nga,1998
64.54,nga,1999
64.58,nga,2000
61.73,nga,2001
43.17,nga,2002
51.56,nga,2003
60.1,nga,2004
63.45,nga,2005
58.62,nga,2006
61.14,nga,2007
64.73,nga,2008
52.74,nga,2009
62.33,nga,2010
45.38,nor,1960
45.23,nor,1961
43.44,nor,1962
44.47,nor,1963
45.74,nor,1964
45.34,nor,1965
45.62,nor,1966
47.14,nor,1967
45.71,nor,1968
46.51,nor,1969
48.38,nor,1970
45.8,nor,1971
44.46,nor,1972
49.3,nor,1973
54.71,nor,1974
52.01,nor,1975
53.61,nor,1976
52.99,nor,1977
48.63,nor,1978
51.86,nor,1979
55.7,nor,1980
53.87,nor,1981
53.47,nor,1982
51.82,nor,1983
53.64,nor,1984
55.31,nor,1985
49.73,nor,1986
47.73,nor,1987
45.63,nor,1988
50.34,nor,1989
52.1,nor,1990
49.87,nor,1991
47.61,nor,1992
47.23,nor,1993
49.79,nor,1994
50.34,nor,1995
53.23,nor,1996
53.25,nor,1997
51.53,nor,1998
50.08,nor,1999
56.12,nor,2000
53.91,nor,2001
49.26,nor,2002
48.19,nor,2003
50.4,nor,2004
52.37,nor,2005
54.84,nor,2006
55.06,nor,2007
57.74,nor,2008
49.09,nor,2009
49.98,nor,2010
49.73,omn,1960
59.17,omn,1961
24.88,omn,1962
24.03,omn,1963
15.39,omn,1964
17.7,omn,1965
16.53,omn,1966
33.73,omn,1967
60.45,omn,1968
64.35,omn,1969
62.8,omn,1970
62.05,omn,1971
58.89,omn,1972
73.41,omn,1973
73.84,omn,1974
86.29,omn,1975
72.61,omn,1976
73.45,omn,1977
74.58,omn,1978
75.44,omn,1979
91.61,omn,1980
97.93,omn,1981
96.48,omn,1982
86.62,omn,1983
83.38,omn,1984
83.31,omn,1985
73.82,omn,1986
73.5,omn,1987
66.9,omn,1988
67.19,omn,1989
71.08,omn,1990
72.28,omn,1991
74.93,omn,1992
76.8,omn,1993
73.99,omn,1994
75.69,omn,1995
79.03,omn,1996
80.95,omn,1997
80.47,omn,1998
76.63,omn,1999
82.8,omn,2000
85.25,omn,2001
87.13,omn,2002
85.74,omn,2003
89.72,omn,2004
89.51,omn,2005
88.64,omn,2006
97.17,omn,2007
100.5,omn,2008
97.27,omn,2009
33.1,pak,1960
25.12,pak,1961
29.31,pak,1962
30.65,pak,1963
30.0,pak,1964
25.81,pak,1965
23.98,pak,1966
24.2,pak,1967
10.2,pak,1968
12.1,pak,1969
12.21,pak,1970
10.37,pak,1971
25.0,pak,1972
34.57,pak,1973
38.74,pak,1974
28.8,pak,1975
26.22,pak,1976
25.12,pak,1977
30.83,pak,1978
35.31,pak,1979
33.63,pak,1980
30.3,pak,1981
25.59,pak,1982
29.3,pak,1983
27.0,pak,1984
27.71,pak,1985
27.46,pak,1986
29.97,pak,1987
28.88,pak,1988
29.5,pak,1989
32.56,pak,1990
33.09,pak,1991
34.49,pak,1992
31.6,pak,1993
31.47,pak,1994
32.23,pak,1995
34.04,pak,1996
32.69,pak,1997
28.69,pak,1998
29.59,pak,1999
26.9,pak,2000
26.87,pak,2001
29.24,pak,2002
29.99,pak,2003
31.97,pak,2004
37.78,pak,2005
36.67,pak,2006
35.22,pak,2007
38.23,pak,2008
30.4,pak,2009
34.18,pak,2010
63.34,plw,1998
98.14,plw,1999
112.8,plw,2000
93.41,plw,2001
97.99,plw,2002
78.76,plw,2003
84.73,plw,2004
81.55,plw,2005
82.29,plw,2006
73.65,plw,2007
78.13,plw,2008
82.58,plw,2009
73.54,plw,2010
33.85,pan,1960
34.4,pan,1961
39.53,pan,1962
41.03,pan,1963
40.31,pan,1964
42.22,pan,1965
43.74,pan,1966
42.09,pan,1967
41.98,pan,1968
42.75,pan,1969
45.9,pan,1970
44.68,pan,1971
44.69,pan,1972
44.41,pan,1973
62.71,pan,1974
63.88,pan,1975
55.45,pan,1976
53.54,pan,1977
48.67,pan,1978
52.74,pan,1979
47.42,pan,1980
43.31,pan,1981
40.74,pan,1982
35.43,pan,1983
33.23,pan,1984
31.95,pan,1985
28.11,pan,1986
29.51,pan,1987
21.7,pan,1988
26.68,pan,1989
35.36,pan,1990
35.14,pan,1991
38.03,pan,1992
37.79,pan,1993
38.62,pan,1994
39.65,pan,1995
36.49,pan,1996
36.94,pan,1997
38.25,pan,1998
37.87,pan,1999
36.47,pan,2000
32.82,pan,2001
31.19,pan,2002
30.54,pan,2003
32.0,pan,2004
33.61,pan,2005
34.57,pan,2006
40.6,pan,2007
44.41,pan,2008
35.4,pan,2009
37.38,pan,2010
42.72,png,1960
41.89,png,1961
40.5,png,1962
44.52,png,1963
47.74,png,1964
52.94,png,1965
52.77,png,1966
55.46,png,1967
53.75,png,1968
58.11,png,1969
62.95,png,1970
66.34,png,1971
64.45,png,1972
67.01,png,1973
79.89,png,1974
76.11,png,1975
69.66,png,1976
80.79,png,1977
76.21,png,1978
81.39,png,1979
86.69,png,1980
84.02,png,1981
81.95,png,1982
75.43,png,1983
78.43,png,1984
79.23,png,1985
79.8,png,1986
73.99,png,1987
76.37,png,1988
82.73,png,1989
73.61,png,1990
81.16,png,1991
77.94,png,1992
78.08,png,1993
75.49,png,1994
88.57,png,1995
82.82,png,1996
78.47,png,1997
79.48,png,1998
88.09,png,1999
92.21,png,2000
93.35,png,2001
92.61,png,2002
101.1,png,2003
107.8,png,2004
102.1,png,2005
114.8,png,2006
120.5,png,2007
115.1,png,2008
96.08,png,2009
99.81,png,2010
25.15,pry,1965
23.03,pry,1966
23.99,pry,1967
22.92,pry,1968
23.78,pry,1969
23.4,pry,1970
22.15,pry,1971
21.74,pry,1972
24.76,pry,1973
27.36,pry,1974
25.26,pry,1975
23.63,pry,1976
28.07,pry,1977
25.0,pry,1978
24.18,pry,1979
20.2,pry,1980
15.5,pry,1981
18.49,pry,1982
14.54,pry,1983
20.97,pry,1984
25.48,pry,1985
22.88,pry,1986
25.4,pry,1987
27.43,pry,1988
40.54,pry,1989
43.9,pry,1990
35.16,pry,1991
32.26,pry,1992
35.11,pry,1993
45.9,pry,1994
50.37,pry,1995
48.58,pry,1996
50.63,pry,1997
49.41,pry,1998
36.3,pry,1999
43.3,pry,2000
49.21,pry,2001
51.99,pry,2002
62.49,pry,2003
67.97,pry,2004
72.29,pry,2005
70.43,pry,2006
70.99,pry,2007
79.99,pry,2008
70.98,pry,2009
79.5,pry,2010
32.42,per,1960
34.21,per,1961
33.65,per,1962
31.33,per,1963
29.39,per,1964
27.79,per,1965
26.79,per,1966
26.19,per,1967
27.07,per,1968
23.65,per,1969
23.09,per,1970
20.52,per,1971
19.46,per,1972
19.9,per,1973
22.49,per,1974
23.4,per,1975
21.89,per,1976
25.55,per,1977
25.62,per,1978
34.17,per,1979
31.32,per,1980
25.69,per,1981
24.98,per,1982
27.44,per,1983
25.34,per,1984
25.19,per,1985
27.38,per,1986
23.69,per,1987
46.95,per,1988
26.71,per,1989
22.3,per,1990
17.78,per,1991
20.64,per,1992
22.23,per,1993
22.67,per,1994
24.52,per,1995
24.78,per,1996
26.05,per,1997
24.63,per,1998
25.11,per,1999
27.1,per,2000
26.57,per,2001
26.79,per,2002
28.53,per,2003
32.86,per,2004
37.63,per,2005
42.41,per,2006
45.08,per,2007
48.5,per,2008
38.41,per,2009
41.83,per,2010
20.03,phl,1960
23.1,phl,1961
26.54,phl,1962
27.48,phl,1963
29.12,phl,1964
27.51,phl,1965
28.01,phl,1966
