mean_years_in_school_women_percent_men_25_to_34_years,geo,time
89.66,sgp,1992
90.91,sgp,1993
91.01,sgp,1994
92.22,sgp,1995
92.31,sgp,1996
92.47,sgp,1997
92.55,sgp,1998
93.68,sgp,1999
93.75,sgp,2000
93.81,sgp,2001
94.9,sgp,2002
94.95,sgp,2003
95.96,sgp,2004
97.0,sgp,2005
97.03,sgp,2006
97.06,sgp,2007
97.09,sgp,2008
98.06,sgp,2009
88.06,svk,1970
89.86,svk,1971
90.14,svk,1972
90.54,svk,1973
90.79,svk,1974
91.14,svk,1975
91.36,svk,1976
92.77,svk,1977
94.12,svk,1978
93.18,svk,1979
94.44,svk,1980
94.57,svk,1981
94.74,svk,1982
95.88,svk,1983
95.96,svk,1984
97.03,svk,1985
97.09,svk,1986
97.14,svk,1987
96.26,svk,1988
97.22,svk,1989
98.17,svk,1990
98.2,svk,1991
98.21,svk,1992
98.25,svk,1993
98.26,svk,1994
99.14,svk,1995
100.0,svk,1996
99.16,svk,1997
100.0,svk,1998
100.0,svk,1999
100.0,svk,2000
100.8,svk,2001
100.8,svk,2002
101.6,svk,2003
101.6,svk,2004
101.6,svk,2005
103.2,svk,2006
103.1,svk,2007
103.9,svk,2008
103.9,svk,2009
89.71,svn,1970
90.14,svn,1971
91.78,svn,1972
90.79,svn,1973
92.31,svn,1974
93.75,svn,1975
92.77,svn,1976
94.12,svn,1977
94.25,svn,1978
94.38,svn,1979
96.67,svn,1980
96.74,svn,1981
97.85,svn,1982
97.89,svn,1983
98.96,svn,1984
98.98,svn,1985
98.99,svn,1986
100.0,svn,1987
100.0,svn,1988
101.0,svn,1989
101.0,svn,1990
101.9,svn,1991
101.9,svn,1992
101.9,svn,1993
102.8,svn,1994
102.8,svn,1995
103.7,svn,1996
103.6,svn,1997
104.5,svn,1998
104.5,svn,1999
104.4,svn,2000
105.3,svn,2001
105.2,svn,2002
105.2,svn,2003
105.1,svn,2004
105.9,svn,2005
106.8,svn,2006
106.7,svn,2007
106.7,svn,2008
107.5,svn,2009
55.17,slb,1970
56.67,slb,1971
58.06,slb,1972
57.58,slb,1973
58.82,slb,1974
58.33,slb,1975
59.46,slb,1976
58.97,slb,1977
60.0,slb,1978
61.9,slb,1979
61.36,slb,1980
62.22,slb,1981
63.83,slb,1982
64.58,slb,1983
66.0,slb,1984
66.67,slb,1985
67.92,slb,1986
68.52,slb,1987
67.86,slb,1988
70.18,slb,1989
70.69,slb,1990
71.67,slb,1991
72.13,slb,1992
74.19,slb,1993
75.0,slb,1994
75.38,slb,1995
77.27,slb,1996
77.61,slb,1997
78.26,slb,1998
80.0,slb,1999
80.28,slb,2000
81.94,slb,2001
82.19,slb,2002
83.78,slb,2003
84.0,slb,2004
85.53,slb,2005
87.01,slb,2006
87.18,slb,2007
89.74,slb,2008
89.87,slb,2009
22.22,som,1970
20.0,som,1971
20.0,som,1972
18.18,som,1973
18.18,som,1974
25.0,som,1975
23.08,som,1976
23.08,som,1977
21.43,som,1978
21.43,som,1979
26.67,som,1980
25.0,som,1981
23.53,som,1982
23.53,som,1983
27.78,som,1984
26.32,som,1985
30.0,som,1986
30.0,som,1987
28.57,som,1988
31.82,som,1989
31.82,som,1990
30.43,som,1991
34.78,som,1992
33.33,som,1993
36.0,som,1994
36.0,som,1995
38.46,som,1996
37.04,som,1997
40.74,som,1998
39.29,som,1999
42.86,som,2000
41.38,som,2001
44.83,som,2002
43.33,som,2003
46.67,som,2004
45.16,som,2005
48.39,som,2006
48.39,som,2007
50.0,som,2008
50.0,som,2009
97.44,zaf,1970
95.12,zaf,1971
95.35,zaf,1972
95.56,zaf,1973
97.83,zaf,1974
97.92,zaf,1975
98.0,zaf,1976
98.08,zaf,1977
98.15,zaf,1978
98.21,zaf,1979
100.0,zaf,1980
100.0,zaf,1981
98.36,zaf,1982
98.41,zaf,1983
100.0,zaf,1984
98.48,zaf,1985
98.53,zaf,1986
98.57,zaf,1987
98.59,zaf,1988
98.63,zaf,1989
98.67,zaf,1990
98.68,zaf,1991
98.72,zaf,1992
100.0,zaf,1993
98.77,zaf,1994
100.0,zaf,1995
100.0,zaf,1996
100.0,zaf,1997
100.0,zaf,1998
100.0,zaf,1999
101.1,zaf,2000
101.1,zaf,2001
101.1,zaf,2002
102.2,zaf,2003
102.1,zaf,2004
102.1,zaf,2005
103.1,zaf,2006
103.1,zaf,2007
103.0,zaf,2008
104.0,zaf,2009
85.71,esp,1970
86.36,esp,1971
86.96,esp,1972
87.5,esp,1973
88.0,esp,1974
88.46,esp,1975
90.74,esp,1976
91.07,esp,1977
91.38,esp,1978
93.33,esp,1979
93.55,esp,1980
92.31,esp,1981
94.03,esp,1982
94.2,esp,1983
95.77,esp,1984
97.26,esp,1985
97.33,esp,1986
97.4,esp,1987
100.0,esp,1988
100.0,esp,1989
100.0,esp,1990
101.2,esp,1991
101.2,esp,1992
103.5,esp,1993
103.4,esp,1994
104.5,esp,1995
104.4,esp,1996
105.4,esp,1997
105.3,esp,1998
106.3,esp,1999
107.3,esp,2000
107.2,esp,2001
108.2,esp,2002
109.1,esp,2003
109.0,esp,2004
109.9,esp,2005
110.8,esp,2006
110.7,esp,2007
111.5,esp,2008
112.5,esp,2009
81.03,lka,1970
83.05,lka,1971
83.61,lka,1972
83.87,lka,1973
84.38,lka,1974
86.15,lka,1975
87.88,lka,1976
86.76,lka,1977
88.41,lka,1978
90.0,lka,1979
90.28,lka,1980
90.41,lka,1981
91.89,lka,1982
93.33,lka,1983
93.42,lka,1984
94.81,lka,1985
96.15,lka,1986
96.2,lka,1987
97.5,lka,1988
98.77,lka,1989
98.78,lka,1990
100.0,lka,1991
100.0,lka,1992
100.0,lka,1993
101.1,lka,1994
101.1,lka,1995
102.2,lka,1996
102.2,lka,1997
103.3,lka,1998
104.3,lka,1999
104.3,lka,2000
105.3,lka,2001
106.4,lka,2002
107.4,lka,2003
107.3,lka,2004
108.2,lka,2005
108.2,lka,2006
109.1,lka,2007
109.0,lka,2008
108.9,lka,2009
26.92,sdn,1970
29.63,sdn,1971
28.57,sdn,1972
31.03,sdn,1973
33.33,sdn,1974
31.25,sdn,1975
33.33,sdn,1976
35.29,sdn,1977
33.33,sdn,1978
35.14,sdn,1979
35.9,sdn,1980
37.5,sdn,1981
38.1,sdn,1982
40.91,sdn,1983
41.3,sdn,1984
42.55,sdn,1985
44.9,sdn,1986
45.1,sdn,1987
48.08,sdn,1988
48.15,sdn,1989
50.0,sdn,1990
50.88,sdn,1991
52.54,sdn,1992
55.0,sdn,1993
56.45,sdn,1994
57.14,sdn,1995
58.46,sdn,1996
60.61,sdn,1997
62.69,sdn,1998
62.32,sdn,1999
64.29,sdn,2000
65.28,sdn,2001
67.12,sdn,2002
68.92,sdn,2003
70.67,sdn,2004
71.05,sdn,2005
72.73,sdn,2006
74.36,sdn,2007
75.95,sdn,2008
77.5,sdn,2009
88.37,sur,1970
88.89,sur,1971
89.13,sur,1972
89.58,sur,1973
89.8,sur,1974
90.2,sur,1975
90.38,sur,1976
90.74,sur,1977
90.91,sur,1978
91.23,sur,1979
91.38,sur,1980
91.67,sur,1981
91.8,sur,1982
92.06,sur,1983
92.19,sur,1984
93.85,sur,1985
93.94,sur,1986
95.52,sur,1987
95.59,sur,1988
95.65,sur,1989
95.71,sur,1990
95.77,sur,1991
95.83,sur,1992
95.89,sur,1993
97.3,sur,1994
98.65,sur,1995
98.67,sur,1996
98.68,sur,1997
98.7,sur,1998
98.72,sur,1999
100.0,sur,2000
100.0,sur,2001
101.2,sur,2002
101.2,sur,2003
101.2,sur,2004
101.2,sur,2005
101.2,sur,2006
102.4,sur,2007
102.4,sur,2008
102.3,sur,2009
78.57,swz,1970
80.0,swz,1971
80.65,swz,1972
78.79,swz,1973
80.0,swz,1974
80.56,swz,1975
81.58,swz,1976
80.0,swz,1977
82.93,swz,1978
83.72,swz,1979
82.22,swz,1980
82.98,swz,1981
83.67,swz,1982
84.31,swz,1983
83.02,swz,1984
83.64,swz,1985
84.21,swz,1986
86.44,swz,1987
88.33,swz,1988
88.71,swz,1989
89.06,swz,1990
90.77,swz,1991
91.04,swz,1992
91.3,swz,1993
91.55,swz,1994
93.06,swz,1995
93.24,swz,1996
96.0,swz,1997
96.1,swz,1998
97.44,swz,1999
97.5,swz,2000
98.77,swz,2001
98.8,swz,2002
100.0,swz,2003
101.2,swz,2004
101.1,swz,2005
102.3,swz,2006
102.2,swz,2007
103.3,swz,2008
104.4,swz,2009
101.2,swe,1970
101.2,swe,1971
101.1,swe,1972
101.1,swe,1973
101.1,swe,1974
102.1,swe,1975
102.1,swe,1976
102.0,swe,1977
102.0,swe,1978
102.0,swe,1979
101.9,swe,1980
101.9,swe,1981
102.8,swe,1982
101.8,swe,1983
102.7,swe,1984
101.8,swe,1985
102.7,swe,1986
102.6,swe,1987
102.6,swe,1988
102.6,swe,1989
102.5,swe,1990
102.5,swe,1991
103.3,swe,1992
103.3,swe,1993
103.3,swe,1994
103.3,swe,1995
103.2,swe,1996
103.2,swe,1997
103.2,swe,1998
103.1,swe,1999
103.1,swe,2000
103.1,swe,2001
103.9,swe,2002
103.8,swe,2003
103.1,swe,2004
103.8,swe,2005
103.8,swe,2006
103.8,swe,2007
103.8,swe,2008
103.7,swe,2009
83.52,che,1970
84.04,che,1971
84.54,che,1972
85.0,che,1973
86.27,che,1974
86.54,che,1975
86.92,che,1976
87.16,che,1977
88.29,che,1978
88.5,che,1979
89.47,che,1980
89.66,che,1981
89.83,che,1982
90.76,che,1983
91.67,che,1984
90.98,che,1985
91.87,che,1986
91.94,che,1987
92.0,che,1988
92.8,che,1989
92.86,che,1990
92.91,che,1991
93.7,che,1992
93.75,che,1993
93.8,che,1994
94.57,che,1995
93.85,che,1996
94.62,che,1997
94.66,che,1998
95.42,che,1999
95.42,che,2000
95.45,che,2001
96.21,che,2002
95.49,che,2003
96.24,che,2004
96.24,che,2005
96.27,che,2006
96.27,che,2007
97.01,che,2008
97.01,che,2009
40.0,syr,1970
41.67,syr,1971
42.11,syr,1972
42.5,syr,1973
46.34,syr,1974
46.51,syr,1975
46.67,syr,1976
46.81,syr,1977
50.0,syr,1978
50.0,syr,1979
50.0,syr,1980
51.85,syr,1981
51.79,syr,1982
53.45,syr,1983
55.93,syr,1984
55.74,syr,1985
57.14,syr,1986
59.38,syr,1987
60.61,syr,1988
61.19,syr,1989
62.32,syr,1990
64.29,syr,1991
66.2,syr,1992
67.12,syr,1993
68.92,syr,1994
69.33,syr,1995
70.13,syr,1996
71.79,syr,1997
73.42,syr,1998
75.0,syr,1999
75.61,syr,2000
77.11,syr,2001
78.57,syr,2002
78.82,syr,2003
80.23,syr,2004
81.61,syr,2005
83.91,syr,2006
85.23,syr,2007
85.39,syr,2008
86.67,syr,2009
71.19,twn,1970
72.58,twn,1971
73.85,twn,1972
75.0,twn,1973
77.14,twn,1974
78.08,twn,1975
80.0,twn,1976
80.77,twn,1977
81.48,twn,1978
83.13,twn,1979
83.72,twn,1980
85.23,twn,1981
86.67,twn,1982
87.1,twn,1983
88.42,twn,1984
88.78,twn,1985
90.0,twn,1986
91.18,twn,1987
92.31,twn,1988
92.45,twn,1989
94.39,twn,1990
94.5,twn,1991
94.59,twn,1992
95.58,twn,1993
96.49,twn,1994
96.55,twn,1995
98.29,twn,1996
98.32,twn,1997
99.17,twn,1998
99.18,twn,1999
100.0,twn,2000
100.8,twn,2001
100.0,twn,2002
100.8,twn,2003
101.6,twn,2004
101.6,twn,2005
102.3,twn,2006
102.3,twn,2007
103.0,twn,2008
103.0,twn,2009
79.73,tjk,1970
80.26,tjk,1971
80.77,tjk,1972
81.25,tjk,1973
81.71,tjk,1974
82.14,tjk,1975
82.56,tjk,1976
82.95,tjk,1977
84.44,tjk,1978
85.71,tjk,1979
86.02,tjk,1980
86.32,tjk,1981
86.6,tjk,1982
87.88,tjk,1983
89.0,tjk,1984
89.22,tjk,1985
90.29,tjk,1986
89.52,tjk,1987
90.57,tjk,1988
91.59,tjk,1989
91.67,tjk,1990
92.66,tjk,1991
92.73,tjk,1992
93.69,tjk,1993
93.75,tjk,1994
93.81,tjk,1995
94.74,tjk,1996
94.78,tjk,1997
94.83,tjk,1998
94.87,tjk,1999
96.58,tjk,2000
96.61,tjk,2001
96.64,tjk,2002
96.67,tjk,2003
97.5,tjk,2004
97.52,tjk,2005
98.35,tjk,2006
98.36,tjk,2007
98.37,tjk,2008
99.19,tjk,2009
47.06,tza,1970
48.57,tza,1971
50.0,tza,1972
48.65,tza,1973
50.0,tza,1974
51.28,tza,1975
52.5,tza,1976
52.38,tza,1977
55.81,tza,1978
56.82,tza,1979
57.78,tza,1980
58.7,tza,1981
61.7,tza,1982
61.22,tza,1983
64.0,tza,1984
64.71,tza,1985
67.31,tza,1986
66.67,tza,1987
69.09,tza,1988
69.64,tza,1989
71.43,tza,1990
73.68,tza,1991
74.14,tza,1992
76.27,tza,1993
76.67,tza,1994
77.05,tza,1995
80.33,tza,1996
80.65,tza,1997
80.95,tza,1998
84.13,tza,1999
84.38,tza,2000
85.94,tza,2001
86.15,tza,2002
87.69,tza,2003
89.23,tza,2004
90.91,tza,2005
92.42,tza,2006
93.94,tza,2007
95.45,tza,2008
96.97,tza,2009
85.42,tha,1970
85.71,tha,1971
86.0,tha,1972
86.54,tha,1973
86.79,tha,1974
87.04,tha,1975
87.27,tha,1976
87.72,tha,1977
87.93,tha,1978
88.14,tha,1979
88.33,tha,1980
88.52,tha,1981
90.32,tha,1982
90.48,tha,1983
90.62,tha,1984
90.77,tha,1985
90.91,tha,1986
91.04,tha,1987
91.18,tha,1988
91.3,tha,1989
92.86,tha,1990
92.96,tha,1991
93.06,tha,1992
93.15,tha,1993
94.52,tha,1994
95.95,tha,1995
96.0,tha,1996
96.05,tha,1997
96.1,tha,1998
96.15,tha,1999
97.47,tha,2000
98.73,tha,2001
98.75,tha,2002
98.77,tha,2003
98.78,tha,2004
100.0,tha,2005
100.0,tha,2006
101.2,tha,2007
102.4,tha,2008
102.4,tha,2009
38.46,tls,1970
35.71,tls,1971
35.71,tls,1972
40.0,tls,1973
40.0,tls,1974
37.5,tls,1975
35.29,tls,1976
41.18,tls,1977
38.89,tls,1978
36.84,tls,1979
42.11,tls,1980
40.0,tls,1981
42.86,tls,1982
40.91,tls,1983
43.48,tls,1984
44.0,tls,1985
46.15,tls,1986
46.43,tls,1987
48.28,tls,1988
48.39,tls,1989
53.12,tls,1990
52.94,tls,1991
54.29,tls,1992
56.76,tls,1993
57.89,tls,1994
60.0,tls,1995
60.98,tls,1996
62.79,tls,1997
65.91,tls,1998
65.22,tls,1999
68.09,tls,2000
69.39,tls,2001
72.0,tls,2002
73.08,tls,2003
75.47,tls,2004
77.78,tls,2005
76.79,tls,2006
78.95,tls,2007
81.03,tls,2008
83.05,tls,2009
31.58,tgo,1970
30.0,tgo,1971
31.82,tgo,1972
30.43,tgo,1973
33.33,tgo,1974
32.0,tgo,1975
34.62,tgo,1976
33.33,tgo,1977
34.48,tgo,1978
33.33,tgo,1979
35.48,tgo,1980
36.36,tgo,1981
35.29,tgo,1982
36.11,tgo,1983
37.84,tgo,1984
39.47,tgo,1985
37.5,tgo,1986
39.02,tgo,1987
40.48,tgo,1988
41.86,tgo,1989
42.22,tgo,1990
43.48,tgo,1991
44.68,tgo,1992
44.9,tgo,1993
46.0,tgo,1994
47.06,tgo,1995
48.08,tgo,1996
48.15,tgo,1997
49.09,tgo,1998
50.0,tgo,1999
50.88,tgo,2000
51.72,tgo,2001
52.54,tgo,2002
53.33,tgo,2003
53.23,tgo,2004
55.56,tgo,2005
57.14,tgo,2006
57.81,tgo,2007
58.46,tgo,2008
59.09,tgo,2009
101.5,ton,1970
100.0,ton,1971
100.0,ton,1972
100.0,ton,1973
100.0,ton,1974
100.0,ton,1975
100.0,ton,1976
100.0,ton,1977
100.0,ton,1978
100.0,ton,1979
100.0,ton,1980
101.1,ton,1981
100.0,ton,1982
100.0,ton,1983
101.1,ton,1984
100.0,ton,1985
101.0,ton,1986
100.0,ton,1987
101.0,ton,1988
100.0,ton,1989
101.0,ton,1990
101.0,ton,1991
101.9,ton,1992
101.9,ton,1993
100.9,ton,1994
101.9,ton,1995
101.8,ton,1996
101.8,ton,1997
102.7,ton,1998
102.7,ton,1999
103.6,ton,2000
103.5,ton,2001
103.5,ton,2002
103.5,ton,2003
104.3,ton,2004
105.2,ton,2005
106.0,ton,2006
106.0,ton,2007
106.8,ton,2008
105.9,ton,2009
101.6,tto,1970
100.0,tto,1971
100.0,tto,1972
100.0,tto,1973
100.0,tto,1974
100.0,tto,1975
101.4,tto,1976
101.3,tto,1977
102.6,tto,1978
101.3,tto,1979
101.2,tto,1980
102.5,tto,1981
102.4,tto,1982
102.4,tto,1983
103.5,tto,1984
103.5,tto,1985
103.4,tto,1986
103.4,tto,1987
104.4,tto,1988
103.3,tto,1989
103.2,tto,1990
104.3,tto,1991
104.2,tto,1992
104.2,tto,1993
105.2,tto,1994
105.1,tto,1995
105.1,tto,1996
105.0,tto,1997
105.9,tto,1998
105.9,tto,1999
105.8,tto,2000
105.8,tto,2001
105.7,tto,2002
105.7,tto,2003
105.6,tto,2004
106.5,tto,2005
106.5,tto,2006
106.4,tto,2007
106.4,tto,2008
106.3,tto,2009
25.64,tun,1970
26.83,tun,1971
27.91,tun,1972
29.55,tun,1973
30.43,tun,1974
31.25,tun,1975
32.0,tun,1976
32.69,tun,1977
33.33,tun,1978
35.71,tun,1979
36.21,tun,1980
36.67,tun,1981
38.1,tun,1982
40.0,tun,1983
41.18,tun,1984
41.43,tun,1985
43.06,tun,1986
44.59,tun,1987
44.74,tun,1988
46.15,tun,1989
47.5,tun,1990
48.78,tun,1991
50.0,tun,1992
50.0,tun,1993
51.72,tun,1994
52.81,tun,1995
53.85,tun,1996
54.35,tun,1997
55.32,tun,1998
56.84,tun,1999
58.33,tun,2000
58.16,tun,2001
59.6,tun,2002
61.0,tun,2003
61.39,tun,2004
62.75,tun,2005
63.11,tun,2006
64.42,tun,2007
64.76,tun,2008
65.09,tun,2009
51.43,tur,1970
51.35,tur,1971
53.85,tur,1972
53.66,tur,1973
54.76,tur,1974
54.55,tur,1975
56.52,tur,1976
56.25,tur,1977
58.0,tur,1978
58.82,tur,1979
60.38,tur,1980
60.0,tur,1981
61.4,tur,1982
62.71,tur,1983
63.93,tur,1984
63.49,tur,1985
64.62,tur,1986
66.67,tur,1987
67.65,tur,1988
68.57,tur,1989
69.01,tur,1990
69.86,tur,1991
71.62,tur,1992
72.37,tur,1993
73.08,tur,1994
74.68,tur,1995
75.31,tur,1996
76.83,tur,1997
78.31,tur,1998
78.82,tur,1999
80.23,tur,2000
80.68,tur,2001
82.02,tur,2002
83.33,tur,2003
84.62,tur,2004
83.87,tur,2005
85.11,tur,2006
86.32,tur,2007
87.5,tur,2008
88.66,tur,2009
88.73,tkm,1970
89.04,tkm,1971
89.33,tkm,1972
89.61,tkm,1973
90.0,tkm,1974
90.24,tkm,1975
90.48,tkm,1976
90.7,tkm,1977
90.91,tkm,1978
91.11,tkm,1979
91.3,tkm,1980
91.49,tkm,1981
93.68,tkm,1982
93.81,tkm,1983
92.93,tkm,1984
94.0,tkm,1985
95.05,tkm,1986
95.1,tkm,1987
95.19,tkm,1988
95.24,tkm,1989
96.23,tkm,1990
96.26,tkm,1991
97.22,tkm,1992
97.25,tkm,1993
98.18,tkm,1994
98.2,tkm,1995
98.21,tkm,1996
99.12,tkm,1997
99.12,tkm,1998
99.13,tkm,1999
100.0,tkm,2000
100.0,tkm,2001
100.0,tkm,2002
100.0,tkm,2003
100.8,tkm,2004
100.8,tkm,2005
100.8,tkm,2006
101.7,tkm,2007
101.6,tkm,2008
102.5,tkm,2009
43.33,uga,1970
41.94,uga,1971
42.42,uga,1972
44.12,uga,1973
45.71,uga,1974
45.95,uga,1975
47.37,uga,1976
46.15,uga,1977
46.34,uga,1978
47.62,uga,1979
48.84,uga,1980
48.89,uga,1981
52.17,uga,1982
53.19,uga,1983
54.17,uga,1984
54.0,uga,1985
54.9,uga,1986
55.77,uga,1987
56.6,uga,1988
57.41,uga,1989
58.18,uga,1990
60.71,uga,1991
61.4,uga,1992
62.07,uga,1993
62.71,uga,1994
63.33,uga,1995
65.57,uga,1996
67.21,uga,1997
67.74,uga,1998
68.25,uga,1999
68.75,uga,2000
70.77,uga,2001
71.21,uga,2002
71.64,uga,2003
73.13,uga,2004
73.53,uga,2005
75.0,uga,2006
76.81,uga,2007
78.26,uga,2008
78.57,uga,2009
102.3,ukr,1970
102.2,ukr,1971
102.2,ukr,1972
103.3,ukr,1973
103.2,ukr,1974
102.1,ukr,1975
102.0,ukr,1976
103.0,ukr,1977
103.0,ukr,1978
102.9,ukr,1979
102.9,ukr,1980
103.8,ukr,1981
102.8,ukr,1982
103.7,ukr,1983
103.7,ukr,1984
103.6,ukr,1985
103.6,ukr,1986
103.5,ukr,1987
103.5,ukr,1988
103.5,ukr,1989
103.4,ukr,1990
103.4,ukr,1991
103.4,ukr,1992
103.4,ukr,1993
103.3,ukr,1994
103.3,ukr,1995
103.3,ukr,1996
103.3,ukr,1997
103.3,ukr,1998
102.4,ukr,1999
103.2,ukr,2000
103.2,ukr,2001
103.2,ukr,2002
103.2,ukr,2003
103.1,ukr,2004
103.1,ukr,2005
103.1,ukr,2006
103.1,ukr,2007
103.1,ukr,2008
103.1,ukr,2009
80.0,are,1970
80.85,are,1971
81.63,are,1972
82.35,are,1973
84.91,are,1974
85.45,are,1975
85.96,are,1976
88.14,are,1977
88.52,are,1978
89.06,are,1979
89.39,are,1980
91.18,are,1981
91.55,are,1982
91.78,are,1983
93.33,are,1984
93.59,are,1985
95.0,are,1986
96.34,are,1987
97.62,are,1988
98.84,are,1989
100.0,are,1990
100.0,are,1991
101.1,are,1992
102.2,are,1993
103.2,are,1994
104.2,are,1995
105.1,are,1996
106.1,are,1997
105.9,are,1998
106.9,are,1999
107.8,are,2000
108.7,are,2001
109.5,are,2002
110.4,are,2003
111.2,are,2004
111.1,are,2005
111.9,are,2006
111.8,are,2007
113.6,are,2008
113.5,are,2009
93.68,gbr,1970
93.81,gbr,1971
93.94,gbr,1972
95.05,gbr,1973
96.08,gbr,1974
96.15,gbr,1975
96.23,gbr,1976
96.26,gbr,1977
96.33,gbr,1978
97.27,gbr,1979
97.3,gbr,1980
97.35,gbr,1981
97.37,gbr,1982
97.39,gbr,1983
97.41,gbr,1984
97.44,gbr,1985
97.46,gbr,1986
98.32,gbr,1987
97.5,gbr,1988
97.52,gbr,1989
98.35,gbr,1990
98.36,gbr,1991
98.37,gbr,1992
98.39,gbr,1993
99.19,gbr,1994
99.2,gbr,1995
99.21,gbr,1996
99.21,gbr,1997
100.0,gbr,1998
100.0,gbr,1999
99.22,gbr,2000
100.0,gbr,2001
100.0,gbr,2002
100.8,gbr,2003
100.8,gbr,2004
101.5,gbr,2005
100.8,gbr,2006
101.5,gbr,2007
101.5,gbr,2008
102.3,gbr,2009
97.56,usa,1970
97.58,usa,1971
97.6,usa,1972
97.62,usa,1973
98.41,usa,1974
98.43,usa,1975
98.44,usa,1976
98.44,usa,1977
98.45,usa,1978
98.46,usa,1979
98.46,usa,1980
98.47,usa,1981
99.24,usa,1982
99.24,usa,1983
99.24,usa,1984
99.24,usa,1985
99.25,usa,1986
99.25,usa,1987
100.0,usa,1988
100.0,usa,1989
100.0,usa,1990
100.0,usa,1991
100.0,usa,1992
100.0,usa,1993
100.7,usa,1994
100.7,usa,1995
100.7,usa,1996
100.7,usa,1997
100.7,usa,1998
100.7,usa,1999
101.5,usa,2000
101.5,usa,2001
101.5,usa,2002
102.2,usa,2003
102.2,usa,2004
102.2,usa,2005
101.5,usa,2006
102.2,usa,2007
102.2,usa,2008
102.2,usa,2009
110.0,ury,1970
108.1,ury,1971
109.5,ury,1972
109.2,ury,1973
110.6,ury,1974
108.8,ury,1975
110.1,ury,1976
109.9,ury,1977
108.2,ury,1978
109.5,ury,1979
109.3,ury,1980
109.1,ury,1981
109.0,ury,1982
110.1,ury,1983
108.6,ury,1984
108.5,ury,1985
109.6,ury,1986
109.5,ury,1987
109.4,ury,1988
109.3,ury,1989
109.2,ury,1990
109.1,ury,1991
110.1,ury,1992
110.0,ury,1993
109.9,ury,1994
109.8,ury,1995
109.7,ury,1996
109.6,ury,1997
110.6,ury,1998
110.5,ury,1999
111.5,ury,2000
111.3,ury,2001
111.2,ury,2002
111.1,ury,2003
112.1,ury,2004
112.0,ury,2005
111.9,ury,2006
112.9,ury,2007
112.7,ury,2008
113.7,ury,2009
88.73,uzb,1970
89.04,uzb,1971
88.16,uzb,1972
89.74,uzb,1973
90.0,uzb,1974
90.24,uzb,1975
91.67,uzb,1976
91.86,uzb,1977
92.05,uzb,1978
92.22,uzb,1979
92.39,uzb,1980
92.55,uzb,1981
93.68,uzb,1982
93.81,uzb,1983
93.94,uzb,1984
95.0,uzb,1985
96.04,uzb,1986
95.15,uzb,1987
96.15,uzb,1988
96.19,uzb,1989
96.23,uzb,1990
97.2,uzb,1991
97.22,uzb,1992
97.25,uzb,1993
98.18,uzb,1994
98.2,uzb,1995
99.1,uzb,1996
99.11,uzb,1997
99.12,uzb,1998
100.0,uzb,1999
100.0,uzb,2000
100.9,uzb,2001
100.9,uzb,2002
100.9,uzb,2003
101.7,uzb,2004
101.7,uzb,2005
102.5,uzb,2006
102.5,uzb,2007
102.5,uzb,2008
103.4,uzb,2009
73.53,vut,1970
72.22,vut,1971
75.68,vut,1972
74.36,vut,1973
75.0,vut,1974
76.19,vut,1975
76.74,vut,1976
77.78,vut,1977
80.43,vut,1978
79.17,vut,1979
81.63,vut,1980
80.39,vut,1981
82.69,vut,1982
83.02,vut,1983
83.33,vut,1984
83.93,vut,1985
84.21,vut,1986
84.48,vut,1987
86.44,vut,1988
86.67,vut,1989
85.48,vut,1990
87.3,vut,1991
87.5,vut,1992
87.69,vut,1993
89.39,vut,1994
89.55,vut,1995
91.18,vut,1996
91.3,vut,1997
91.55,vut,1998
91.67,vut,1999
93.15,vut,2000
93.24,vut,2001
93.33,vut,2002
94.74,vut,2003
94.81,vut,2004
96.15,vut,2005
96.2,vut,2006
98.73,vut,2007
98.75,vut,2008
100.0,vut,2009
93.48,ven,1970
93.75,ven,1971
95.92,ven,1972
96.08,ven,1973
96.15,ven,1974
96.3,ven,1975
98.18,ven,1976
98.25,ven,1977
98.31,ven,1978
100.0,ven,1979
100.0,ven,1980
100.0,ven,1981
100.0,ven,1982
101.5,ven,1983
103.0,ven,1984
102.9,ven,1985
104.3,ven,1986
104.2,ven,1987
104.1,ven,1988
105.4,ven,1989
105.3,ven,1990
106.6,ven,1991
107.8,ven,1992
107.7,ven,1993
107.5,ven,1994
108.6,ven,1995
108.5,ven,1996
109.6,ven,1997
109.5,ven,1998
110.6,ven,1999
110.5,ven,2000
111.5,ven,2001
111.4,ven,2002
112.4,ven,2003
112.2,ven,2004
112.1,ven,2005
114.3,ven,2006
114.1,ven,2007
114.0,ven,2008
115.1,ven,2009
83.02,vnm,1970
83.64,vnm,1971
83.93,vnm,1972
82.76,vnm,1973
84.75,vnm,1974
85.0,vnm,1975
85.48,vnm,1976
85.71,vnm,1977
85.94,vnm,1978
87.69,vnm,1979
87.88,vnm,1980
86.76,vnm,1981
88.41,vnm,1982
88.57,vnm,1983
88.73,vnm,1984
88.89,vnm,1985
90.28,vnm,1986
90.41,vnm,1987
90.54,vnm,1988
90.67,vnm,1989
92.0,vnm,1990
92.11,vnm,1991
92.21,vnm,1992
93.51,vnm,1993
93.59,vnm,1994
92.41,vnm,1995
93.67,vnm,1996
93.75,vnm,1997
95.0,vnm,1998
93.83,vnm,1999
95.06,vnm,2000
96.3,vnm,2001
95.12,vnm,2002
