basomrade,year,immigration_surplus_min_3_years_of_higher_education_aged_25_64_male
3413830_kottla_molna_kappsta,2007,-3
3413830_kottla_molna_kappsta,2008,1
3413830_kottla_molna_kappsta,2009,3
3413830_kottla_molna_kappsta,2010,12
3413830_kottla_molna_kappsta,2011,6
3413830_kottla_molna_kappsta,2012,4
3413830_kottla_molna_kappsta,2013,-7
3413830_kottla_molna_kappsta,2014,5
3414210_centrala_kappala,2000,-10
3414210_centrala_kappala,2001,-4
3414210_centrala_kappala,2002,0
3414210_centrala_kappala,2003,-5
3414210_centrala_kappala,2004,4
3414210_centrala_kappala,2005,-3
3414210_centrala_kappala,2006,-4
3414210_centrala_kappala,2007,6
3414210_centrala_kappala,2008,-5
3414210_centrala_kappala,2009,5
3414210_centrala_kappala,2010,-1
3414210_centrala_kappala,2011,-4
3414210_centrala_kappala,2012,-9
3414210_centrala_kappala,2013,4
3414210_centrala_kappala,2014,0
3414240_killinge,2000,0
3414240_killinge,2001,3
3414240_killinge,2002,4
3414240_killinge,2003,7
3414240_killinge,2004,0
3414240_killinge,2005,4
3414240_killinge,2006,8
3414240_killinge,2007,-1
3414240_killinge,2008,0
3414240_killinge,2009,9
3414240_killinge,2010,-8
3414240_killinge,2011,2
3414240_killinge,2012,2
3414240_killinge,2013,-2
3414240_killinge,2014,4
3414250_ostra_kappala,2000,6
3414250_ostra_kappala,2001,1
3414250_ostra_kappala,2002,0
3414250_ostra_kappala,2003,2
3414250_ostra_kappala,2004,1
3414250_ostra_kappala,2005,3
3414250_ostra_kappala,2006,7
3414250_ostra_kappala,2007,5
3414250_ostra_kappala,2008,1
3414250_ostra_kappala,2009,-3
3414250_ostra_kappala,2010,5
3414250_ostra_kappala,2011,0
3414250_ostra_kappala,2012,7
3414250_ostra_kappala,2013,-1
3414250_ostra_kappala,2014,6
3414310_brevik,2000,1
3414310_brevik,2001,1
3414310_brevik,2002,2
3414310_brevik,2003,-1
3414310_brevik,2004,6
3414310_brevik,2005,9
3414310_brevik,2006,-2
3414310_brevik,2007,3
3414310_brevik,2008,6
3414310_brevik,2009,-2
3414310_brevik,2010,8
3414310_brevik,2011,-5
3414310_brevik,2012,1
3414310_brevik,2013,7
3414310_brevik,2014,-5
3414320_hogberga,2000,1
3414320_hogberga,2001,0
3414320_hogberga,2002,2
3414320_hogberga,2003,5
3414320_hogberga,2004,6
3414320_hogberga,2005,-10
3414320_hogberga,2006,15
3414320_hogberga,2007,2
3414320_hogberga,2008,11
3414320_hogberga,2009,1
3414320_hogberga,2010,2
3414320_hogberga,2011,1
3414320_hogberga,2012,4
3414320_hogberga,2013,21
3414320_hogberga,2014,4
4311441_bogesund,2000,0
4311441_bogesund,2001,0
4311441_bogesund,2002,0
4311441_bogesund,2003,0
4311441_bogesund,2004,0
4311441_bogesund,2005,0
4311441_bogesund,2006,0
4311441_bogesund,2007,3
4311441_bogesund,2008,0
4311441_bogesund,2009,0
4311441_bogesund,2010,0
4311441_bogesund,2011,0
4311441_bogesund,2012,0
4311441_bogesund,2013,3
4311441_bogesund,2014,0
4311442_okand,2000,0
4311442_okand,2001,0
4311442_okand,2002,0
4311442_okand,2003,3
4311442_okand,2004,4
4311442_okand,2005,3
4311442_okand,2006,-3
4311442_okand,2007,0
4311442_okand,2008,0
4311442_okand,2009,3
4311443_kullon,2000,31
4311443_kullon,2001,8
4311443_kullon,2002,4
4311443_kullon,2003,-1
4311443_kullon,2004,14
4311443_kullon,2005,26
4311443_kullon,2006,22
4311443_kullon,2007,13
4311443_kullon,2008,1
4311443_kullon,2009,2
4311443_kullon,2010,-1
4311443_kullon,2011,2
4311443_kullon,2012,-6
4311443_kullon,2013,1
4311443_kullon,2014,4
4311460_karlsudd,2000,0
4311460_karlsudd,2001,0
4311460_karlsudd,2002,0
4311460_karlsudd,2003,3
4311460_karlsudd,2004,6
4311460_karlsudd,2005,0
4311460_karlsudd,2006,0
4311460_karlsudd,2007,-3
4311460_karlsudd,2008,0
4311460_karlsudd,2009,3
4311460_karlsudd,2010,-1
4311460_karlsudd,2011,0
4311460_karlsudd,2012,0
4311460_karlsudd,2013,0
4311460_karlsudd,2014,3
4311610_ostra_vaxon,2000,6
4311610_ostra_vaxon,2001,0
4311610_ostra_vaxon,2002,-4
4311610_ostra_vaxon,2003,1
4311610_ostra_vaxon,2004,-3
4311610_ostra_vaxon,2005,7
4311610_ostra_vaxon,2006,2
4311610_ostra_vaxon,2007,-2
4311610_ostra_vaxon,2008,5
4311610_ostra_vaxon,2009,13
4311610_ostra_vaxon,2010,-3
4311610_ostra_vaxon,2011,8
4311610_ostra_vaxon,2012,-2
4311610_ostra_vaxon,2013,-2
4311610_ostra_vaxon,2014,1
4311620_vastra_vaxon,2000,-3
4311620_vastra_vaxon,2001,-1
4311620_vastra_vaxon,2002,10
4311620_vastra_vaxon,2003,-8
4311620_vastra_vaxon,2004,-5
4311620_vastra_vaxon,2005,-3
4311620_vastra_vaxon,2006,-7
4311620_vastra_vaxon,2007,0
4311620_vastra_vaxon,2008,5
4311620_vastra_vaxon,2009,2
4311620_vastra_vaxon,2010,1
4311620_vastra_vaxon,2011,1
4311620_vastra_vaxon,2012,7
4311620_vastra_vaxon,2013,0
4311620_vastra_vaxon,2014,-1
4311650_engarn_storang,2000,5
4311650_engarn_storang,2001,-2
4311650_engarn_storang,2002,1
4311650_engarn_storang,2003,-1
4311650_engarn_storang,2004,-4
4311650_engarn_storang,2005,7
4311650_engarn_storang,2006,6
4311650_engarn_storang,2007,1
4311650_engarn_storang,2008,-3
4311650_engarn_storang,2009,-2
4311650_engarn_storang,2010,5
4311650_engarn_storang,2011,0
4311650_engarn_storang,2012,-2
4311650_engarn_storang,2013,-2
4311650_engarn_storang,2014,8
4311661_ytterby_overby,2000,0
4311661_ytterby_overby,2001,7
4311661_ytterby_overby,2002,6
4311661_ytterby_overby,2003,10
4311661_ytterby_overby,2004,7
4311661_ytterby_overby,2005,6
4311661_ytterby_overby,2006,-4
4311661_ytterby_overby,2007,12
4311661_ytterby_overby,2008,5
4311661_ytterby_overby,2009,26
4311661_ytterby_overby,2010,14
4311661_ytterby_overby,2011,11
4311661_ytterby_overby,2012,4
4311661_ytterby_overby,2013,1
4311661_ytterby_overby,2014,9
4311730_tynningo,2000,6
4311730_tynningo,2001,-3
4311730_tynningo,2002,4
4311730_tynningo,2003,0
4311730_tynningo,2004,3
4311730_tynningo,2005,1
4311730_tynningo,2006,0
4311730_tynningo,2007,0
4311730_tynningo,2008,-3
4311730_tynningo,2009,0
4311730_tynningo,2010,-2
4311730_tynningo,2011,3
4311730_tynningo,2012,0
4311730_tynningo,2013,0
4311730_tynningo,2014,0
4311810_rindo_centrum,2000,0
4311810_rindo_centrum,2001,1
4311810_rindo_centrum,2002,1
4311810_rindo_centrum,2003,0
4311810_rindo_centrum,2004,-5
4311810_rindo_centrum,2005,1
4311810_rindo_centrum,2006,2
4311810_rindo_centrum,2007,5
4311810_rindo_centrum,2008,0
4311810_rindo_centrum,2009,-1
4311810_rindo_centrum,2010,0
4311810_rindo_centrum,2011,3
4311810_rindo_centrum,2012,-3
4311810_rindo_centrum,2013,-3
4311810_rindo_centrum,2014,1
4311820_rindo,2000,3
4311820_rindo,2001,0
4311820_rindo,2002,2
4311820_rindo,2003,0
4311820_rindo,2004,-3
4311820_rindo,2005,0
4311820_rindo,2006,0
4311820_rindo,2007,-1
4311820_rindo,2008,3
4311820_rindo,2009,0
4311820_rindo,2010,1
4311820_rindo,2011,3
4311820_rindo,2012,0
4311820_rindo,2013,4
4311820_rindo,2014,-4
4311830_skarpo,2000,0
4311830_skarpo,2001,1
4311830_skarpo,2002,0
4311830_skarpo,2003,0
4311830_skarpo,2004,3
4311830_skarpo,2005,0
4311830_skarpo,2006,0
4311830_skarpo,2007,-3
4311830_skarpo,2008,0
4311830_skarpo,2009,0
4311830_skarpo,2010,1
4311830_skarpo,2011,0
4311830_skarpo,2012,-3
4311830_skarpo,2013,0
4311830_skarpo,2014,0
6110310_norrtalje_centrum,2000,0
6110310_norrtalje_centrum,2001,2
6110310_norrtalje_centrum,2002,0
6110310_norrtalje_centrum,2003,-4
6110310_norrtalje_centrum,2004,-2
6110310_norrtalje_centrum,2005,-1
6110310_norrtalje_centrum,2006,5
6110310_norrtalje_centrum,2007,1
6110310_norrtalje_centrum,2008,-1
6110310_norrtalje_centrum,2009,10
6110310_norrtalje_centrum,2010,1
6110310_norrtalje_centrum,2011,1
6110310_norrtalje_centrum,2012,-1
6110310_norrtalje_centrum,2013,2
6110310_norrtalje_centrum,2014,8
6110320_fagelsangen,2000,-8
6110320_fagelsangen,2001,1
6110320_fagelsangen,2002,-9
6110320_fagelsangen,2003,1
6110320_fagelsangen,2004,5
6110320_fagelsangen,2005,2
6110320_fagelsangen,2006,-6
6110320_fagelsangen,2007,-4
6110320_fagelsangen,2008,2
6110320_fagelsangen,2009,7
6110320_fagelsangen,2010,4
6110320_fagelsangen,2011,-2
6110320_fagelsangen,2012,4
6110320_fagelsangen,2013,1
6110320_fagelsangen,2014,-2
6110330_vastra_rodenstaden,2000,-2
6110330_vastra_rodenstaden,2001,1
6110330_vastra_rodenstaden,2002,6
6110330_vastra_rodenstaden,2003,-5
6110330_vastra_rodenstaden,2004,0
6110330_vastra_rodenstaden,2005,4
6110330_vastra_rodenstaden,2006,-1
6110330_vastra_rodenstaden,2007,-4
6110330_vastra_rodenstaden,2008,-1
6110330_vastra_rodenstaden,2009,1
6110330_vastra_rodenstaden,2010,-3
6110330_vastra_rodenstaden,2011,-3
6110330_vastra_rodenstaden,2012,0
6110330_vastra_rodenstaden,2013,-4
6110330_vastra_rodenstaden,2014,1
6110340_ostra_rodenstaden,2000,3
6110340_ostra_rodenstaden,2001,-1
6110340_ostra_rodenstaden,2002,0
6110340_ostra_rodenstaden,2003,0
6110340_ostra_rodenstaden,2004,0
6110340_ostra_rodenstaden,2005,-1
6110340_ostra_rodenstaden,2006,2
6110340_ostra_rodenstaden,2007,1
6110340_ostra_rodenstaden,2008,9
6110340_ostra_rodenstaden,2009,-1
6110340_ostra_rodenstaden,2010,-1
6110340_ostra_rodenstaden,2011,1
6110340_ostra_rodenstaden,2012,1
6110340_ostra_rodenstaden,2013,1
6110340_ostra_rodenstaden,2014,4
6110350_norgegardet,2000,-2
6110350_norgegardet,2001,3
6110350_norgegardet,2002,2
6110350_norgegardet,2003,2
6110350_norgegardet,2004,-5
6110350_norgegardet,2005,1
6110350_norgegardet,2006,4
6110350_norgegardet,2007,3
6110350_norgegardet,2008,-8
6110350_norgegardet,2009,3
6110350_norgegardet,2010,4
6110350_norgegardet,2011,-6
6110350_norgegardet,2012,-1
6110350_norgegardet,2013,-2
6110350_norgegardet,2014,2
6110360_roslagsstaden,2000,1
6110360_roslagsstaden,2001,-7
6110360_roslagsstaden,2002,1
6110360_roslagsstaden,2003,-1
6110360_roslagsstaden,2004,-5
6110360_roslagsstaden,2005,7
6110360_roslagsstaden,2006,0
6110360_roslagsstaden,2007,2
6110360_roslagsstaden,2008,-3
6110360_roslagsstaden,2009,0
6110360_roslagsstaden,2010,3
6110360_roslagsstaden,2011,1
6110360_roslagsstaden,2012,-5
6110360_roslagsstaden,2013,0
6110360_roslagsstaden,2014,-3
6110410_grossgardet,2000,7
6110410_grossgardet,2001,3
6110410_grossgardet,2002,0
6110410_grossgardet,2003,1
6110410_grossgardet,2004,-5
6110410_grossgardet,2005,-6
6110410_grossgardet,2006,-9
6110410_grossgardet,2007,-2
6110410_grossgardet,2008,-13
6110410_grossgardet,2009,-7
6110410_grossgardet,2010,2
6110410_grossgardet,2011,3
6110410_grossgardet,2012,-12
6110410_grossgardet,2013,8
6110410_grossgardet,2014,-12
6110430_sodra_bergen,2000,2
6110430_sodra_bergen,2001,-3
6110430_sodra_bergen,2002,3
6110430_sodra_bergen,2003,-1
6110430_sodra_bergen,2004,-5
6110430_sodra_bergen,2005,-8
6110430_sodra_bergen,2006,-2
6110430_sodra_bergen,2007,-3
6110430_sodra_bergen,2008,1
6110430_sodra_bergen,2009,-2
6110430_sodra_bergen,2010,2
6110430_sodra_bergen,2011,3
6110430_sodra_bergen,2012,6
6110430_sodra_bergen,2013,-2
6110430_sodra_bergen,2014,-6
6110440_vastra_kvisthamra,2000,0
6110440_vastra_kvisthamra,2001,3
6110440_vastra_kvisthamra,2002,0
6110440_vastra_kvisthamra,2003,0
6110440_vastra_kvisthamra,2004,0
6110440_vastra_kvisthamra,2005,-3
6110440_vastra_kvisthamra,2006,0
6110440_vastra_kvisthamra,2007,-3
6110440_vastra_kvisthamra,2008,3
6110440_vastra_kvisthamra,2009,-3
6110440_vastra_kvisthamra,2010,-1
6110440_vastra_kvisthamra,2011,0
6110440_vastra_kvisthamra,2012,0
6110440_vastra_kvisthamra,2013,-3
6110440_vastra_kvisthamra,2014,0
6110450_kvisthamra,2000,5
6110450_kvisthamra,2001,1
6110450_kvisthamra,2002,3
6110450_kvisthamra,2003,4
6110450_kvisthamra,2004,6
6110450_kvisthamra,2005,0
6110450_kvisthamra,2006,-2
6110450_kvisthamra,2007,5
6110450_kvisthamra,2008,1
6110450_kvisthamra,2009,1
6110450_kvisthamra,2010,-2
6110450_kvisthamra,2011,5
6110450_kvisthamra,2012,6
6110450_kvisthamra,2013,0
6110450_kvisthamra,2014,3
6121000_malsta_forsamling,2000,0
6121000_malsta_forsamling,2001,0
6121000_malsta_forsamling,2002,0
6121000_malsta_forsamling,2003,0
6121000_malsta_forsamling,2004,0
6121000_malsta_forsamling,2005,0
6121000_malsta_forsamling,2006,3
6121000_malsta_forsamling,2007,0
6121000_malsta_forsamling,2008,0
6121000_malsta_forsamling,2009,0
6121000_malsta_forsamling,2010,0
6121000_malsta_forsamling,2011,0
6121000_malsta_forsamling,2012,0
6121000_malsta_forsamling,2013,3
6121000_malsta_forsamling,2014,-3
6122000_loharads_forsamling,2000,0
6122000_loharads_forsamling,2001,-3
6122000_loharads_forsamling,2002,0
6122000_loharads_forsamling,2003,0
6122000_loharads_forsamling,2004,0
6122000_loharads_forsamling,2005,3
6122000_loharads_forsamling,2006,3
6122000_loharads_forsamling,2007,0
6122000_loharads_forsamling,2008,0
6122000_loharads_forsamling,2009,0
6122000_loharads_forsamling,2010,-1
6122000_loharads_forsamling,2011,3
6122000_loharads_forsamling,2012,0
6122000_loharads_forsamling,2013,0
6122000_loharads_forsamling,2014,0
6123100_svanberga,2000,0
6123100_svanberga,2001,0
6123100_svanberga,2002,0
6123100_svanberga,2003,0
6123100_svanberga,2004,0
6123100_svanberga,2005,3
6123100_svanberga,2006,-3
6123100_svanberga,2007,0
6123100_svanberga,2008,0
6123100_svanberga,2009,-3
6123100_svanberga,2010,0
6123100_svanberga,2011,0
6123100_svanberga,2012,3
6123100_svanberga,2013,-3
6123100_svanberga,2014,3
6123210_farsna,2000,0
6123210_farsna,2001,-3
6123210_farsna,2002,0
6123210_farsna,2003,0
6123210_farsna,2004,-3
6123210_farsna,2005,0
6123210_farsna,2006,0
6123210_farsna,2007,0
6123210_farsna,2008,0
6123210_farsna,2009,0
6123210_farsna,2010,1
6123210_farsna,2011,6
6123210_farsna,2012,0
6123210_farsna,2013,3
6123210_farsna,2014,4
6123220_sodra_estuna,2000,0
6123220_sodra_estuna,2001,0
6123220_sodra_estuna,2002,0
6123220_sodra_estuna,2003,0
6123220_sodra_estuna,2004,0
6123220_sodra_estuna,2005,0
6123220_sodra_estuna,2006,3
6123220_sodra_estuna,2007,0
6123220_sodra_estuna,2008,0
6123220_sodra_estuna,2009,0
6123220_sodra_estuna,2010,0
6123220_sodra_estuna,2011,0
6123220_sodra_estuna,2012,0
6123220_sodra_estuna,2013,0
6123220_sodra_estuna,2014,0
6123500_estuna_glesbygd,2000,0
6123500_estuna_glesbygd,2001,0
6123500_estuna_glesbygd,2002,0
6123500_estuna_glesbygd,2003,3
6123500_estuna_glesbygd,2004,0
6123500_estuna_glesbygd,2005,0
6123500_estuna_glesbygd,2006,0
6123500_estuna_glesbygd,2007,3
6123500_estuna_glesbygd,2008,0
6123500_estuna_glesbygd,2009,0
6123500_estuna_glesbygd,2010,-2
6123500_estuna_glesbygd,2011,4
6123500_estuna_glesbygd,2012,0
6123500_estuna_glesbygd,2013,0
6123500_estuna_glesbygd,2014,-3
6125000_roslags_bro,2000,0
6125000_roslags_bro,2001,3
6125000_roslags_bro,2002,0
6125000_roslags_bro,2003,4
6125000_roslags_bro,2004,-2
6125000_roslags_bro,2005,5
6125000_roslags_bro,2006,7
6125000_roslags_bro,2007,-6
6125000_roslags_bro,2008,-2
6125000_roslags_bro,2009,0
6125000_roslags_bro,2010,0
6125000_roslags_bro,2011,0
6125000_roslags_bro,2012,0
6125000_roslags_bro,2013,3
6125000_roslags_bro,2014,3
6126500_vato_fastland,2000,-3
6126500_vato_fastland,2001,0
6126500_vato_fastland,2002,0
6126500_vato_fastland,2003,0
6126500_vato_fastland,2004,3
6126500_vato_fastland,2005,0
6126500_vato_fastland,2006,0
6126500_vato_fastland,2007,0
6126500_vato_fastland,2008,3
6126500_vato_fastland,2009,0
6126500_vato_fastland,2010,0
6126500_vato_fastland,2011,0
6126500_vato_fastland,2012,3
6126500_vato_fastland,2013,0
6126500_vato_fastland,2014,-3
6126600_vato,2000,0
6126600_vato,2001,3
6126600_vato,2002,4
6126600_vato,2003,4
6126600_vato,2004,3
6126600_vato,2005,3
6126600_vato,2006,-3
6126600_vato,2007,0
6126600_vato,2008,3
6126600_vato,2009,3
6126600_vato,2010,-2
6126600_vato,2011,3
6126600_vato,2012,-3
6126600_vato,2013,3
6126600_vato,2014,-3
6131100_sodersvik,2000,0
6131100_sodersvik,2001,3
6131100_sodersvik,2002,0
6131100_sodersvik,2003,0
6131100_sodersvik,2004,0
6131100_sodersvik,2005,0
6131100_sodersvik,2006,0
6131100_sodersvik,2007,0
6131100_sodersvik,2008,0
6131100_sodersvik,2009,0
6131100_sodersvik,2010,0
6131100_sodersvik,2011,0
6131100_sodersvik,2012,0
6131100_sodersvik,2013,0
6131100_sodersvik,2014,-3
6131501_radmansolandet,2000,5
6131501_radmansolandet,2001,1
6131501_radmansolandet,2002,3
6131501_radmansolandet,2003,4
6131501_radmansolandet,2004,5
6131501_radmansolandet,2005,4
6131501_radmansolandet,2006,1
6131501_radmansolandet,2007,5
6131501_radmansolandet,2008,-3
6131501_radmansolandet,2009,0
6131501_radmansolandet,2010,-2
6131501_radmansolandet,2011,4
6131501_radmansolandet,2012,-2
6131501_radmansolandet,2013,0
6131501_radmansolandet,2014,4
6131502_graddo,2000,0
6131502_graddo,2001,-3
6131502_graddo,2002,0
6131502_graddo,2003,0
6131502_graddo,2004,0
6131502_graddo,2005,0
6131502_graddo,2006,0
6131502_graddo,2007,0
6131502_graddo,2008,0
6131502_graddo,2009,0
6131502_graddo,2010,0
6131502_graddo,2011,0
6131502_graddo,2012,3
6131502_graddo,2013,3
6131502_graddo,2014,0
6132120_osthamra,2000,0
6132120_osthamra,2001,0
6132120_osthamra,2002,0
6132120_osthamra,2003,0
6132120_osthamra,2004,3
6132120_osthamra,2005,0
6132120_osthamra,2006,0
6132120_osthamra,2007,-3
6132120_osthamra,2008,0
6132120_osthamra,2009,0
6132120_osthamra,2010,0
6132120_osthamra,2011,0
6132120_osthamra,2012,3
6132120_osthamra,2013,-3
6132120_osthamra,2014,-3
6132200_frotuna,2000,3
6132200_frotuna,2001,0
6132200_frotuna,2002,0
6132200_frotuna,2003,0
6132200_frotuna,2004,0
6132200_frotuna,2005,0
6132200_frotuna,2006,5
6132200_frotuna,2007,3
6132200_frotuna,2008,6
6132200_frotuna,2009,3
6132200_frotuna,2010,-1
6132200_frotuna,2011,0
6132200_frotuna,2012,0
6132200_frotuna,2013,-3
6132200_frotuna,2014,0
6132501_frotuna_o_glesbygd,2000,2
6132501_frotuna_o_glesbygd,2001,5
6132501_frotuna_o_glesbygd,2002,2
6132501_frotuna_o_glesbygd,2003,4
6132501_frotuna_o_glesbygd,2004,-2
6132501_frotuna_o_glesbygd,2005,-2
6132501_frotuna_o_glesbygd,2006,3
6132501_frotuna_o_glesbygd,2007,-1
6132501_frotuna_o_glesbygd,2008,3
6132501_frotuna_o_glesbygd,2009,0
6132501_frotuna_o_glesbygd,2010,3
6132501_frotuna_o_glesbygd,2011,4
6132501_frotuna_o_glesbygd,2012,8
6132501_frotuna_o_glesbygd,2013,-2
6132501_frotuna_o_glesbygd,2014,3
6132502_spillersboda,2000,0
6132502_spillersboda,2001,4
6132502_spillersboda,2002,0
6132502_spillersboda,2003,-3
6132502_spillersboda,2004,0
6132502_spillersboda,2005,0
6132502_spillersboda,2006,0
6132502_spillersboda,2007,0
6132502_spillersboda,2008,0
6132502_spillersboda,2009,-3
6132502_spillersboda,2010,1
6132502_spillersboda,2011,0
6132502_spillersboda,2012,0
6132502_spillersboda,2013,0
6132502_spillersboda,2014,-3
6133100_furusund,2000,0
6133100_furusund,2001,3
6133100_furusund,2002,3
6133100_furusund,2003,-3
6133100_furusund,2004,0
6133100_furusund,2005,3
6133100_furusund,2006,-3
6133100_furusund,2007,-3
6133100_furusund,2008,3
6133100_furusund,2009,0
6133100_furusund,2010,0
6133100_furusund,2011,0
6133100_furusund,2012,0
6133100_furusund,2013,3
6133100_furusund,2014,0
6133200_kopmanholm,2000,0
6133200_kopmanholm,2001,0
6133200_kopmanholm,2002,0
6133200_kopmanholm,2003,0
6133200_kopmanholm,2004,-3
6133200_kopmanholm,2005,0
6133200_kopmanholm,2006,3
6133200_kopmanholm,2007,0
6133200_kopmanholm,2008,-3
6133200_kopmanholm,2009,-3
6133200_kopmanholm,2010,-1
6133200_kopmanholm,2011,0
6133200_kopmanholm,2012,0
6133200_kopmanholm,2013,0
6133200_kopmanholm,2014,3
6133600_yxlan,2000,3
6133600_yxlan,2001,3
6133600_yxlan,2002,0
6133600_yxlan,2003,0
6133600_yxlan,2004,0
6133600_yxlan,2005,0
6133600_yxlan,2006,0
6133600_yxlan,2007,0
6133600_yxlan,2008,0
6133600_yxlan,2009,0
6133600_yxlan,2010,-1
6133600_yxlan,2011,3
6133600_yxlan,2012,-3
6133600_yxlan,2013,0
6133600_yxlan,2014,0
6133700_blido,2000,4
6133700_blido,2001,0
6133700_blido,2002,-3
6133700_blido,2003,-1
6133700_blido,2004,0
6133700_blido,2005,1
6133700_blido,2006,3
6133700_blido,2007,-4
6133700_blido,2008,-3
6133700_blido,2009,0
6133700_blido,2010,-1
6133700_blido,2011,0
6133700_blido,2012,0
6133700_blido,2013,0
6133700_blido,2014,3
6134100_bergshamra,2000,0
6134100_bergshamra,2001,0
6134100_bergshamra,2002,0
6134100_bergshamra,2003,3
6134100_bergshamra,2004,3
6134100_bergshamra,2005,0
6134100_bergshamra,2006,0
6134100_bergshamra,2007,0
6134100_bergshamra,2008,0
6134100_bergshamra,2009,3
6134100_bergshamra,2010,1
6134100_bergshamra,2011,0
6134100_bergshamra,2012,0
6134100_bergshamra,2013,0
6134100_bergshamra,2014,3
6134510_lanna_fastland,2000,-2
6134510_lanna_fastland,2001,0
6134510_lanna_fastland,2002,7
6134510_lanna_fastland,2003,6
6134510_lanna_fastland,2004,5
6134510_lanna_fastland,2005,3
6134510_lanna_fastland,2006,3
6134510_lanna_fastland,2007,0
6134510_lanna_fastland,2008,1
6134510_lanna_fastland,2009,4
6134510_lanna_fastland,2010,3
6134510_lanna_fastland,2011,0
6134510_lanna_fastland,2012,0
6134510_lanna_fastland,2013,-7
6134510_lanna_fastland,2014,2
6134520_svartno,2000,0
6134520_svartno,2001,3
6134520_svartno,2002,3
6134520_svartno,2003,0
6134520_svartno,2004,0
6134520_svartno,2005,0
6134520_svartno,2006,0
6134520_svartno,2007,0
6134520_svartno,2008,0
6134520_svartno,2009,0
6134520_svartno,2010,-1
6134520_svartno,2011,3
6134520_svartno,2012,3
6134520_svartno,2013,0
6134520_svartno,2014,0
6135000_riala_forsamling,2000,0
6135000_riala_forsamling,2001,3
6135000_riala_forsamling,2002,0
6135000_riala_forsamling,2003,3
6135000_riala_forsamling,2004,0
6135000_riala_forsamling,2005,-1
6135000_riala_forsamling,2006,0
6135000_riala_forsamling,2007,0
6135000_riala_forsamling,2008,0
6135000_riala_forsamling,2009,0
6135000_riala_forsamling,2010,1
6135000_riala_forsamling,2011,3
6135000_riala_forsamling,2012,2
6135000_riala_forsamling,2013,-3
6135000_riala_forsamling,2014,2
6141110_sodra_rimbo,2000,-3
6141110_sodra_rimbo,2001,4
6141110_sodra_rimbo,2002,0
6141110_sodra_rimbo,2003,0
6141110_sodra_rimbo,2004,3
6141110_sodra_rimbo,2005,-1
6141110_sodra_rimbo,2006,7
6141110_sodra_rimbo,2007,-4
6141110_sodra_rimbo,2008,0
6141110_sodra_rimbo,2009,-4
6141110_sodra_rimbo,2010,4
6141110_sodra_rimbo,2011,1
6141110_sodra_rimbo,2012,-3
6141110_sodra_rimbo,2013,3
6141110_sodra_rimbo,2014,-1
6141120_hasta,2000,4
6141120_hasta,2001,0
6141120_hasta,2002,-3
6141120_hasta,2003,0
6141120_hasta,2004,0
6141120_hasta,2005,1
6141120_hasta,2006,0
6141120_hasta,2007,0
6141120_hasta,2008,0
6141120_hasta,2009,0
6141120_hasta,2010,-3
6141120_hasta,2011,1
6141120_hasta,2012,2
6141120_hasta,2013,1
6141120_hasta,2014,-2
6141130_vastertorp,2000,1
6141130_vastertorp,2001,0
6141130_vastertorp,2002,-3
6141130_vastertorp,2003,-3
6141130_vastertorp,2004,-4
6141130_vastertorp,2005,-2
6141130_vastertorp,2006,-2
6141130_vastertorp,2007,-2
6141130_vastertorp,2008,6
6141130_vastertorp,2009,-1
6141130_vastertorp,2010,0
6141130_vastertorp,2011,1
6141130_vastertorp,2012,3
6141130_vastertorp,2013,-4
6141130_vastertorp,2014,-3
6141500_rimbo_glesbygd,2000,4
6141500_rimbo_glesbygd,2001,-3
6141500_rimbo_glesbygd,2002,1
6141500_rimbo_glesbygd,2003,1
6141500_rimbo_glesbygd,2004,-2
6141500_rimbo_glesbygd,2005,-3
6141500_rimbo_glesbygd,2006,-3
6141500_rimbo_glesbygd,2007,0
6141500_rimbo_glesbygd,2008,0
6141500_rimbo_glesbygd,2009,4
6141500_rimbo_glesbygd,2010,-3
6141500_rimbo_glesbygd,2011,-1
6141500_rimbo_glesbygd,2012,3
6141500_rimbo_glesbygd,2013,4
6141500_rimbo_glesbygd,2014,1
6142100_ranas,2000,-3
6142100_ranas,2001,0
6142100_ranas,2002,3
6142100_ranas,2003,0
6142100_ranas,2004,-3
6142100_ranas,2005,0
6142100_ranas,2006,-3
6142100_ranas,2007,0
6142100_ranas,2008,0
6142100_ranas,2009,0
6142100_ranas,2010,0
6142100_ranas,2011,0
6142100_ranas,2012,3
6142100_ranas,2013,0
6142100_ranas,2014,-3
6142500_fasterna_glesbygd,2000,3
6142500_fasterna_glesbygd,2001,0
6142500_fasterna_glesbygd,2002,-3
6142500_fasterna_glesbygd,2003,0
6142500_fasterna_glesbygd,2004,-3
6142500_fasterna_glesbygd,2005,1
6142500_fasterna_glesbygd,2006,3
6142500_fasterna_glesbygd,2007,3
6142500_fasterna_glesbygd,2008,-3
6142500_fasterna_glesbygd,2009,0
6142500_fasterna_glesbygd,2010,0
6142500_fasterna_glesbygd,2011,-3
6142500_fasterna_glesbygd,2012,0
6142500_fasterna_glesbygd,2013,-3
6142500_fasterna_glesbygd,2014,3
6143100_edsbro,2000,-3
6143100_edsbro,2001,0
6143100_edsbro,2002,3
6143100_edsbro,2003,0
6143100_edsbro,2004,0
6143100_edsbro,2005,0
6143100_edsbro,2006,0
6143100_edsbro,2007,-3
6143100_edsbro,2008,0
6143100_edsbro,2009,0
6143100_edsbro,2010,0
6143100_edsbro,2011,0
