basomrade,year,population_20xx_12_31_male
3413240_hersbyholm,2005,687
3413240_hersbyholm,2006,696
3413240_hersbyholm,2007,682
3413240_hersbyholm,2008,691
3413240_hersbyholm,2009,699
3413240_hersbyholm,2010,727
3413240_hersbyholm,2011,730
3413240_hersbyholm,2012,735
3413240_hersbyholm,2013,745
3413240_hersbyholm,2014,765
3413300_stockby,2000,216
3413300_stockby,2001,205
3413300_stockby,2002,201
3413300_stockby,2003,191
3413300_stockby,2004,186
3413300_stockby,2005,191
3413300_stockby,2006,195
3413300_stockby,2007,194
3413300_stockby,2008,196
3413300_stockby,2009,188
3413300_stockby,2010,190
3413300_stockby,2011,191
3413300_stockby,2012,192
3413300_stockby,2013,199
3413300_stockby,2014,196
3413410_baggeby,2000,759
3413410_baggeby,2001,759
3413410_baggeby,2002,741
3413410_baggeby,2003,729
3413410_baggeby,2004,734
3413410_baggeby,2005,720
3413410_baggeby,2006,709
3413410_baggeby,2007,713
3413410_baggeby,2008,707
3413410_baggeby,2009,725
3413410_baggeby,2010,697
3413410_baggeby,2011,737
3413410_baggeby,2012,732
3413410_baggeby,2013,794
3413410_baggeby,2014,796
3413420_bodal,2000,502
3413420_bodal,2001,492
3413420_bodal,2002,484
3413420_bodal,2003,485
3413420_bodal,2004,470
3413420_bodal,2005,463
3413420_bodal,2006,479
3413420_bodal,2007,489
3413420_bodal,2008,560
3413420_bodal,2009,559
3413420_bodal,2010,587
3413420_bodal,2011,583
3413420_bodal,2012,602
3413420_bodal,2013,598
3413420_bodal,2014,571
3413500_larsberg,2000,1488
3413500_larsberg,2001,1480
3413500_larsberg,2002,1455
3413500_larsberg,2003,1436
3413500_larsberg,2004,1385
3413500_larsberg,2005,1381
3413500_larsberg,2006,1393
3413500_larsberg,2007,1379
3413500_larsberg,2008,1480
3413500_larsberg,2009,1491
3413500_larsberg,2010,1499
3413500_larsberg,2011,1498
3413500_larsberg,2012,1506
3413500_larsberg,2013,1589
3413500_larsberg,2014,1619
3413600_mosstorp,2000,415
3413600_mosstorp,2001,415
3413600_mosstorp,2002,422
3413600_mosstorp,2003,437
3413600_mosstorp,2004,440
3413600_mosstorp,2005,455
3413600_mosstorp,2006,450
3413600_mosstorp,2007,448
3413600_mosstorp,2008,452
3413600_mosstorp,2009,467
3413600_mosstorp,2010,464
3413600_mosstorp,2011,469
3413600_mosstorp,2012,465
3413600_mosstorp,2013,470
3413600_mosstorp,2014,480
3413710_centrala_gangsatra,2000,859
3413710_centrala_gangsatra,2001,821
3413710_centrala_gangsatra,2002,818
3413710_centrala_gangsatra,2003,810
3413710_centrala_gangsatra,2004,823
3413710_centrala_gangsatra,2005,800
3413710_centrala_gangsatra,2006,821
3413710_centrala_gangsatra,2007,838
3413710_centrala_gangsatra,2008,818
3413710_centrala_gangsatra,2009,857
3413710_centrala_gangsatra,2010,846
3413710_centrala_gangsatra,2011,849
3413710_centrala_gangsatra,2012,865
3413710_centrala_gangsatra,2013,851
3413710_centrala_gangsatra,2014,838
3413720_norra_gangsatra,2000,556
3413720_norra_gangsatra,2001,561
3413720_norra_gangsatra,2002,569
3413720_norra_gangsatra,2003,569
3413720_norra_gangsatra,2004,573
3413720_norra_gangsatra,2005,556
3413720_norra_gangsatra,2006,562
3413720_norra_gangsatra,2007,551
3413720_norra_gangsatra,2008,553
3413720_norra_gangsatra,2009,553
3413720_norra_gangsatra,2010,556
3413720_norra_gangsatra,2011,552
3413720_norra_gangsatra,2012,552
3413720_norra_gangsatra,2013,564
3413720_norra_gangsatra,2014,565
3413810_bergsatra,2000,119
3413810_bergsatra,2001,125
3413810_bergsatra,2002,152
3413810_bergsatra,2003,175
3413810_bergsatra,2004,225
3413810_bergsatra,2005,233
3413810_bergsatra,2006,236
3413810_bergsatra,2007,219
3413810_bergsatra,2008,226
3413810_bergsatra,2009,218
3413810_bergsatra,2010,226
3413810_bergsatra,2011,204
3413810_bergsatra,2012,238
3413810_bergsatra,2013,253
3413810_bergsatra,2014,256
3413820_centrala_skarsatra,2000,465
3413820_centrala_skarsatra,2001,469
3413820_centrala_skarsatra,2002,473
3413820_centrala_skarsatra,2003,476
3413820_centrala_skarsatra,2004,471
3413820_centrala_skarsatra,2005,477
3413820_centrala_skarsatra,2006,492
3413820_centrala_skarsatra,2007,469
3413820_centrala_skarsatra,2008,484
3413820_centrala_skarsatra,2009,489
3413820_centrala_skarsatra,2010,493
3413820_centrala_skarsatra,2011,491
3413820_centrala_skarsatra,2012,498
3413820_centrala_skarsatra,2013,502
3413820_centrala_skarsatra,2014,509
3413830_kottla_molna_kappsta,2000,841
3413830_kottla_molna_kappsta,2001,871
3413830_kottla_molna_kappsta,2002,859
3413830_kottla_molna_kappsta,2003,864
3413830_kottla_molna_kappsta,2004,862
3413830_kottla_molna_kappsta,2005,860
3413830_kottla_molna_kappsta,2006,874
3413830_kottla_molna_kappsta,2007,880
3413830_kottla_molna_kappsta,2008,862
3413830_kottla_molna_kappsta,2009,860
3413830_kottla_molna_kappsta,2010,898
3413830_kottla_molna_kappsta,2011,907
3413830_kottla_molna_kappsta,2012,911
3413830_kottla_molna_kappsta,2013,899
3413830_kottla_molna_kappsta,2014,899
3414210_centrala_kappala,2000,1075
3414210_centrala_kappala,2001,1069
3414210_centrala_kappala,2002,1059
3414210_centrala_kappala,2003,1053
3414210_centrala_kappala,2004,1054
3414210_centrala_kappala,2005,1029
3414210_centrala_kappala,2006,1019
3414210_centrala_kappala,2007,1006
3414210_centrala_kappala,2008,1000
3414210_centrala_kappala,2009,1009
3414210_centrala_kappala,2010,1027
3414210_centrala_kappala,2011,1026
3414210_centrala_kappala,2012,1000
3414210_centrala_kappala,2013,1013
3414210_centrala_kappala,2014,1025
3414240_killinge,2000,556
3414240_killinge,2001,566
3414240_killinge,2002,556
3414240_killinge,2003,565
3414240_killinge,2004,574
3414240_killinge,2005,585
3414240_killinge,2006,598
3414240_killinge,2007,597
3414240_killinge,2008,602
3414240_killinge,2009,619
3414240_killinge,2010,616
3414240_killinge,2011,624
3414240_killinge,2012,630
3414240_killinge,2013,624
3414240_killinge,2014,628
3414250_ostra_kappala,2000,333
3414250_ostra_kappala,2001,340
3414250_ostra_kappala,2002,338
3414250_ostra_kappala,2003,337
3414250_ostra_kappala,2004,335
3414250_ostra_kappala,2005,328
3414250_ostra_kappala,2006,343
3414250_ostra_kappala,2007,350
3414250_ostra_kappala,2008,357
3414250_ostra_kappala,2009,356
3414250_ostra_kappala,2010,366
3414250_ostra_kappala,2011,365
3414250_ostra_kappala,2012,398
3414250_ostra_kappala,2013,382
3414250_ostra_kappala,2014,398
3414310_brevik,2000,825
3414310_brevik,2001,829
3414310_brevik,2002,859
3414310_brevik,2003,842
3414310_brevik,2004,823
3414310_brevik,2005,824
3414310_brevik,2006,818
3414310_brevik,2007,805
3414310_brevik,2008,818
3414310_brevik,2009,809
3414310_brevik,2010,826
3414310_brevik,2011,822
3414310_brevik,2012,831
3414310_brevik,2013,818
3414310_brevik,2014,824
3414320_hogberga,2000,704
3414320_hogberga,2001,702
3414320_hogberga,2002,715
3414320_hogberga,2003,717
3414320_hogberga,2004,712
3414320_hogberga,2005,724
3414320_hogberga,2006,759
3414320_hogberga,2007,759
3414320_hogberga,2008,748
3414320_hogberga,2009,757
3414320_hogberga,2010,781
3414320_hogberga,2011,782
3414320_hogberga,2012,796
3414320_hogberga,2013,855
3414320_hogberga,2014,862
4311441_bogesund,2000,52
4311441_bogesund,2001,52
4311441_bogesund,2002,56
4311441_bogesund,2003,54
4311441_bogesund,2004,52
4311441_bogesund,2005,52
4311441_bogesund,2006,54
4311441_bogesund,2007,55
4311441_bogesund,2008,53
4311441_bogesund,2009,55
4311441_bogesund,2010,52
4311441_bogesund,2011,51
4311441_bogesund,2012,54
4311441_bogesund,2013,61
4311441_bogesund,2014,60
4311442_okand,2000,37
4311442_okand,2001,40
4311442_okand,2002,43
4311442_okand,2003,50
4311442_okand,2004,58
4311442_okand,2005,65
4311442_okand,2006,73
4311442_okand,2007,66
4311442_okand,2008,68
4311442_okand,2009,71
4311443_kullon,2000,104
4311443_kullon,2001,136
4311443_kullon,2002,149
4311443_kullon,2003,151
4311443_kullon,2004,183
4311443_kullon,2005,270
4311443_kullon,2006,367
4311443_kullon,2007,436
4311443_kullon,2008,443
4311443_kullon,2009,452
4311443_kullon,2010,455
4311443_kullon,2011,461
4311443_kullon,2012,453
4311443_kullon,2013,453
4311443_kullon,2014,462
4311460_karlsudd,2000,37
4311460_karlsudd,2001,41
4311460_karlsudd,2002,48
4311460_karlsudd,2003,56
4311460_karlsudd,2004,71
4311460_karlsudd,2005,67
4311460_karlsudd,2006,66
4311460_karlsudd,2007,63
4311460_karlsudd,2008,64
4311460_karlsudd,2009,58
4311460_karlsudd,2010,63
4311460_karlsudd,2011,65
4311460_karlsudd,2012,70
4311460_karlsudd,2013,70
4311460_karlsudd,2014,69
4311610_ostra_vaxon,2000,1078
4311610_ostra_vaxon,2001,1079
4311610_ostra_vaxon,2002,1072
4311610_ostra_vaxon,2003,1094
4311610_ostra_vaxon,2004,1099
4311610_ostra_vaxon,2005,1096
4311610_ostra_vaxon,2006,1064
4311610_ostra_vaxon,2007,1060
4311610_ostra_vaxon,2008,1085
4311610_ostra_vaxon,2009,1110
4311610_ostra_vaxon,2010,1111
4311610_ostra_vaxon,2011,1122
4311610_ostra_vaxon,2012,1132
4311610_ostra_vaxon,2013,1131
4311610_ostra_vaxon,2014,1153
4311620_vastra_vaxon,2000,1248
4311620_vastra_vaxon,2001,1230
4311620_vastra_vaxon,2002,1242
4311620_vastra_vaxon,2003,1212
4311620_vastra_vaxon,2004,1198
4311620_vastra_vaxon,2005,1171
4311620_vastra_vaxon,2006,1180
4311620_vastra_vaxon,2007,1171
4311620_vastra_vaxon,2008,1191
4311620_vastra_vaxon,2009,1195
4311620_vastra_vaxon,2010,1172
4311620_vastra_vaxon,2011,1193
4311620_vastra_vaxon,2012,1169
4311620_vastra_vaxon,2013,1182
4311620_vastra_vaxon,2014,1195
4311650_engarn_storang,2000,324
4311650_engarn_storang,2001,326
4311650_engarn_storang,2002,315
4311650_engarn_storang,2003,312
4311650_engarn_storang,2004,303
4311650_engarn_storang,2005,308
4311650_engarn_storang,2006,331
4311650_engarn_storang,2007,338
4311650_engarn_storang,2008,340
4311650_engarn_storang,2009,323
4311650_engarn_storang,2010,340
4311650_engarn_storang,2011,334
4311650_engarn_storang,2012,342
4311650_engarn_storang,2013,330
4311650_engarn_storang,2014,330
4311661_ytterby_overby,2000,783
4311661_ytterby_overby,2001,847
4311661_ytterby_overby,2002,871
4311661_ytterby_overby,2003,895
4311661_ytterby_overby,2004,933
4311661_ytterby_overby,2005,958
4311661_ytterby_overby,2006,972
4311661_ytterby_overby,2007,1005
4311661_ytterby_overby,2008,1048
4311661_ytterby_overby,2009,1140
4311661_ytterby_overby,2010,1189
4311661_ytterby_overby,2011,1242
4311661_ytterby_overby,2012,1258
4311661_ytterby_overby,2013,1279
4311661_ytterby_overby,2014,1311
4311730_tynningo,2000,182
4311730_tynningo,2001,180
4311730_tynningo,2002,188
4311730_tynningo,2003,195
4311730_tynningo,2004,217
4311730_tynningo,2005,226
4311730_tynningo,2006,229
4311730_tynningo,2007,234
4311730_tynningo,2008,236
4311730_tynningo,2009,235
4311730_tynningo,2010,225
4311730_tynningo,2011,218
4311730_tynningo,2012,213
4311730_tynningo,2013,206
4311730_tynningo,2014,200
4311810_rindo_centrum,2000,282
4311810_rindo_centrum,2001,291
4311810_rindo_centrum,2002,306
4311810_rindo_centrum,2003,315
4311810_rindo_centrum,2004,310
4311810_rindo_centrum,2005,315
4311810_rindo_centrum,2006,319
4311810_rindo_centrum,2007,320
4311810_rindo_centrum,2008,303
4311810_rindo_centrum,2009,307
4311810_rindo_centrum,2010,317
4311810_rindo_centrum,2011,321
4311810_rindo_centrum,2012,315
4311810_rindo_centrum,2013,318
4311810_rindo_centrum,2014,315
4311820_rindo,2000,167
4311820_rindo,2001,172
4311820_rindo,2002,186
4311820_rindo,2003,194
4311820_rindo,2004,182
4311820_rindo,2005,188
4311820_rindo,2006,192
4311820_rindo,2007,192
4311820_rindo,2008,210
4311820_rindo,2009,208
4311820_rindo,2010,206
4311820_rindo,2011,209
4311820_rindo,2012,197
4311820_rindo,2013,208
4311820_rindo,2014,205
4311830_skarpo,2000,145
4311830_skarpo,2001,146
4311830_skarpo,2002,151
4311830_skarpo,2003,153
4311830_skarpo,2004,161
4311830_skarpo,2005,162
4311830_skarpo,2006,159
4311830_skarpo,2007,161
4311830_skarpo,2008,164
4311830_skarpo,2009,167
4311830_skarpo,2010,177
4311830_skarpo,2011,172
4311830_skarpo,2012,163
4311830_skarpo,2013,161
4311830_skarpo,2014,155
6110310_norrtalje_centrum,2000,363
6110310_norrtalje_centrum,2001,358
6110310_norrtalje_centrum,2002,350
6110310_norrtalje_centrum,2003,348
6110310_norrtalje_centrum,2004,336
6110310_norrtalje_centrum,2005,320
6110310_norrtalje_centrum,2006,344
6110310_norrtalje_centrum,2007,362
6110310_norrtalje_centrum,2008,393
6110310_norrtalje_centrum,2009,466
6110310_norrtalje_centrum,2010,473
6110310_norrtalje_centrum,2011,458
6110310_norrtalje_centrum,2012,451
6110310_norrtalje_centrum,2013,454
6110310_norrtalje_centrum,2014,484
6110320_fagelsangen,2000,1444
6110320_fagelsangen,2001,1453
6110320_fagelsangen,2002,1445
6110320_fagelsangen,2003,1444
6110320_fagelsangen,2004,1503
6110320_fagelsangen,2005,1507
6110320_fagelsangen,2006,1518
6110320_fagelsangen,2007,1523
6110320_fagelsangen,2008,1532
6110320_fagelsangen,2009,1553
6110320_fagelsangen,2010,1560
6110320_fagelsangen,2011,1551
6110320_fagelsangen,2012,1551
6110320_fagelsangen,2013,1544
6110320_fagelsangen,2014,1554
6110330_vastra_rodenstaden,2000,1293
6110330_vastra_rodenstaden,2001,1276
6110330_vastra_rodenstaden,2002,1264
6110330_vastra_rodenstaden,2003,1252
6110330_vastra_rodenstaden,2004,1254
6110330_vastra_rodenstaden,2005,1247
6110330_vastra_rodenstaden,2006,1257
6110330_vastra_rodenstaden,2007,1262
6110330_vastra_rodenstaden,2008,1257
6110330_vastra_rodenstaden,2009,1247
6110330_vastra_rodenstaden,2010,1242
6110330_vastra_rodenstaden,2011,1218
6110330_vastra_rodenstaden,2012,1232
6110330_vastra_rodenstaden,2013,1236
6110330_vastra_rodenstaden,2014,1231
6110340_ostra_rodenstaden,2000,289
6110340_ostra_rodenstaden,2001,291
6110340_ostra_rodenstaden,2002,285
6110340_ostra_rodenstaden,2003,277
6110340_ostra_rodenstaden,2004,285
6110340_ostra_rodenstaden,2005,279
6110340_ostra_rodenstaden,2006,312
6110340_ostra_rodenstaden,2007,309
6110340_ostra_rodenstaden,2008,364
6110340_ostra_rodenstaden,2009,363
6110340_ostra_rodenstaden,2010,360
6110340_ostra_rodenstaden,2011,389
6110340_ostra_rodenstaden,2012,401
6110340_ostra_rodenstaden,2013,417
6110340_ostra_rodenstaden,2014,457
6110350_norgegardet,2000,1005
6110350_norgegardet,2001,1010
6110350_norgegardet,2002,1003
6110350_norgegardet,2003,1031
6110350_norgegardet,2004,1010
6110350_norgegardet,2005,992
6110350_norgegardet,2006,1017
6110350_norgegardet,2007,1003
6110350_norgegardet,2008,1001
6110350_norgegardet,2009,1018
6110350_norgegardet,2010,1040
6110350_norgegardet,2011,1064
6110350_norgegardet,2012,1049
6110350_norgegardet,2013,1070
6110350_norgegardet,2014,1100
6110360_roslagsstaden,2000,722
6110360_roslagsstaden,2001,726
6110360_roslagsstaden,2002,708
6110360_roslagsstaden,2003,721
6110360_roslagsstaden,2004,703
6110360_roslagsstaden,2005,734
6110360_roslagsstaden,2006,722
6110360_roslagsstaden,2007,730
6110360_roslagsstaden,2008,714
6110360_roslagsstaden,2009,732
6110360_roslagsstaden,2010,750
6110360_roslagsstaden,2011,740
6110360_roslagsstaden,2012,740
6110360_roslagsstaden,2013,752
6110360_roslagsstaden,2014,718
6110410_grossgardet,2000,836
6110410_grossgardet,2001,885
6110410_grossgardet,2002,902
6110410_grossgardet,2003,887
6110410_grossgardet,2004,904
6110410_grossgardet,2005,917
6110410_grossgardet,2006,916
6110410_grossgardet,2007,936
6110410_grossgardet,2008,950
6110410_grossgardet,2009,944
6110410_grossgardet,2010,962
6110410_grossgardet,2011,976
6110410_grossgardet,2012,999
6110410_grossgardet,2013,1022
6110410_grossgardet,2014,1060
6110430_sodra_bergen,2000,846
6110430_sodra_bergen,2001,823
6110430_sodra_bergen,2002,838
6110430_sodra_bergen,2003,817
6110430_sodra_bergen,2004,781
6110430_sodra_bergen,2005,805
6110430_sodra_bergen,2006,826
6110430_sodra_bergen,2007,825
6110430_sodra_bergen,2008,839
6110430_sodra_bergen,2009,813
6110430_sodra_bergen,2010,819
6110430_sodra_bergen,2011,801
6110430_sodra_bergen,2012,809
6110430_sodra_bergen,2013,838
6110430_sodra_bergen,2014,839
6110440_vastra_kvisthamra,2000,83
6110440_vastra_kvisthamra,2001,76
6110440_vastra_kvisthamra,2002,77
6110440_vastra_kvisthamra,2003,85
6110440_vastra_kvisthamra,2004,92
6110440_vastra_kvisthamra,2005,88
6110440_vastra_kvisthamra,2006,91
6110440_vastra_kvisthamra,2007,83
6110440_vastra_kvisthamra,2008,80
6110440_vastra_kvisthamra,2009,75
6110440_vastra_kvisthamra,2010,82
6110440_vastra_kvisthamra,2011,88
6110440_vastra_kvisthamra,2012,89
6110440_vastra_kvisthamra,2013,83
6110440_vastra_kvisthamra,2014,83
6110450_kvisthamra,2000,826
6110450_kvisthamra,2001,835
6110450_kvisthamra,2002,836
6110450_kvisthamra,2003,834
6110450_kvisthamra,2004,840
6110450_kvisthamra,2005,840
6110450_kvisthamra,2006,828
6110450_kvisthamra,2007,843
6110450_kvisthamra,2008,845
6110450_kvisthamra,2009,837
6110450_kvisthamra,2010,851
6110450_kvisthamra,2011,877
6110450_kvisthamra,2012,860
6110450_kvisthamra,2013,843
6110450_kvisthamra,2014,879
6121000_malsta_forsamling,2000,114
6121000_malsta_forsamling,2001,117
6121000_malsta_forsamling,2002,118
6121000_malsta_forsamling,2003,113
6121000_malsta_forsamling,2004,133
6121000_malsta_forsamling,2005,139
6121000_malsta_forsamling,2006,154
6121000_malsta_forsamling,2007,169
6121000_malsta_forsamling,2008,178
6121000_malsta_forsamling,2009,193
6121000_malsta_forsamling,2010,203
6121000_malsta_forsamling,2011,204
6121000_malsta_forsamling,2012,217
6121000_malsta_forsamling,2013,223
6121000_malsta_forsamling,2014,221
6122000_loharads_forsamling,2000,256
6122000_loharads_forsamling,2001,258
6122000_loharads_forsamling,2002,263
6122000_loharads_forsamling,2003,278
6122000_loharads_forsamling,2004,268
6122000_loharads_forsamling,2005,275
6122000_loharads_forsamling,2006,280
6122000_loharads_forsamling,2007,286
6122000_loharads_forsamling,2008,285
6122000_loharads_forsamling,2009,286
6122000_loharads_forsamling,2010,292
6122000_loharads_forsamling,2011,292
6122000_loharads_forsamling,2012,286
6122000_loharads_forsamling,2013,278
6122000_loharads_forsamling,2014,287
6123100_svanberga,2000,223
6123100_svanberga,2001,223
6123100_svanberga,2002,228
6123100_svanberga,2003,228
6123100_svanberga,2004,225
6123100_svanberga,2005,237
6123100_svanberga,2006,237
6123100_svanberga,2007,230
6123100_svanberga,2008,233
6123100_svanberga,2009,232
6123100_svanberga,2010,235
6123100_svanberga,2011,228
6123100_svanberga,2012,227
6123100_svanberga,2013,226
6123100_svanberga,2014,221
6123210_farsna,2000,62
6123210_farsna,2001,61
6123210_farsna,2002,63
6123210_farsna,2003,67
6123210_farsna,2004,70
6123210_farsna,2005,71
6123210_farsna,2006,73
6123210_farsna,2007,77
6123210_farsna,2008,78
6123210_farsna,2009,87
6123210_farsna,2010,98
6123210_farsna,2011,212
6123210_farsna,2012,221
6123210_farsna,2013,275
6123210_farsna,2014,375
6123220_sodra_estuna,2000,123
6123220_sodra_estuna,2001,124
6123220_sodra_estuna,2002,120
6123220_sodra_estuna,2003,125
6123220_sodra_estuna,2004,127
6123220_sodra_estuna,2005,128
6123220_sodra_estuna,2006,132
6123220_sodra_estuna,2007,132
6123220_sodra_estuna,2008,137
6123220_sodra_estuna,2009,137
6123220_sodra_estuna,2010,149
6123220_sodra_estuna,2011,151
6123220_sodra_estuna,2012,161
6123220_sodra_estuna,2013,178
6123220_sodra_estuna,2014,192
6123500_estuna_glesbygd,2000,228
6123500_estuna_glesbygd,2001,241
6123500_estuna_glesbygd,2002,244
6123500_estuna_glesbygd,2003,251
6123500_estuna_glesbygd,2004,251
6123500_estuna_glesbygd,2005,248
6123500_estuna_glesbygd,2006,237
6123500_estuna_glesbygd,2007,250
6123500_estuna_glesbygd,2008,249
6123500_estuna_glesbygd,2009,251
6123500_estuna_glesbygd,2010,251
6123500_estuna_glesbygd,2011,248
6123500_estuna_glesbygd,2012,249
6123500_estuna_glesbygd,2013,264
6123500_estuna_glesbygd,2014,259
6125000_roslags_bro,2000,613
6125000_roslags_bro,2001,613
6125000_roslags_bro,2002,605
6125000_roslags_bro,2003,611
6125000_roslags_bro,2004,623
6125000_roslags_bro,2005,651
6125000_roslags_bro,2006,673
6125000_roslags_bro,2007,661
6125000_roslags_bro,2008,698
6125000_roslags_bro,2009,699
6125000_roslags_bro,2010,723
6125000_roslags_bro,2011,720
6125000_roslags_bro,2012,734
6125000_roslags_bro,2013,716
6125000_roslags_bro,2014,745
6126500_vato_fastland,2000,207
6126500_vato_fastland,2001,218
6126500_vato_fastland,2002,226
6126500_vato_fastland,2003,230
6126500_vato_fastland,2004,222
6126500_vato_fastland,2005,224
6126500_vato_fastland,2006,240
6126500_vato_fastland,2007,232
6126500_vato_fastland,2008,249
6126500_vato_fastland,2009,245
6126500_vato_fastland,2010,246
6126500_vato_fastland,2011,256
6126500_vato_fastland,2012,257
6126500_vato_fastland,2013,260
6126500_vato_fastland,2014,262
6126600_vato,2000,379
6126600_vato,2001,387
6126600_vato,2002,394
6126600_vato,2003,425
6126600_vato,2004,425
6126600_vato,2005,413
6126600_vato,2006,418
6126600_vato,2007,418
6126600_vato,2008,421
6126600_vato,2009,413
6126600_vato,2010,403
6126600_vato,2011,384
6126600_vato,2012,382
6126600_vato,2013,391
6126600_vato,2014,375
6131100_sodersvik,2000,109
6131100_sodersvik,2001,114
6131100_sodersvik,2002,117
6131100_sodersvik,2003,121
6131100_sodersvik,2004,125
6131100_sodersvik,2005,129
6131100_sodersvik,2006,119
6131100_sodersvik,2007,120
6131100_sodersvik,2008,121
6131100_sodersvik,2009,114
6131100_sodersvik,2010,116
6131100_sodersvik,2011,119
6131100_sodersvik,2012,120
6131100_sodersvik,2013,121
6131100_sodersvik,2014,114
6131501_radmansolandet,2000,659
6131501_radmansolandet,2001,697
6131501_radmansolandet,2002,709
6131501_radmansolandet,2003,728
6131501_radmansolandet,2004,751
6131501_radmansolandet,2005,756
6131501_radmansolandet,2006,767
6131501_radmansolandet,2007,778
6131501_radmansolandet,2008,768
6131501_radmansolandet,2009,784
6131501_radmansolandet,2010,774
6131501_radmansolandet,2011,773
6131501_radmansolandet,2012,790
6131501_radmansolandet,2013,775
6131501_radmansolandet,2014,786
6131502_graddo,2000,142
6131502_graddo,2001,149
6131502_graddo,2002,144
6131502_graddo,2003,151
6131502_graddo,2004,144
6131502_graddo,2005,139
6131502_graddo,2006,137
6131502_graddo,2007,133
6131502_graddo,2008,131
6131502_graddo,2009,132
6131502_graddo,2010,131
6131502_graddo,2011,130
6131502_graddo,2012,134
6131502_graddo,2013,133
6131502_graddo,2014,133
6132120_osthamra,2000,124
6132120_osthamra,2001,131
6132120_osthamra,2002,132
6132120_osthamra,2003,122
6132120_osthamra,2004,123
6132120_osthamra,2005,119
6132120_osthamra,2006,120
6132120_osthamra,2007,117
6132120_osthamra,2008,119
6132120_osthamra,2009,114
6132120_osthamra,2010,115
6132120_osthamra,2011,118
6132120_osthamra,2012,121
6132120_osthamra,2013,119
6132120_osthamra,2014,145
6132200_frotuna,2000,53
6132200_frotuna,2001,52
6132200_frotuna,2002,52
6132200_frotuna,2003,52
6132200_frotuna,2004,49
6132200_frotuna,2005,49
6132200_frotuna,2006,70
6132200_frotuna,2007,96
6132200_frotuna,2008,121
6132200_frotuna,2009,144
6132200_frotuna,2010,146
6132200_frotuna,2011,155
6132200_frotuna,2012,162
6132200_frotuna,2013,160
6132200_frotuna,2014,156
6132501_frotuna_o_glesbygd,2000,651
6132501_frotuna_o_glesbygd,2001,704
6132501_frotuna_o_glesbygd,2002,704
6132501_frotuna_o_glesbygd,2003,730
6132501_frotuna_o_glesbygd,2004,738
6132501_frotuna_o_glesbygd,2005,760
6132501_frotuna_o_glesbygd,2006,757
6132501_frotuna_o_glesbygd,2007,768
6132501_frotuna_o_glesbygd,2008,779
6132501_frotuna_o_glesbygd,2009,798
6132501_frotuna_o_glesbygd,2010,805
6132501_frotuna_o_glesbygd,2011,812
6132501_frotuna_o_glesbygd,2012,834
6132501_frotuna_o_glesbygd,2013,829
6132501_frotuna_o_glesbygd,2014,840
6132502_spillersboda,2000,195
6132502_spillersboda,2001,204
6132502_spillersboda,2002,200
6132502_spillersboda,2003,199
6132502_spillersboda,2004,193
6132502_spillersboda,2005,195
6132502_spillersboda,2006,186
6132502_spillersboda,2007,187
6132502_spillersboda,2008,175
6132502_spillersboda,2009,186
6132502_spillersboda,2010,175
6132502_spillersboda,2011,178
6132502_spillersboda,2012,181
6132502_spillersboda,2013,181
6132502_spillersboda,2014,186
6133100_furusund,2000,59
6133100_furusund,2001,62
6133100_furusund,2002,69
6133100_furusund,2003,64
6133100_furusund,2004,66
6133100_furusund,2005,70
6133100_furusund,2006,67
6133100_furusund,2007,67
6133100_furusund,2008,68
6133100_furusund,2009,62
6133100_furusund,2010,61
6133100_furusund,2011,60
6133100_furusund,2012,66
6133100_furusund,2013,69
6133100_furusund,2014,71
6133200_kopmanholm,2000,78
6133200_kopmanholm,2001,82
6133200_kopmanholm,2002,83
6133200_kopmanholm,2003,73
6133200_kopmanholm,2004,72
6133200_kopmanholm,2005,67
6133200_kopmanholm,2006,63
6133200_kopmanholm,2007,62
6133200_kopmanholm,2008,57
6133200_kopmanholm,2009,52
6133200_kopmanholm,2010,51
6133200_kopmanholm,2011,52
6133200_kopmanholm,2012,55
6133200_kopmanholm,2013,56
6133200_kopmanholm,2014,59
6133600_yxlan,2000,144
6133600_yxlan,2001,142
6133600_yxlan,2002,138
6133600_yxlan,2003,137
6133600_yxlan,2004,135
6133600_yxlan,2005,135
6133600_yxlan,2006,133
6133600_yxlan,2007,126
6133600_yxlan,2008,122
6133600_yxlan,2009,131
6133600_yxlan,2010,133
6133600_yxlan,2011,135
6133600_yxlan,2012,132
6133600_yxlan,2013,131
6133600_yxlan,2014,132
6133700_blido,2000,360
6133700_blido,2001,354
6133700_blido,2002,356
6133700_blido,2003,363
6133700_blido,2004,357
6133700_blido,2005,359
6133700_blido,2006,358
6133700_blido,2007,359
6133700_blido,2008,350
6133700_blido,2009,356
6133700_blido,2010,353
6133700_blido,2011,352
6133700_blido,2012,350
6133700_blido,2013,354
6133700_blido,2014,346
6134100_bergshamra,2000,273
6134100_bergshamra,2001,272
6134100_bergshamra,2002,286
6134100_bergshamra,2003,294
6134100_bergshamra,2004,283
6134100_bergshamra,2005,293
6134100_bergshamra,2006,295
6134100_bergshamra,2007,300
6134100_bergshamra,2008,299
6134100_bergshamra,2009,297
6134100_bergshamra,2010,304
6134100_bergshamra,2011,302
6134100_bergshamra,2012,302
6134100_bergshamra,2013,302
6134100_bergshamra,2014,298
6134510_lanna_fastland,2000,961
6134510_lanna_fastland,2001,995
6134510_lanna_fastland,2002,1020
6134510_lanna_fastland,2003,1069
