basomrade,year,cumulative_immigration_surplus_male
6126500_vato_fastland,2008,37
6126500_vato_fastland,2009,35
6126500_vato_fastland,2010,34
6126500_vato_fastland,2011,44
6126500_vato_fastland,2012,43
6126500_vato_fastland,2013,41
6126500_vato_fastland,2014,42
6126600_vato,2000,20
6126600_vato,2001,30
6126600_vato,2002,41
6126600_vato,2003,75
6126600_vato,2004,73
6126600_vato,2005,67
6126600_vato,2006,77
6126600_vato,2007,79
6126600_vato,2008,83
6126600_vato,2009,76
6126600_vato,2010,70
6126600_vato,2011,52
6126600_vato,2012,54
6126600_vato,2013,65
6126600_vato,2014,46
6131100_sodersvik,2000,2
6131100_sodersvik,2001,3
6131100_sodersvik,2002,4
6131100_sodersvik,2003,8
6131100_sodersvik,2004,12
6131100_sodersvik,2005,14
6131100_sodersvik,2006,7
6131100_sodersvik,2007,4
6131100_sodersvik,2008,2
6131100_sodersvik,2009,-7
6131100_sodersvik,2010,-5
6131100_sodersvik,2011,-3
6131100_sodersvik,2012,-2
6131100_sodersvik,2013,-2
6131100_sodersvik,2014,-8
6131501_radmansolandet,2000,25
6131501_radmansolandet,2001,60
6131501_radmansolandet,2002,69
6131501_radmansolandet,2003,90
6131501_radmansolandet,2004,111
6131501_radmansolandet,2005,116
6131501_radmansolandet,2006,128
6131501_radmansolandet,2007,140
6131501_radmansolandet,2008,127
6131501_radmansolandet,2009,140
6131501_radmansolandet,2010,127
6131501_radmansolandet,2011,131
6131501_radmansolandet,2012,147
6131501_radmansolandet,2013,141
6131501_radmansolandet,2014,152
6131502_graddo,2000,2
6131502_graddo,2001,8
6131502_graddo,2002,5
6131502_graddo,2003,11
6131502_graddo,2004,6
6131502_graddo,2005,3
6131502_graddo,2006,3
6131502_graddo,2007,0
6131502_graddo,2008,-2
6131502_graddo,2009,-4
6131502_graddo,2010,-6
6131502_graddo,2011,-5
6131502_graddo,2012,-3
6131502_graddo,2013,-3
6131502_graddo,2014,-1
6132120_osthamra,2000,-4
6132120_osthamra,2001,-1
6132120_osthamra,2002,-2
6132120_osthamra,2003,-12
6132120_osthamra,2004,-12
6132120_osthamra,2005,-17
6132120_osthamra,2006,-16
6132120_osthamra,2007,-17
6132120_osthamra,2008,-16
6132120_osthamra,2009,-22
6132120_osthamra,2010,-20
6132120_osthamra,2011,-20
6132120_osthamra,2012,-16
6132120_osthamra,2013,-18
6132120_osthamra,2014,8
6132200_frotuna,2000,-5
6132200_frotuna,2001,-5
6132200_frotuna,2002,-5
6132200_frotuna,2003,-5
6132200_frotuna,2004,-8
6132200_frotuna,2005,-8
6132200_frotuna,2006,12
6132200_frotuna,2007,35
6132200_frotuna,2008,57
6132200_frotuna,2009,77
6132200_frotuna,2010,74
6132200_frotuna,2011,79
6132200_frotuna,2012,85
6132200_frotuna,2013,80
6132200_frotuna,2014,75
6132501_frotuna_o_glesbygd,2000,9
6132501_frotuna_o_glesbygd,2001,58
6132501_frotuna_o_glesbygd,2002,62
6132501_frotuna_o_glesbygd,2003,79
6132501_frotuna_o_glesbygd,2004,87
6132501_frotuna_o_glesbygd,2005,95
6132501_frotuna_o_glesbygd,2006,84
6132501_frotuna_o_glesbygd,2007,92
6132501_frotuna_o_glesbygd,2008,105
6132501_frotuna_o_glesbygd,2009,121
6132501_frotuna_o_glesbygd,2010,126
6132501_frotuna_o_glesbygd,2011,130
6132501_frotuna_o_glesbygd,2012,157
6132501_frotuna_o_glesbygd,2013,142
6132501_frotuna_o_glesbygd,2014,152
6132502_spillersboda,2000,5
6132502_spillersboda,2001,8
6132502_spillersboda,2002,4
6132502_spillersboda,2003,3
6132502_spillersboda,2004,0
6132502_spillersboda,2005,4
6132502_spillersboda,2006,-3
6132502_spillersboda,2007,-4
6132502_spillersboda,2008,-15
6132502_spillersboda,2009,-5
6132502_spillersboda,2010,-13
6132502_spillersboda,2011,-11
6132502_spillersboda,2012,-12
6132502_spillersboda,2013,-10
6132502_spillersboda,2014,-5
6133100_furusund,2000,1
6133100_furusund,2001,4
6133100_furusund,2002,10
6133100_furusund,2003,7
6133100_furusund,2004,10
6133100_furusund,2005,13
6133100_furusund,2006,11
6133100_furusund,2007,9
6133100_furusund,2008,11
6133100_furusund,2009,6
6133100_furusund,2010,5
6133100_furusund,2011,8
6133100_furusund,2012,10
6133100_furusund,2013,14
6133100_furusund,2014,14
6133200_kopmanholm,2000,3
6133200_kopmanholm,2001,6
6133200_kopmanholm,2002,6
6133200_kopmanholm,2003,0
6133200_kopmanholm,2004,-5
6133200_kopmanholm,2005,-11
6133200_kopmanholm,2006,-15
6133200_kopmanholm,2007,-12
6133200_kopmanholm,2008,-16
6133200_kopmanholm,2009,-20
6133200_kopmanholm,2010,-21
6133200_kopmanholm,2011,-21
6133200_kopmanholm,2012,-16
6133200_kopmanholm,2013,-14
6133200_kopmanholm,2014,-10
6133600_yxlan,2000,5
6133600_yxlan,2001,4
6133600_yxlan,2002,4
6133600_yxlan,2003,4
6133600_yxlan,2004,3
6133600_yxlan,2005,6
6133600_yxlan,2006,8
6133600_yxlan,2007,2
6133600_yxlan,2008,-1
6133600_yxlan,2009,10
6133600_yxlan,2010,12
6133600_yxlan,2011,12
6133600_yxlan,2012,15
6133600_yxlan,2013,13
6133600_yxlan,2014,15
6133700_blido,2000,6
6133700_blido,2001,3
6133700_blido,2002,7
6133700_blido,2003,16
6133700_blido,2004,21
6133700_blido,2005,27
6133700_blido,2006,26
6133700_blido,2007,30
6133700_blido,2008,25
6133700_blido,2009,36
6133700_blido,2010,36
6133700_blido,2011,40
6133700_blido,2012,39
6133700_blido,2013,43
6133700_blido,2014,39
6134100_bergshamra,2000,10
6134100_bergshamra,2001,11
6134100_bergshamra,2002,20
6134100_bergshamra,2003,30
6134100_bergshamra,2004,23
6134100_bergshamra,2005,38
6134100_bergshamra,2006,43
6134100_bergshamra,2007,48
6134100_bergshamra,2008,50
6134100_bergshamra,2009,54
6134100_bergshamra,2010,59
6134100_bergshamra,2011,60
6134100_bergshamra,2012,58
6134100_bergshamra,2013,61
6134100_bergshamra,2014,63
6134510_lanna_fastland,2000,-1
6134510_lanna_fastland,2001,27
6134510_lanna_fastland,2002,56
6134510_lanna_fastland,2003,101
6134510_lanna_fastland,2004,106
6134510_lanna_fastland,2005,104
6134510_lanna_fastland,2006,93
6134510_lanna_fastland,2007,87
6134510_lanna_fastland,2008,72
6134510_lanna_fastland,2009,83
6134510_lanna_fastland,2010,64
6134510_lanna_fastland,2011,72
6134510_lanna_fastland,2012,102
6134510_lanna_fastland,2013,94
6134510_lanna_fastland,2014,119
6134520_svartno,2000,4
6134520_svartno,2001,7
6134520_svartno,2002,5
6134520_svartno,2003,0
6134520_svartno,2004,4
6134520_svartno,2005,2
6134520_svartno,2006,-2
6134520_svartno,2007,-3
6134520_svartno,2008,0
6134520_svartno,2009,4
6134520_svartno,2010,4
6134520_svartno,2011,4
6134520_svartno,2012,5
6134520_svartno,2013,4
6134520_svartno,2014,7
6135000_riala_forsamling,2000,8
6135000_riala_forsamling,2001,27
6135000_riala_forsamling,2002,44
6135000_riala_forsamling,2003,57
6135000_riala_forsamling,2004,57
6135000_riala_forsamling,2005,62
6135000_riala_forsamling,2006,75
6135000_riala_forsamling,2007,75
6135000_riala_forsamling,2008,64
6135000_riala_forsamling,2009,73
6135000_riala_forsamling,2010,75
6135000_riala_forsamling,2011,79
6135000_riala_forsamling,2012,70
6135000_riala_forsamling,2013,83
6135000_riala_forsamling,2014,86
6141110_sodra_rimbo,2000,-5
6141110_sodra_rimbo,2001,1
6141110_sodra_rimbo,2002,16
6141110_sodra_rimbo,2003,9
6141110_sodra_rimbo,2004,-3
6141110_sodra_rimbo,2005,5
6141110_sodra_rimbo,2006,19
6141110_sodra_rimbo,2007,40
6141110_sodra_rimbo,2008,33
6141110_sodra_rimbo,2009,36
6141110_sodra_rimbo,2010,62
6141110_sodra_rimbo,2011,64
6141110_sodra_rimbo,2012,81
6141110_sodra_rimbo,2013,85
6141110_sodra_rimbo,2014,89
6141120_hasta,2000,1
6141120_hasta,2001,7
6141120_hasta,2002,5
6141120_hasta,2003,18
6141120_hasta,2004,81
6141120_hasta,2005,130
6141120_hasta,2006,131
6141120_hasta,2007,126
6141120_hasta,2008,117
6141120_hasta,2009,109
6141120_hasta,2010,107
6141120_hasta,2011,136
6141120_hasta,2012,102
6141120_hasta,2013,87
6141120_hasta,2014,101
6141130_vastertorp,2000,14
6141130_vastertorp,2001,-12
6141130_vastertorp,2002,-10
6141130_vastertorp,2003,-8
6141130_vastertorp,2004,-20
6141130_vastertorp,2005,-29
6141130_vastertorp,2006,-67
6141130_vastertorp,2007,-97
6141130_vastertorp,2008,-93
6141130_vastertorp,2009,-105
6141130_vastertorp,2010,-118
6141130_vastertorp,2011,-126
6141130_vastertorp,2012,-132
6141130_vastertorp,2013,-139
6141130_vastertorp,2014,-154
6141500_rimbo_glesbygd,2000,19
6141500_rimbo_glesbygd,2001,9
6141500_rimbo_glesbygd,2002,3
6141500_rimbo_glesbygd,2003,11
6141500_rimbo_glesbygd,2004,12
6141500_rimbo_glesbygd,2005,18
6141500_rimbo_glesbygd,2006,27
6141500_rimbo_glesbygd,2007,9
6141500_rimbo_glesbygd,2008,6
6141500_rimbo_glesbygd,2009,14
6141500_rimbo_glesbygd,2010,24
6141500_rimbo_glesbygd,2011,8
6141500_rimbo_glesbygd,2012,-7
6141500_rimbo_glesbygd,2013,3
6141500_rimbo_glesbygd,2014,2
6142100_ranas,2000,-5
6142100_ranas,2001,-2
6142100_ranas,2002,-7
6142100_ranas,2003,8
6142100_ranas,2004,5
6142100_ranas,2005,4
6142100_ranas,2006,6
6142100_ranas,2007,-2
6142100_ranas,2008,-5
6142100_ranas,2009,-15
6142100_ranas,2010,-15
6142100_ranas,2011,-6
6142100_ranas,2012,1
6142100_ranas,2013,11
6142100_ranas,2014,-3
6142500_fasterna_glesbygd,2000,-4
6142500_fasterna_glesbygd,2001,0
6142500_fasterna_glesbygd,2002,12
6142500_fasterna_glesbygd,2003,21
6142500_fasterna_glesbygd,2004,34
6142500_fasterna_glesbygd,2005,33
6142500_fasterna_glesbygd,2006,28
6142500_fasterna_glesbygd,2007,23
6142500_fasterna_glesbygd,2008,14
6142500_fasterna_glesbygd,2009,8
6142500_fasterna_glesbygd,2010,0
6142500_fasterna_glesbygd,2011,4
6142500_fasterna_glesbygd,2012,7
6142500_fasterna_glesbygd,2013,4
6142500_fasterna_glesbygd,2014,3
6143100_edsbro,2000,7
6143100_edsbro,2001,-6
6143100_edsbro,2002,-3
6143100_edsbro,2003,-8
6143100_edsbro,2004,0
6143100_edsbro,2005,-8
6143100_edsbro,2006,-16
6143100_edsbro,2007,-18
6143100_edsbro,2008,-28
6143100_edsbro,2009,-19
6143100_edsbro,2010,-21
6143100_edsbro,2011,-23
6143100_edsbro,2012,-18
6143100_edsbro,2013,-21
6143100_edsbro,2014,-17
6143500_edsbro_glesbygd,2000,2
6143500_edsbro_glesbygd,2001,16
6143500_edsbro_glesbygd,2002,20
6143500_edsbro_glesbygd,2003,20
6143500_edsbro_glesbygd,2004,29
6143500_edsbro_glesbygd,2005,22
6143500_edsbro_glesbygd,2006,16
6143500_edsbro_glesbygd,2007,23
6143500_edsbro_glesbygd,2008,12
6143500_edsbro_glesbygd,2009,-4
6143500_edsbro_glesbygd,2010,9
6143500_edsbro_glesbygd,2011,-3
6143500_edsbro_glesbygd,2012,-20
6143500_edsbro_glesbygd,2013,-30
6143500_edsbro_glesbygd,2014,-25
6144000_skederids_forsamling,2000,20
6144000_skederids_forsamling,2001,32
6144000_skederids_forsamling,2002,36
6144000_skederids_forsamling,2003,39
6144000_skederids_forsamling,2004,49
6144000_skederids_forsamling,2005,68
6144000_skederids_forsamling,2006,69
6144000_skederids_forsamling,2007,62
6144000_skederids_forsamling,2008,67
6144000_skederids_forsamling,2009,70
6144000_skederids_forsamling,2010,66
6144000_skederids_forsamling,2011,57
6144000_skederids_forsamling,2012,65
6144000_skederids_forsamling,2013,71
6144000_skederids_forsamling,2014,61
6145000_husby_sjuhundra,2000,16
6145000_husby_sjuhundra,2001,18
6145000_husby_sjuhundra,2002,19
6145000_husby_sjuhundra,2003,27
6145000_husby_sjuhundra,2004,15
6145000_husby_sjuhundra,2005,32
6145000_husby_sjuhundra,2006,33
6145000_husby_sjuhundra,2007,38
6145000_husby_sjuhundra,2008,44
6145000_husby_sjuhundra,2009,49
6145000_husby_sjuhundra,2010,53
6145000_husby_sjuhundra,2011,41
6145000_husby_sjuhundra,2012,51
6145000_husby_sjuhundra,2013,51
6145000_husby_sjuhundra,2014,62
6146000_ro_forsamling,2000,-3
6146000_ro_forsamling,2001,0
6146000_ro_forsamling,2002,17
6146000_ro_forsamling,2003,11
6146000_ro_forsamling,2004,8
6146000_ro_forsamling,2005,8
6146000_ro_forsamling,2006,14
6146000_ro_forsamling,2007,19
6146000_ro_forsamling,2008,19
6146000_ro_forsamling,2009,13
6146000_ro_forsamling,2010,7
6146000_ro_forsamling,2011,10
6146000_ro_forsamling,2012,17
6146000_ro_forsamling,2013,16
6146000_ro_forsamling,2014,27
6147000_nartuna_forsamling,2000,4
6147000_nartuna_forsamling,2001,3
6147000_nartuna_forsamling,2002,8
6147000_nartuna_forsamling,2003,11
6147000_nartuna_forsamling,2004,14
6147000_nartuna_forsamling,2005,18
6147000_nartuna_forsamling,2006,15
6147000_nartuna_forsamling,2007,22
6147000_nartuna_forsamling,2008,25
6147000_nartuna_forsamling,2009,23
6147000_nartuna_forsamling,2010,13
6147000_nartuna_forsamling,2011,7
6147000_nartuna_forsamling,2012,1
6147000_nartuna_forsamling,2013,7
6147000_nartuna_forsamling,2014,9
6148000_gottrora_forsamling,2000,4
6148000_gottrora_forsamling,2001,21
6148000_gottrora_forsamling,2002,30
6148000_gottrora_forsamling,2003,37
6148000_gottrora_forsamling,2004,36
6148000_gottrora_forsamling,2005,33
6148000_gottrora_forsamling,2006,29
6148000_gottrora_forsamling,2007,24
6148000_gottrora_forsamling,2008,16
6148000_gottrora_forsamling,2009,10
6148000_gottrora_forsamling,2010,3
6148000_gottrora_forsamling,2011,17
6148000_gottrora_forsamling,2012,30
6148000_gottrora_forsamling,2013,21
6148000_gottrora_forsamling,2014,18
6151100_ostra_hallstavik,2000,20
6151100_ostra_hallstavik,2001,22
6151100_ostra_hallstavik,2002,26
6151100_ostra_hallstavik,2003,38
6151100_ostra_hallstavik,2004,29
6151100_ostra_hallstavik,2005,5
6151100_ostra_hallstavik,2006,-39
6151100_ostra_hallstavik,2007,-54
6151100_ostra_hallstavik,2008,-92
6151100_ostra_hallstavik,2009,-99
6151100_ostra_hallstavik,2010,-98
6151100_ostra_hallstavik,2011,-127
6151100_ostra_hallstavik,2012,-91
6151100_ostra_hallstavik,2013,-98
6151100_ostra_hallstavik,2014,-120
6151200_herrang,2000,12
6151200_herrang,2001,3
6151200_herrang,2002,8
6151200_herrang,2003,0
6151200_herrang,2004,-1
6151200_herrang,2005,2
6151200_herrang,2006,11
6151200_herrang,2007,7
6151200_herrang,2008,5
6151200_herrang,2009,13
6151200_herrang,2010,13
6151200_herrang,2011,11
6151200_herrang,2012,6
6151200_herrang,2013,20
6151200_herrang,2014,7
6151500_havero_glesbygd,2000,4
6151500_havero_glesbygd,2001,17
6151500_havero_glesbygd,2002,18
6151500_havero_glesbygd,2003,25
6151500_havero_glesbygd,2004,33
6151500_havero_glesbygd,2005,35
6151500_havero_glesbygd,2006,43
6151500_havero_glesbygd,2007,40
6151500_havero_glesbygd,2008,47
6151500_havero_glesbygd,2009,43
6151500_havero_glesbygd,2010,54
6151500_havero_glesbygd,2011,59
6151500_havero_glesbygd,2012,52
6151500_havero_glesbygd,2013,50
6151500_havero_glesbygd,2014,60
6152100_vastra_hallstavik,2000,4
6152100_vastra_hallstavik,2001,-4
6152100_vastra_hallstavik,2002,8
6152100_vastra_hallstavik,2003,-1
6152100_vastra_hallstavik,2004,-16
6152100_vastra_hallstavik,2005,-33
6152100_vastra_hallstavik,2006,-23
6152100_vastra_hallstavik,2007,-24
6152100_vastra_hallstavik,2008,-39
6152100_vastra_hallstavik,2009,-36
6152100_vastra_hallstavik,2010,-29
6152100_vastra_hallstavik,2011,-40
6152100_vastra_hallstavik,2012,-38
6152100_vastra_hallstavik,2013,-35
6152100_vastra_hallstavik,2014,-43
6152500_edebo_glesbygd,2000,13
6152500_edebo_glesbygd,2001,21
6152500_edebo_glesbygd,2002,31
6152500_edebo_glesbygd,2003,31
6152500_edebo_glesbygd,2004,16
6152500_edebo_glesbygd,2005,18
6152500_edebo_glesbygd,2006,12
6152500_edebo_glesbygd,2007,18
6152500_edebo_glesbygd,2008,23
6152500_edebo_glesbygd,2009,17
6152500_edebo_glesbygd,2010,6
6152500_edebo_glesbygd,2011,9
6152500_edebo_glesbygd,2012,-8
6152500_edebo_glesbygd,2013,-4
6152500_edebo_glesbygd,2014,-4
6154100_skebobruk,2000,0
6154100_skebobruk,2001,2
6154100_skebobruk,2002,8
6154100_skebobruk,2003,13
6154100_skebobruk,2004,7
6154100_skebobruk,2005,10
6154100_skebobruk,2006,11
6154100_skebobruk,2007,18
6154100_skebobruk,2008,23
6154100_skebobruk,2009,26
6154100_skebobruk,2010,24
6154100_skebobruk,2011,18
6154100_skebobruk,2012,18
6154100_skebobruk,2013,28
6154100_skebobruk,2014,25
6154500_ununge_glesbygd,2000,0
6154500_ununge_glesbygd,2001,-3
6154500_ununge_glesbygd,2002,6
6154500_ununge_glesbygd,2003,1
6154500_ununge_glesbygd,2004,8
6154500_ununge_glesbygd,2005,11
6154500_ununge_glesbygd,2006,7
6154500_ununge_glesbygd,2007,7
6154500_ununge_glesbygd,2008,5
6154500_ununge_glesbygd,2009,-3
6154500_ununge_glesbygd,2010,-1
6154500_ununge_glesbygd,2011,-1
6154500_ununge_glesbygd,2012,-2
6154500_ununge_glesbygd,2013,-16
6154500_ununge_glesbygd,2014,-17
6161000_singo_forsamling,2000,-4
6161000_singo_forsamling,2001,3
6161000_singo_forsamling,2002,-2
6161000_singo_forsamling,2003,0
6161000_singo_forsamling,2004,5
6161000_singo_forsamling,2005,1
6161000_singo_forsamling,2006,-1
6161000_singo_forsamling,2007,3
6161000_singo_forsamling,2008,0
6161000_singo_forsamling,2009,-5
6161000_singo_forsamling,2010,-6
6161000_singo_forsamling,2011,-5
6161000_singo_forsamling,2012,-8
6161000_singo_forsamling,2013,-5
6161000_singo_forsamling,2014,-3
6162100_almsta,2000,1
6162100_almsta,2001,8
6162100_almsta,2002,13
6162100_almsta,2003,28
6162100_almsta,2004,37
6162100_almsta,2005,28
6162100_almsta,2006,31
6162100_almsta,2007,95
6162100_almsta,2008,134
6162100_almsta,2009,132
6162100_almsta,2010,134
6162100_almsta,2011,155
6162100_almsta,2012,180
6162100_almsta,2013,193
6162100_almsta,2014,177
6162200_grisslehamn,2000,2
6162200_grisslehamn,2001,1
6162200_grisslehamn,2002,-3
6162200_grisslehamn,2003,5
6162200_grisslehamn,2004,3
6162200_grisslehamn,2005,-1
6162200_grisslehamn,2006,-2
6162200_grisslehamn,2007,0
6162200_grisslehamn,2008,0
6162200_grisslehamn,2009,2
6162200_grisslehamn,2010,-7
6162200_grisslehamn,2011,-8
6162200_grisslehamn,2012,-10
6162200_grisslehamn,2013,-7
6162200_grisslehamn,2014,-7
6162510_vaddo_fastland,2000,7
6162510_vaddo_fastland,2001,11
6162510_vaddo_fastland,2002,21
6162510_vaddo_fastland,2003,23
6162510_vaddo_fastland,2004,27
6162510_vaddo_fastland,2005,38
6162510_vaddo_fastland,2006,32
6162510_vaddo_fastland,2007,9
6162510_vaddo_fastland,2008,4
6162510_vaddo_fastland,2009,9
6162510_vaddo_fastland,2010,10
6162510_vaddo_fastland,2011,12
6162510_vaddo_fastland,2012,12
6162510_vaddo_fastland,2013,12
6162510_vaddo_fastland,2014,7
6162520_vaddo,2000,9
6162520_vaddo,2001,27
6162520_vaddo,2002,33
6162520_vaddo,2003,46
6162520_vaddo,2004,49
6162520_vaddo,2005,57
6162520_vaddo,2006,52
6162520_vaddo,2007,51
6162520_vaddo,2008,47
6162520_vaddo,2009,44
6162520_vaddo,2010,51
6162520_vaddo,2011,54
6162520_vaddo,2012,50
6162520_vaddo,2013,52
6162520_vaddo,2014,62
6163500_bjorko,2000,6
6163500_bjorko,2001,3
6163500_bjorko,2002,11
6163500_bjorko,2003,10
6163500_bjorko,2004,11
6163500_bjorko,2005,11
6163500_bjorko,2006,8
6163500_bjorko,2007,5
6163500_bjorko,2008,7
6163500_bjorko,2009,7
6163500_bjorko,2010,5
6163500_bjorko,2011,-6
6163500_bjorko,2012,-8
6163500_bjorko,2013,-8
6163500_bjorko,2014,-3
6164100_soderby_karl,2000,0
6164100_soderby_karl,2001,0
6164100_soderby_karl,2002,12
6164100_soderby_karl,2003,9
6164100_soderby_karl,2004,14
6164100_soderby_karl,2005,13
6164100_soderby_karl,2006,13
6164100_soderby_karl,2007,21
6164100_soderby_karl,2008,12
6164100_soderby_karl,2009,23
6164100_soderby_karl,2010,21
6164100_soderby_karl,2011,26
6164100_soderby_karl,2012,29
6164100_soderby_karl,2013,31
6164100_soderby_karl,2014,41
6164500_soderby_karls_glesbygd,2000,7
6164500_soderby_karls_glesbygd,2001,18
6164500_soderby_karls_glesbygd,2002,19
6164500_soderby_karls_glesbygd,2003,10
6164500_soderby_karls_glesbygd,2004,4
6164500_soderby_karls_glesbygd,2005,13
6164500_soderby_karls_glesbygd,2006,11
6164500_soderby_karls_glesbygd,2007,23
6164500_soderby_karls_glesbygd,2008,39
6164500_soderby_karls_glesbygd,2009,54
6164500_soderby_karls_glesbygd,2010,47
6164500_soderby_karls_glesbygd,2011,27
6164500_soderby_karls_glesbygd,2012,30
6164500_soderby_karls_glesbygd,2013,19
6164500_soderby_karls_glesbygd,2014,21
6210240_nicksta,2000,100
6210240_nicksta,2001,159
6210240_nicksta,2002,164
6210240_nicksta,2003,139
6210240_nicksta,2004,94
6210240_nicksta,2005,26
6210240_nicksta,2006,23
6210240_nicksta,2007,22
6210240_nicksta,2008,-7
6210240_nicksta,2009,-4
6210240_nicksta,2010,-42
6210240_nicksta,2011,-24
6210240_nicksta,2012,-40
6210240_nicksta,2013,-31
6210240_nicksta,2014,-34
6210270_kallsmo,2000,-2
6210270_kallsmo,2001,-4
6210270_kallsmo,2002,2
6210270_kallsmo,2003,-3
6210270_kallsmo,2004,-1
6210270_kallsmo,2005,2
6210270_kallsmo,2006,-4
6210270_kallsmo,2007,-2
6210270_kallsmo,2008,-2
6210270_kallsmo,2009,-5
6210270_kallsmo,2010,-2
6210270_kallsmo,2011,-5
6210270_kallsmo,2012,-8
6210270_kallsmo,2013,-10
6210270_kallsmo,2014,-5
6210350_vastra_nynashamn_c,2000,8
6210350_vastra_nynashamn_c,2001,1
6210350_vastra_nynashamn_c,2002,1
6210350_vastra_nynashamn_c,2003,30
6210350_vastra_nynashamn_c,2004,10
6210350_vastra_nynashamn_c,2005,18
6210350_vastra_nynashamn_c,2006,20
6210350_vastra_nynashamn_c,2007,-3
6210350_vastra_nynashamn_c,2008,2
6210350_vastra_nynashamn_c,2009,-9
6210350_vastra_nynashamn_c,2010,28
6210350_vastra_nynashamn_c,2011,38
6210350_vastra_nynashamn_c,2012,51
6210350_vastra_nynashamn_c,2013,68
6210350_vastra_nynashamn_c,2014,55
6210360_ostra_nynashamn_c,2000,32
6210360_ostra_nynashamn_c,2001,54
6210360_ostra_nynashamn_c,2002,72
6210360_ostra_nynashamn_c,2003,81
6210360_ostra_nynashamn_c,2004,107
6210360_ostra_nynashamn_c,2005,116
6210360_ostra_nynashamn_c,2006,144
6210360_ostra_nynashamn_c,2007,167
6210360_ostra_nynashamn_c,2008,218
6210360_ostra_nynashamn_c,2009,250
6210360_ostra_nynashamn_c,2010,268
6210360_ostra_nynashamn_c,2011,329
6210360_ostra_nynashamn_c,2012,370
6210360_ostra_nynashamn_c,2013,443
6210360_ostra_nynashamn_c,2014,466
6210410_nynashamn_sv_esto,2000,19
6210410_nynashamn_sv_esto,2001,23
6210410_nynashamn_sv_esto,2002,22
6210410_nynashamn_sv_esto,2003,13
6210410_nynashamn_sv_esto,2004,10
6210410_nynashamn_sv_esto,2005,10
6210410_nynashamn_sv_esto,2006,-10
6210410_nynashamn_sv_esto,2007,-1
6210410_nynashamn_sv_esto,2008,13
6210410_nynashamn_sv_esto,2009,0
6210410_nynashamn_sv_esto,2010,-5
6210410_nynashamn_sv_esto,2011,8
6210410_nynashamn_sv_esto,2012,-5
6210410_nynashamn_sv_esto,2013,1
6210410_nynashamn_sv_esto,2014,-1
6210440_sandhamn_mm,2000,-6
6210440_sandhamn_mm,2001,-2
6210440_sandhamn_mm,2002,-20
6210440_sandhamn_mm,2003,-23
6210440_sandhamn_mm,2004,-39
6210440_sandhamn_mm,2005,-68
6210440_sandhamn_mm,2006,-75
6210440_sandhamn_mm,2007,-95
6210440_sandhamn_mm,2008,-98
6210440_sandhamn_mm,2009,-111
6210440_sandhamn_mm,2010,-118
6210440_sandhamn_mm,2011,-133
6210440_sandhamn_mm,2012,-133
6210440_sandhamn_mm,2013,-138
6210440_sandhamn_mm,2014,-152
6210490_trehorningen_mm,2000,4
6210490_trehorningen_mm,2001,6
6210490_trehorningen_mm,2002,13
6210490_trehorningen_mm,2003,-1
6210490_trehorningen_mm,2004,-4
6210490_trehorningen_mm,2005,5
6210490_trehorningen_mm,2006,22
6210490_trehorningen_mm,2007,24
6210490_trehorningen_mm,2008,33
6210490_trehorningen_mm,2009,46
6210490_trehorningen_mm,2010,45
6210490_trehorningen_mm,2011,28
6210490_trehorningen_mm,2012,35
6210490_trehorningen_mm,2013,56
6210490_trehorningen_mm,2014,74
6210520_vaktberget,2000,-12
6210520_vaktberget,2001,-12
6210520_vaktberget,2002,-9
6210520_vaktberget,2003,13
6210520_vaktberget,2004,6
6210520_vaktberget,2005,7
6210520_vaktberget,2006,-3
6210520_vaktberget,2007,19
6210520_vaktberget,2008,18
6210520_vaktberget,2009,11
6210520_vaktberget,2010,16
6210520_vaktberget,2011,18
6210520_vaktberget,2012,36
6210520_vaktberget,2013,30
6210520_vaktberget,2014,62
6210570_rappsta_hacktorp,2000,-3
6210570_rappsta_hacktorp,2001,-10
6210570_rappsta_hacktorp,2002,-10
6210570_rappsta_hacktorp,2003,-24
6210570_rappsta_hacktorp,2004,-28
6210570_rappsta_hacktorp,2005,-37
6210570_rappsta_hacktorp,2006,-46
6210570_rappsta_hacktorp,2007,-49
6210570_rappsta_hacktorp,2008,-51
6210570_rappsta_hacktorp,2009,-50
6210570_rappsta_hacktorp,2010,-57
6210570_rappsta_hacktorp,2011,-68
6210570_rappsta_hacktorp,2012,-66
6210570_rappsta_hacktorp,2013,-66
6210570_rappsta_hacktorp,2014,-64
6210640_hamnvik,2000,1
6210640_hamnvik,2001,-7
6210640_hamnvik,2002,-10
6210640_hamnvik,2003,-14
6210640_hamnvik,2004,-14
6210640_hamnvik,2005,-17
6210640_hamnvik,2006,-23
6210640_hamnvik,2007,-35
6210640_hamnvik,2008,-38
6210640_hamnvik,2009,-38
6210640_hamnvik,2010,-37
6210640_hamnvik,2011,-37
6210640_hamnvik,2012,-41
6210640_hamnvik,2013,-48
6210640_hamnvik,2014,-41
6220100_sorunda,2000,-5
6220100_sorunda,2001,-7
6220100_sorunda,2002,-4
6220100_sorunda,2003,-8
6220100_sorunda,2004,-19
6220100_sorunda,2005,-23
6220100_sorunda,2006,-12
6220100_sorunda,2007,-11
6220100_sorunda,2008,-30
6220100_sorunda,2009,-30
6220100_sorunda,2010,-41
6220100_sorunda,2011,-41
6220100_sorunda,2012,-33
6220100_sorunda,2013,-42
6220100_sorunda,2014,-55
