geo,geo.name,geo.cat,geo.region,time,pop,gdp_per_cap,gini,u5mr,lat,lng
afg,Afghanistan,country,asi,2010,27962207,1637,27.8,105,33,66
ago,Angola,country,afr,2010,21219954,7047,42.7,182.5,-12.5,18.5
alb,Albania,country,eur,2010,2901883,9374,43.7,16.6,41,20
are,United Arab Emirates,country,asi,2010,8329453,56644,45.1,8.5,23.75,54.5
arg,Argentina,country,ame,2010,41222875,15765,44.5,14.6,-34,-64
arm,Armenia,country,eur,2010,2963496,6508,31.1,18,40.25,45
aus,Australia,country,asi,2010,22162863,41330,33.4,4.8,-25,135
aut,Austria,country,eur,2010,8391986,42861,28.3,4.4,47.33333,13.33333
aze,Azerbaijan,country,eur,2010,9099893,15950,33,39,40.5,47.5
bdi,Burundi,country,afr,2010,9461117,725,33.3,98.8,-3.5,30
bel,Belgium,country,eur,2010,10929978,40764,26.6,4.5,50.75,4.5
ben,Benin,country,afr,2010,9509798,1637,42.9,111.6,9.5,2.25
bfa,Burkina Faso,country,afr,2010,15632066,1431,50.1,113.5,12.5,-1.66667
bgd,Bangladesh,country,asi,2010,151616777,2459,32.1,49.6,24,90
bgr,Bulgaria,country,eur,2010,7407297,14886,33.2,13,42.66667,25.25
bhr,Bahrain,country,asi,2010,1261319,40553,35,8.3,26.03333,50.55
bih,Bosnia and Herzegovina,country,eur,2010,3835258,9145,33,7.5,44.25,17.83333
blr,Belarus,country,eur,2010,9492122,15703,27.7,6.1,53,28
bol,Bolivia,country,ame,2010,9918245,5279,48,47,-17,-65
bra,Brazil,country,ame,2010,198614208,14660,53.5,16.7,-10,-55
btn,Bhutan,country,asi,2010,720246,6516,38.5,42.3,27.5,90.5
bwa,Botswana,country,afr,2010,2047831,13642,58.7,60.3,-22,24
caf,Central African Republic,country,afr,2010,4444973,901,56.3,150.9,7,21
can,Canada,country,ame,2010,34126173,40773,31.9,5.6,60.10867,-113.64258
che,Switzerland,country,eur,2010,7830534,54183,29.6,4.5,47.00016,8.01427
chl,Chile,country,ame,2010,17015048,19204,51.3,8.8,-33.45694,-70.64827
chn,China,country,asi,2010,1340968737,9430,42.1,15.7,35,105
civ,Cote d'Ivoire,country,afr,2010,20131707,2892,51.3,110.1,8,-5.5
cmr,Cameroon,country,afr,2010,20590666,2571,51.3,106,6,12.5
cod,Congo, Dem. Rep.,country,afr,2010,65938712,632,44,116.1,-2.5,23.5
cog,Congo, Rep.,country,afr,2010,4066078,5533,41.4,60.6,-1,15.5
col,Colombia,country,ame,2010,45918101,10777,55.5,18.5,4,-73.25
com,Comoros,country,afr,2010,698695,1426,63.8,86,-12.23333,44.44553
cpv,Cape Verde,country,afr,2010,490379,6005,43.8,27.9,16,-24
cri,Costa Rica,country,ame,2010,4545273,12322,48.1,10.2,10,-84
cub,Cuba,country,ame,2010,11308133,18477,36.9,6.6,22,-79.5
cyp,Cyprus,country,eur,2010,1103685,33747,30.1,3.9,35,33
cze,Czech Republic,country,eur,2010,10506617,28111,24.9,4.1,49.75,15
deu,Germany,country,eur,2010,80435307,40632,29.3,4.2,51.5,10.5
dji,Djibouti,country,afr,2010,830802,2665,40,76.1,11.58901,43.14503
dnk,Denmark,country,eur,2010,5550959,42997,26.9,4,56,10
dom,Dominican Republic,country,ame,2010,9897983,11075,47.2,33.9,19,-70.66667
dza,Algeria,country,afr,2010,36036159,12494,42.5,27.4,28,3
ecu,Ecuador,country,ame,2010,14934692,9311,49.3,25.2,-1.25,-78.25
egy,Egypt,country,afr,2010,82040994,10615,35.2,29,27,30
eri,Eritrea,country,afr,2010,4689664,1083,47.5,55.6,15,39
esp,Spain,country,eur,2010,46601492,32994,33.5,4.6,40,-4
est,Estonia,country,eur,2010,1332089,21710,31.3,4.5,59,26
eth,Ethiopia,country,afr,2010,87561814,1081,33.6,75.7,9,39.5
fin,Finland,country,eur,2010,5367693,39425,25.4,3,64,26
fji,Fiji,country,asi,2010,859952,7098,42.8,23.9,-18,178
fra,France,country,eur,2010,62961136,36745,29.8,4.3,46,2
gab,Gabon,country,afr,2010,1541936,15982,41.8,63,-1,11.75
gbr,United Kingdom,country,eur,2010,62716684,36240,32.9,5.2,54.75844,-2.69531
geo,Georgia,country,eur,2010,4250132,5938,42.1,16.6,41.99998,43.4999
gha,Ghana,country,afr,2010,24317734,3091,42.8,74.7,8.1,-1.2
gin,Guinea,country,afr,2010,11012406,1185,38.6,111.9,10.83333,-10.66667
gmb,Gambia,country,afr,2010,1693002,1667,47.3,81.4,13.5,-15.5
gnb,Guinea-Bissau,country,afr,2010,1634196,1368,38.7,115.9,12,-15
gnq,Equatorial Guinea,country,afr,2010,728710,34431,50.5,110.9,1.7,10.5
grc,Greece,country,eur,2010,11177509,29190,33.9,4.7,39,22
gtm,Guatemala,country,ame,2010,14732261,6849,55.9,34.5,14.64072,-90.51327
guy,Guyana,country,ame,2010,753362,5542,43.2,41.5,5,-59
hnd,Honduras,country,ame,2010,7503875,4270,53.4,24.4,15,-86.5
hti,Haiti,country,ame,2010,9999617,1518,59.2,208.8,19,-72.41667
hun,Hungary,country,eur,2010,10014633,22062,24.1,6.6,47,20
idn,Indonesia,country,asi,2010,241613126,8498,35.6,33.1,-5,120
ind,India,country,asi,2010,1230984504,4547,33.8,59.9,22,79
irl,Ireland,country,eur,2010,4617334,43860,30.7,4.2,53,-8
irn,Iran,country,asi,2010,74253373,16980,43.4,19.2,32,53
irq,Iraq,country,asi,2010,30868156,12330,39.4,36.6,33,44
isr,Israel,country,asi,2010,7420368,29509,37.6,4.6,31.5,34.75
ita,Italy,country,eur,2010,59588007,35753,31.2,4,42.83333,12.83333
jam,Jamaica,country,ame,2010,2741253,8370,45.5,18.1,18.16667,-77.25
jor,Jordan,country,asi,2010,6517912,11256,33.7,20.8,31,36
jpn,Japan,country,asi,2010,127319802,34404,33.6,3.2,35.68536,139.75309
kaz,Kazakhstan,country,asi,2010,16310624,19601,28.6,21.6,48,68
ken,Kenya,country,afr,2010,40328313,2503,47.7,63.6,1,38
kgz,Kyrgyz Republic,country,asi,2010,5464567,2790,35.4,30,41.5,75
khm,Cambodia,country,asi,2010,14363586,2513,33.6,43.1,13,105
kor,South Korea,country,asi,2010,49090041,30440,31,4.1,36.5,127.75
kwt,Kuwait,country,asi,2010,3059473,75365,39.3,10.8,29.36972,47.97833
lao,Lao,country,asi,2010,6260544,3901,35.9,79.7,18,105
lbn,Lebanon,country,asi,2010,4337156,16263,38.6,10.1,33.83333,35.83333
lbr,Liberia,country,afr,2010,3957990,689,38.2,89.3,6.5,-9.5
lby,Libya,country,afr,2010,6265697,30261,38.8,16.6,28,17
lka,Sri Lanka,country,asi,2010,20201312,7572,36.4,10.6,7.75,80.75
lso,Lesotho,country,afr,2010,2010586,2235,54.2,101.5,-29.5,28.25
ltu,Lithuania,country,eur,2010,3122835,20758,37,6.8,55.41667,24
lux,Luxembourg,country,eur,2010,507889,91147,27.9,2.4,49.61167,6.13
lva,Latvia,country,eur,2010,2090519,18148,35.9,9.4,57,25
mar,Morocco,country,afr,2010,32107739,6466,40.9,33.1,32,-6
mda,Moldova,country,eur,2010,4084483,3925,32.1,17.1,47.25,28.58333
mdg,Madagascar,country,afr,2010,21079532,1390,40.6,60.3,-20,47
mex,Mexico,country,ame,2010,118617542,15460,46.6,16.8,19.42847,-99.12766
mkd,Macedonia, FYR,country,eur,2010,2062443,11179,45.8,9.9,41.66667,21.75
mli,Mali,country,afr,2010,15167286,1664,33,136.6,18,-2
mmr,Myanmar,country,asi,2010,51733013,3077,44.3,59.3,21,96
mne,Montenegro,country,eur,2010,621952,13656,28.6,6.8,42.75,19.25
mng,Mongolia,country,asi,2010,2712657,7708,36.5,30,46,105
moz,Mozambique,country,afr,2010,24321457,930,51.6,103.8,-18.25,35
mrt,Mauritania,country,afr,2010,3591400,3299,40.5,97.8,20.25,-10.5
mus,Mauritius,country,afr,2010,1247951,15599,35.8,15.2,-20.3,57.58333
mwi,Malawi,country,afr,2010,14769824,737,46.2,92,-13.5,34
mys,Malaysia,country,asi,2010,28119500,20398,46.2,8.3,2.5,112.5
nam,Namibia,country,afr,2010,2193643,8433,63.9,55.4,-22,17
ner,Niger,country,afr,2010,16291990,841,34.6,123.6,18,9
nga,Nigeria,country,afr,2010,159424742,5114,43,130.3,10,8
nic,Nicaragua,country,ame,2010,5737722,3966,45.7,26.1,13,-85
nld,Netherlands,country,eur,2010,16631571,45843,25.5,4.4,52.25,5.75
nor,Norway,country,eur,2010,4891251,62946,23.6,3.2,62,10
npl,Nepal,country,asi,2010,26875910,1999,32.8,45.4,28,84
nzl,New Zealand,country,asi,2010,4369027,31824,32.4,6.2,-42,174
omn,Oman,country,asi,2010,2943747,49188,40.9,11.7,21,57
pak,Pakistan,country,asi,2010,170043918,4220,29.6,91.8,30,70
pan,Panama,country,ame,2010,3620506,14921,51.9,19.8,8.9936,-79.51973
per,Peru,country,ame,2010,29373644,9915,44.9,21,-10,-75.25
phl,Philippines,country,asi,2010,93038902,5614,43,31.9,13,122
png,Papua New Guinea,country,asi,2010,6847517,2163,50.3,66.1,-6,147
pol,Poland,country,eur,2010,38574682,21328,31.1,5.8,52,20
prk,North Korea,country,asi,2010,24500506,1393,46.9,31.3,40,127
prt,Portugal,country,eur,2010,10584837,27393,33.7,3.9,39.6945,-8.13057
pry,Paraguay,country,ame,2010,6209877,7008,51.8,24.1,-23.33333,-58
pse,West Bank and Gaza,country,asi,2010,4068780,4163,34.5,23.8,31.5,34.46667
qat,Qatar,country,asi,2010,1765513,127984,43.7,9,25.27932,51.52245
rou,Romania,country,eur,2010,20298838,16888,33.3,13.9,46,25
rus,Russia,country,eur,2010,143158099,21664,39.6,12,60,100
rwa,Rwanda,country,afr,2010,10293669,1262,51.3,64.2,-2,30
sau,Saudi Arabia,country,asi,2010,28090647,45598,42.4,17,25,45
sdn,Sudan,country,afr,2010,36114885,3282,35.3,80.2,16,30
sds,South Sudan,country,afr,2010,10056475,3838,35.29,110.9,7.5,30
sen,Senegal,country,afr,2010,12956791,2182,43.1,64.8,14.5,-14.25
sgp,Singapore,country,asi,2010,5078961,72056,45.8,2.8,1.28967,103.85007
slb,Solomon Islands,country,asi,2010,526177,1787,46.5,32.1,-8,159
sle,Sierra Leone,country,afr,2010,5775902,1347,35.9,160.2,8.5,-11.5
slv,El Salvador,country,ame,2010,6038306,7237,44.5,20,13.83333,-88.91667
som,Somalia,country,afr,2010,9581714,614,48,160.2,6,48
srb,Serbia,country,eur,2010,9059046,12301,29.7,7.6,44.81892,20.45998
sur,Suriname,country,ame,2010,518141,14325,40.5,24.9,4,-56
svk,Slovak Republic,country,eur,2010,5406896,24438,25.9,8.1,48.66667,19.5
svn,Slovenia,country,eur,2010,2052480,28377,23.8,3.3,46.08333,15
swe,Sweden,country,eur,2010,9382297,42898,24.1,3.1,62,15
swz,Swaziland,country,afr,2010,1193148,5862,51.5,90.9,-26.5,31.5
syr,Syria,country,asi,2010,20720602,6603,35.8,15.3,35,38
tcd,Chad,country,afr,2010,11896380,1953,39.8,160.1,15,19
tgo,Togo,country,afr,2010,6390851,1246,34.8,90.9,8.66667,1.08333
tha,Thailand,country,asi,2010,66692024,12822,39.4,14.5,15.5,101
tjk,Tajikistan,country,asi,2010,7581696,2110,36.9,52.6,39,71
tkm,Turkmenistan,country,asi,2010,5041995,10032,46.4,60.1,39.75,59.66667
tls,Timor-Leste,country,asi,2010,1057122,1777,30.4,63.8,-8.83333,125.75
tto,Trinidad and Tobago,country,ame,2010,1328095,29321,39.2,23.6,11,-61
tun,Tunisia,country,afr,2010,10639194,10411,35.8,17.4,34,9
tur,Turkey,country,eur,2010,72310416,16674,41.7,19.1,39,35
tza,Tanzania,country,afr,2010,45648525,2143,37.7,62.3,-6,35
uga,Uganda,country,afr,2010,33149417,1515,44.4,79.5,1.25,32.5
ukr,Ukraine,country,eur,2010,45647497,7844,24.8,11.8,49,32
ury,Uruguay,country,ame,2010,3374414,17095,45.3,12.3,-33,-56
usa,United States,country,ame,2010,309876170,49373,38,7.4,39.76,-98.5
uzb,Uzbekistan,country,asi,2010,27739764,4185,39.7,46.1,41.66667,63.83333
ven,Venezuela,country,ame,2010,28995745,16536,44.8,16.6,8,-66
vnm,Vietnam,country,asi,2010,88357775,4486,39.3,24.8,16.16667,107.83333
yem,Yemen,country,asi,2010,23591972,4534,45.4,58.8,15.5,47.5
zaf,South Africa,country,afr,2010,51621594,12087,64.1,54.4,-29,24
zmb,Zambia,country,afr,2010,13917439,3451,57.5,84.8,-14.33333,28.5
zwe,Zimbabwe,country,afr,2010,13973897,1484,64,95.1,-19,29.75
afg,Afghanistan,country,asi,2011,28809167,1695,27.8,102.3,33,66
ago,Angola,country,afr,2011,21942296,7094,42.7,177.3,-12.5,18.5
alb,Albania,country,eur,2011,2886010,9640,36.3,16,41,20
are,United Arab Emirates,country,asi,2011,8734722,56192,45.1,8.2,23.75,54.5
arg,Argentina,country,ame,2011,41655616,16972,43.6,14.2,-34,-64
arm,Armenia,country,eur,2011,2967984,6812,31.3,17.2,40.25,45
aus,Australia,country,asi,2011,22542371,41706,33,4.5,-25,135
aut,Austria,country,eur,2011,8423559,44029,27.4,4.2,47.33333,13.33333
aze,Azerbaijan,country,eur,2011,9227512,15754,33,37.3,40.5,47.5
bdi,Burundi,country,afr,2011,9790151,731,33.3,94.9,-3.5,30
bel,Belgium,country,eur,2011,11005175,40946,26.3,4.4,50.75,4.5
ben,Benin,country,afr,2011,9779391,1643,43.5,109.3,9.5,2.25
bfa,Burkina Faso,country,afr,2011,16106851,1481,50.1,106.9,12.5,-1.66667
bgd,Bangladesh,country,asi,2011,153405612,2589,32.1,46.7,24,90
bgr,Bulgaria,country,eur,2011,7355231,15278,35,12.6,42.66667,25.25
bhr,Bahrain,country,asi,2011,1306014,40083,35,7.8,26.03333,50.55
bih,Bosnia and Herzegovina,country,eur,2011,3832310,9248,33,7.2,44.25,17.83333
blr,Belarus,country,eur,2011,9487674,16603,26.5,5.6,53,28
bol,Bolivia,country,ame,2011,10078238,5462,46.3,44.9,-17,-65
bra,Brazil,country,ame,2011,200517584,15101,53.1,15.9,-10,-55
btn,Bhutan,country,asi,2011,732246,6909,38.6,39.9,27.5,90.5
bwa,Botswana,country,afr,2011,2089706,14341,58.7,59.6,-22,24
caf,Central African Republic,country,afr,2011,4530903,913,56.3,146.6,7,21
can,Canada,country,ame,2011,34499905,41567,31.5,5.4,60.10867,-113.64258
che,Switzerland,country,eur,2011,7925813,54551,29.7,4.4,47.00016,8.01427
chl,Chile,country,ame,2011,17201305,20141,50.3,8.7,-33.45694,-70.64827
chn,China,country,asi,2011,1348174478,10274,37,14.5,35,105
civ,Cote d'Ivoire,country,afr,2011,20604172,2706,51.3,107.2,8,-5.5
cmr,Cameroon,country,afr,2011,21119065,2610,51.3,102.2,6,12.5
cod,Congo, Dem. Rep.,country,afr,2011,68087376,657,44,112.2,-2.5,23.5
cog,Congo, Rep.,country,afr,2011,4177435,5569,40.2,56.1,-1,15.5
col,Colombia,country,ame,2011,46406446,11332,54.2,18,4,-73.25
com,Comoros,country,afr,2011,715972,1427,63.8,83.3,-12.23333,44.44553
cpv,Cape Verde,country,afr,2011,495159,6206,43.8,27.3,16,-24
cri,Costa Rica,country,ame,2011,4600487,12694,48.6,10.1,10,-84
cub,Cuba,country,ame,2011,11323570,19005,37,6.6,22,-79.5
cyp,Cyprus,country,eur,2011,1116644,32983,29.2,3.8,35,33
cze,Czech Republic,country,eur,2011,10533985,28603,25.2,3.9,49.75,15
deu,Germany,country,eur,2011,80424665,42080,29,4.1,51.5,10.5
dji,Djibouti,country,afr,2011,841802,2767,40,73.9,11.58901,43.14503
dnk,Denmark,country,eur,2011,5576577,43314,27.8,3.9,56,10
dom,Dominican Republic,country,ame,2011,10027140,11241,47.4,33.4,19,-70.66667
dza,Algeria,country,afr,2011,36717132,12606,42.5,26.6,28,3
ecu,Ecuador,country,ame,2011,15177280,9882,46.2,24.5,-1.25,-78.25
egy,Egypt,country,afr,2011,83787634,10629,35.2,27.9,27,30
eri,Eritrea,country,afr,2011,4789568,1139,47.5,53.5,15,39
esp,Spain,country,eur,2011,46708366,32674,34,4.5,40,-4
est,Estonia,country,eur,2011,1328068,23576,31.9,4.1,59,26
eth,Ethiopia,country,afr,2011,89858696,1171,33.6,71.3,9,39.5
fin,Finland,country,eur,2011,5395816,40251,25.8,2.9,64,26
fji,Fiji,country,asi,2011,867327,7228,42.8,23.7,-18,178
fra,France,country,eur,2011,63268405,37328,30.8,4.3,46,2
gab,Gabon,country,afr,2011,1577298,16590,41.8,60.5,-1,11.75
gbr,United Kingdom,country,eur,2011,63164949,36549,33,5,54.75844,-2.69531
geo,Georgia,country,eur,2011,4196401,6322,41.6,15.5,41.99998,43.4999
gha,Ghana,country,afr,2011,24928503,3446,42.8,71.9,8.1,-1.2
gin,Guinea,country,afr,2011,11316351,1200,36.1,107.7,10.83333,-10.66667
gmb,Gambia,country,afr,2011,1749099,1545,47.3,78.6,13.5,-15.5
gnb,Guinea-Bissau,country,afr,2011,1673509,1457,38.7,110.4,12,-15
gnq,Equatorial Guinea,country,afr,2011,750918,35150,50.5,107.3,1.7,10.5
grc,Greece,country,eur,2011,11153047,26675,33.7,4.6,39,22
gtm,Guatemala,country,ame,2011,15049280,6957,52.4,33.3,14.64072,-90.51327
guy,Guyana,country,ame,2011,755883,5808,43.2,41.4,5,-59
hnd,Honduras,country,ame,2011,7621414,4345,57.4,23.5,15,-86.5
hti,Haiti,country,ame,2011,10144890,1580,59.2,77.2,19,-72.41667
hun,Hungary,country,eur,2011,9988846,22524,26.8,6.4,47,20
idn,Indonesia,country,asi,2011,244808254,8907,38.1,31.7,-5,120
ind,India,country,asi,2011,1247446011,4787,33.6,57.2,22,79
irl,Ireland,country,eur,2011,4652714,44913,29.8,4.1,53,-8
irn,Iran,country,asi,2011,75184322,17425,43.4,18.3,32,53
irq,Iraq,country,asi,2011,31867758,13248,34.5,35.7,33,44
isr,Israel,country,asi,2011,7563334,30183,37.1,4.4,31.5,34.75
ita,Italy,country,eur,2011,59678993,35901,31.9,3.9,42.83333,12.83333
jam,Jamaica,country,ame,2011,2752358,8485,45.5,17.6,18.16667,-77.25
jor,Jordan,country,asi,2011,6760371,11292,33.7,20.2,31,36
jpn,Japan,country,asi,2011,127252900,34316,33.6,3.4,35.68536,139.75309
kaz,Kazakhstan,country,asi,2011,16554305,20772,28.6,19.6,48,68
ken,Kenya,country,afr,2011,41419954,2585,47.7,59.8,1,38
kgz,Kyrgyz Republic,country,asi,2011,5553827,2921,33.4,27.8,41.5,75
khm,Cambodia,country,asi,2011,14593099,2646,31.8,39.3,13,105
kor,South Korea,country,asi,2011,49356692,31327,31.1,4,36.5,127.75
kwt,Kuwait,country,asi,2011,3239181,79102,39.3,10.3,29.36972,47.97833
lao,Lao,country,asi,2011,6366909,4133,36.1,76.7,18,105
lbn,Lebanon,country,asi,2011,4591698,16431,38.6,9.7,33.83333,35.83333
lbr,Liberia,country,afr,2011,4079574,729,38.2,84.5,6.5,-9.5
lby,Libya,country,afr,2011,6288652,11358,38.8,17.6,28,17
lka,Sri Lanka,country,asi,2011,20315673,8112,36.4,10.1,7.75,80.75
lso,Lesotho,country,afr,2011,2032950,2301,54.2,98.5,-29.5,28.25
ltu,Lithuania,country,eur,2011,3070593,22530,33,6.1,55.41667,24
lux,Luxembourg,country,eur,2011,519981,91469,27.2,2.3,49.61167,6.13
lva,Latvia,country,eur,2011,2063661,19405,35.1,9,57,25
mar,Morocco,country,afr,2011,32531964,6698,40.9,31.9,32,-6
mda,Moldova,country,eur,2011,4077811,4179,30.6,16.9,47.25,28.58333
mdg,Madagascar,country,afr,2011,21678867,1372,40.6,57.8,-20,47
mex,Mexico,country,ame,2011,120365271,15887,46.2,16,19.42847,-99.12766
mkd,Macedonia, FYR,country,eur,2011,2065888,11431,42.3,8.6,41.66667,21.75
mli,Mali,country,afr,2011,15639115,1658,33,131.7,18,-2
mmr,Myanmar,country,asi,2011,52125411,3181,44.3,57.2,21,96
mne,Montenegro,country,eur,2011,622957,14082,30.6,6.2,42.75,19.25
mng,Mongolia,country,asi,2011,2759074,8905,36.5,28,46,105
moz,Mozambique,country,afr,2011,25016921,974,51.6,98.9,-18.25,35
mrt,Mauritania,country,afr,2011,3683221,3357,40.5,95.4,20.25,-10.5
mus,Mauritius,country,afr,2011,1253089,16179,35.9,14.9,-20.3,57.58333
mwi,Malawi,country,afr,2011,15226813,747,46.2,85.7,-13.5,34
mys,Malaysia,country,asi,2011,28572970,21096,46.2,8.4,2.5,112.5
nam,Namibia,country,afr,2011,2240161,8715,63.9,53.6,-22,17
ner,Niger,country,afr,2011,16946485,828,31.2,116.1,18,9
nga,Nigeria,country,afr,2011,163770669,5217,43,125.5,10,8
nic,Nicaragua,country,ame,2011,5807787,4154,45.7,25.2,13,-85
nld,Netherlands,country,eur,2011,16689863,46388,25.8,4.3,52.25,5.75
nor,Norway,country,eur,2011,4953945,62737,22.9,3.1,62,10
npl,Nepal,country,asi,2011,27179237,2044,32.8,43.1,28,84
nzl,New Zealand,country,asi,2011,4404483,32283,32.3,6.1,-42,174
omn,Oman,country,asi,2011,3210003,45081,40.9,11.6,21,57
pak,Pakistan,country,asi,2011,173669648,4261,29.6,89.9,30,70
pan,Panama,country,ame,2011,3681979,16254,51.8,19.2,8.9936,-79.51973
per,Peru,country,ame,2011,29759891,10429,45.7,20,-10,-75.25
phl,Philippines,country,asi,2011,94501233,5721,43,31.2,13,122
png,Papua New Guinea,country,asi,2011,7001172,2341,50.3,64.3,-6,147
pol,Poland,country,eur,2011,38594217,22333,31.1,5.5,52,20
prk,North Korea,country,asi,2011,24631359,1397,46.9,30.1,40,127
prt,Portugal,country,eur,2011,10558909,26932,34.2,3.8,39.6945,-8.13057
pry,Paraguay,country,ame,2011,6293763,7186,52.6,23.3,-23.33333,-58
pse,West Bank and Gaza,country,asi,2011,4181135,4359,34.5,23.3,31.5,34.46667
qat,Qatar,country,asi,2011,1905437,133734,43.7,8.7,25.27932,51.52245
rou,Romania,country,eur,2011,20111664,17363,33.2,13.2,46,25
rus,Russia,country,eur,2011,143211476,22570,39.6,11.4,60,100
rwa,Rwanda,country,afr,2011,10556429,1324,50.8,57.8,-2,30
sau,Saudi Arabia,country,asi,2011,28788438,49230,42.4,16.5,25,45
sdn,Sudan,country,afr,2011,36918193,3524,35.3,78.2,16,30
sds,South Sudan,country,afr,2011,10510122,3505,35.29,106.7,7.5,30
sen,Senegal,country,afr,2011,13357003,2163,40.3,60,14.5,-14.25
sgp,Singapore,country,asi,2011,5190666,74949,45.8,2.8,1.28967,103.85007
slb,Solomon Islands,country,asi,2011,537648,1975,46.5,31.4,-8,159
sle,Sierra Leone,country,afr,2011,5908908,1400,35.4,150.6,8.5,-11.5
slv,El Salvador,country,ame,2011,6055208,7352,42.4,19.3,13.83333,-88.91667
som,Somalia,country,afr,2011,9806670,614,48,155.3,6,48
srb,Serbia,country,eur,2011,9023881,12572,32.4,7.3,44.81892,20.45998
sur,Suriname,country,ame,2011,523439,14942,39.4,24.1,4,-56
svk,Slovak Republic,country,eur,2011,5411377,25066,25.7,7.8,48.66667,19.5
svn,Slovenia,country,eur,2011,2059023,28492,23.8,3.2,46.08333,15
swe,Sweden,country,eur,2011,9462352,43709,24.4,3,62,15
swz,Swaziland,country,afr,2011,1212458,5846,51.5,83.6,-26.5,31.5
syr,Syria,country,asi,2011,20501167,6358,35.8,15,35,38
tcd,Chad,country,afr,2011,12298512,1896,43.3,156,15,19
tgo,Togo,country,afr,2011,6566179,1273,46,88.3,8.66667,1.08333
tha,Thailand,country,asi,2011,66902958,12798,39.4,14,15.5,101
tjk,Tajikistan,country,asi,2011,7753925,2212,36.9,50.9,39,71
tkm,Turkmenistan,country,asi,2011,5106672,11361,46.4,58.2,39.75,59.66667
tls,Timor-Leste,country,asi,2011,1077602,1940,30.4,61.1,-8.83333,125.75
tto,Trinidad and Tobago,country,ame,2011,1334790,28743,39.1,22.9,11,-61
tun,Tunisia,country,afr,2011,10758870,10235,35.8,16.5,34,9
tur,Turkey,country,eur,2011,73517002,17908,40.7,17.8,39,35
tza,Tanzania,country,afr,2011,47122998,2243,37.8,58.2,-6,35
uga,Uganda,country,afr,2011,34260342,1607,44.5,74.6,1.25,32.5
ukr,Ukraine,country,eur,2011,45477690,8282,24.8,11.2,49,32
ury,Uruguay,country,ame,2011,3385610,17916,43.4,12,-33,-56
usa,United States,country,ame,2011,312390368,49781,38.9,7.2,39.76,-98.5
uzb,Uzbekistan,country,asi,2011,28158395,4412,39.7,44.6,41.66667,63.83333
ven,Venezuela,country,ame,2011,29427631,16960,44.8,16.4,8,-66
vnm,Vietnam,country,asi,2011,89321903,4717,37.4,24.2,16.16667,107.83333
yem,Yemen,country,asi,2011,24234940,3761,45.4,56.1,15.5,47.5
zaf,South Africa,country,afr,2011,52237272,12291,65,50.6,-29,24
zmb,Zambia,country,afr,2011,14343526,3557,57.5,81.4,-14.33333,28.5
zwe,Zimbabwe,country,afr,2011,14255592,1626,64,92,-19,29.75
afg,Afghanistan,country,asi,2012,29726803,1893,27.8,99.5,33,66
ago,Angola,country,afr,2012,22685632,7230,42.7,172.2,-12.5,18.5
alb,Albania,country,eur,2012,2880667,9811,29,15.5,41,20
are,United Arab Emirates,country,asi,2012,8952542,57028,45.1,7.8,23.75,54.5
arg,Argentina,country,ame,2012,42095224,17101,43.6,13.8,-34,-64
arm,Armenia,country,eur,2012,2978339,7291,30.3,16.3,40.25,45
aus,Australia,country,asi,2012,22911375,42522,32.6,4.2,-25,135
aut,Austria,country,eur,2012,8455477,44216,27.6,4,47.33333,13.33333
aze,Azerbaijan,country,eur,2012,9361477,15888,33,35.7,40.5,47.5
bdi,Burundi,country,afr,2012,10124572,737,33.3,91.2,-3.5,30
bel,Belgium,country,eur,2012,11079521,40687,26.5,4.4,50.75,4.5
ben,Benin,country,afr,2012,10049792,1685,43.5,107,9.5,2.25
bfa,Burkina Faso,country,afr,2012,16590813,1532,50.1,101.4,12.5,-1.66667
bgd,Bangladesh,country,asi,2012,155257387,2725,32.1,44,24,90
bgr,Bulgaria,country,eur,2012,7303741,15443,33.6,12.1,42.66667,25.25
bhr,Bahrain,country,asi,2012,1333577,40732,35,7.3,26.03333,50.55
bih,Bosnia and Herzegovina,country,eur,2012,3828419,9149,33,6.9,44.25,17.83333
blr,Belarus,country,eur,2012,9490962,16907,26.5,5.2,53,28
bol,Bolivia,country,ame,2012,10238762,5650,46.6,43.1,-17,-65
bra,Brazil,country,ame,2012,202401584,15234,52.7,15.1,-10,-55
btn,Bhutan,country,asi,2012,743711,7138,38.7,37.8,27.5,90.5
bwa,Botswana,country,afr,2012,2132822,14905,58.7,57.6,-22,24
caf,Central African Republic,country,afr,2012,4619500,932,56.3,142.3,7,21
can,Canada,country,ame,2012,34868151,41865,31.5,5.3,60.10867,-113.64258
che,Switzerland,country,eur,2012,8022628,54573,28.8,4.3,47.00016,8.01427
chl,Chile,country,ame,2012,17388437,21050,50.3,8.6,-33.45694,-70.64827
chn,China,country,asi,2012,1355386952,11017,37,13.4,35,105
civ,Cote d'Ivoire,country,afr,2012,21102641,2928,51.3,104.2,8,-5.5
cmr,Cameroon,country,afr,2012,21659488,2661,51.3,98.7,6,12.5
cod,Congo, Dem. Rep.,country,afr,2012,70291160,685,44,108.5,-2.5,23.5
cog,Congo, Rep.,country,afr,2012,4286188,5631,40.2,52.6,-1,15.5
col,Colombia,country,ame,2012,46881018,11636,53.5,17.4,4,-73.25
com,Comoros,country,afr,2012,733661,1435,63.8,80.9,-12.23333,44.44553
cpv,Cape Verde,country,afr,2012,500870,6224,43.8,26.6,16,-24
